No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-18AEM16000D232------------,8300,0,29 Nov 2022,0,8350,8200,8275,-25,619000,5110332500,719,672.2,8300,22200,8275,31200,1924688333,1924688333,390711732,170600,58200,77,654500,1
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614------------,182,0,29 Nov 2022,0,185,177,181,-1,9146700,1649766600,1203,399.9,182,258100,181,184700,3935892857,3935892857,1342139464,211900,167900,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412-----------X,6700,0,29 Nov 2022,0,0,0,6700,0,0,0,0,1529.6,6700,100500,0,0,620806680,620806680,78594126,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--M-1175000000C311------------,3680,0,29 Nov 2022,0,3770,3650,3680,0,3353000,12406101000,1901,98.1,3700,2300,3680,19000,2753165000,2753165000,568803889,1326300,71200,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--M-187EMD3000E743------------,540,0,29 Nov 2022,0,545,515,520,-20,98360300,51282049000,8842,634.1,525,1098300,520,1106400,17150000000,17150000000,6832560000,51925000,10264300,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,181,0,29 Nov 2022,0,184,179,180,-1,1773100,318782400,319,13.3,181,40700,180,448700,12675160000,12675160000,2259981028,0,64500,0,0,0
7,ADCP,Adhi Commuter Properti Tbk.,--U-1135000000H111------------,73,0,29 Nov 2022,0,75,73,73,0,7229700,534382400,312,56.2,74,3795100,73,4988100,22222222200,22222222200,2222222220,95400,0,0,0,0
8,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,8100,0,29 Nov 2022,0,8225,7825,8000,-100,331100,2677360000,305,415.6,8025,1900,8000,1000,589896800,589896800,48961434,9400,1300,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,--M-1835V50000J211------------,530,0,29 Nov 2022,0,535,520,525,-5,15361200,8072207000,1939,451.7,530,1496700,525,13223100,8407608979,8407608979,5196626550,3818200,17600,2351500,1258015000,2
10,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F200000G211------------,9225,0,29 Nov 2022,0,9225,9050,9150,-75,96500,883930000,158,393.5,9200,14000,9150,5000,1000000000,1000000000,79200000,50000,100,0,0,0
11,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,155,0,29 Nov 2022,0,156,154,155,0,52100,8077900,45,13.8,156,129300,155,87700,3889179559,3889179559,520372225,0,0,0,0,0
12,ADMR,Adaro Minerals Indonesia Tbk.,--U-2100000000A121------------,1655,0,29 Nov 2022,0,1700,1635,1640,-15,136551800,226594591500,16734,1640.0,1645,18000,1640,3752900,40882331500,40882331500,6606584770,48729200,13804800,42,69825,2
13,ADRO,Adaro Energy Indonesia Tbk.,--MO1XDAQG3000A121------------,3740,3790,29 Nov 2022,3790,3880,3780,3880,140,90877500,347883136000,13137,352.7,3880,1578400,3870,227000,31985962000,31985962000,12979903380,15651800,26098800,6456,25170870,9
14,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231------------,350,0,29 Nov 2022,0,350,326,326,-24,14500,4825600,43,296.4,326,19800,0,0,1000000000,1000000000,250100000,0,0,0,0,0
15,AGII,Aneka Gas Industri Tbk.,--M-1835FB3000B111------------,2130,0,29 Nov 2022,0,2180,2100,2160,30,6982800,14926447000,1842,196.4,2170,148100,2160,409800,3066660000,3066660000,597385368,329100,730100,0,0,0
16,AGRO,Bank Raya Indonesia Tbk.,--U-1805300000G111------------,484,0,29 Nov 2022,0,494,482,486,2,13477600,6575999600,2449,809.7,488,335300,486,1000300,22520432254,22520432254,3193397522,3045000,501800,1000,482000,1
17,AGRS,Bank IBK Indonesia Tbk.,--U-2105000000G111------------,99,0,29 Nov 2022,0,101,98,99,0,4841700,479700800,347,128.1,100,1628100,99,5028000,27357208711,27357208711,2015905086,69800,4400,0,0,0
18,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-2100000000G412------------,83,0,29 Nov 2022,0,84,80,82,-1,7996800,652194200,635,393.8,82,248600,81,280700,4900000000,4900000000,1249990000,100000,7000,0,0,0
19,AIMS,Akbar Indo Makmur Stimec Tbk,--U-2130000000A121------------,224,0,29 Nov 2022,0,226,224,224,0,2600,585400,5,179.2,224,1600,216,600,220000000,220000000,38786000,0,0,0,0,0
20,AISA,FKS Food Sejahtera Tbk.,--U-1135000000D222------------,167,0,29 Nov 2022,0,171,165,171,4,20489900,3462994900,15298,20.8,171,286500,170,1062500,9311800000,9311800000,2554226740,777100,602100,0,0,0
21,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-2100000000E512-----------X,50,0,29 Nov 2022,0,50,50,50,0,100200,5010000,173,75.9,50,21692200,0,0,6449463636,6449463636,1663316672,0,0,0,0,0
22,AKPI,Argha Karya Prima Industry Tbk.,--U-2130000000B113------------,1400,0,29 Nov 2022,0,1415,1390,1390,-10,11900,16695500,24,183.4,1400,5000,1390,6200,612248000,612248000,26816462,0,0,0,0,0
23,AKRA,AKR Corporindo Tbk.,--M-1MAXM4G000A112------------,1370,0,29 Nov 2022,0,1395,1365,1390,20,41985300,57923092000,4009,5539.2,1390,236800,1385,37300,20073474600,20073474600,7453281119,18482400,23727300,10023,13731395,2
24,AKSI,Mineral Sumberdaya Mandiri Tbk.,--U-2130000000K211------------,328,0,29 Nov 2022,0,336,318,318,-10,173600,56301200,189,159.0,318,300,316,25400,720000000,720000000,57528000,0,0,0,0,0
25,ALDO,Alkindo Naratama Tbk.,--U-2135000000B131------------,865,0,29 Nov 2022,0,865,805,810,-55,2150600,1742343000,537,619.5,815,2700,810,2200,1316856172,1316856172,292868790,0,0,0,0,0
26,ALKA,Alakasa Industrindo Tbk,--U-2130000000B141------------,266,0,29 Nov 2022,0,278,254,278,12,27800,7403400,35,46.8,280,3000,278,50100,507665055,507665055,38074879,0,0,0,0,0
27,ALMI,Alumindo Light Metal Industry Tbk.,--U-2135000000B141------------,278,0,29 Nov 2022,0,288,270,274,-4,117800,32838400,75,42.2,280,1000,274,13300,3816000000,3816000000,169048800,0,0,0,0,0
28,ALTO,Tri Banyan Tirta Tbk.,--U-1100000000D212------------,128,0,29 Nov 2022,0,128,120,120,-8,472900,57268500,99,60.0,120,123400,0,0,2191870558,2191870558,590489928,0,0,0,0,0
29,AMAG,Asuransi Multi Artha Guna Tbk.,--U-2105000000G412------------,358,0,29 Nov 2022,0,364,360,364,6,33100,11963200,26,346.7,364,56400,362,14400,5001552516,5001552516,424131653,0,16600,0,0,0
30,AMAN,Makmur Berkah Amanda Tbk.,--U-1135000000H111------------,700,0,29 Nov 2022,0,705,700,700,0,110100,77070500,10,636.4,705,197900,700,102500,3873500000,3873500000,455136250,0,0,0,0,0
31,AMAR,Bank Amar Indonesia Tbk.,CRU-2805000000G111------------,368,0,29 Nov 2022,0,386,366,384,16,105754300,39906489600,43618,315.6,384,2185800,382,518500,13646222000,13646222000,933401585,3914500,33525600,0,0,0
32,AMFG,Asahimas Flat Glass Tbk.,--U-1135000000C121------------,6250,0,29 Nov 2022,0,6350,5975,6100,-150,204400,1243257500,324,249.0,6100,16900,6050,1100,434000000,434000000,84760200,4300,0,0,0,0
33,AMIN,Ateliers Mecaniques D Indonesie Tbk.,--U-2130000000C143------------,119,0,29 Nov 2022,0,119,115,116,-3,539000,62859900,153,90.6,117,200,116,101000,1080000000,1080000000,187920000,0,0,0,0,0
34,AMMS,Agung Menjangan Mas Tbk.,--U-3000000000D231------------,48,0,29 Nov 2022,0,48,45,46,-2,3360600,157748400,382,46.0,47,8900,46,444300,1200000000,240000000,0,3000,0,0,0,0
35,AMOR,Ashmore Asset Management Indonesia Tbk.,--U-2105000000G311------------,1310,0,29 Nov 2022,0,1320,1265,1310,0,270600,354326000,42,137.9,1310,1100,1305,2200,2222222400,2218538400,208444461,0,300,0,0,0
36,AMRT,Sumber Alfaria Trijaya Tbk.,--UO1U00526000D113------------,2860,2820,29 Nov 2022,2850,2900,2770,2840,-20,34600000,98074656000,6283,7246.9,2840,36600,2830,26900,41524501700,41524501700,19030679129,28055700,17142600,12349081,35207222950,5
37,ANDI,Andira Agro Tbk.,--U-2130000000D232-----------X,50,0,29 Nov 2022,0,50,50,50,0,100,5000,1,125.0,50,34227900,0,0,9350000000,9350000000,3999930000,0,0,0,0,0
38,ANJT,Austindo Nusantara Jaya Tbk.,--M-1135000000D232------------,715,0,29 Nov 2022,0,720,705,715,0,1151700,821140500,261,59.6,720,61500,715,202100,3354175000,3354175000,670835,16300,160700,0,0,0
39,ANTM,Aneka Tambang Tbk.,--MO1XDPX5S000B146------------,1915,1935,29 Nov 2022,1935,1965,1925,1965,50,54410500,106050558000,8182,1295.6,1970,875900,1965,451500,24030764725,24030764725,8369915354,7222400,21248100,408,789480,6
40,APEX,Apexindo Pratama Duta Tbk.,--U-2130000000A131------------,330,0,29 Nov 2022,0,334,324,328,-2,418800,138550800,203,21.0,330,1400,328,186500,2796804997,2796804997,663681826,210000,0,0,0,0
41,APIC,Pacific Strategic Financial Tbk.,--M-2105000000G511------------,1085,0,29 Nov 2022,0,1095,1080,1095,10,3550500,3869900500,395,1164.7,1100,516000,1095,16400,11766313488,11766313488,7385714976,414800,62600,40100000,43509000000,3
42,APII,Arita Prima Indonesia Tbk.,--M-2130000000C143------------,202,0,29 Nov 2022,0,212,200,208,6,898900,184012800,121,94.5,208,96700,202,8900,1075760000,1075760000,274641528,0,50000,0,0,0
43,APLI,Asiaplast Industries Tbk.,--U-1130000000B113------------,192,0,29 Nov 2022,0,195,188,194,2,33900,6555500,22,161.7,193,19700,190,200,1362671400,1362671400,172923001,0,0,0,0,0
44,APLN,Agung Podomoro Land Tbk.,--M-1135000000H111------------,163,0,29 Nov 2022,0,168,162,164,1,42893200,7079903500,8469,44.9,165,1255900,164,1444200,22699326779,22699326779,3915633869,1890000,7443600,12,2023,2
45,ARCI,Archi Indonesia Tbk.,--M-1135000000B143------------,338,0,29 Nov 2022,0,340,336,336,-2,421000,142166200,102,44.8,340,110600,336,141900,24835000000,24835000000,1812955000,46700,0,0,0,0
46,ARGO,Argo Pantes Tbk,--U-2100000000E413-E---------X,1095,0,29 Nov 2022,0,1185,1020,1185,90,5800,6048500,24,29.8,1185,200,1140,100,335557450,335557450,17616766,0,0,0,0,0
47,ARII,Atlas Resources Tbk.,--U-2130000000A121------------,362,0,29 Nov 2022,0,370,338,344,-18,5170600,1811833200,1164,22.9,346,300,344,82700,3431000000,3431000000,1278074200,267900,241300,0,0,0
48,ARKA,Arkha Jayanti Persada Tbk.,--U-2100000000C143------------,50,0,29 Nov 2022,0,50,50,50,0,28800,1440000,21,21.2,50,20592000,0,0,2000000000,2000000000,871200000,0,0,913000,40172000,1
49,ARKO,Arkora Hydro Tbk.,--U-2105000000J411------------,675,0,29 Nov 2022,0,700,670,690,15,22599200,15551402500,1110,230.0,690,520000,685,1209200,2928495000,2927086000,464166458,38800,19200,0,0,0
50,ARMY,Armidian Karyatama Tbk.,--U-2100000000H111---L-------X,50,0,29 Nov 2022,0,0,0,50,0,0,0,0,16.7,0,0,0,0,9006250000,9006250000,4967847500,0,0,0,0,0
51,ARNA,Arwana Citramulia Tbk.,--M-1135000000C121------------,1005,0,29 Nov 2022,0,1015,1000,1010,5,3660900,3694919500,390,6864.7,1010,1998400,1005,68800,7341430976,7341430976,2946850394,2954500,3009900,100000,100000000,2
52,ARTA,Arthavest Tbk,--U-2105000000E512------------,2180,0,29 Nov 2022,0,2300,2180,2300,120,209900,482299000,46,1334.2,2320,1700,2300,5900,446674175,446674175,50518849,0,400,0,0,0
53,ARTI,Ratu Prabu Energi Tbk,--U-2100000000A132-E-L-------X,50,0,29 Nov 2022,0,0,0,50,0,0,0,0,12.3,0,0,0,0,7840000000,7840000000,4380992000,0,0,0,0,0
54,ARTO,Bank Jago Tbk.,--UO2HM0500000G111------------,4820,4810,29 Nov 2022,4810,4950,4670,4690,-130,14391900,68835154000,10172,28517.6,4700,6700,4690,240100,13717687500,13717687500,3827234813,3883300,2969600,50167,239547530,4
55,ASBI,Asuransi Bintang Tbk.,--U-2100000000G412------------,525,0,29 Nov 2022,0,530,500,520,-5,130800,67115000,57,394.7,520,15100,500,100,348386472,348386472,47276044,0,0,0,0,0
56,ASDM,Asuransi Dayin Mitra Tbk.,--U-1100000000G412------------,955,0,29 Nov 2022,0,955,940,950,-5,1000,946500,5,280.6,950,12500,945,100,192000000,192000000,41702400,0,0,0,0,0
57,ASGR,Astra Graphia Tbk.,--M-1135000000C224------------,975,0,29 Nov 2022,0,980,950,950,-25,332800,318022500,131,197.0,955,7100,945,16300,1348780500,1348780500,297271222,6100,6400,0,0,0
58,ASHA,Cilacap Samudera Fishing Industry Tbk.,--U-2135000000D231------------,138,0,29 Nov 2022,0,139,135,136,-2,4151400,565346700,3330,136.0,136,601100,135,584100,5000000000,1250000000,1250000000,19400,70600,2055500,332991000,1
59,ASII,Astra International Tbk.,--MO1UBAC7H000C311------------,6225,6125,29 Nov 2022,6150,6150,6025,6050,-175,115482500,701146337500,19294,4326.5,6075,1189700,6050,5461300,40483553140,40483553140,18249985756,96223100,37517300,6097956,37203933800,39
60,ASJT,Asuransi Jasa Tania Tbk.,--U-1100000000G412------------,135,0,29 Nov 2022,0,135,132,133,-2,25000,3334500,7,116.0,136,13400,133,43300,1288890696,1288890696,291289297,0,0,0,0,0
61,ASLC,Autopedia Sukses Lestari Tbk.,--U-2135000000E745------------,152,0,29 Nov 2022,0,156,146,146,-6,26943600,4062266300,2503,57.0,146,1541500,145,554300,12746354780,12746354780,2651241794,40900,43700,0,0,0
62,ASMI,Asuransi Maximus Graha Persada Tbk.,--U-1105000000G412------------,156,0,29 Nov 2022,0,146,146,146,-10,756300,110419800,73,270.4,146,5343900,0,0,8958380460,8958380460,6274449674,0,75700,0,0,0
63,ASPI,Andalan Sakti Primaindo Tbk.,--U-2130000000H111------------,98,0,29 Nov 2022,0,100,97,99,1,248200,24308900,47,94.3,100,10100,99,1500,681794825,331799825,331761362,0,0,0,0,0
64,ASRI,Alam Sutera Realty Tbk.,--M-1135100000H111------------,176,0,29 Nov 2022,0,180,176,179,3,7845200,1393887700,718,170.5,179,1618400,178,133600,19649411888,19649411888,8761672761,246900,1605500,0,0,0
65,ASRM,Asuransi Ramayana Tbk.,--U-2100000000G412-----------X,1670,0,29 Nov 2022,0,0,0,1670,0,0,0,0,846.1,1640,100,1595,1000,304283840,304283840,13510202,0,0,0,0,0
66,ASSA,Adi Sarana Armada Tbk.,--M-280F9B0000K132------------,885,0,29 Nov 2022,0,890,875,890,5,1938000,1714038000,973,247.2,895,89400,890,6000,3566394560,3566394560,1594163281,314200,705900,0,0,0
67,ATAP,Trimitra Prawara Goldland Tbk.,--U-2130000000H111------------,104,0,29 Nov 2022,0,104,101,102,-2,6364800,652165200,953,102.0,103,334200,102,440700,1250000000,1250000000,200000000,55200,5600,0,0,0
68,ATIC,Anabatic Technologies Tbk.,--U-1100000000I121------------,390,0,29 Nov 2022,0,394,392,392,2,38100,14936400,8,56.0,398,63500,394,1000,2315361355,2315361355,335958933,0,0,0,0,0
69,AUTO,Astra Otoparts Tbk.,--M-1135000000E111------------,1490,0,29 Nov 2022,0,1500,1475,1480,-10,985700,1461879000,484,1338.5,1490,71100,1480,21300,4819733000,4819733000,962500680,56100,177800,0,0,0
70,AVIA,Avia Avian Tbk.,--M-1830530000B113------------,800,0,29 Nov 2022,0,800,770,800,0,5752800,4499360500,1866,86.0,800,1844400,785,1200,61953555600,61950456300,10352439141,3717200,4241300,0,0,0
71,AXIO,Tera Data Indonusa Tbk.,--M-2135000000I221------------,254,0,29 Nov 2022,0,260,244,252,-2,10483900,2639505800,599,180.0,252,500,248,500,5840126500,1040126500,1040126530,457000,306900,0,0,0
72,AYLS,Agro Yasa Lestari Tbk.,--U-2130000000B121----S------X,68,0,29 Nov 2022,0,70,66,68,0,3750800,255695900,249,68.0,69,179400,68,4537000,853423236,853423236,258672583,0,0,0,0,0
73,BABP,Bank MNC Internasional Tbk.,--U-2105000000G111------------,130,0,29 Nov 2022,0,135,127,127,-3,115412200,15088784600,17718,150.9,127,5104300,126,2567300,31068913100,31068913100,11190897743,1267800,18743800,18499000,2858110800,4
74,BACA,Bank Capital Indonesia Tbk.,--U-2805500000G111------------,127,0,29 Nov 2022,0,137,120,135,8,33956700,4499053500,2078,99.5,136,789100,135,893500,7007236458,7007236458,4331866726,911300,675700,0,0,0
75,BAJA,Saranacentral Bajatama Tbk.,--U-2100000000B144------------,146,0,29 Nov 2022,0,150,143,145,-1,530800,77527100,176,58.0,146,1000,145,700,1800000000,1800000000,399960000,0,0,0,0,0
76,BALI,Bali Towerindo Sentra Tbk.,--U-1105000000J321------------,800,0,29 Nov 2022,0,815,800,805,5,3600,2899000,5,1006.3,805,3000,800,4400,3934592500,3934592500,1143392581,1000,0,0,0,0
77,BANK,Bank Aladin Syariah Tbk.,--U-2135400000G111------------,1495,0,29 Nov 2022,0,1500,1395,1410,-85,45416400,65262486000,3410,1368.9,1410,65600,1400,200,13667911701,13667911701,5027021732,5172000,1584900,0,0,0
78,BAPA,Bekasi Asri Pemula Tbk.,--U-1130000000H111------------,118,0,29 Nov 2022,0,121,117,118,0,5463000,647631600,776,78.7,118,6100,117,665900,661784520,661784520,175637612,18300,23300,0,0,0
79,BAPI,Bhakti Agung Propertindo Tbk.,--U-2130000000H111-----------X,50,0,29 Nov 2022,0,50,50,50,0,100,5000,1,33.3,50,52384600,0,0,5591980103,1677762103,1677594031,0,0,0,0,0
80,BATA,Sepatu Bata Tbk.,--U-1130000000E412------------,515,0,29 Nov 2022,0,550,510,515,0,28700,14940500,32,6679.6,535,2600,515,18900,1300000000,1300000000,219830000,0,0,0,0,0
81,BAUT,Mitra Angkasa Sejahtera Tbk.,--U-2130000000E743------------,50,0,29 Nov 2022,0,50,50,50,0,135900,6795000,30,50.0,50,26637500,0,0,4800032637,4800032637,1447207149,0,0,0,0,0
82,BAYU,Bayu Buana Tbk,--U-2130000000E513------------,1040,0,29 Nov 2022,0,1050,1015,1015,-25,22600,23298500,21,125.2,1030,1000,1015,1600,353220780,353220780,122991476,0,0,0,0,0
83,BBCA,Bank Central Asia Tbk.,CDMO1UQNCNH000G111------------,9025,8975,29 Nov 2022,9000,9075,8925,8975,-50,81737400,734753202500,14340,25625.3,9000,313100,8975,4084100,122042299500,122042299500,30205024846,59868100,56975000,9862951,89033023151,24
84,BBHI,Allo Bank Indonesia Tbk.,--U-2850000000G111------------,2150,0,29 Nov 2022,0,2180,2130,2140,-10,1008500,2177212000,811,8241.9,2150,29500,2140,45600,21512953877,21512953877,3138739971,112900,44500,0,0,0
85,BBKP,Bank KB Bukopin Tbk.,--U-1105000000G111------------,130,0,29 Nov 2022,0,130,125,128,-2,118618800,15151271000,2851,53.2,129,958800,128,32600,67019885160,67019885160,22069648183,5421700,3803600,2500,337500,1
86,BBLD,Buana Finance Tbk.,--U-2100000000G211------------,620,0,29 Nov 2022,0,625,580,615,-5,5200,3104500,26,244.4,600,1000,585,200,1645796054,1645796054,531921285,0,0,0,0,0
87,BBMD,Bank Mestika Dharma Tbk.,--U-1105000000G111------------,2100,0,29 Nov 2022,0,2040,1955,2000,-100,21300,41913500,25,144.9,2000,9900,1970,3000,4049189100,4049189100,362807343,0,0,0,0,0
88,BBNI,Bank Negara Indonesia (Persero) Tbk.,--MO1UQSPBH000G111------------,9275,9275,29 Nov 2022,9300,9425,9275,9375,100,28017800,262552032500,6245,45.1,9375,1443400,9350,164300,18462169893,18462169893,7375636872,6440700,14001200,451,4083685,6
89,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,--MO1UQSPBH000G111------------,4820,4820,29 Nov 2022,4830,4860,4790,4850,30,166057400,802925125000,19129,5688.3,4860,2853000,4850,8590300,150043411587,150043411587,56137628415,88201500,139596600,34684519,167322647420,63
90,BBRM,Pelayaran Nasional Bina Buana Raya Tbk.,--U-1130000000A122-----------X,54,0,29 Nov 2022,0,57,54,57,3,1945500,109446000,165,18.4,57,19200,56,295600,8479490328,8479490328,766545926,0,175000,0,0,0
91,BBSI,Krom Bank Indonesia Tbk.,--U-2105000000G111------------,4600,0,29 Nov 2022,0,4600,4500,4600,0,2900,13205000,6,999.1,4600,300,4500,100,3274178463,3274178463,796607620,0,0,0,0,0
92,BBSS,Bumi Benowo Sukses Sejahtera Tbk.,--U-2130000000H111------------,80,0,29 Nov 2022,0,87,75,75,-5,78010000,6150475100,4020,62.5,75,4411000,0,0,4800016020,4800016020,503041679,2000,0,800,72800,1
93,BBTN,Bank Tabungan Negara (Persero) Tbk.,--MO1HCEL1H000G111------------,1530,1535,29 Nov 2022,1530,1540,1525,1525,-5,8560000,13125868000,2861,198.9,1530,88800,1525,465900,10484100000,10484100000,4193640000,2485900,2931100,0,0,0
94,BBYB,Bank Neo Commerce Tbk.,XRU-1115000000G111------------,800,0,29 Nov 2022,0,790,745,780,-20,217720700,165306744000,11021,956.9,780,580400,775,470800,10396651751,10396651751,5527766685,14491000,13291900,3623400,2958522000,3
