No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-1M3PM10000D232------------,11675,0,11 Mar 2022,0,12100,11525,11750,75,4073900,48504915000,3313,954.5,11800,18300,11725,32900,1924688333,1924688333,1004302372,837500,3095300,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-2100000000E614------------,304,0,11 Mar 2022,0,334,298,318,14,80513700,25606649800,8075,702.5,320,421500,318,109100,3935892857,3935892857,2177729519,2981600,4311600,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6600,0,11 Mar 2022,0,6350,6150,6150,-450,200,1250000,2,1404.0,6750,500000,6200,100,620806680,620806680,388004175,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--M-1115000000C311------------,1690,0,11 Mar 2022,0,1720,1640,1690,0,3227000,5475479000,831,45.1,1710,58600,1690,15300,2753165000,2753165000,1442383144,286900,1270700,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--M-187EMN6000E743------------,1110,0,11 Mar 2022,0,1110,1060,1095,-15,33822500,36598576000,6351,1335.4,1100,317500,1095,821900,17150000000,17150000000,10962280000,11353800,13371100,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1105000000J211------------,190,0,11 Mar 2022,0,198,190,198,8,10686700,2068148800,1004,14.6,198,478400,197,134500,12675160000,12675160000,6426306120,50000,2018500,0,0,0
7,ADCP,Adhi Commuter Properti Tbk.,--U-1130000000H111------------,99,0,11 Mar 2022,0,102,96,98,-1,85260200,8403522900,6931,75.4,99,1658600,98,2051100,22222222200,22222222200,10222222200,0,1931500,0,0,0
8,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,3700,0,11 Mar 2022,0,3720,3690,3700,0,90000,333056000,80,192.2,3710,100,3700,29300,589896800,589896800,265335581,2500,0,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,--M-1835K52000J211------------,790,0,11 Mar 2022,0,835,760,825,35,40695100,33044367500,6281,647.9,830,999800,825,3014800,3560849376,3560849376,2471229467,4030200,5340100,0,0,0
10,ADMF,Adira Dinamika Multi Finance Tbk.,--U-1115200000G211------------,8000,0,11 Mar 2022,0,8050,8000,8000,0,69400,556460000,90,344.1,8025,8500,8000,18600,1000000000,1000000000,447500000,200,200,0,0,0
