,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,2.49,21,02 Jan 2023,31 Jan 2023,103339112500,12754500,16814,D232,202301
1,ABBA,-16.56,21,02 Jan 2023,31 Jan 2023,24383216500,183488600,32035,E614,202301
2,ABDA,0.0,21,02 Jan 2023,31 Jan 2023,0,0,0,G412,202301
3,ABMM,-3.96,21,02 Jan 2023,31 Jan 2023,90017679000,28866000,17825,C311,202301
4,ACES,-1.21,21,02 Jan 2023,31 Jan 2023,1356607032500,2817182500,205908,E743,202301
5,ACST,3.82,21,02 Jan 2023,31 Jan 2023,12036577200,76428000,23492,J211,202301
6,ADCP,-1.49,21,02 Jan 2023,31 Jan 2023,14789434500,225518200,28441,H111,202301
7,ADES,3.83,21,02 Jan 2023,31 Jan 2023,8655107500,1208900,1529,D212,202301
8,ADHI,-0.83,21,02 Jan 2023,31 Jan 2023,143264693400,314791600,44572,J211,202301
9,ADMF,4.72,21,02 Jan 2023,31 Jan 2023,13144087500,1463100,2104,G211,202301
10,ADMG,-2.65,21,02 Jan 2023,31 Jan 2023,803387300,5420500,3451,B111,202301
11,ADMR,-3.24,21,02 Jan 2023,31 Jan 2023,1730074811000,1072244100,138052,A121,202301
12,ADRO,-23.12,21,02 Jan 2023,31 Jan 2023,5712638099000,1796213700,318086,A121,202301
13,AGAR,0.72,21,02 Jan 2023,31 Jan 2023,18248200,66500,322,D231,202301
14,AGII,2.58,21,02 Jan 2023,31 Jan 2023,265034038000,136995700,32084,B111,202301
15,AGRO,8.91,21,02 Jan 2023,31 Jan 2023,338784834000,828022600,105433,G111,202301
16,AGRS,1.11,21,02 Jan 2023,31 Jan 2023,18299806400,193007400,16571,G111,202301
17,AHAP,-19.48,21,02 Jan 2023,31 Jan 2023,18098674800,270819100,36312,G412,202301
18,AIMS,36.89,21,02 Jan 2023,31 Jan 2023,3187929200,11061100,7459,A121,202301
19,AISA,3.5,21,02 Jan 2023,31 Jan 2023,14237851100,97615200,12615,D222,202301
20,AKKU,0.0,21,02 Jan 2023,31 Jan 2023,2375000,47500,81,E512,202301
21,AKPI,-1.23,21,02 Jan 2023,31 Jan 2023,819000000,673600,936,B113,202301
22,AKRA,-6.43,21,02 Jan 2023,31 Jan 2023,981059375500,746355500,85944,A112,202301
23,AKSI,-1.38,21,02 Jan 2023,31 Jan 2023,20545145000,55289000,17137,K211,202301
24,ALDO,1.24,21,02 Jan 2023,31 Jan 2023,2399322000,3003600,778,B131,202301
25,ALKA,58.65,21,02 Jan 2023,31 Jan 2023,10647682100,23011800,13206,B141,202301
26,ALMI,-1.47,21,02 Jan 2023,31 Jan 2023,2720361400,9136000,3498,B141,202301
27,ALTO,0.0,21,02 Jan 2023,31 Jan 2023,191305000,3826100,497,D212,202301
28,AMAG,2.22,21,02 Jan 2023,31 Jan 2023,252759800,693400,791,G412,202301
29,AMAN,0.0,21,02 Jan 2023,31 Jan 2023,1752474000,2471900,245,H111,202301
30,AMAR,-0.86,21,02 Jan 2023,31 Jan 2023,91973202700,395828500,25196,G111,202301
31,AMFG,-0.45,21,02 Jan 2023,31 Jan 2023,3984882500,740900,981,C121,202301
32,AMIN,56.19,21,02 Jan 2023,31 Jan 2023,38757987600,246518600,59213,C143,202301
33,AMMS,-4.65,21,02 Jan 2023,31 Jan 2023,1338475300,32209500,3770,D231,202301
34,AMOR,4.49,21,02 Jan 2023,31 Jan 2023,7263889500,5442600,291,G311,202301
35,AMRT,6.79,21,02 Jan 2023,31 Jan 2023,1115928458000,404640800,98877,D113,202301
36,ANDI,0.0,21,02 Jan 2023,31 Jan 2023,9205000,184100,133,D232,202301
37,ANJT,5.26,21,02 Jan 2023,31 Jan 2023,20807302000,31321000,4988,D232,202301
38,ANTM,16.37,21,02 Jan 2023,31 Jan 2023,4354048869000,2002386700,272070,B146,202301
39,APEX,12.35,21,02 Jan 2023,31 Jan 2023,13613206400,60268400,19311,A131,202301
40,APIC,-0.44,21,02 Jan 2023,31 Jan 2023,59310825000,52535900,4939,G511,202301
41,APII,-0.51,21,02 Jan 2023,31 Jan 2023,2490401000,12494900,2005,C143,202301
42,APLI,-7.86,21,02 Jan 2023,31 Jan 2023,10956284500,40794300,10037,B113,202301
43,APLN,-3.25,21,02 Jan 2023,31 Jan 2023,55541376100,372825000,35079,H111,202301
44,ARCI,0.6,21,02 Jan 2023,31 Jan 2023,100779548400,276036400,35101,B143,202301
45,ARGO,-15.51,21,02 Jan 2023,31 Jan 2023,18336000,15800,41,E413,202301
46,ARII,-10.81,21,02 Jan 2023,31 Jan 2023,6228547400,22718100,5235,A121,202301
47,ARKA,0.0,21,02 Jan 2023,31 Jan 2023,271550000,5431000,3821,C143,202301
48,ARKO,-6.4,21,02 Jan 2023,31 Jan 2023,50001720800,89137400,11988,J411,202301
49,ARMY,0.0,21,02 Jan 2023,31 Jan 2023,0,0,0,H111,202301
50,ARNA,1.01,21,02 Jan 2023,31 Jan 2023,50200022500,49078700,7399,C121,202301
51,ARTA,-24.44,21,02 Jan 2023,31 Jan 2023,129828000,53400,129,E512,202301
52,ARTI,0.0,21,02 Jan 2023,31 Jan 2023,0,0,0,A132,202301
53,ARTO,-13.71,21,02 Jan 2023,31 Jan 2023,1308851525000,407967300,157443,G111,202301
54,ASBI,0.0,21,02 Jan 2023,31 Jan 2023,279595600,549300,371,G412,202301
55,ASDM,1.67,21,02 Jan 2023,31 Jan 2023,72239000,78500,178,G412,202301
56,ASGR,0.0,21,02 Jan 2023,31 Jan 2023,5305014000,5646700,1338,C224,202301
57,ASHA,15.73,21,02 Jan 2023,31 Jan 2023,123476207600,1314880800,74778,D231,202301
58,ASII,5.26,21,02 Jan 2023,31 Jan 2023,5780841917500,1032263300,180001,C311,202301
59,ASJT,3.25,21,02 Jan 2023,31 Jan 2023,1087965000,8746700,800,G412,202301
60,ASLC,-14.05,21,02 Jan 2023,31 Jan 2023,73248019400,740917800,105209,E745,202301
61,ASMI,-21.9,21,02 Jan 2023,31 Jan 2023,6856803300,66472300,7579,G412,202301
62,ASPI,8.99,21,02 Jan 2023,31 Jan 2023,8268332400,88196400,8452,H111,202301
63,ASRI,1.25,21,02 Jan 2023,31 Jan 2023,21786766000,136526900,16870,H111,202301
64,ASRM,1.23,21,02 Jan 2023,31 Jan 2023,183412500,118000,51,G412,202301
65,ASSA,9.68,21,02 Jan 2023,31 Jan 2023,114100074000,143630100,30901,K132,202301
66,ATAP,-4.82,21,02 Jan 2023,31 Jan 2023,1598039100,20333000,4230,H111,202301
67,ATIC,-5.61,21,02 Jan 2023,31 Jan 2023,448538200,1175100,507,I121,202301
68,AUTO,-6.85,21,02 Jan 2023,31 Jan 2023,60195724000,43243900,17670,E111,202301
69,AVIA,3.17,21,02 Jan 2023,31 Jan 2023,119199539000,188945300,33325,B113,202301
70,AXIO,-9.32,21,02 Jan 2023,31 Jan 2023,69106535300,305142600,14463,I221,202301
71,AYLS,-17.82,21,02 Jan 2023,31 Jan 2023,22261429700,251007800,26396,B121,202301
72,BABP,-9.9,21,02 Jan 2023,31 Jan 2023,80021806600,828547200,51633,G111,202301
73,BACA,-0.76,21,02 Jan 2023,31 Jan 2023,31243182500,236579800,33891,G111,202301
74,BAJA,26.61,21,02 Jan 2023,31 Jan 2023,19943295900,134553500,33741,B144,202301
75,BALI,-8.28,21,02 Jan 2023,31 Jan 2023,412502000,526000,321,J321,202301
76,BANK,-6.36,21,02 Jan 2023,31 Jan 2023,978404601000,695954000,41536,G111,202301
77,BAPA,-11.58,21,02 Jan 2023,31 Jan 2023,16013540000,183063000,19570,H111,202301
78,BAPI,0.0,21,02 Jan 2023,31 Jan 2023,15545000,310900,64,H111,202301
79,BATA,9.62,21,02 Jan 2023,31 Jan 2023,140429000,257400,124,E412,202301
80,BAUT,0.0,21,02 Jan 2023,31 Jan 2023,81225000,1624500,354,E743,202301
81,BAYU,-1.51,21,02 Jan 2023,31 Jan 2023,32388500,31800,55,E513,202301
82,BBCA,-0.88,21,02 Jan 2023,31 Jan 2023,15438041255000,1851380400,398350,G111,202301
83,BBHI,0.57,21,02 Jan 2023,31 Jan 2023,26318109500,15147100,10672,G111,202301
84,BBKP,17.65,21,02 Jan 2023,31 Jan 2023,659967947700,5580900200,161926,G111,202301
85,BBLD,-9.02,21,02 Jan 2023,31 Jan 2023,112533000,202900,560,G211,202301
86,BBMD,-8.02,21,02 Jan 2023,31 Jan 2023,266730000,130400,39,G111,202301
87,BBNI,-0.81,21,02 Jan 2023,31 Jan 2023,5236206652500,581078100,127843,G111,202301
88,BBRI,-7.29,21,02 Jan 2023,31 Jan 2023,15617348532000,3402389400,461900,G111,202301
89,BBRM,-20.83,21,02 Jan 2023,31 Jan 2023,26306916600,406056700,34919,A122,202301
90,BBSI,-7.28,21,02 Jan 2023,31 Jan 2023,2017302000,678200,715,G111,202301
91,BBSS,-3.08,21,02 Jan 2023,31 Jan 2023,17920515200,263358200,22953,H111,202301
92,BBTN,0.74,21,02 Jan 2023,31 Jan 2023,1519733915000,1160541100,108541,G111,202301
93,BBYB,14.73,21,02 Jan 2023,31 Jan 2023,493086665500,718561800,68438,G111,202301
94,BCAP,-10.13,21,02 Jan 2023,31 Jan 2023,45083099600,616739900,32349,G511,202301
95,BCIC,-27.01,21,02 Jan 2023,31 Jan 2023,114748348900,643302200,76430,G111,202301
96,BCIP,1.47,21,02 Jan 2023,31 Jan 2023,25242854500,343932000,20901,H111,202301
97,BDMN,-2.93,21,02 Jan 2023,31 Jan 2023,96679469000,36832500,17061,G111,202301
98,BEBS,-19.59,21,02 Jan 2023,31 Jan 2023,1452058400000,1941518100,18605,B121,202301
99,BEEF,-7.58,21,02 Jan 2023,31 Jan 2023,1095912000,18735600,1194,D222,202301
100,BEKS,0.0,21,02 Jan 2023,31 Jan 2023,400370000,8007400,799,G111,202301
101,BELI,-2.13,21,02 Jan 2023,31 Jan 2023,363685040200,784220500,9127,I111,202301
