,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,-10.89,22,01 Mar 2021,31 Mar 2021,417271097500,37874100,36928,D232,202103
1,ABBA,135.14,22,01 Mar 2021,31 Mar 2021,726970893900,4623818600,219004,E614,202103
2,ABDA,8.46,22,01 Mar 2021,31 Mar 2021,70840000,10100,31,G412,202103
3,ABMM,3.33,22,01 Mar 2021,31 Mar 2021,3063850500,3953300,1247,C311,202103
4,ACES,0.0,22,01 Mar 2021,31 Mar 2021,1454838962500,936752100,149190,E743,202103
5,ACST,-19.47,22,01 Mar 2021,31 Mar 2021,177725867800,496938200,46422,J211,202103
6,ADES,0.3,22,01 Mar 2021,31 Mar 2021,5137724500,2976900,2857,D212,202103
7,ADHI,-20.94,22,01 Mar 2021,31 Mar 2021,483345369500,373010700,84869,J211,202103
8,ADMF,-2.35,22,01 Mar 2021,31 Mar 2021,36575232500,4327500,6171,G211,202103
9,ADMG,-7.91,22,01 Mar 2021,31 Mar 2021,21108082600,110196800,17565,B111,202103
10,ADRO,-0.42,22,01 Mar 2021,31 Mar 2021,3422595388500,2780892500,319221,A121,202103
11,AGAR,-7.77,22,01 Mar 2021,31 Mar 2021,34122400,85800,277,D231,202103
12,AGII,-15.81,22,01 Mar 2021,31 Mar 2021,450184577000,344111400,94151,B111,202103
13,AGRO,-24.72,22,01 Mar 2021,31 Mar 2021,3916518057000,3154526000,450381,G111,202103
14,AGRS,12.29,22,01 Mar 2021,31 Mar 2021,46068013800,76590600,17314,G111,202103
15,AHAP,25.81,22,01 Mar 2021,31 Mar 2021,20517920400,261332100,20558,G412,202103
16,AIMS,46.38,22,01 Mar 2021,31 Mar 2021,4729905300,16193000,6609,A121,202103
17,AISA,-11.61,22,01 Mar 2021,31 Mar 2021,355547019000,1182435100,82909,D222,202103
18,AKKU,0.0,22,01 Mar 2021,31 Mar 2021,79585000,1591700,1243,E512,202103
19,AKPI,-12.55,22,01 Mar 2021,31 Mar 2021,171040000,385700,336,B113,202103
20,AKRA,-4.45,22,01 Mar 2021,31 Mar 2021,1626496901000,471465500,96946,A112,202103
21,AKSI,2.04,22,01 Mar 2021,31 Mar 2021,2315484500,3020700,682,K211,202103
22,ALDO,11.11,22,01 Mar 2021,31 Mar 2021,454019100,989800,734,B131,202103
23,ALKA,6.9,22,01 Mar 2021,31 Mar 2021,202032800,830000,512,B141,202103
24,ALMI,-9.16,22,01 Mar 2021,31 Mar 2021,103958200,425600,346,B141,202103
25,ALTO,4.65,22,01 Mar 2021,31 Mar 2021,43072200,122400,194,D212,202103
26,AMAG,6.96,22,01 Mar 2021,31 Mar 2021,767361000,3277400,771,G412,202103
27,AMAN,-0.68,22,01 Mar 2021,31 Mar 2021,587981200,2010000,378,H111,202103
28,AMAR,5.93,22,01 Mar 2021,31 Mar 2021,304287881800,708886200,93879,G111,202103
29,AMFG,11.11,22,01 Mar 2021,31 Mar 2021,11660558000,3330700,657,C121,202103
30,AMIN,-13.45,22,01 Mar 2021,31 Mar 2021,162022000,664300,636,C143,202103
31,AMOR,7.07,22,01 Mar 2021,31 Mar 2021,182886836000,56567100,17962,G311,202103
32,AMRT,-11.76,22,01 Mar 2021,31 Mar 2021,166828731000,167186200,40939,D113,202103
33,ANDI,0.0,22,01 Mar 2021,31 Mar 2021,17917409000,342951700,12037,D232,202103
34,ANJT,-1.5,22,01 Mar 2021,31 Mar 2021,450211500,644700,614,D232,202103
35,ANTM,-20.77,22,01 Mar 2021,31 Mar 2021,16349563250000,6889585000,1115181,B146,202103
36,APEX,17.14,22,01 Mar 2021,31 Mar 2021,3531025600,6730200,4568,A131,202103
37,APIC,-9.15,22,01 Mar 2021,31 Mar 2021,170328146000,219201700,33534,G511,202103
38,APII,0.57,22,01 Mar 2021,31 Mar 2021,1326343100,7460200,1444,C143,202103
39,APLI,4.12,22,01 Mar 2021,31 Mar 2021,770387000,3706200,709,B113,202103
40,APLN,-10.29,22,01 Mar 2021,31 Mar 2021,158302076100,897281000,44193,H111,202103
41,ARGO,-21.33,22,01 Mar 2021,31 Mar 2021,183724500,103600,301,E413,202103
42,ARII,1.19,22,01 Mar 2021,31 Mar 2021,253217600,1504300,1025,A121,202103
43,ARKA,0.0,22,01 Mar 2021,31 Mar 2021,6309092200,124462000,5944,C143,202103
44,ARMY,0.0,22,01 Mar 2021,31 Mar 2021,0,0,0,H111,202103
45,ARNA,-0.68,22,01 Mar 2021,31 Mar 2021,35155930500,46232200,11602,C121,202103
46,ARTA,1.5,22,01 Mar 2021,31 Mar 2021,586106000,1809700,1338,E512,202103
47,ARTI,0.0,22,01 Mar 2021,31 Mar 2021,36465000,729300,382,A132,202103
48,ARTO,-2.75,22,01 Mar 2021,31 Mar 2021,1918324972500,187481000,134669,G111,202103
49,ASBI,0.68,22,01 Mar 2021,31 Mar 2021,289482800,973000,202,G412,202103
50,ASDM,5.11,22,01 Mar 2021,31 Mar 2021,100043000,111400,117,G412,202103
51,ASGR,1.26,22,01 Mar 2021,31 Mar 2021,13347480000,16632800,5536,C224,202103
52,ASII,-2.31,22,01 Mar 2021,31 Mar 2021,7693954277500,1384615200,316682,C311,202103
53,ASJT,-6.67,22,01 Mar 2021,31 Mar 2021,3644940000,12972800,3199,G412,202103
54,ASMI,-2.13,22,01 Mar 2021,31 Mar 2021,374528000,402500,298,G412,202103
55,ASPI,-15.15,22,01 Mar 2021,31 Mar 2021,24326184600,363622300,26276,H111,202103
56,ASRI,-10.17,22,01 Mar 2021,31 Mar 2021,699935915800,2858275500,135741,H111,202103
57,ASRM,-1.94,22,01 Mar 2021,31 Mar 2021,140349500,92700,172,G412,202103
58,ASSA,33.47,22,01 Mar 2021,31 Mar 2021,1597463712500,973924700,179342,K132,202103
59,ATAP,-2.59,22,01 Mar 2021,31 Mar 2021,651612100,5554600,1503,H111,202103
60,ATIC,-4.05,22,01 Mar 2021,31 Mar 2021,788914000,1063100,703,I121,202103
61,AUTO,10.48,22,01 Mar 2021,31 Mar 2021,136039195500,115589100,27791,E111,202103
62,AYLS,0.0,22,01 Mar 2021,31 Mar 2021,13036422200,242811400,10969,B121,202103
63,BABP,14.29,22,01 Mar 2021,31 Mar 2021,982855157000,9687539400,369190,G111,202103
64,BACA,-35.44,22,01 Mar 2021,31 Mar 2021,2023593486300,2954977200,306369,G111,202103
65,BAJA,9.84,22,01 Mar 2021,31 Mar 2021,5925981100,43464400,22058,B144,202103
66,BALI,6.34,22,01 Mar 2021,31 Mar 2021,1385639000,1980000,920,J321,202103
67,BANK,29.9,22,01 Mar 2021,31 Mar 2021,2495745475000,1161586800,286369,G111,202103
68,BAPA,0.0,22,01 Mar 2021,31 Mar 2021,1740664100,34769200,997,H111,202103
69,BAPI,0.0,22,01 Mar 2021,31 Mar 2021,134025000,2680500,680,H111,202103
70,BATA,5.8,22,01 Mar 2021,31 Mar 2021,179942000,259900,154,E412,202103
71,BAYU,0.0,22,01 Mar 2021,31 Mar 2021,79620000,76400,88,E513,202103
72,BBCA,-7.38,22,01 Mar 2021,31 Mar 2021,15731087970000,474314500,456254,G111,202103
73,BBHI,-27.74,22,01 Mar 2021,31 Mar 2021,408962823500,229557000,66965,G111,202103
74,BBKP,-16.55,22,01 Mar 2021,31 Mar 2021,2394972428000,4446153900,303707,G111,202103
75,BBLD,16.9,22,01 Mar 2021,31 Mar 2021,2156222900,4231500,1262,G211,202103
76,BBMD,-5.59,22,01 Mar 2021,31 Mar 2021,2440509500,1650700,1351,G111,202103
77,BBNI,-3.78,22,01 Mar 2021,31 Mar 2021,3881954835000,637976900,223130,G111,202103
78,BBRI,-6.58,22,01 Mar 2021,31 Mar 2021,11463783289000,2469002800,521621,G111,202103
79,BBRM,0.0,22,01 Mar 2021,31 Mar 2021,10760000,215200,92,A122,202103
80,BBSI,-18.18,22,01 Mar 2021,31 Mar 2021,21301078000,8239500,7161,G111,202103
81,BBSS,-33.33,22,01 Mar 2021,31 Mar 2021,36960963300,531807900,28247,H111,202103
82,BBTN,-16.91,22,01 Mar 2021,31 Mar 2021,2045141129000,1046716100,180584,G111,202103
83,BBYB,-40.84,22,01 Mar 2021,31 Mar 2021,742445274500,1052505600,153097,G111,202103
84,BCAP,-18.75,22,01 Mar 2021,31 Mar 2021,186378731300,1344545900,237853,G511,202103
85,BCIC,0.0,22,01 Mar 2021,31 Mar 2021,0,0,0,G111,202103
86,BCIP,1.49,22,01 Mar 2021,31 Mar 2021,29856268800,410111600,24901,H111,202103
87,BDMN,-12.5,22,01 Mar 2021,31 Mar 2021,138456512000,45533100,25205,G111,202103
88,BEEF,-5.56,22,01 Mar 2021,31 Mar 2021,34296609100,259950600,22697,D222,202103
89,BEKS,-15.62,22,01 Mar 2021,31 Mar 2021,1155303029100,10832922200,219888,G111,202103
90,BELL,-5.41,22,01 Mar 2021,31 Mar 2021,8879494000,60871500,4079,E413,202103
91,BESS,2.68,22,01 Mar 2021,31 Mar 2021,2344157600,9977800,892,A122,202103
92,BEST,-5.03,22,01 Mar 2021,31 Mar 2021,114357975300,709523400,33045,H111,202103
93,BFIN,-4.38,22,01 Mar 2021,31 Mar 2021,1323700792000,1787805100,119009,G211,202103
94,BGTG,-35.53,22,01 Mar 2021,31 Mar 2021,618566956700,3234837200,144312,G111,202103
95,BHAT,-8.87,22,01 Mar 2021,31 Mar 2021,2363365736000,3879214500,63606,G413,202103
96,BHIT,-10.17,22,01 Mar 2021,31 Mar 2021,211521374300,3286818600,138654,C311,202103
97,BIKA,-1.76,22,01 Mar 2021,31 Mar 2021,526147700,2797200,1256,H111,202103
98,BIMA,0.0,22,01 Mar 2021,31 Mar 2021,23400000,468000,146,E412,202103
99,BINA,6.02,22,01 Mar 2021,31 Mar 2021,89225013500,60806000,14835,G111,202103
100,BIPI,0.0,22,01 Mar 2021,31 Mar 2021,706130000,14122600,749,A111,202103
101,BIPP,3.92,22,01 Mar 2021,31 Mar 2021,27441715900,450852600,22548,H111,202103
102,BIRD,-1.53,22,01 Mar 2021,31 Mar 2021,118469919000,83741300,23161,K132,202103
103,BISI,-0.44,22,01 Mar 2021,31 Mar 2021,6405060500,5522200,1682,D232,202103
104,BJBR,-8.2,22,01 Mar 2021,31 Mar 2021,361724274500,233895200,65084,G111,202103
105,BJTM,-7.1,22,01 Mar 2021,31 Mar 2021,746390758000,887751400,149891,G111,202103
106,BKDP,-1.96,22,01 Mar 2021,31 Mar 2021,189906000,3775700,1074,H111,202103
107,BKSL,0.0,22,01 Mar 2021,31 Mar 2021,168958201000,3303801300,27599,H111,202103
108,BKSW,93.1,22,01 Mar 2021,31 Mar 2021,215516658900,884971000,47958,G111,202103
109,BLTA,0.0,22,01 Mar 2021,31 Mar 2021,339835000,6796700,221,K211,202103
110,BLTZ,67.31,22,01 Mar 2021,31 Mar 2021,139005000,38400,160,E514,202103
111,BLUE,-2.17,22,01 Mar 2021,31 Mar 2021,2430907000,3542800,2110,C223,202103
112,BMAS,29.7,22,01 Mar 2021,31 Mar 2021,5837577000,6416500,1657,G111,202103
113,BMRI,0.0,22,01 Mar 2021,31 Mar 2021,7712481090000,1179092900,279308,G111,202103
114,BMSR,48.05,22,01 Mar 2021,31 Mar 2021,14924482600,139728000,16170,B111,202103
115,BMTR,-3.05,22,01 Mar 2021,31 Mar 2021,377134914200,1395982900,64612,C311,202103
116,BNBA,-4.68,22,01 Mar 2021,31 Mar 2021,733873705500,308837200,76930,G111,202103
117,BNBR,0.0,22,01 Mar 2021,31 Mar 2021,603490000,12069800,1158,C311,202103
118,BNGA,-1.49,22,01 Mar 2021,31 Mar 2021,735853054000,653585500,98189,G111,202103
119,BNII,-7.18,22,01 Mar 2021,31 Mar 2021,704492150200,1615070100,133497,G111,202103
120,BNLI,-14.23,22,01 Mar 2021,31 Mar 2021,15267527500,6710100,6040,G111,202103
121,BOGA,5.81,22,01 Mar 2021,31 Mar 2021,1906007132000,1392017200,63741,E745,202103
122,BOLA,-13.07,22,01 Mar 2021,31 Mar 2021,11768957800,40615700,6699,E514,202103
123,BOLT,2.17,22,01 Mar 2021,31 Mar 2021,804135500,818400,1223,E111,202103
124,BOSS,-12.61,22,01 Mar 2021,31 Mar 2021,56112090700,474837400,34136,A121,202103
125,BPFI,0.0,22,01 Mar 2021,31 Mar 2021,2159500,2000,2,G211,202103
126,BPII,-3.31,22,01 Mar 2021,31 Mar 2021,1120262500,148900,13,G511,202103
127,BPTR,12.82,22,01 Mar 2021,31 Mar 2021,34190365500,360040700,35634,K132,202103
128,BRAM,-0.21,22,01 Mar 2021,31 Mar 2021,53166000,11100,46,E112,202103
129,BRIS,-22.11,22,01 Mar 2021,31 Mar 2021,2184513313000,821852200,305653,G111,202103
130,BRMS,-9.76,22,01 Mar 2021,31 Mar 2021,568381549200,6379134700,95707,B146,202103
131,BRNA,-2.92,22,01 Mar 2021,31 Mar 2021,39792500,33900,81,B131,202103
132,BRPT,-12.73,22,01 Mar 2021,31 Mar 2021,950169526000,929923600,108785,B111,202103
133,BSDE,-3.45,22,01 Mar 2021,31 Mar 2021,863368009500,698143400,89480,H111,202103
134,BSIM,-17.01,22,01 Mar 2021,31 Mar 2021,91651775500,97530100,25215,G111,202103
135,BSSR,-4.52,22,01 Mar 2021,31 Mar 2021,614872500,401600,545,A121,202103
136,BSWD,0.0,22,01 Mar 2021,31 Mar 2021,0,0,0,G111,202103
137,BTEK,0.0,22,01 Mar 2021,31 Mar 2021,14990000,299800,118,D232,202103
138,BTEL,0.0,22,01 Mar 2021,31 Mar 2021,0,0,0,J321,202103
139,BTON,2.82,22,01 Mar 2021,31 Mar 2021,446815600,1526300,361,B144,202103
140,BTPN,-1.73,22,01 Mar 2021,31 Mar 2021,2783467000,957200,1157,G111,202103
141,BTPS,-15.12,22,01 Mar 2021,31 Mar 2021,416540261000,111886100,73366,G111,202103
142,BUDI,1.9,22,01 Mar 2021,31 Mar 2021,4498827500,42026400,4368,D222,202103
143,BUKK,-2.26,22,01 Mar 2021,31 Mar 2021,428439500,480800,671,J211,202103
144,BULL,-3.27,22,01 Mar 2021,31 Mar 2021,2234556576600,7240468300,94456,A112,202103
145,BUMI,-3.28,22,01 Mar 2021,31 Mar 2021,821293195900,12608476800,160245,A121,202103
146,BUVA,31.58,22,01 Mar 2021,31 Mar 2021,4676356900,65093900,8147,E512,202103
147,BVIC,-34.11,22,01 Mar 2021,31 Mar 2021,332110410400,1595640900,93263,G111,202103
148,BWPT,-5.93,22,01 Mar 2021,31 Mar 2021,555299496500,4313263700,139642,D232,202103
149,BYAN,-7.59,22,01 Mar 2021,31 Mar 2021,694860000,54800,123,A121,202103
150,CAKK,33.33,22,01 Mar 2021,31 Mar 2021,26124242000,349913400,22848,C121,202103
151,CAMP,-4.1,22,01 Mar 2021,31 Mar 2021,21433485200,86452000,15021,D221,202103
