,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,0.33,22,01 Agt 2023,31 Agt 2023,85830837500,11212900,11995,D232,202308
1,ABBA,-11.9,22,01 Agt 2023,31 Agt 2023,12396449400,161764500,14163,E614,202308
2,ABDA,0.0,22,01 Agt 2023,31 Agt 2023,0,0,0,G412,202308
3,ABMM,7.1,22,01 Agt 2023,31 Agt 2023,301396870000,76088300,33640,A121,202308
4,ACES,1.39,22,01 Agt 2023,31 Agt 2023,1058835121000,1468615000,143375,E743,202308
5,ACST,10.0,22,01 Agt 2023,31 Agt 2023,21669646500,144185500,12472,J211,202308
6,ADCP,1.72,22,01 Agt 2023,31 Agt 2023,8304867900,142565600,7934,H111,202308
7,ADES,-12.79,22,01 Agt 2023,31 Agt 2023,42789240000,3629900,6504,D212,202308
8,ADHI,-9.24,22,01 Agt 2023,31 Agt 2023,140582847200,316986300,43395,J211,202308
9,ADMF,-7.02,22,01 Agt 2023,31 Agt 2023,19787290000,1704900,3287,G211,202308
10,ADMG,-3.87,22,01 Agt 2023,31 Agt 2023,3069723000,19988900,4779,B111,202308
11,ADMR,47.03,22,01 Agt 2023,31 Agt 2023,1609345444000,1375784200,163622,A121,202308
12,ADRO,10.79,22,01 Agt 2023,31 Agt 2023,2558926140000,999088100,200023,A121,202308
13,AGAR,-3.91,22,01 Agt 2023,31 Agt 2023,283700,1600,8,D231,202308
14,AGII,-5.06,22,01 Agt 2023,31 Agt 2023,10491505500,5527600,3668,B111,202308
15,AGRO,-9.33,22,01 Agt 2023,31 Agt 2023,106486647000,292666600,29270,G111,202308
16,AGRS,-5.32,22,01 Agt 2023,31 Agt 2023,8811430700,96546900,4369,G111,202308
17,AHAP,61.4,22,01 Agt 2023,31 Agt 2023,63877758800,735568900,42786,G412,202308
18,AIMS,-22.7,22,01 Agt 2023,31 Agt 2023,574638600,1689400,1589,A121,202308
19,AISA,-8.97,22,01 Agt 2023,31 Agt 2023,23122143200,170310400,58081,D222,202308
20,AKKU,0.0,22,01 Agt 2023,31 Agt 2023,242580000,4851600,2303,E512,202308
