,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,0.0,22,01 Sep 2020,30 Sep 2020,711716057500,67148800,48657,12--,202009
1,ABBA,0.0,22,01 Sep 2020,30 Sep 2020,99034900,1979000,278,95--,202009
2,ABDA,-4.35,22,01 Sep 2020,30 Sep 2020,17712500,2600,16,84--,202009
3,ABMM,-13.09,22,01 Sep 2020,30 Sep 2020,250656500,290800,122,98--,202009
4,ACES,3.24,22,01 Sep 2020,30 Sep 2020,506616559000,325923600,93349,93--,202009
5,ACST,-47.41,22,01 Sep 2020,30 Sep 2020,860679738900,3661420600,150925,62--,202009
6,ADES,-8.16,22,01 Sep 2020,30 Sep 2020,2785350000,2367700,1879,51--,202009
7,ADHI,-15.97,22,01 Sep 2020,30 Sep 2020,78945803600,144816600,21118,62--,202009
8,ADMF,-6.17,22,01 Sep 2020,30 Sep 2020,12406697500,1685000,3435,82--,202009
9,ADMG,-0.81,22,01 Sep 2020,30 Sep 2020,13823801400,111410200,12123,34--,202009
10,ADRO,4.61,22,01 Sep 2020,30 Sep 2020,2104233063500,1790850700,182988,21--,202009
11,AGAR,-1.96,22,01 Sep 2020,30 Sep 2020,60213600,121100,76,91--,202009
12,AGII,-0.4,22,01 Sep 2020,30 Sep 2020,5385962500,11069400,2872,34--,202009
13,AGRO,-18.95,22,01 Sep 2020,30 Sep 2020,392367728000,1168782100,79568,81--,202009
14,AGRS,-6.32,22,01 Sep 2020,30 Sep 2020,260547000,1448200,396,81--,202009
15,AHAP,-7.27,22,01 Sep 2020,30 Sep 2020,123513500,2348200,553,84--,202009
16,AIMS,-3.87,22,01 Sep 2020,30 Sep 2020,21020400,134600,144,91--,202009
17,AISA,36.31,22,01 Sep 2020,30 Sep 2020,933349563800,4273865800,190203,51--,202009
18,AKKU,0.0,22,01 Sep 2020,30 Sep 2020,615000,12300,70,94--,202009
19,AKPI,-9.68,22,01 Sep 2020,30 Sep 2020,173140200,593100,133,35--,202009
20,AKRA,-12.07,22,01 Sep 2020,30 Sep 2020,1028218904000,373444400,48910,91--,202009
21,AKSI,5.04,22,01 Sep 2020,30 Sep 2020,1242349700,3183000,1246,74--,202009
22,ALDO,4.23,22,01 Sep 2020,30 Sep 2020,9207000,24200,51,38--,202009
23,ALKA,-16.18,22,01 Sep 2020,30 Sep 2020,6927800,29600,77,33--,202009
24,ALMI,-6.13,22,01 Sep 2020,30 Sep 2020,42610800,215600,174,33--,202009
25,ALTO,-13.29,22,01 Sep 2020,30 Sep 2020,174155600,544300,258,51--,202009
26,AMAG,-5.83,22,01 Sep 2020,30 Sep 2020,641493900,3276700,832,84--,202009
27,AMAN,13.82,22,01 Sep 2020,30 Sep 2020,1832171600,7001700,549,61--,202009
28,AMAR,-16.67,22,01 Sep 2020,30 Sep 2020,1409733000,4251400,754,81--,202009
29,AMFG,-8.98,22,01 Sep 2020,30 Sep 2020,130162000,53000,54,32--,202009
30,AMIN,10.48,22,01 Sep 2020,30 Sep 2020,45968000,181700,217,41--,202009
31,AMOR,-1.42,22,01 Sep 2020,30 Sep 2020,1141494000,550800,255,83--,202009
32,AMRT,-6.99,22,01 Sep 2020,30 Sep 2020,9479380500,13701200,3050,93--,202009
33,ANDI,0.0,22,01 Sep 2020,30 Sep 2020,82705000,1654100,262,12--,202009
34,ANJT,-8.89,22,01 Sep 2020,30 Sep 2020,31492500,60200,67,12--,202009
35,ANTM,-14.02,22,01 Sep 2020,30 Sep 2020,1203467246500,1531299300,129929,23--,202009
36,APEX,-6.29,22,01 Sep 2020,30 Sep 2020,166709300,1150700,497,22--,202009
37,APIC,-3.41,22,01 Sep 2020,30 Sep 2020,519737344500,621296300,49411,89--,202009
38,APII,-7.69,22,01 Sep 2020,30 Sep 2020,63333400,407900,235,91--,202009
39,APLI,-6.96,22,01 Sep 2020,30 Sep 2020,122603900,1178800,135,35--,202009
40,APLN,-18.8,22,01 Sep 2020,30 Sep 2020,98868531500,919080000,36670,61--,202009
