,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,17.93,22,01 Jul 2020,30 Jul 2020,526396592500,57155400,43705,12--,202007
1,ABBA,0.0,22,01 Jul 2020,30 Jul 2020,1508054700,30030900,1477,95--,202007
2,ABDA,17.08,22,01 Jul 2020,30 Jul 2020,69400000,10700,24,84--,202007
3,ABMM,-23.21,22,01 Jul 2020,30 Jul 2020,199166500,172000,223,98--,202007
4,ACES,15.89,22,01 Jul 2020,30 Jul 2020,410687599000,255217700,78463,93--,202007
5,ACST,3.91,22,01 Jul 2020,30 Jul 2020,14576418800,51130500,8330,62--,202007
6,ADES,14.45,22,01 Jul 2020,30 Jul 2020,2265655000,2453400,1777,51--,202007
7,ADHI,-1.64,22,01 Jul 2020,30 Jul 2020,342367178500,534765100,47555,62--,202007
8,ADMF,9.72,22,01 Jul 2020,30 Jul 2020,22773527500,3008400,4285,82--,202007
9,ADMG,13.86,22,01 Jul 2020,30 Jul 2020,9725241400,82690600,7528,34--,202007
10,ADRO,9.05,22,01 Jul 2020,30 Jul 2020,1820205818500,1653905200,164403,21--,202007
11,AGAR,2.47,22,01 Jul 2020,30 Jul 2020,26444500,53700,76,91--,202007
12,AGII,2.83,22,01 Jul 2020,30 Jul 2020,8443425000,14312900,2416,34--,202007
13,AGRO,90.16,22,01 Jul 2020,30 Jul 2020,448894654100,2231795400,96969,81--,202007
14,AGRS,61.46,22,01 Jul 2020,30 Jul 2020,766842600,5863600,1886,81--,202007
15,AHAP,6.0,22,01 Jul 2020,30 Jul 2020,103343300,1991000,401,84--,202007
16,AIMS,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,91--,202007
17,AISA,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,51--,202007
18,AKKU,0.0,22,01 Jul 2020,30 Jul 2020,275000,5500,24,94--,202007
19,AKPI,-7.01,22,01 Jul 2020,30 Jul 2020,43165600,132300,91,35--,202007
20,AKRA,13.39,22,01 Jul 2020,30 Jul 2020,1076383599000,409054400,59598,91--,202007
21,AKSI,-50.46,22,01 Jul 2020,30 Jul 2020,1019545700,3532400,1378,74--,202007
22,ALDO,6.56,22,01 Jul 2020,30 Jul 2020,434116400,1086400,55,38--,202007
23,ALKA,-16.28,22,01 Jul 2020,30 Jul 2020,6100400,15600,34,33--,202007
24,ALMI,-9.65,22,01 Jul 2020,30 Jul 2020,206209800,968300,238,33--,202007
25,ALTO,-11.92,22,01 Jul 2020,30 Jul 2020,17885600,53400,59,51--,202007
26,AMAG,-9.49,22,01 Jul 2020,30 Jul 2020,9410353800,32437700,4472,84--,202007
27,AMAN,0.0,22,01 Jul 2020,30 Jul 2020,1063143800,5435200,216,61--,202007
28,AMAR,28.08,22,01 Jul 2020,30 Jul 2020,5553669200,13192700,4419,81--,202007
29,AMFG,-18.18,22,01 Jul 2020,30 Jul 2020,2757926000,1018800,461,32--,202007
30,AMIN,1.52,22,01 Jul 2020,30 Jul 2020,34772000,133400,194,41--,202007
31,AMOR,-2.48,22,01 Jul 2020,30 Jul 2020,33088240500,15260700,267,83--,202007
32,AMRT,-6.92,22,01 Jul 2020,30 Jul 2020,8081808000,10542600,4086,93--,202007
33,ANDI,0.0,22,01 Jul 2020,30 Jul 2020,540550000,10811000,1124,12--,202007
34,ANJT,21.93,22,01 Jul 2020,30 Jul 2020,220184200,364400,196,12--,202007
35,ANTM,20.66,22,01 Jul 2020,30 Jul 2020,1451616572500,2134313500,146649,23--,202007
36,APEX,-18.32,22,01 Jul 2020,30 Jul 2020,311970700,1669200,692,22--,202007
37,APIC,-1.18,22,01 Jul 2020,30 Jul 2020,279103151000,334179600,49811,89--,202007
38,APII,14.85,22,01 Jul 2020,30 Jul 2020,378153800,1608400,576,91--,202007
39,APLI,11.43,22,01 Jul 2020,30 Jul 2020,24385100,214100,282,35--,202007
40,APLN,2.63,22,01 Jul 2020,30 Jul 2020,76114348000,648168500,26117,61--,202007
41,ARGO,83.33,22,01 Jul 2020,30 Jul 2020,9273500,8000,31,43--,202007
42,ARII,-9.06,22,01 Jul 2020,30 Jul 2020,233340300,470400,247,21--,202007
43,ARKA,-33.02,22,01 Jul 2020,30 Jul 2020,87803200,261200,156,41--,202007
44,ARMY,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,61--,202007
45,ARNA,10.47,22,01 Jul 2020,30 Jul 2020,14726736600,36005000,3591,32--,202007
46,ARTA,-17.39,22,01 Jul 2020,30 Jul 2020,17311200,53400,106,94--,202007
47,ARTI,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,22--,202007
48,ARTO,58.19,22,01 Jul 2020,30 Jul 2020,66453507500,24245800,13118,81--,202007
49,ASBI,-9.09,22,01 Jul 2020,30 Jul 2020,37414200,122400,126,84--,202007
50,ASDM,2.76,22,01 Jul 2020,30 Jul 2020,34980000,37800,81,84--,202007
51,ASGR,-2.94,22,01 Jul 2020,30 Jul 2020,11547569000,17384500,3620,97--,202007
52,ASII,7.29,22,01 Jul 2020,30 Jul 2020,3761642587500,741740200,149621,42--,202007
53,ASJT,-15.83,22,01 Jul 2020,30 Jul 2020,85224100,719100,285,84--,202007
54,ASMI,-4.88,22,01 Jul 2020,30 Jul 2020,1055486000,886800,884,84--,202007
55,ASPI,-34.78,22,01 Jul 2020,30 Jul 2020,79869905600,271409700,27802,61--,202007
56,ASRI,-4.65,22,01 Jul 2020,30 Jul 2020,193043643100,1470766300,42335,61--,202007
57,ASRM,3.11,22,01 Jul 2020,30 Jul 2020,150093500,75700,88,84--,202007
58,ASSA,33.08,22,01 Jul 2020,30 Jul 2020,115964073700,242432200,16545,74--,202007
59,ATIC,-29.31,22,01 Jul 2020,30 Jul 2020,11118000,16100,53,97--,202007
60,AUTO,-1.69,22,01 Jul 2020,30 Jul 2020,31751090000,34939100,8978,42--,202007
61,AYLS,0.0,22,01 Jul 2020,30 Jul 2020,27070000,541400,85,91--,202007
62,BABP,0.0,22,01 Jul 2020,30 Jul 2020,5905000,118100,93,81--,202007
63,BACA,1.93,22,01 Jul 2020,30 Jul 2020,2056284400,5218600,708,81--,202007
64,BAJA,1.72,22,01 Jul 2020,30 Jul 2020,1007363300,16286000,1804,33--,202007
65,BALI,11.95,22,01 Jul 2020,30 Jul 2020,89808000,106500,127,75--,202007
66,BAPA,0.0,22,01 Jul 2020,30 Jul 2020,7278100,145200,23,61--,202007
67,BAPI,0.0,22,01 Jul 2020,30 Jul 2020,34065000,681300,106,61--,202007
68,BATA,8.11,22,01 Jul 2020,30 Jul 2020,46722500,83200,129,44--,202007
69,BAYU,0.0,22,01 Jul 2020,30 Jul 2020,45633500,44000,80,94--,202007
70,BBCA,9.57,22,01 Jul 2020,30 Jul 2020,9166768060000,300604500,203465,81--,202007
71,BBHI,64.56,22,01 Jul 2020,30 Jul 2020,3027751400,20402500,4061,81--,202007
72,BBKP,-3.78,22,01 Jul 2020,30 Jul 2020,205405797900,1115082600,40790,81--,202007
73,BBLD,-3.54,22,01 Jul 2020,30 Jul 2020,531552600,1437200,75,82--,202007
74,BBMD,15.48,22,01 Jul 2020,30 Jul 2020,117710000,81400,197,81--,202007
75,BBNI,0.44,22,01 Jul 2020,30 Jul 2020,4870230208000,1042761700,228054,81--,202007
76,BBRI,4.29,22,01 Jul 2020,30 Jul 2020,9710945017000,3111289700,369809,81--,202007
77,BBRM,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,74--,202007
