,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,-8.74,21,02 May 2023,31 May 2023,134622700000,17993400,19481,D232,202305
1,ABBA,-14.81,21,02 May 2023,31 May 2023,16343654400,160418300,55477,E614,202305
2,ABDA,0.0,21,02 May 2023,31 May 2023,645000,100,1,G412,202305
3,ABMM,-16.77,21,02 May 2023,31 May 2023,421279537000,126881400,48887,C311,202305
4,ACES,40.0,21,02 May 2023,31 May 2023,1878788071300,3336825200,228428,E743,202305
5,ACST,-5.15,21,02 May 2023,31 May 2023,4672406100,36175200,7986,J211,202305
6,ADCP,-6.45,21,02 May 2023,31 May 2023,7838642500,132321100,8475,H111,202305
7,ADES,0.0,21,02 May 2023,31 May 2023,19935945000,2422800,3029,D212,202305
8,ADHI,-22.48,21,02 May 2023,31 May 2023,93492166400,249531800,34773,J211,202305
9,ADMF,1.23,21,02 May 2023,31 May 2023,15252810000,1499000,2575,G211,202305
10,ADMG,3.62,21,02 May 2023,31 May 2023,1541128900,10715300,4434,B111,202305
11,ADMR,-29.09,21,02 May 2023,31 May 2023,821989611000,913814400,146785,A121,202305
12,ADRO,-34.82,21,02 May 2023,31 May 2023,5437660617000,2127718200,376097,A121,202305
13,AGAR,6.4,21,02 May 2023,31 May 2023,35012000,144700,282,D231,202305
14,AGII,0.52,21,02 May 2023,31 May 2023,19681733000,10205700,8460,B111,202305
15,AGRO,-17.37,21,02 May 2023,31 May 2023,161357906800,403728600,54420,G111,202305
16,AGRS,-2.33,21,02 May 2023,31 May 2023,8226303600,96736200,5749,G111,202305
17,AHAP,3.77,21,02 May 2023,31 May 2023,5236571500,96241000,26378,G412,202305
18,AIMS,-18.38,21,02 May 2023,31 May 2023,527493400,2091800,1233,A121,202305
19,AISA,-4.7,21,02 May 2023,31 May 2023,19886563500,138667600,41763,D222,202305
20,AKKU,0.0,21,02 May 2023,31 May 2023,217740000,4354800,1713,E512,202305
21,AKPI,-13.81,21,02 May 2023,31 May 2023,395853500,372800,549,B113,202305
22,AKRA,-15.74,21,02 May 2023,31 May 2023,1406347288500,997260700,117308,A112,202305
23,AKSI,-4.31,21,02 May 2023,31 May 2023,837795000,3712600,2565,K211,202305
24,ALDO,-11.59,21,02 May 2023,31 May 2023,2379675000,3816500,1130,B131,202305
25,ALKA,-7.22,21,02 May 2023,31 May 2023,604533200,1606100,1527,B141,202305
26,ALMI,-1.63,21,02 May 2023,31 May 2023,327128000,1458100,397,B141,202305
27,ALTO,0.0,21,02 May 2023,31 May 2023,165280000,3305600,226,D212,202305
28,AMAG,-1.58,21,02 May 2023,31 May 2023,376439400,1006900,899,G412,202305
29,AMAN,-13.51,21,02 May 2023,31 May 2023,217582961600,789182000,95956,H111,202305
30,AMAR,0.0,21,02 May 2023,31 May 2023,87516181800,291447500,21536,G111,202305
31,AMFG,-2.4,21,02 May 2023,31 May 2023,8748484000,1711500,1456,C121,202305
32,AMIN,15.52,21,02 May 2023,31 May 2023,2543694000,19712300,4715,C143,202305
33,AMMS,-13.21,21,02 May 2023,31 May 2023,1768917700,36125800,3789,D231,202305
34,AMOR,-7.66,21,02 May 2023,31 May 2023,1503910500,1224300,204,G311,202305
35,AMRT,-8.97,21,02 May 2023,31 May 2023,1505168973000,532015200,132261,D113,202305
36,ANDI,0.0,21,02 May 2023,31 May 2023,22755300,455100,77,D232,202305
37,ANJT,-2.88,21,02 May 2023,31 May 2023,35185155500,52275600,9585,D232,202305
38,ANTM,-9.76,21,02 May 2023,31 May 2023,1920376246000,956562000,203848,B146,202305
39,APEX,7.14,21,02 May 2023,31 May 2023,851959300,5820700,2242,A131,202305
40,APIC,-12.6,21,02 May 2023,31 May 2023,124185778000,103411000,7934,G511,202305
41,APII,0.52,21,02 May 2023,31 May 2023,2039645500,10282600,2012,C143,202305
42,APLI,5.59,21,02 May 2023,31 May 2023,592865000,1883200,680,B113,202305
43,APLN,0.75,21,02 May 2023,31 May 2023,70502098800,501770900,46505,H111,202305
