,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,0.67,19,01 Feb 2021,26 Feb 2021,384147232500,34121400,34660,D232,202102
1,ABBA,32.14,19,01 Feb 2021,26 Feb 2021,155859165000,2032241400,60802,E614,202102
2,ABDA,10.17,19,01 Feb 2021,26 Feb 2021,190000000,31600,30,G412,202102
3,ABMM,4.9,19,01 Feb 2021,26 Feb 2021,2632572500,3575300,1031,C311,202102
4,ACES,-2.24,19,01 Feb 2021,26 Feb 2021,1567463440000,998671900,126929,E743,202102
5,ACST,9.2,19,01 Feb 2021,26 Feb 2021,451789101600,1147818500,88104,J211,202102
6,ADES,13.27,19,01 Feb 2021,26 Feb 2021,4225143500,2563500,2381,D212,202102
7,ADHI,1.47,19,01 Feb 2021,26 Feb 2021,848748125500,579362300,122084,J211,202102
8,ADMF,1.49,19,01 Feb 2021,26 Feb 2021,23015052500,2711000,4894,G211,202102
9,ADMG,18.79,19,01 Feb 2021,26 Feb 2021,6784885500,39371500,8092,B111,202102
10,ADRO,-1.67,19,01 Feb 2021,26 Feb 2021,2870682964000,2387389300,311518,A121,202102
11,AGAR,-0.48,19,01 Feb 2021,26 Feb 2021,24244600,62700,260,D231,202102
12,AGII,4.62,19,01 Feb 2021,26 Feb 2021,1227813537500,858079800,191378,B111,202102
13,AGRO,68.32,19,01 Feb 2021,26 Feb 2021,6773415065000,6119801900,655491,G111,202102
14,AGRS,70.48,19,01 Feb 2021,26 Feb 2021,9583442400,32683200,8924,G111,202102
15,AHAP,6.9,19,01 Feb 2021,26 Feb 2021,489785500,8427800,2767,G412,202102
16,AIMS,-6.76,19,01 Feb 2021,26 Feb 2021,513221100,3047700,1886,A121,202102
17,AISA,29.17,19,01 Feb 2021,26 Feb 2021,681495303600,2405474000,143972,D222,202102
18,AKKU,0.0,19,01 Feb 2021,26 Feb 2021,6860000,137200,95,E512,202102
19,AKPI,7.39,19,01 Feb 2021,26 Feb 2021,75792200,155000,396,B113,202102
20,AKRA,18.66,19,01 Feb 2021,26 Feb 2021,1673933921000,499992900,99256,A112,202102
21,AKSI,23.53,19,01 Feb 2021,26 Feb 2021,5333431500,7408600,2192,K211,202102
22,ALDO,-3.43,19,01 Feb 2021,26 Feb 2021,923529700,2034400,962,B131,202102
23,ALKA,-5.69,19,01 Feb 2021,26 Feb 2021,55750800,229500,352,B141,202102
24,ALMI,1.55,19,01 Feb 2021,26 Feb 2021,85467400,338200,320,B141,202102
25,ALTO,1.18,19,01 Feb 2021,26 Feb 2021,32349400,98500,181,D212,202102
26,AMAG,1.77,19,01 Feb 2021,26 Feb 2021,390971600,1714000,509,G412,202102
27,AMAN,-8.7,19,01 Feb 2021,26 Feb 2021,1252228400,4069900,502,H111,202102
28,AMAR,9.76,19,01 Feb 2021,26 Feb 2021,27468955800,90300300,11112,G111,202102
29,AMFG,18.93,19,01 Feb 2021,26 Feb 2021,7463995000,2347900,484,C121,202102
30,AMIN,-10.53,19,01 Feb 2021,26 Feb 2021,213172000,783800,675,C143,202102
31,AMOR,-2.2,19,01 Feb 2021,26 Feb 2021,103415410000,32430600,14090,G311,202102
32,AMRT,30.77,19,01 Feb 2021,26 Feb 2021,74670702500,78728100,16102,D113,202102
33,ANDI,-3.85,19,01 Feb 2021,26 Feb 2021,9686768500,187967000,8095,D232,202102
34,ANJT,3.91,19,01 Feb 2021,26 Feb 2021,411143500,632800,623,D232,202102
35,ANTM,27.93,19,01 Feb 2021,26 Feb 2021,40640837958000,15172405700,1913253,B146,202102
36,APEX,-26.57,19,01 Feb 2021,26 Feb 2021,3420229500,6030400,3600,A131,202102
37,APIC,5.81,19,01 Feb 2021,26 Feb 2021,326612577000,398967900,28600,G511,202102
38,APII,2.35,19,01 Feb 2021,26 Feb 2021,581773000,3354400,899,C143,202102
39,APLI,2.11,19,01 Feb 2021,26 Feb 2021,822926500,4044800,597,B113,202102
40,APLN,12.18,19,01 Feb 2021,26 Feb 2021,318824249800,1790128400,76479,H111,202102
41,ARGO,1.4,19,01 Feb 2021,26 Feb 2021,410433000,228100,664,E413,202102
42,ARII,-22.94,19,01 Feb 2021,26 Feb 2021,816747000,4637700,1492,A121,202102
43,ARKA,0.0,19,01 Feb 2021,26 Feb 2021,333175000,6663500,564,C143,202102
44,ARMY,0.0,19,01 Feb 2021,26 Feb 2021,0,0,0,H111,202102
45,ARNA,12.12,19,01 Feb 2021,26 Feb 2021,43269666000,60479900,6865,C121,202102
46,ARTA,6.4,19,01 Feb 2021,26 Feb 2021,51878800,185900,258,E512,202102
47,ARTI,0.0,19,01 Feb 2021,26 Feb 2021,13955000,279100,291,A132,202102
48,ARTO,49.25,19,01 Feb 2021,26 Feb 2021,1362063442500,149912200,94903,G111,202102
49,ASBI,0.0,19,01 Feb 2021,26 Feb 2021,11586800,39600,81,G412,202102
50,ASDM,-1.68,19,01 Feb 2021,26 Feb 2021,37231000,41900,116,G412,202102
51,ASGR,3.25,19,01 Feb 2021,26 Feb 2021,6537512500,8258400,1878,C224,202102
52,ASII,-11.48,19,01 Feb 2021,26 Feb 2021,7556039252500,1293447600,348438,C311,202102
53,ASJT,29.81,19,01 Feb 2021,26 Feb 2021,1370115000,6129400,1311,G412,202102
54,ASMI,-0.53,19,01 Feb 2021,26 Feb 2021,202636500,213600,250,G412,202102
55,ASPI,3.12,19,01 Feb 2021,26 Feb 2021,4922274300,73858600,4218,H111,202102
56,ASRI,22.92,19,01 Feb 2021,26 Feb 2021,774975985300,3301734200,154427,H111,202102
57,ASRM,5.08,19,01 Feb 2021,26 Feb 2021,58018000,37300,129,G412,202102
58,ASSA,55.9,19,01 Feb 2021,26 Feb 2021,732683023500,643177300,97961,K132,202102
59,ATAP,7.41,19,01 Feb 2021,26 Feb 2021,1601688100,12894200,2743,H111,202102
60,ATIC,12.98,19,01 Feb 2021,26 Feb 2021,384749500,508400,921,I121,202102
61,AUTO,3.96,19,01 Feb 2021,26 Feb 2021,53098358500,50160500,13049,E111,202102
62,AYLS,0.0,19,01 Feb 2021,26 Feb 2021,657082700,12747600,669,B121,202102
63,BABP,40.0,19,01 Feb 2021,26 Feb 2021,288235098800,4201517000,103821,G111,202102
64,BACA,110.11,19,01 Feb 2021,26 Feb 2021,966887104200,1456649200,125781,G111,202102
65,BAJA,3.39,19,01 Feb 2021,26 Feb 2021,1447628700,11912600,2600,B144,202102
66,BALI,-8.97,19,01 Feb 2021,26 Feb 2021,1265512000,1783700,967,J321,202102
67,BANK,1880.58,19,01 Feb 2021,26 Feb 2021,2254326303400,1656370900,345269,G111,202102
68,BAPA,0.0,19,01 Feb 2021,26 Feb 2021,170507900,3392900,124,H111,202102
69,BAPI,0.0,19,01 Feb 2021,26 Feb 2021,67060000,1341200,153,H111,202102
70,BATA,12.2,19,01 Feb 2021,26 Feb 2021,92864500,140800,133,E412,202102
71,BAYU,-8.86,19,01 Feb 2021,26 Feb 2021,32349500,29200,60,E513,202102
72,BBCA,-0.74,19,01 Feb 2021,26 Feb 2021,9666954267500,282621900,258801,G111,202102
73,BBHI,129.63,19,01 Feb 2021,26 Feb 2021,254144090500,248376600,62578,G111,202102
74,BBKP,26.09,19,01 Feb 2021,26 Feb 2021,4481081049400,8625354600,530558,G111,202102
75,BBLD,55.47,19,01 Feb 2021,26 Feb 2021,1658041800,4933600,1535,G211,202102
76,BBMD,-0.69,19,01 Feb 2021,26 Feb 2021,86545500,60700,109,G111,202102
77,BBNI,7.21,19,01 Feb 2021,26 Feb 2021,4713529987500,774506900,247952,G111,202102
78,BBRI,12.68,19,01 Feb 2021,26 Feb 2021,12450522098000,2715917800,525993,G111,202102
79,BBRM,0.0,19,01 Feb 2021,26 Feb 2021,6275000,125500,44,A122,202102
80,BBSI,116.39,19,01 Feb 2021,26 Feb 2021,8527972500,5502600,5093,G111,202102
81,BBSS,1.16,19,01 Feb 2021,26 Feb 2021,1675882200,19406300,3358,H111,202102
82,BBTN,31.85,19,01 Feb 2021,26 Feb 2021,3260592024500,1718380300,209112,G111,202102
83,BBYB,156.13,19,01 Feb 2021,26 Feb 2021,248777558100,337308100,53186,G111,202102
84,BCAP,-7.25,19,01 Feb 2021,26 Feb 2021,77671773100,559392900,228118,G511,202102
85,BCIC,0.0,19,01 Feb 2021,26 Feb 2021,0,0,0,G111,202102
86,BCIP,24.07,19,01 Feb 2021,26 Feb 2021,8118961800,133039300,4720,H111,202102
87,BDMN,9.09,19,01 Feb 2021,26 Feb 2021,190312091000,59252300,24528,G111,202102
88,BEEF,12.5,19,01 Feb 2021,26 Feb 2021,41148606800,309272900,25072,D222,202102
89,BEKS,29.73,19,01 Feb 2021,26 Feb 2021,744725252200,8413151500,170846,G111,202102
90,BELL,-2.63,19,01 Feb 2021,26 Feb 2021,7220129200,48138900,3171,E413,202102
91,BESS,-10.4,19,01 Feb 2021,26 Feb 2021,3422675600,13010800,2334,A122,202102
92,BEST,12.77,19,01 Feb 2021,26 Feb 2021,174447507700,1080232300,41790,H111,202102
93,BFIN,1.48,19,01 Feb 2021,26 Feb 2021,754566060000,1060426000,64911,G211,202102
94,BGTG,185.51,19,01 Feb 2021,26 Feb 2021,483256397600,3238667200,146777,G111,202102
95,BHAT,-3.88,19,01 Feb 2021,26 Feb 2021,2079512655500,3274888500,57867,G413,202102
96,BHIT,11.32,19,01 Feb 2021,26 Feb 2021,86738786100,1444718600,176070,C311,202102
97,BIKA,-3.41,19,01 Feb 2021,26 Feb 2021,23758100,139000,301,H111,202102
98,BIMA,0.0,19,01 Feb 2021,26 Feb 2021,303946800,5228600,483,E412,202102
99,BINA,84.57,19,01 Feb 2021,26 Feb 2021,181490273000,136546200,28338,G111,202102
100,BIPI,0.0,19,01 Feb 2021,26 Feb 2021,411420000,8228400,495,A111,202102
101,BIPP,2.0,19,01 Feb 2021,26 Feb 2021,688100700,13392300,922,H111,202102
102,BIRD,7.82,19,01 Feb 2021,26 Feb 2021,55978614500,42985000,13823,K132,202102
103,BISI,0.0,19,01 Feb 2021,26 Feb 2021,6981858000,6182200,1462,D232,202102
104,BJBR,7.82,19,01 Feb 2021,26 Feb 2021,400637161500,255798900,67590,G111,202102
105,BJTM,11.18,19,01 Feb 2021,26 Feb 2021,994538237500,1223163300,187370,G111,202102
106,BKDP,0.0,19,01 Feb 2021,26 Feb 2021,41323100,817200,374,H111,202102
107,BKSL,0.0,19,01 Feb 2021,26 Feb 2021,30371449600,605770300,6523,H111,202102
108,BKSW,16.0,19,01 Feb 2021,26 Feb 2021,64284469700,545082300,36275,G111,202102
109,BLTA,0.0,19,01 Feb 2021,26 Feb 2021,113520000,2270400,123,K211,202102
110,BLTZ,-13.04,19,01 Feb 2021,26 Feb 2021,6438000,2200,10,E514,202102
111,BLUE,-3.5,19,01 Feb 2021,26 Feb 2021,2882343000,4081300,2573,C223,202102
