,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,4.21,21,03 Jan 2022,31 Jan 2022,334380702500,33973100,31383,D232,202201
1,ABBA,-11.86,21,03 Jan 2022,31 Jan 2022,80717170600,263933000,31960,E614,202201
2,ABDA,30.77,21,03 Jan 2022,31 Jan 2022,163352500,21800,135,G412,202201
3,ABMM,-0.7,21,03 Jan 2022,31 Jan 2022,94006763000,67542000,14607,C311,202201
4,ACES,-3.52,21,03 Jan 2022,31 Jan 2022,367785165500,282092300,66886,E743,202201
5,ACST,-10.48,21,03 Jan 2022,31 Jan 2022,42698495700,213139900,17082,J211,202201
6,ADES,4.26,21,03 Jan 2022,31 Jan 2022,14376396000,4111000,4694,D212,202201
7,ADHI,-7.26,21,03 Jan 2022,31 Jan 2022,205256010000,237125000,41399,J211,202201
8,ADMF,-1.3,21,03 Jan 2022,31 Jan 2022,12325042500,1616600,2802,G211,202201
9,ADMG,-14.85,21,03 Jan 2022,31 Jan 2022,3670176300,19422400,3856,B111,202201
10,ADMR,1170.0,21,03 Jan 2022,31 Jan 2022,2491376361000,3166043100,334526,A121,202201
11,ADRO,-0.44,21,03 Jan 2022,31 Jan 2022,7292357265000,3179230500,321729,A121,202201
12,AGAR,-3.26,21,03 Jan 2022,31 Jan 2022,116947800,327100,400,D231,202201
13,AGII,-5.94,21,03 Jan 2022,31 Jan 2022,274221905000,187025200,60064,B111,202201
14,AGRO,-29.56,21,03 Jan 2022,31 Jan 2022,2340311431500,1590229000,269366,G111,202201
15,AGRS,-5.42,21,03 Jan 2022,31 Jan 2022,235871265500,1453337900,99990,G111,202201
16,AHAP,-8.11,21,03 Jan 2022,31 Jan 2022,9997699500,142072800,8120,G412,202201
17,AIMS,-7.96,21,03 Jan 2022,31 Jan 2022,9684735400,23647200,5387,A121,202201
18,AISA,-8.85,21,03 Jan 2022,31 Jan 2022,27050518100,147141400,21311,D222,202201
19,AKKU,0.0,21,03 Jan 2022,31 Jan 2022,19575000,391500,221,E512,202201
20,AKPI,-3.54,21,03 Jan 2022,31 Jan 2022,1150558000,1031800,1235,B113,202201
21,AKRA,-82.24,21,03 Jan 2022,31 Jan 2022,850575038000,710055200,85333,A112,202201
22,AKSI,-30.51,21,03 Jan 2022,31 Jan 2022,5405581000,6697800,7336,K211,202201
23,ALDO,31.0,21,03 Jan 2022,31 Jan 2022,308770954000,237581200,51861,B131,202201
24,ALKA,12.5,21,03 Jan 2022,31 Jan 2022,3575642000,9069700,8661,B141,202201
25,ALMI,-4.0,21,03 Jan 2022,31 Jan 2022,104298400,358800,459,B141,202201
26,ALTO,-4.29,21,03 Jan 2022,31 Jan 2022,709848400,2942700,1698,D212,202201
27,AMAG,8.93,21,03 Jan 2022,31 Jan 2022,1602397800,4446700,1481,G412,202201
28,AMAN,0.0,21,03 Jan 2022,31 Jan 2022,8909899500,16893900,1176,H111,202201
29,AMAR,34.02,21,03 Jan 2022,31 Jan 2022,950852142900,1618958500,214591,G111,202201
