,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,0.0,19,01 Dec 2020,30 Dec 2020,757315795000,63161800,51567,12--,202012
1,ABBA,15.49,19,01 Dec 2020,30 Dec 2020,193259189900,2333006500,71304,95--,202012
2,ABDA,-6.69,19,01 Dec 2020,30 Dec 2020,48355000,8500,31,84--,202012
3,ABMM,7.8,19,01 Dec 2020,30 Dec 2020,10577053000,12132700,3034,98--,202012
4,ACES,8.2,19,01 Dec 2020,30 Dec 2020,669991022000,387753100,106877,93--,202012
5,ACST,70.54,19,01 Dec 2020,30 Dec 2020,1372817811400,3744579900,179568,62--,202012
6,ADES,15.42,19,01 Dec 2020,30 Dec 2020,6976392500,4735800,3105,51--,202012
7,ADHI,40.83,19,01 Dec 2020,30 Dec 2020,2078195632500,1464093700,196605,62--,202012
8,ADMF,3.16,19,01 Dec 2020,30 Dec 2020,32733445000,3739300,6106,82--,202012
9,ADMG,58.11,19,01 Dec 2020,30 Dec 2020,85173674000,362033200,22358,34--,202012
10,ADRO,2.88,19,01 Dec 2020,30 Dec 2020,5706495920000,3812829700,398747,21--,202012
11,AGAR,-11.56,19,01 Dec 2020,30 Dec 2020,58580000,142600,322,91--,202012
12,AGII,0.0,19,01 Dec 2020,30 Dec 2020,20871236000,23706200,8009,34--,202012
13,AGRO,91.67,19,01 Dec 2020,30 Dec 2020,3753853696000,4896606000,302347,81--,202012
14,AGRS,30.77,19,01 Dec 2020,30 Dec 2020,837190800,4692300,1201,81--,202012
15,AHAP,20.69,19,01 Dec 2020,30 Dec 2020,168541900,2784000,1038,84--,202012
16,AIMS,-3.9,19,01 Dec 2020,30 Dec 2020,33951300,239000,212,91--,202012
17,AISA,37.32,19,01 Dec 2020,30 Dec 2020,888534952400,2226006100,132000,51--,202012
18,AKKU,0.0,19,01 Dec 2020,30 Dec 2020,62350000,1247000,174,94--,202012
19,AKPI,49.19,19,01 Dec 2020,30 Dec 2020,179227300,415200,395,35--,202012
20,AKRA,9.28,19,01 Dec 2020,30 Dec 2020,2400634297000,736462200,123994,91--,202012
21,AKSI,5.08,19,01 Dec 2020,30 Dec 2020,1713019200,4266200,798,74--,202012
22,ALDO,46.15,19,01 Dec 2020,30 Dec 2020,971192100,2300600,385,38--,202012
23,ALKA,-9.03,19,01 Dec 2020,30 Dec 2020,163440400,591500,384,33--,202012
24,ALMI,-0.8,19,01 Dec 2020,30 Dec 2020,141084200,560300,267,33--,202012
25,ALTO,4.05,19,01 Dec 2020,30 Dec 2020,83121600,275000,283,51--,202012
26,AMAG,7.62,19,01 Dec 2020,30 Dec 2020,3584197000,15950800,1458,84--,202012
27,AMAN,1.96,19,01 Dec 2020,30 Dec 2020,1381471000,4517300,531,61--,202012
28,AMAR,-10.69,19,01 Dec 2020,30 Dec 2020,1397712400,4729400,1161,81--,202012
29,AMFG,0.0,19,01 Dec 2020,30 Dec 2020,916660000,330400,251,32--,202012
30,AMIN,-8.57,19,01 Dec 2020,30 Dec 2020,18536000,65400,113,41--,202012
31,AMOR,11.49,19,01 Dec 2020,30 Dec 2020,51716482000,17625800,5221,83--,202012
32,AMRT,12.68,19,01 Dec 2020,30 Dec 2020,64156404500,82336900,16732,93--,202012
33,ANDI,6.0,19,01 Dec 2020,30 Dec 2020,148112087900,2428959500,62908,12--,202012
34,ANJT,13.08,19,01 Dec 2020,30 Dec 2020,763128500,1088900,980,12--,202012
35,ANTM,69.0,19,01 Dec 2020,30 Dec 2020,19616911019000,11747859800,1000235,23--,202012
36,APEX,148.48,19,01 Dec 2020,30 Dec 2020,3272020400,7543500,3586,22--,202012
37,APIC,-5.42,19,01 Dec 2020,30 Dec 2020,177038710000,224568400,31905,89--,202012
38,APII,-3.14,19,01 Dec 2020,30 Dec 2020,573646500,3685900,485,91--,202012
39,APLI,40.43,19,01 Dec 2020,30 Dec 2020,960837500,5597500,569,35--,202012
40,APLN,11.24,19,01 Dec 2020,30 Dec 2020,905000272500,4597631600,142504,61--,202012
41,ARGO,-1.76,19,01 Dec 2020,30 Dec 2020,650874500,344800,439,43--,202012
42,ARII,-14.29,19,01 Dec 2020,30 Dec 2020,1678305200,4060500,693,21--,202012
43,ARKA,-23.61,19,01 Dec 2020,30 Dec 2020,26790211900,387002700,19636,41--,202012
44,ARMY,0.0,19,01 Dec 2020,30 Dec 2020,0,0,0,61--,202012
45,ARNA,27.1,19,01 Dec 2020,30 Dec 2020,47049912000,80670600,6014,32--,202012
46,ARTA,-10.49,19,01 Dec 2020,30 Dec 2020,19909800,68300,74,94--,202012
47,ARTI,0.0,19,01 Dec 2020,30 Dec 2020,12830000,256600,117,22--,202012
48,ARTO,48.79,19,01 Dec 2020,30 Dec 2020,270151754000,66389400,28798,81--,202012
49,ASBI,-0.64,19,01 Dec 2020,30 Dec 2020,187243400,618700,57,84--,202012
50,ASDM,-1.11,19,01 Dec 2020,30 Dec 2020,103447500,115900,149,84--,202012
51,ASGR,2.56,19,01 Dec 2020,30 Dec 2020,24383944500,29668500,5671,97--,202012
52,ASII,13.68,19,01 Dec 2020,30 Dec 2020,8248311330000,1402216900,296767,42--,202012
53,ASJT,65.29,19,01 Dec 2020,30 Dec 2020,4986851100,25039400,3436,84--,202012
54,ASMI,-7.48,19,01 Dec 2020,30 Dec 2020,373865000,369900,434,84--,202012
55,ASPI,7.53,19,01 Dec 2020,30 Dec 2020,40049323500,354047200,24959,61--,202012
56,ASRI,2.54,19,01 Dec 2020,30 Dec 2020,1405397346600,5387381300,212524,61--,202012
57,ASRM,-0.59,19,01 Dec 2020,30 Dec 2020,92969000,55400,91,84--,202012
58,ASSA,23.3,19,01 Dec 2020,30 Dec 2020,270450298500,439344400,38857,74--,202012
59,ATIC,-10.85,19,01 Dec 2020,30 Dec 2020,43479500,69900,133,97--,202012
60,AUTO,-5.51,19,01 Dec 2020,30 Dec 2020,60648607500,52004400,16627,42--,202012
