,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,15.68,22,01 Sep 2021,30 Sep 2021,372866397500,41247900,33782,D232,202109
1,ABBA,-18.94,22,01 Sep 2021,30 Sep 2021,295006346500,501331800,56426,E614,202109
2,ABDA,0.0,22,01 Sep 2021,30 Sep 2021,4170000,600,4,G412,202109
3,ABMM,-11.44,22,01 Sep 2021,30 Sep 2021,68290494000,56117800,7987,C311,202109
4,ACES,-8.63,22,01 Sep 2021,30 Sep 2021,340648417500,256999800,61841,E743,202109
5,ACST,-0.78,22,01 Sep 2021,30 Sep 2021,152953157600,599403500,55362,J211,202109
6,ADES,-15.72,22,01 Sep 2021,30 Sep 2021,30627021000,10821200,4809,D212,202109
7,ADHI,31.29,22,01 Sep 2021,30 Sep 2021,732722279500,848245700,120284,J211,202109
8,ADMF,0.65,22,01 Sep 2021,30 Sep 2021,14450920000,1881200,2762,G211,202109
9,ADMG,0.94,22,01 Sep 2021,30 Sep 2021,27175137000,123010900,17286,B111,202109
10,ADRO,39.68,22,01 Sep 2021,30 Sep 2021,4412927578500,2920808500,282010,A121,202109
11,AGAR,-3.72,22,01 Sep 2021,30 Sep 2021,87019400,239400,352,D231,202109
12,AGII,21.67,22,01 Sep 2021,30 Sep 2021,265352487000,193937800,58065,B111,202109
13,AGRO,-4.68,22,01 Sep 2021,30 Sep 2021,4316893714000,1846152300,316401,G111,202109
14,AGRS,-23.7,22,01 Sep 2021,30 Sep 2021,107968330000,439670900,43913,G111,202109
15,AHAP,18.64,22,01 Sep 2021,30 Sep 2021,27806883600,402292300,40028,G412,202109
16,AIMS,-8.62,22,01 Sep 2021,30 Sep 2021,908384600,2673300,2376,A121,202109
17,AISA,-0.98,22,01 Sep 2021,30 Sep 2021,51237296100,245450200,19039,D222,202109
18,AKKU,0.0,22,01 Sep 2021,30 Sep 2021,223120200,4462400,993,E512,202109
19,AKPI,-5.6,22,01 Sep 2021,30 Sep 2021,211494000,356300,334,B113,202109
20,AKRA,12.08,22,01 Sep 2021,30 Sep 2021,612575024000,154500800,56443,A112,202109
21,AKSI,-4.72,22,01 Sep 2021,30 Sep 2021,115711000,269800,474,K211,202109
22,ALDO,5.37,22,01 Sep 2021,30 Sep 2021,125836701500,168905500,24536,B131,202109
23,ALKA,8.11,22,01 Sep 2021,30 Sep 2021,370546000,1413700,939,B141,202109
24,ALMI,-3.25,22,01 Sep 2021,30 Sep 2021,142697400,568300,527,B141,202109
25,ALTO,-1.23,22,01 Sep 2021,30 Sep 2021,84661400,270800,269,D212,202109
26,AMAG,8.5,22,01 Sep 2021,30 Sep 2021,2481330000,7383600,2308,G412,202109
27,AMAN,-0.88,22,01 Sep 2021,30 Sep 2021,17231647600,38419700,2820,H111,202109
28,AMAR,-9.27,22,01 Sep 2021,30 Sep 2021,23657820600,77745500,10038,G111,202109
29,AMFG,-1.79,22,01 Sep 2021,30 Sep 2021,2611653000,673700,206,C121,202109
30,AMIN,-2.59,22,01 Sep 2021,30 Sep 2021,94600800,498000,568,C143,202109
31,AMOR,-0.27,22,01 Sep 2021,30 Sep 2021,101285643000,26744300,39673,G311,202109
32,AMRT,2.22,22,01 Sep 2021,30 Sep 2021,372722931500,271661700,43161,D113,202109
33,ANDI,0.0,22,01 Sep 2021,30 Sep 2021,34563928700,637753500,20307,D232,202109
34,ANJT,3.52,22,01 Sep 2021,30 Sep 2021,338921000,482800,348,D232,202109
35,ANTM,-4.18,22,01 Sep 2021,30 Sep 2021,5821854037000,2415245300,351667,B146,202109
36,APEX,1.89,22,01 Sep 2021,30 Sep 2021,522229500,953000,1340,A131,202109
37,APIC,-1.72,22,01 Sep 2021,30 Sep 2021,169117214500,197427800,31502,G511,202109
38,APII,1.67,22,01 Sep 2021,30 Sep 2021,2069854000,11171000,1431,C143,202109
39,APLI,-0.95,22,01 Sep 2021,30 Sep 2021,335304800,1626600,263,B113,202109
40,APLN,6.5,22,01 Sep 2021,30 Sep 2021,63425987500,485281700,28038,H111,202109
41,ARCI,-8.13,22,01 Sep 2021,30 Sep 2021,184581129500,321138800,12374,B143,202109
42,ARGO,-7.1,22,01 Sep 2021,30 Sep 2021,270075000,153300,301,E413,202109
43,ARII,20.0,22,01 Sep 2021,30 Sep 2021,1304685800,4110700,1842,A121,202109
44,ARKA,66.0,22,01 Sep 2021,30 Sep 2021,372461213800,3983451200,209690,C143,202109
45,ARMY,0.0,22,01 Sep 2021,30 Sep 2021,0,0,0,H111,202109
46,ARNA,-3.29,22,01 Sep 2021,30 Sep 2021,38835563500,52561800,13343,C121,202109
47,ARTA,39.35,22,01 Sep 2021,30 Sep 2021,10252209000,7120300,3591,E512,202109
48,ARTI,0.0,22,01 Sep 2021,30 Sep 2021,102130000,2042600,237,A132,202109
49,ARTO,-0.49,22,01 Sep 2021,30 Sep 2021,8359760415000,550576600,391051,G111,202109
50,ASBI,0.74,22,01 Sep 2021,30 Sep 2021,136944200,498800,472,G412,202109
51,ASDM,1.7,22,01 Sep 2021,30 Sep 2021,503549000,569200,761,G412,202109
52,ASGR,10.29,22,01 Sep 2021,30 Sep 2021,19320106000,27047300,4857,C224,202109
53,ASII,5.26,22,01 Sep 2021,30 Sep 2021,3955507997500,743619400,161868,C311,202109
54,ASJT,16.15,22,01 Sep 2021,30 Sep 2021,32439131500,207367200,23945,G412,202109
55,ASMI,128.57,22,01 Sep 2021,30 Sep 2021,24531541700,85334600,20664,G412,202109
56,ASPI,42.0,22,01 Sep 2021,30 Sep 2021,72414889300,957375000,63923,H111,202109
57,ASRI,4.32,22,01 Sep 2021,30 Sep 2021,228546469700,1303567900,77386,H111,202109
58,ASRM,19.16,22,01 Sep 2021,30 Sep 2021,212351000,126200,167,G412,202109
59,ASSA,29.92,22,01 Sep 2021,30 Sep 2021,1158749684000,378569200,92641,K132,202109
60,ATAP,0.0,22,01 Sep 2021,30 Sep 2021,369952700,3623900,1312,H111,202109
61,ATIC,-17.28,22,01 Sep 2021,30 Sep 2021,7813410500,10633300,5299,I121,202109
62,AUTO,-0.97,22,01 Sep 2021,30 Sep 2021,41784376000,40988100,10126,E111,202109
63,AYLS,230.56,22,01 Sep 2021,30 Sep 2021,734337669100,4519317500,361249,B121,202109
64,BABP,-40.09,22,01 Sep 2021,30 Sep 2021,2501584157600,7409407200,551388,G111,202109
65,BACA,-29.26,22,01 Sep 2021,30 Sep 2021,964321594800,2415648500,189626,G111,202109
66,BAJA,-5.47,22,01 Sep 2021,30 Sep 2021,13887814000,36581200,9829,B144,202109
