,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,11.15,21,02 Jun 2020,30 Jun 2020,357751625000,43079400,32336,,202006
1,ABBA,0.0,21,02 Jun 2020,30 Jun 2020,7644107700,147275400,5845,,202006
2,ABDA,4.35,21,02 Jun 2020,30 Jun 2020,34425000,5800,8,,202006
3,ABMM,-5.72,21,02 Jun 2020,30 Jun 2020,44187500,30000,63,,202006
4,ACES,-2.89,21,02 Jun 2020,30 Jun 2020,517883002000,343379900,79137,,202006
5,ACST,4.92,21,02 Jun 2020,30 Jun 2020,11858495200,43135700,5711,,202006
6,ADES,-9.9,21,02 Jun 2020,30 Jun 2020,1856732500,2152200,1209,,202006
7,ADHI,22.0,21,02 Jun 2020,30 Jun 2020,507584180000,816553700,63444,,202006
8,ADMF,9.09,21,02 Jun 2020,30 Jun 2020,36343305000,5175200,6113,,202006
9,ADMG,10.99,21,02 Jun 2020,30 Jun 2020,4106743600,39455700,3502,,202006
10,ADRO,-9.55,21,02 Jun 2020,30 Jun 2020,1557934211000,1432615100,182113,,202006
11,AGAR,-0.41,21,02 Jun 2020,30 Jun 2020,8851800,18300,31,,202006
12,AGII,29.9,21,02 Jun 2020,30 Jun 2020,5385809800,11194200,2482,,202006
13,AGRO,1.67,21,02 Jun 2020,30 Jun 2020,41125851100,322142100,21496,,202006
14,AGRS,-9.43,21,02 Jun 2020,30 Jun 2020,112528500,1114100,319,,202006
15,AHAP,-12.28,21,02 Jun 2020,30 Jun 2020,54995200,1090100,287,,202006
16,AIMS,0.0,21,02 Jun 2020,30 Jun 2020,0,0,0,,202006
17,AISA,0.0,21,02 Jun 2020,30 Jun 2020,0,0,0,,202006
18,AKKU,0.0,21,02 Jun 2020,30 Jun 2020,265000,5300,22,,202006
19,AKPI,-16.93,21,02 Jun 2020,30 Jun 2020,8039000,21600,49,,202006
20,AKRA,8.09,21,02 Jun 2020,30 Jun 2020,1042300700000,416413700,52280,,202006
21,AKSI,365.81,21,02 Jun 2020,30 Jun 2020,4270377800,12810600,4034,,202006
22,ALDO,-10.73,21,02 Jun 2020,30 Jun 2020,385590600,1011600,127,,202006
23,ALKA,7.5,21,02 Jun 2020,30 Jun 2020,763200,1900,12,,202006
24,ALMI,6.54,21,02 Jun 2020,30 Jun 2020,360829400,1623800,297,,202006
25,ALTO,-2.53,21,02 Jun 2020,30 Jun 2020,205266400,521300,32,,202006
26,AMAG,2.24,21,02 Jun 2020,30 Jun 2020,124508600,470700,149,,202006
27,AMAN,3.16,21,02 Jun 2020,30 Jun 2020,1980927900,9881800,683,,202006
28,AMAR,49.74,21,02 Jun 2020,30 Jun 2020,1467913600,4692000,1478,,202006
