,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,-0.4,19,01 Apr 2022,28 Apr 2022,685837352500,54061200,55257,D232,202204
1,ABBA,-27.27,19,01 Apr 2022,28 Apr 2022,95737000700,399699900,32912,E614,202204
2,ABDA,-2.34,19,01 Apr 2022,28 Apr 2022,35847500,5900,41,G412,202204
3,ABMM,56.37,19,01 Apr 2022,28 Apr 2022,235094482500,102294900,34012,C311,202204
4,ACES,1.95,19,01 Apr 2022,28 Apr 2022,877711937000,799313600,120274,E743,202204
5,ACST,-9.84,19,01 Apr 2022,28 Apr 2022,25987164700,143102000,15660,J211,202204
6,ADCP,-10.0,19,01 Apr 2022,28 Apr 2022,97480599900,1160764000,95385,H111,202204
7,ADES,16.3,19,01 Apr 2022,28 Apr 2022,13027161000,3309500,2674,D212,202204
8,ADHI,-2.7,19,01 Apr 2022,28 Apr 2022,97906140500,136903000,31227,J211,202204
9,ADMF,-2.92,19,01 Apr 2022,28 Apr 2022,71762472500,8570800,10651,G211,202204
10,ADMG,-2.72,19,01 Apr 2022,28 Apr 2022,2207464000,12129700,2138,B111,202204
11,ADMR,19.21,19,01 Apr 2022,28 Apr 2022,10091446421000,3884421500,692995,A121,202204
12,ADRO,24.16,19,01 Apr 2022,28 Apr 2022,8102561724000,2560662200,339796,A121,202204
13,AGAR,-7.22,19,01 Apr 2022,28 Apr 2022,180894000,532600,869,D231,202204
14,AGII,41.43,19,01 Apr 2022,28 Apr 2022,606282321500,286762400,94649,B111,202204
15,AGRO,-14.92,19,01 Apr 2022,28 Apr 2022,521471958000,481199600,96018,G111,202204
16,AGRS,-14.38,19,01 Apr 2022,28 Apr 2022,28441436400,209630600,19059,G111,202204
17,AHAP,-5.88,19,01 Apr 2022,28 Apr 2022,9991069000,151522600,18409,G412,202204
18,AIMS,-5.0,19,01 Apr 2022,28 Apr 2022,270785400,979100,847,A121,202204
19,AISA,-4.92,19,01 Apr 2022,28 Apr 2022,20247387800,114828700,18627,D222,202204
20,AKKU,0.0,19,01 Apr 2022,28 Apr 2022,12565754200,251267400,38849,E512,202204
21,AKPI,-4.52,19,01 Apr 2022,28 Apr 2022,784618500,824500,1016,B113,202204
22,AKRA,17.58,19,01 Apr 2022,28 Apr 2022,927227042000,967305700,112861,A112,202204
23,AKSI,-41.2,19,01 Apr 2022,28 Apr 2022,32220146500,90114100,11084,K211,202204
24,ALDO,-8.61,19,01 Apr 2022,28 Apr 2022,158291549000,151017500,24136,B131,202204
25,ALKA,3.45,19,01 Apr 2022,28 Apr 2022,255812200,870400,860,B141,202204
26,ALMI,2.94,19,01 Apr 2022,28 Apr 2022,73870200,261100,340,B141,202204
27,ALTO,-3.67,19,01 Apr 2022,28 Apr 2022,167698100,795200,494,D212,202204
28,AMAG,1.03,19,01 Apr 2022,28 Apr 2022,381467200,989700,737,G412,202204
29,AMAN,0.0,19,01 Apr 2022,28 Apr 2022,2797801000,5333500,529,H111,202204
30,AMAR,0.0,19,01 Apr 2022,28 Apr 2022,209528221400,539991700,57093,G111,202204
31,AMFG,16.3,19,01 Apr 2022,28 Apr 2022,15189030000,2505200,1516,C121,202204
32,AMIN,-11.04,19,01 Apr 2022,28 Apr 2022,578986500,3736000,1665,C143,202204
33,AMOR,-2.42,19,01 Apr 2022,28 Apr 2022,935732000,603000,539,G311,202204
34,AMRT,12.5,19,01 Apr 2022,28 Apr 2022,2136739822000,1273244800,224020,D113,202204
35,ANDI,0.0,19,01 Apr 2022,28 Apr 2022,108180000,2163600,290,D232,202204
36,ANJT,-5.88,19,01 Apr 2022,28 Apr 2022,27670673500,27597600,7389,D232,202204
37,ANTM,6.56,19,01 Apr 2022,28 Apr 2022,7883330004000,2909708200,421714,B146,202204
38,APEX,-17.54,19,01 Apr 2022,28 Apr 2022,18198995600,32245900,13809,A131,202204
39,APIC,3.3,19,01 Apr 2022,28 Apr 2022,288215225000,263724400,17540,G511,202204
40,APII,17.13,19,01 Apr 2022,28 Apr 2022,29244371600,127079500,87561,C143,202204
41,APLI,-0.97,19,01 Apr 2022,28 Apr 2022,94419200,462400,110,B113,202204
42,APLN,-3.39,19,01 Apr 2022,28 Apr 2022,15484305600,134213600,15940,H111,202204
43,ARCI,-17.57,19,01 Apr 2022,28 Apr 2022,167878619600,365204400,20351,B143,202204
44,ARGO,-0.36,19,01 Apr 2022,28 Apr 2022,66559000,45800,173,E413,202204
45,ARII,-3.23,19,01 Apr 2022,28 Apr 2022,314982000,1311400,312,A121,202204
46,ARKA,0.0,19,01 Apr 2022,28 Apr 2022,1995055000,39901100,6887,C143,202204
47,ARMY,0.0,19,01 Apr 2022,28 Apr 2022,0,0,0,H111,202204
48,ARNA,16.11,19,01 Apr 2022,28 Apr 2022,77415289500,80497500,12067,C121,202204
49,ARTA,-4.86,19,01 Apr 2022,28 Apr 2022,514896500,281100,173,E512,202204
50,ARTI,0.0,19,01 Apr 2022,28 Apr 2022,0,0,0,A132,202204
51,ARTO,-20.48,19,01 Apr 2022,28 Apr 2022,3789925227500,291642900,170288,G111,202204
52,ASBI,2.05,19,01 Apr 2022,28 Apr 2022,263227000,894000,427,G412,202204
53,ASDM,1.01,19,01 Apr 2022,28 Apr 2022,126027500,126600,246,G412,202204
54,ASGR,12.64,19,01 Apr 2022,28 Apr 2022,36743940000,37511800,8135,C224,202204
55,ASII,15.21,19,01 Apr 2022,28 Apr 2022,5943325755000,846731600,153969,C311,202204
56,ASJT,0.79,19,01 Apr 2022,28 Apr 2022,252160000,1980400,440,G412,202204
57,ASLC,-10.0,19,01 Apr 2022,28 Apr 2022,491158677900,1946192900,78851,E745,202204
58,ASMI,-8.57,19,01 Apr 2022,28 Apr 2022,877881300,5580200,1176,G412,202204
59,ASPI,-3.95,19,01 Apr 2022,28 Apr 2022,2002318400,26322200,2705,H111,202204
60,ASRI,-6.47,19,01 Apr 2022,28 Apr 2022,75773466300,453591200,39878,H111,202204
61,ASRM,0.31,19,01 Apr 2022,28 Apr 2022,24537500,15400,57,G412,202204
62,ASSA,-2.3,19,01 Apr 2022,28 Apr 2022,876747641000,338879300,111218,K132,202204
63,ATAP,-15.79,19,01 Apr 2022,28 Apr 2022,3149826300,25141300,7499,H111,202204
64,ATIC,-6.93,19,01 Apr 2022,28 Apr 2022,738632600,1530700,1112,I121,202204
65,AUTO,1.78,19,01 Apr 2022,28 Apr 2022,90500145000,78800800,22061,E111,202204
66,AVIA,5.13,19,01 Apr 2022,28 Apr 2022,485783478000,611768500,43096,B113,202204
67,AYLS,-22.67,19,01 Apr 2022,28 Apr 2022,73511076200,238951000,55767,B121,202204
68,BABP,-22.05,19,01 Apr 2022,28 Apr 2022,227464841300,1319782600,86042,G111,202204
69,BACA,-14.36,19,01 Apr 2022,28 Apr 2022,47389815700,259110800,31862,G111,202204
70,BAJA,-16.9,19,01 Apr 2022,28 Apr 2022,21107021800,74031000,17994,B144,202204
71,BALI,0.63,19,01 Apr 2022,28 Apr 2022,4519341000,5781500,1730,J321,202204
72,BANK,-6.91,19,01 Apr 2022,28 Apr 2022,1053259841000,476168500,71534,G111,202204
73,BAPA,0.93,19,01 Apr 2022,28 Apr 2022,61757909700,554574000,51889,H111,202204
74,BAPI,0.0,19,01 Apr 2022,28 Apr 2022,14585000,291700,135,H111,202204
75,BATA,6.64,19,01 Apr 2022,28 Apr 2022,176825800,381800,253,E412,202204
76,BAUT,-29.87,19,01 Apr 2022,28 Apr 2022,182481538300,2628691000,128622,E743,202204
77,BAYU,4.57,19,01 Apr 2022,28 Apr 2022,113616000,101600,67,E513,202204
78,BBCA,1.88,19,01 Apr 2022,28 Apr 2022,13416292747500,1705910600,368964,G111,202204
79,BBHI,12.55,19,01 Apr 2022,28 Apr 2022,952211607500,157378200,94242,G111,202204
80,BBKP,-13.01,19,01 Apr 2022,28 Apr 2022,384626742400,1697706700,57565,G111,202204
