,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,7.8,22,01 Nov 2023,30 Nov 2023,78775805000,10960200,10241,D232,202311
1,ABBA,-6.85,22,01 Nov 2023,30 Nov 2023,14098366500,193570300,10224,E614,202311
2,ABDA,-1.67,22,01 Nov 2023,30 Nov 2023,590000,100,1,G412,202311
3,ABMM,-11.52,22,01 Nov 2023,30 Nov 2023,140188385000,40283600,23827,A121,202311
4,ACES,-5.63,22,01 Nov 2023,30 Nov 2023,789697960000,982807700,111139,E743,202311
5,ACST,-12.57,22,01 Nov 2023,30 Nov 2023,40890064800,236925700,29640,J211,202311
6,ADCP,-5.36,22,01 Nov 2023,30 Nov 2023,6583241300,120782300,20382,H111,202311
7,ADES,-8.56,22,01 Nov 2023,30 Nov 2023,51322907500,5484200,6907,D212,202311
8,ADHI,-2.49,22,01 Nov 2023,30 Nov 2023,115818089400,285818800,36719,J211,202311
9,ADMF,2.64,22,01 Nov 2023,30 Nov 2023,21285907500,2005400,2075,G211,202311
10,ADMG,-2.04,22,01 Nov 2023,30 Nov 2023,1012182500,6929100,3298,B111,202311
11,ADMR,20.45,22,01 Nov 2023,30 Nov 2023,809499589000,661734400,108584,A121,202311
12,ADRO,2.34,22,01 Nov 2023,30 Nov 2023,1847727578000,738671100,164291,A121,202311
13,AEGS,9.43,22,01 Nov 2023,30 Nov 2023,11309870500,207716100,7872,E111,202311
14,AGAR,-13.33,22,01 Nov 2023,30 Nov 2023,837800,7000,27,D231,202311
15,AGII,-6.03,22,01 Nov 2023,30 Nov 2023,11472805000,7749300,2449,B111,202311
16,AGRO,31.25,22,01 Nov 2023,30 Nov 2023,352538968400,1188158600,89945,G111,202311
17,AGRS,6.17,22,01 Nov 2023,30 Nov 2023,10190549000,123407100,17324,G111,202311
18,AHAP,-10.58,22,01 Nov 2023,30 Nov 2023,37214839300,379208000,21629,G412,202311
19,AIMS,29.27,22,01 Nov 2023,30 Nov 2023,4363842400,12955300,3750,A121,202311
20,AISA,17.42,22,01 Nov 2023,30 Nov 2023,114781232400,728879100,85028,D222,202311
21,AKKU,0.0,22,01 Nov 2023,30 Nov 2023,8259303700,164323600,17623,E512,202311
22,AKPI,-0.69,22,01 Nov 2023,30 Nov 2023,124278500,175300,156,B113,202311
23,AKRA,-3.69,22,01 Nov 2023,30 Nov 2023,428343861500,292073600,70958,A112,202311
24,AKSI,-4.79,22,01 Nov 2023,30 Nov 2023,439419700,2665600,1426,K211,202311
25,ALDO,11.56,22,01 Nov 2023,30 Nov 2023,4393412500,5917400,1906,B131,202311
26,ALKA,-1.85,22,01 Nov 2023,30 Nov 2023,7125332000,11361800,8884,B141,202311
27,ALMI,9.62,22,01 Nov 2023,30 Nov 2023,4548394400,17472000,5486,B141,202311
28,ALTO,0.0,22,01 Nov 2023,30 Nov 2023,49335000,986700,2042,D212,202311
29,AMAG,-8.43,22,01 Nov 2023,30 Nov 2023,8034991400,26748900,914,G412,202311
