,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,9.72,20,01 Oct 2021,29 Oct 2021,959420455000,94256400,75954,D232,202110
1,ABBA,-5.61,20,01 Oct 2021,29 Oct 2021,213850820200,482206900,51342,E614,202110
2,ABDA,0.0,20,01 Oct 2021,29 Oct 2021,3475000,500,1,G412,202110
3,ABMM,20.0,20,01 Oct 2021,29 Oct 2021,778907374500,534285400,43112,C311,202110
4,ACES,11.02,20,01 Oct 2021,29 Oct 2021,839812112000,606833400,104443,E743,202110
5,ACST,1.57,20,01 Oct 2021,29 Oct 2021,187011572400,687708700,48357,J211,202110
6,ADES,-4.48,20,01 Oct 2021,29 Oct 2021,18612551000,7243700,4457,D212,202110
7,ADHI,8.81,20,01 Oct 2021,29 Oct 2021,1018620723000,918486100,153696,J211,202110
8,ADMF,1.3,20,01 Oct 2021,29 Oct 2021,32582347500,4146200,5918,G211,202110
9,ADMG,9.35,20,01 Oct 2021,29 Oct 2021,30740585400,135821900,17716,B111,202110
10,ADRO,-4.55,20,01 Oct 2021,29 Oct 2021,7626601674000,4218806500,437526,A121,202110
11,AGAR,-4.42,20,01 Oct 2021,29 Oct 2021,222616000,597200,717,D231,202110
12,AGII,-9.38,20,01 Oct 2021,29 Oct 2021,320928186000,204998100,64552,B111,202110
13,AGRO,-5.8,20,01 Oct 2021,29 Oct 2021,3348314518500,1654286200,344759,G111,202110
14,AGRS,-2.91,20,01 Oct 2021,29 Oct 2021,83539598500,395973200,38415,G111,202110
15,AHAP,-7.14,20,01 Oct 2021,29 Oct 2021,21997376800,315753600,22112,G412,202110
16,AIMS,57.23,20,01 Oct 2021,29 Oct 2021,6542621500,14678100,6933,A121,202110
17,AISA,8.91,20,01 Oct 2021,29 Oct 2021,209722052400,892765100,61526,D222,202110
18,AKKU,0.0,20,01 Oct 2021,29 Oct 2021,638125000,12762500,3859,E512,202110
19,AKPI,31.36,20,01 Oct 2021,29 Oct 2021,1365063000,1636800,1624,B113,202110
20,AKRA,-2.06,20,01 Oct 2021,29 Oct 2021,1060093474000,240273400,65046,A112,202110
21,AKSI,22.28,20,01 Oct 2021,29 Oct 2021,983019300,1746100,1432,K211,202110
22,ALDO,-5.1,20,01 Oct 2021,29 Oct 2021,91264742000,120685900,18930,B131,202110
23,ALKA,2.5,20,01 Oct 2021,29 Oct 2021,261870800,1028900,1166,B141,202110
24,ALMI,-1.68,20,01 Oct 2021,29 Oct 2021,48182800,202100,175,B141,202110
25,ALTO,-6.21,20,01 Oct 2021,29 Oct 2021,250068400,843600,470,D212,202110
26,AMAG,0.6,20,01 Oct 2021,29 Oct 2021,965057200,2900200,1003,G412,202110
27,AMAN,8.48,20,01 Oct 2021,29 Oct 2021,24253917400,51403500,3677,H111,202110
28,AMAR,4.38,20,01 Oct 2021,29 Oct 2021,16886510600,59059900,8598,G111,202110
29,AMFG,-5.19,20,01 Oct 2021,29 Oct 2021,3240748000,862500,182,C121,202110
30,AMIN,9.57,20,01 Oct 2021,29 Oct 2021,824611500,3937100,1828,C143,202110
31,AMOR,2.45,20,01 Oct 2021,29 Oct 2021,59798785000,16120900,36113,G311,202110
32,AMRT,-13.41,20,01 Oct 2021,29 Oct 2021,422485480500,335788000,68384,D113,202110
33,ANDI,0.0,20,01 Oct 2021,29 Oct 2021,9213945000,180571000,6412,D232,202110
34,ANJT,14.97,20,01 Oct 2021,29 Oct 2021,2177765500,2741000,1242,D232,202110
35,ANTM,2.18,20,01 Oct 2021,29 Oct 2021,7386675206000,3073806700,493033,B146,202110
36,APEX,2.78,20,01 Oct 2021,29 Oct 2021,392166000,702300,1061,A131,202110
37,APIC,13.45,20,01 Oct 2021,29 Oct 2021,174557071500,191691400,20310,G511,202110
38,APII,-1.09,20,01 Oct 2021,29 Oct 2021,1060606000,5769900,634,C143,202110
39,APLI,-1.92,20,01 Oct 2021,29 Oct 2021,608473700,2976400,280,B113,202110
40,APLN,5.34,20,01 Oct 2021,29 Oct 2021,123192808700,849402500,48899,H111,202110
41,ARCI,7.96,20,01 Oct 2021,29 Oct 2021,273111274500,416424400,50756,B143,202110
42,ARGO,0.29,20,01 Oct 2021,29 Oct 2021,102056000,58800,204,E413,202110
43,ARII,-5.17,20,01 Oct 2021,29 Oct 2021,1391818800,4361800,1132,A121,202110
44,ARKA,-16.87,20,01 Oct 2021,29 Oct 2021,243303273300,3566322400,141092,C143,202110
45,ARMY,0.0,20,01 Oct 2021,29 Oct 2021,0,0,0,H111,202110
46,ARNA,17.69,20,01 Oct 2021,29 Oct 2021,54043054500,68868200,14119,C121,202110
47,ARTA,19.6,20,01 Oct 2021,29 Oct 2021,5953938000,3520600,2029,E512,202110
48,ARTI,0.0,20,01 Oct 2021,29 Oct 2021,21600000,432000,141,A132,202110
49,ARTO,2.65,20,01 Oct 2021,29 Oct 2021,7706490687500,557953500,402628,G111,202110
50,ASBI,6.62,20,01 Oct 2021,29 Oct 2021,29997459200,85580600,30615,G412,202110
51,ASDM,4.47,20,01 Oct 2021,29 Oct 2021,277616500,302900,421,G412,202110
52,ASGR,-3.33,20,01 Oct 2021,29 Oct 2021,15702352500,21591800,5687,C224,202110
53,ASII,9.55,20,01 Oct 2021,29 Oct 2021,8596103665000,1426587800,256692,C311,202110
54,ASJT,-3.31,20,01 Oct 2021,29 Oct 2021,2994814400,20203300,2923,G412,202110
55,ASMI,-3.12,20,01 Oct 2021,29 Oct 2021,8446950200,24629000,10727,G412,202110
56,ASPI,-1.41,20,01 Oct 2021,29 Oct 2021,38423361800,531795200,55375,H111,202110
57,ASRI,7.69,20,01 Oct 2021,29 Oct 2021,337761496200,1766995400,100983,H111,202110
58,ASRM,-12.53,20,01 Oct 2021,29 Oct 2021,497740500,292000,423,G412,202110
59,ASSA,-7.29,20,01 Oct 2021,29 Oct 2021,1186879283000,340289200,116125,K132,202110
60,ATAP,13.73,20,01 Oct 2021,29 Oct 2021,6997589900,55255200,10342,H111,202110
61,ATIC,-5.22,20,01 Oct 2021,29 Oct 2021,3819180500,6029000,3858,I121,202110
62,AUTO,10.78,20,01 Oct 2021,29 Oct 2021,64750308500,58027100,20179,E111,202110
63,AYLS,-33.19,20,01 Oct 2021,29 Oct 2021,72164525300,416512700,44563,B121,202110
64,BABP,-14.29,20,01 Oct 2021,29 Oct 2021,837134215000,3242063700,197942,G111,202110
65,BACA,-6.17,20,01 Oct 2021,29 Oct 2021,285356813600,894579200,82369,G111,202110
66,BAJA,-9.47,20,01 Oct 2021,29 Oct 2021,19188808000,53880400,12216,B144,202110
67,BALI,-3.25,20,01 Oct 2021,29 Oct 2021,24704060500,33099600,5894,J321,202110
68,BANK,-15.25,20,01 Oct 2021,29 Oct 2021,1297449763000,498798200,96569,G111,202110
69,BAPA,-1.69,20,01 Oct 2021,29 Oct 2021,25690314200,464581900,22189,H111,202110
70,BAPI,0.0,20,01 Oct 2021,29 Oct 2021,41880000,837600,294,H111,202110
71,BATA,-16.43,20,01 Oct 2021,29 Oct 2021,341206000,575800,449,E412,202110
72,BAYU,18.81,20,01 Oct 2021,29 Oct 2021,102510000,91900,171,E513,202110
73,BBCA,-78.64,20,01 Oct 2021,29 Oct 2021,14871702732500,1419220000,584178,G111,202110
74,BBHI,60.0,20,01 Oct 2021,29 Oct 2021,667331160500,137299100,76868,G111,202110
75,BBKP,2.39,20,01 Oct 2021,29 Oct 2021,1076332398200,2473109800,148395,G111,202110
76,BBLD,-3.9,20,01 Oct 2021,29 Oct 2021,58322600,143900,91,G211,202110
77,BBMD,3.86,20,01 Oct 2021,29 Oct 2021,702485000,336900,409,G111,202110
78,BBNI,30.23,20,01 Oct 2021,29 Oct 2021,8369868790000,1261014500,270839,G111,202110
79,BBRI,10.39,20,01 Oct 2021,29 Oct 2021,19909882340000,4745652300,539872,G111,202110
80,BBRM,0.0,20,01 Oct 2021,29 Oct 2021,100760000,2015200,307,A122,202110
81,BBSI,-2.11,20,01 Oct 2021,29 Oct 2021,3496147500,583000,755,G111,202110
82,BBSS,-8.45,20,01 Oct 2021,29 Oct 2021,12678870200,179351800,8256,H111,202110
83,BBTN,25.35,20,01 Oct 2021,29 Oct 2021,2209040024000,1327606400,169696,G111,202110
