,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,-5.36,17,03 May 2021,31 May 2021,465647955000,48387600,33507,D232,202105
1,ABBA,-4.65,17,03 May 2021,31 May 2021,271469592200,1177163000,72553,E614,202105
2,ABDA,0.36,17,03 May 2021,31 May 2021,3522500,500,3,G412,202105
3,ABMM,9.27,17,03 May 2021,31 May 2021,2046464000,2478800,2142,C311,202105
4,ACES,1.01,17,03 May 2021,31 May 2021,234126471000,160258800,44371,E743,202105
5,ACST,-11.85,17,03 May 2021,31 May 2021,93618838600,344267900,31175,J211,202105
6,ADES,18.69,17,03 May 2021,31 May 2021,6705334000,3617500,2406,D212,202105
7,ADHI,-15.58,17,03 May 2021,31 May 2021,183578294500,173607200,36474,J211,202105
8,ADMF,-1.23,17,03 May 2021,31 May 2021,10312442500,1287300,2705,G211,202105
9,ADMG,-5.29,17,03 May 2021,31 May 2021,2961632100,17858100,4130,B111,202105
10,ADRO,-4.42,17,03 May 2021,31 May 2021,1196075964000,1000994400,121123,A121,202105
11,AGAR,-17.31,17,03 May 2021,31 May 2021,47548300,111400,319,D231,202105
12,AGII,-2.24,17,03 May 2021,31 May 2021,104756657000,97726100,30151,B111,202105
13,AGRO,0.0,17,03 May 2021,31 May 2021,674581051500,758503900,94426,G111,202105
14,AGRS,43.2,17,03 May 2021,31 May 2021,59152472400,110031600,28949,G111,202105
15,AHAP,-7.04,17,03 May 2021,31 May 2021,3812501400,53488400,6141,G412,202105
16,AIMS,-0.45,17,03 May 2021,31 May 2021,7541950600,15091800,7864,A121,202105
17,AISA,-18.62,17,03 May 2021,31 May 2021,61510996600,237168600,16611,D222,202105
18,AKKU,0.0,17,03 May 2021,31 May 2021,6670000,133400,173,E512,202105
19,AKPI,-7.02,17,03 May 2021,31 May 2021,689001500,1215200,931,B113,202105
20,AKRA,-0.92,17,03 May 2021,31 May 2021,290763552000,90264700,32801,A112,202105
21,AKSI,-11.97,17,03 May 2021,31 May 2021,40559000,56800,175,K211,202105
22,ALDO,7.83,17,03 May 2021,31 May 2021,168973999000,192286100,25370,B131,202105
23,ALKA,0.83,17,03 May 2021,31 May 2021,64396400,261500,393,B141,202105
24,ALMI,0.0,17,03 May 2021,31 May 2021,100089200,391100,467,B141,202105
25,ALTO,11.11,17,03 May 2021,31 May 2021,650987600,1903100,352,D212,202105
26,AMAG,5.71,17,03 May 2021,31 May 2021,6042372200,20585000,1613,G412,202105
27,AMAN,-0.69,17,03 May 2021,31 May 2021,2356680000,8216000,395,H111,202105
28,AMAR,-5.76,17,03 May 2021,31 May 2021,19056956800,69509600,10370,G111,202105
29,AMFG,15.79,17,03 May 2021,31 May 2021,2214214000,537400,353,C121,202105
30,AMIN,-1.01,17,03 May 2021,31 May 2021,34464000,178900,275,C143,202105
31,AMOR,0.0,17,03 May 2021,31 May 2021,210184239000,51129700,14727,G311,202105
32,AMRT,-4.74,17,03 May 2021,31 May 2021,95333015000,102988500,22824,D113,202105
33,ANDI,0.0,17,03 May 2021,31 May 2021,306980200,6138600,696,D232,202105
34,ANJT,6.77,17,03 May 2021,31 May 2021,634294000,876500,644,D232,202105
35,ANTM,-1.61,17,03 May 2021,31 May 2021,6863864838000,2719796900,352666,B146,202105
36,APEX,-23.9,17,03 May 2021,31 May 2021,14442763000,15721300,11768,A131,202105
37,APIC,1.36,17,03 May 2021,31 May 2021,117840797500,161286900,25549,G511,202105
38,APII,4.47,17,03 May 2021,31 May 2021,1360243200,7221000,2074,C143,202105
39,APLI,3.06,17,03 May 2021,31 May 2021,820246100,4060000,527,B113,202105
40,APLN,-3.27,17,03 May 2021,31 May 2021,31429523100,205868100,12565,H111,202105
41,ARGO,-29.46,17,03 May 2021,31 May 2021,54119000,29600,83,E413,202105
42,ARII,123.53,17,03 May 2021,31 May 2021,17343711400,42607000,12833,A121,202105
43,ARKA,0.0,17,03 May 2021,31 May 2021,126175000,2523500,326,C143,202105
44,ARMY,0.0,17,03 May 2021,31 May 2021,0,0,0,H111,202105
45,ARNA,-4.05,17,03 May 2021,31 May 2021,10810635500,15068800,3959,C121,202105
46,ARTA,-6.62,17,03 May 2021,31 May 2021,7052400,27100,80,E512,202105
47,ARTI,0.0,17,03 May 2021,31 May 2021,3300000,66000,100,A132,202105
48,ARTO,19.7,17,03 May 2021,31 May 2021,4788238732500,428106800,126100,G111,202105
49,ASBI,3.57,17,03 May 2021,31 May 2021,78418600,272000,302,G412,202105
50,ASDM,3.85,17,03 May 2021,31 May 2021,206467000,225600,324,G412,202105
51,ASGR,-2.56,17,03 May 2021,31 May 2021,3385358000,4426200,1474,C224,202105
52,ASII,-4.55,17,03 May 2021,31 May 2021,3735495642500,714374500,123680,C311,202105
53,ASJT,-9.17,17,03 May 2021,31 May 2021,490114400,2126000,588,G412,202105
54,ASMI,-24.18,17,03 May 2021,31 May 2021,276827000,392600,346,G412,202105
55,ASPI,-5.45,17,03 May 2021,31 May 2021,2492129100,46001900,3225,H111,202105
56,ASRI,-8.59,17,03 May 2021,31 May 2021,95609799600,518284400,37091,H111,202105
57,ASRM,5.3,17,03 May 2021,31 May 2021,141755000,91000,158,G412,202105
58,ASSA,2.31,17,03 May 2021,31 May 2021,562206662500,268403600,56331,K132,202105
59,ATAP,2.78,17,03 May 2021,31 May 2021,3444533400,26320600,8272,H111,202105
60,ATIC,0.0,17,03 May 2021,31 May 2021,213736000,301900,191,I121,202105
61,AUTO,-1.71,17,03 May 2021,31 May 2021,17790272500,15529300,7572,E111,202105
62,AYLS,5.26,17,03 May 2021,31 May 2021,67770846400,670050100,70010,B121,202105
63,BABP,111.49,17,03 May 2021,31 May 2021,1545481101900,10981003200,912471,G111,202105
64,BACA,-3.2,17,03 May 2021,31 May 2021,120524307800,288527900,39396,G111,202105
65,BAJA,90.6,17,03 May 2021,31 May 2021,319110861400,834132000,113565,B144,202105
66,BALI,-6.15,17,03 May 2021,31 May 2021,2277157000,3720700,1461,J321,202105
67,BANK,-7.02,17,03 May 2021,31 May 2021,2008661187000,619163500,83816,G111,202105
68,BAPA,0.0,17,03 May 2021,31 May 2021,12525000,250500,179,H111,202105
69,BAPI,0.0,17,03 May 2021,31 May 2021,23495000,469900,132,H111,202105
70,BATA,0.74,17,03 May 2021,31 May 2021,11445000,17100,68,E412,202105
71,BAYU,-1.84,17,03 May 2021,31 May 2021,21942500,20700,54,E513,202105
72,BBCA,-0.47,17,03 May 2021,31 May 2021,10703812792500,336604000,186192,G111,202105
73,BBHI,4.62,17,03 May 2021,31 May 2021,79059812500,61150800,22399,G111,202105
74,BBKP,-13.56,17,03 May 2021,31 May 2021,522649056400,1210165000,88402,G111,202105
75,BBLD,1.24,17,03 May 2021,31 May 2021,188032200,381100,107,G211,202105
76,BBMD,-0.36,17,03 May 2021,31 May 2021,56334000,41800,70,G111,202105
