,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,6.03,23,01 Oct 2019,31 Oct 2019,170890247500,15679100,15802,,201910
1,ABBA,9.09,23,01 Oct 2019,31 Oct 2019,554022314100,2918337900,158259,,201910
2,ABDA,0.0,23,01 Oct 2019,31 Oct 2019,2790000,400,4,,201910
3,ABMM,-26.47,23,01 Oct 2019,31 Oct 2019,152249000,97300,293,,201910
4,ACES,-4.52,23,01 Oct 2019,31 Oct 2019,659651916500,369614600,112468,,201910
5,ACST,9.95,23,01 Oct 2019,31 Oct 2019,8081882000,7219000,3061,,201910
6,ADES,2.37,23,01 Oct 2019,31 Oct 2019,558365000,516600,755,,201910
7,ADHI,-6.37,23,01 Oct 2019,31 Oct 2019,216241351500,170980900,29521,,201910
8,ADMF,0.94,23,01 Oct 2019,31 Oct 2019,45972692500,4365600,763,,201910
9,ADMG,4.23,23,01 Oct 2019,31 Oct 2019,4054390000,20637000,2681,,201910
10,ADRO,1.55,23,01 Oct 2019,31 Oct 2019,1047312128000,796299200,84555,,201910
11,AGII,-4.03,23,01 Oct 2019,31 Oct 2019,2682642500,4478800,1077,,201910
12,AGRO,-1.83,23,01 Oct 2019,31 Oct 2019,13032195800,61520900,7320,,201910
13,AGRS,1.14,23,01 Oct 2019,31 Oct 2019,607815200,3223700,1608,,201910
14,AHAP,4.55,23,01 Oct 2019,31 Oct 2019,6306827500,82086300,11599,,201910
15,AIMS,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
16,AISA,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
17,AKKU,0.0,23,01 Oct 2019,31 Oct 2019,22265000,445300,615,,201910
18,AKPI,-5.0,23,01 Oct 2019,31 Oct 2019,285773000,778400,174,,201910
19,AKRA,4.21,23,01 Oct 2019,31 Oct 2019,508047607000,124490100,36869,,201910
20,AKSI,15.28,23,01 Oct 2019,31 Oct 2019,59197815000,77022000,8216,,201910
21,ALDO,0.0,23,01 Oct 2019,31 Oct 2019,288960400,760300,208,,201910
22,ALKA,12.67,23,01 Oct 2019,31 Oct 2019,32705600,69000,113,,201910
23,ALMI,-0.53,23,01 Oct 2019,31 Oct 2019,99739400,290900,88,,201910
24,ALTO,0.0,23,01 Oct 2019,31 Oct 2019,6337630800,16974000,1506,,201910
25,AMAG,1.31,23,01 Oct 2019,31 Oct 2019,3668200,12400,36,,201910
26,AMFG,-6.1,23,01 Oct 2019,31 Oct 2019,2280496000,572100,219,,201910
27,AMIN,12.24,23,01 Oct 2019,31 Oct 2019,36590000,117000,237,,201910
28,AMRT,-10.05,23,01 Oct 2019,31 Oct 2019,3105867000,3389200,925,,201910
29,ANDI,-17.95,23,01 Oct 2019,31 Oct 2019,1859579000500,941463400,10269,,201910
30,ANJT,0.0,23,01 Oct 2019,31 Oct 2019,2068497000,2509100,377,,201910
31,ANTM,-8.72,23,01 Oct 2019,31 Oct 2019,1868269752000,1958823400,137885,,201910
32,APEX,-22.74,23,01 Oct 2019,31 Oct 2019,206663100,390600,222,,201910
33,APIC,-2.67,23,01 Oct 2019,31 Oct 2019,334587518500,464508000,58702,,201910
34,APII,4.6,23,01 Oct 2019,31 Oct 2019,689262900,4004400,104,,201910
35,APLI,22.45,23,01 Oct 2019,31 Oct 2019,263678200,2806900,367,,201910
36,APLN,-15.75,23,01 Oct 2019,31 Oct 2019,148843231400,633842700,55883,,201910
37,APOL,0.0,23,01 Oct 2019,31 Oct 2019,1405000,28100,22,,201910
38,ARGO,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
39,ARII,-9.86,23,01 Oct 2019,31 Oct 2019,383795000,560400,140,,201910
40,ARKA,0.63,23,01 Oct 2019,31 Oct 2019,9634181500,5731100,2854,,201910
41,ARMY,-20.08,23,01 Oct 2019,31 Oct 2019,686683481000,3259134000,6438,,201910
42,ARNA,-2.35,23,01 Oct 2019,31 Oct 2019,1696285800,3313200,565,,201910
43,ARTA,0.52,23,01 Oct 2019,31 Oct 2019,7536600,19700,48,,201910
44,ARTI,0.0,23,01 Oct 2019,31 Oct 2019,10105000,202100,631,,201910
45,ARTO,142.4,23,01 Oct 2019,31 Oct 2019,1395167000,769900,390,,201910
46,ASBI,-0.65,23,01 Oct 2019,31 Oct 2019,6157600,19100,31,,201910
47,ASDM,4.9,23,01 Oct 2019,31 Oct 2019,4389000,4100,33,,201910
48,ASGR,-1.99,23,01 Oct 2019,31 Oct 2019,3782684000,3781600,1274,,201910
49,ASII,5.3,23,01 Oct 2019,31 Oct 2019,3511091432500,530412100,97464,,201910
50,ASJT,0.55,23,01 Oct 2019,31 Oct 2019,100987600,552200,330,,201910
51,ASMI,-11.52,23,01 Oct 2019,31 Oct 2019,5325814000,5485600,1018,,201910
52,ASRI,-5.52,23,01 Oct 2019,31 Oct 2019,35948065000,127334100,12002,,201910
53,ASRM,-2.3,23,01 Oct 2019,31 Oct 2019,74147500,35700,107,,201910
54,ASSA,-2.53,23,01 Oct 2019,31 Oct 2019,50775328500,65952900,5176,,201910
55,ATIC,-11.88,23,01 Oct 2019,31 Oct 2019,12560500,16800,43,,201910
56,AUTO,2.0,23,01 Oct 2019,31 Oct 2019,50706796000,41399700,13335,,201910
57,BABP,0.0,23,01 Oct 2019,31 Oct 2019,4157886800,82811800,2428,,201910
58,BACA,10.29,23,01 Oct 2019,31 Oct 2019,478525800,1780900,133,,201910
59,BAJA,23.88,23,01 Oct 2019,31 Oct 2019,12454041300,128521000,16889,,201910
60,BALI,-2.11,23,01 Oct 2019,31 Oct 2019,1905343000,1376600,425,,201910
61,BAPA,0.0,23,01 Oct 2019,31 Oct 2019,144919100,1808700,307,,201910
62,BAPI,-31.51,23,01 Oct 2019,31 Oct 2019,214981084300,3831517100,60722,,201910
63,BATA,-1.41,23,01 Oct 2019,31 Oct 2019,145345000,208900,192,,201910
64,BAYU,-5.81,23,01 Oct 2019,31 Oct 2019,1393895000,1076600,581,,201910
65,BBCA,3.62,23,01 Oct 2019,31 Oct 2019,7703547235000,249822700,130344,,201910
66,BBHI,-1.1,23,01 Oct 2019,31 Oct 2019,496949000,2760000,554,,201910
67,BBKP,-1.49,23,01 Oct 2019,31 Oct 2019,14855933400,55867600,7178,,201910
68,BBLD,0.9,23,01 Oct 2019,31 Oct 2019,23879800,54900,46,,201910
69,BBMD,-0.82,23,01 Oct 2019,31 Oct 2019,974000,400,3,,201910
70,BBNI,4.42,23,01 Oct 2019,31 Oct 2019,4132790262500,564209600,112137,,201910
71,BBRI,2.18,23,01 Oct 2019,31 Oct 2019,9786740808000,2423888300,250225,,201910
72,BBRM,0.0,23,01 Oct 2019,31 Oct 2019,3555000,71100,8,,201910
73,BBTN,-5.1,23,01 Oct 2019,31 Oct 2019,1110889314500,580214900,90245,,201910
74,BBYB,7.91,23,01 Oct 2019,31 Oct 2019,395555200,1358800,271,,201910
75,BCAP,0.0,23,01 Oct 2019,31 Oct 2019,13081853000,84568900,65448,,201910
76,BCIC,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
77,BCIP,6.02,23,01 Oct 2019,31 Oct 2019,2173849300,25834700,931,,201910
78,BDMN,-11.58,23,01 Oct 2019,31 Oct 2019,276249986000,61045100,31042,,201910
79,BEEF,-6.9,23,01 Oct 2019,31 Oct 2019,26903561000,79984500,7921,,201910
80,BEKS,0.0,23,01 Oct 2019,31 Oct 2019,26105000,522100,213,,201910
81,BELL,-1.9,23,01 Oct 2019,31 Oct 2019,509947000,987100,524,,201910
82,BEST,-0.78,23,01 Oct 2019,31 Oct 2019,57401904800,218550600,17304,,201910
83,BFIN,12.04,23,01 Oct 2019,31 Oct 2019,12794994400,21614600,1283,,201910
84,BGTG,-1.43,23,01 Oct 2019,31 Oct 2019,4574432500,68194100,4325,,201910
85,BHIT,2.82,23,01 Oct 2019,31 Oct 2019,36394626500,508410700,24703,,201910
86,BIKA,1.51,23,01 Oct 2019,31 Oct 2019,14001200,71100,152,,201910
87,BIMA,0.0,23,01 Oct 2019,31 Oct 2019,16758500,335100,501,,201910
88,BINA,-7.87,23,01 Oct 2019,31 Oct 2019,1121972000,1315100,227,,201910
89,BIPI,0.0,23,01 Oct 2019,31 Oct 2019,299990000,5999800,491,,201910
90,BIPP,7.14,23,01 Oct 2019,31 Oct 2019,106361400,1563100,248,,201910
91,BIRD,-6.15,23,01 Oct 2019,31 Oct 2019,25858932000,10833700,3587,,201910
92,BISI,-7.64,23,01 Oct 2019,31 Oct 2019,1540171000,1133900,663,,201910
93,BJBR,15.29,23,01 Oct 2019,31 Oct 2019,374420782000,215870300,13066,,201910
94,BJTM,8.66,23,01 Oct 2019,31 Oct 2019,127848481000,190129000,15412,,201910
95,BKDP,0.0,23,01 Oct 2019,31 Oct 2019,16999900,295400,156,,201910
96,BKSL,1.74,23,01 Oct 2019,31 Oct 2019,426388308200,3608208000,35401,,201910
97,BKSW,13.0,23,01 Oct 2019,31 Oct 2019,117534000,543400,206,,201910
98,BLTA,0.0,23,01 Oct 2019,31 Oct 2019,2980000,59600,53,,201910
99,BLTZ,-25.0,23,01 Oct 2019,31 Oct 2019,3210000,1000,6,,201910
100,BLUE,-34.48,23,01 Oct 2019,31 Oct 2019,1992521600,3742900,1590,,201910
101,BMAS,4.96,23,01 Oct 2019,31 Oct 2019,50115200,187300,116,,201910
102,BMRI,0.72,23,01 Oct 2019,31 Oct 2019,7007606757500,1041579200,129723,,201910
103,BMSR,-10.53,23,01 Oct 2019,31 Oct 2019,125772100,1436600,471,,201910
104,BMTR,10.0,23,01 Oct 2019,31 Oct 2019,298102783600,810942800,61294,,201910
105,BNBA,3.97,23,01 Oct 2019,31 Oct 2019,2792169600,8936500,823,,201910
106,BNBR,0.0,23,01 Oct 2019,31 Oct 2019,62545000,1250900,235,,201910
107,BNGA,-2.99,23,01 Oct 2019,31 Oct 2019,53716228500,54144800,10177,,201910
108,BNII,1.83,23,01 Oct 2019,31 Oct 2019,3125103400,14267700,2267,,201910
109,BNLI,20.27,23,01 Oct 2019,31 Oct 2019,1166411828500,925948800,42565,,201910
110,BOGA,-5.78,23,01 Oct 2019,31 Oct 2019,167498494000,205878100,26719,,201910
111,BOLA,-2.7,23,01 Oct 2019,31 Oct 2019,1713968000,4726500,1034,,201910
112,BOLT,0.57,23,01 Oct 2019,31 Oct 2019,2189211500,2511900,2755,,201910
113,BORN,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
114,BOSS,-28.29,23,01 Oct 2019,31 Oct 2019,49914297100,82184400,8433,,201910
115,BPFI,-0.43,23,01 Oct 2019,31 Oct 2019,163603000,142700,38,,201910
116,BPII,25.0,23,01 Oct 2019,31 Oct 2019,44250000,4700,7,,201910
117,BPTR,1.96,23,01 Oct 2019,31 Oct 2019,21189196400,186128000,53426,,201910
118,BRAM,39.13,23,01 Oct 2019,31 Oct 2019,201450000,13000,32,,201910
119,BRIS,-4.46,23,01 Oct 2019,31 Oct 2019,63077065600,158804000,21098,,201910
120,BRMS,8.0,23,01 Oct 2019,31 Oct 2019,121438689400,2165906300,20298,,201910
121,BRNA,-0.93,23,01 Oct 2019,31 Oct 2019,15659000,15300,16,,201910
122,BRPT,-4.04,23,01 Oct 2019,31 Oct 2019,1477330316000,1543303300,105818,,201910
123,BSDE,1.8,23,01 Oct 2019,31 Oct 2019,327289356000,231957000,37687,,201910
124,BSIM,-4.13,23,01 Oct 2019,31 Oct 2019,77704500,137500,147,,201910
125,BSSR,-1.64,23,01 Oct 2019,31 Oct 2019,65707500,36700,210,,201910
126,BSWD,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
127,BTEK,25.37,23,01 Oct 2019,31 Oct 2019,297073880000,4002418000,13334,,201910
128,BTEL,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
129,BTON,-2.88,23,01 Oct 2019,31 Oct 2019,358810000,1754900,391,,201910
130,BTPN,-1.54,23,01 Oct 2019,31 Oct 2019,1546706000,481600,783,,201910
131,BTPS,16.36,23,01 Oct 2019,31 Oct 2019,2878566328000,780862800,117731,,201910
132,BUDI,0.0,23,01 Oct 2019,31 Oct 2019,2476117100,24681500,570,,201910
133,BUKK,-5.56,23,01 Oct 2019,31 Oct 2019,449996000,251500,412,,201910
134,BULL,-3.57,23,01 Oct 2019,31 Oct 2019,166938074700,857285100,14561,,201910
135,BUMI,-5.56,23,01 Oct 2019,31 Oct 2019,483560991200,5479081400,69552,,201910
136,BUVA,4.88,23,01 Oct 2019,31 Oct 2019,397171500,4598600,670,,201910
137,BVIC,-4.62,23,01 Oct 2019,31 Oct 2019,36487018300,196656300,1275,,201910
138,BWPT,-3.17,23,01 Oct 2019,31 Oct 2019,51669739800,421876900,16729,,201910
139,BYAN,-17.17,23,01 Oct 2019,31 Oct 2019,156920000,10500,33,,201910
140,CAKK,-10.28,23,01 Oct 2019,31 Oct 2019,6676001900,66293600,6425,,201910
141,CAMP,-6.93,23,01 Oct 2019,31 Oct 2019,7963801200,19051600,6328,,201910
142,CANI,-25.24,23,01 Oct 2019,31 Oct 2019,17354400,102900,161,,201910
143,CARS,-5.83,23,01 Oct 2019,31 Oct 2019,5101142200,22653200,1800,,201910
144,CASA,-2.02,23,01 Oct 2019,31 Oct 2019,77595715400,196810500,18220,,201910
145,CASS,-4.65,23,01 Oct 2019,31 Oct 2019,25313500,39500,60,,201910
146,CCSI,-9.27,23,01 Oct 2019,31 Oct 2019,50850345200,175566500,20673,,201910
147,CEKA,4.67,23,01 Oct 2019,31 Oct 2019,4355153500,2810400,1782,,201910
148,CENT,-2.5,23,01 Oct 2019,31 Oct 2019,6787247000,83905600,5215,,201910
149,CFIN,-2.67,23,01 Oct 2019,31 Oct 2019,1342445800,4582400,769,,201910
150,CINT,-3.88,23,01 Oct 2019,31 Oct 2019,440202800,1753400,433,,201910
151,CITA,0.26,23,01 Oct 2019,31 Oct 2019,218907500,128500,23,,201910
152,CITY,-8.9,23,01 Oct 2019,31 Oct 2019,75042400,409300,198,,201910
153,CKRA,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
154,CLAY,-5.17,23,01 Oct 2019,31 Oct 2019,222039321500,42379100,49581,,201910
155,CLEO,0.93,23,01 Oct 2019,31 Oct 2019,193064253500,349804800,36067,,201910
156,CLPI,-1.88,23,01 Oct 2019,31 Oct 2019,2133520500,2703100,721,,201910
157,CMNP,-6.65,23,01 Oct 2019,31 Oct 2019,14748414000,6816600,3727,,201910
158,CMPP,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
159,CNKO,0.0,23,01 Oct 2019,31 Oct 2019,26370000,527400,1079,,201910
160,CNTB,0.0,23,01 Oct 2019,31 Oct 2019,0,0,0,,201910
161,CNTX,-8.37,23,01 Oct 2019,31 Oct 2019,11238600,25900,23,,201910
162,COCO,-0.54,23,01 Oct 2019,31 Oct 2019,48838552000,52796800,5524,,201910
163,COWL,0.99,23,01 Oct 2019,31 Oct 2019,6794247300,33963500,597,,201910
164,CPIN,17.76,23,01 Oct 2019,31 Oct 2019,1139776500000,186365300,83544,,201910
165,CPRI,-1.89,23,01 Oct 2019,31 Oct 2019,9391717300,172416800,18407,,201910
166,CPRO,0.0,23,01 Oct 2019,31 Oct 2019,120285000,2405700,127,,201910
167,CSAP,-2.61,23,01 Oct 2019,31 Oct 2019,4978508200,11101900,648,,201910
168,CSIS,0.0,23,01 Oct 2019,31 Oct 2019,1776595100,18409100,27357,,201910
169,CTBN,-24.88,23,01 Oct 2019,31 Oct 2019,323000,100,1,,201910
170,CTRA,5.21,23,01 Oct 2019,31 Oct 2019,481111412000,424027600,54307,,201910
171,CTTH,-4.55,23,01 Oct 2019,31 Oct 2019,1937983900,21486800,2730,,201910
172,DART,5.81,23,01 Oct 2019,31 Oct 2019,8412000,26100,46,,201910
173,DAYA,-2.61,23,01 Oct 2019,31 Oct 2019,10101800,43300,62,,201910
174,DEAL,23.4,23,01 Oct 2019,31 Oct 2019,752896371500,428422000,25178,,201910
175,DEFI,-11.94,23,01 Oct 2019,31 Oct 2019,71788500,39100,104,,201910
176,DEWA,0.0,23,01 Oct 2019,31 Oct 2019,56025000,1120500,63,,201910
177,DFAM,7.88,23,01 Oct 2019,31 Oct 2019,190272753500,183286100,16295,,201910
178,DGIK,0.0,23,01 Oct 2019,31 Oct 2019,10440000,208800,27,,201910
179,DIGI,4.48,23,01 Oct 2019,31 Oct 2019,9874211000,5634900,88,,201910
