,Stock Code,change %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Periode
0,AALI,13.33,21,02 Nov 2020,30 Nov 2020,812449212500,72450000,54838,12--,202011
1,ABBA,42.0,21,02 Nov 2020,30 Nov 2020,49851525000,717263400,22037,95--,202011
2,ABDA,-7.36,21,02 Nov 2020,30 Nov 2020,22957500,3800,20,84--,202011
3,ABMM,-15.57,21,02 Nov 2020,30 Nov 2020,1068606500,1462800,732,98--,202011
4,ACES,1.28,21,02 Nov 2020,30 Nov 2020,560141733500,337274000,103257,93--,202011
5,ACST,30.3,21,02 Nov 2020,30 Nov 2020,848559886200,3512963300,138607,62--,202011
6,ADES,8.58,21,02 Nov 2020,30 Nov 2020,5045524500,4029400,2620,51--,202011
7,ADHI,89.57,21,02 Nov 2020,30 Nov 2020,1631128628000,1783631200,168246,62--,202011
8,ADMF,15.23,21,02 Nov 2020,30 Nov 2020,26021837500,3166500,4738,82--,202011
9,ADMG,10.45,21,02 Nov 2020,30 Nov 2020,8284167700,55654900,5984,34--,202011
10,ADRO,23.56,21,02 Nov 2020,30 Nov 2020,3347107047000,2658843700,255977,21--,202011
11,AGAR,-10.0,21,02 Nov 2020,30 Nov 2020,48288600,109100,143,91--,202011
12,AGII,39.53,21,02 Nov 2020,30 Nov 2020,49192321000,59532600,7528,34--,202011
13,AGRO,45.16,21,02 Nov 2020,30 Nov 2020,1587602964000,3431855600,207936,81--,202011
14,AGRS,-9.83,21,02 Nov 2020,30 Nov 2020,179985700,1124400,642,81--,202011
15,AHAP,1.75,21,02 Nov 2020,30 Nov 2020,108144500,1913700,668,84--,202011
16,AIMS,17.56,21,02 Nov 2020,30 Nov 2020,37725500,259900,286,91--,202011
17,AISA,32.71,21,02 Nov 2020,30 Nov 2020,669385521200,2507618500,105444,51--,202011
18,AKKU,0.0,21,02 Nov 2020,30 Nov 2020,8670000,173400,88,94--,202011
19,AKPI,30.07,21,02 Nov 2020,30 Nov 2020,97824600,288300,197,35--,202011
20,AKRA,8.58,21,02 Nov 2020,30 Nov 2020,2004550299000,696794900,93215,91--,202011
21,AKSI,9.44,21,02 Nov 2020,30 Nov 2020,181807000,467800,565,74--,202011
22,ALDO,-7.14,21,02 Nov 2020,30 Nov 2020,695692400,1669000,132,38--,202011
23,ALKA,37.14,21,02 Nov 2020,30 Nov 2020,100591400,380000,334,33--,202011
24,ALMI,4.17,21,02 Nov 2020,30 Nov 2020,101608800,409700,225,33--,202011
25,ALTO,-4.52,21,02 Nov 2020,30 Nov 2020,189962000,645900,236,51--,202011
26,AMAG,7.69,21,02 Nov 2020,30 Nov 2020,829715600,3921300,978,84--,202011
27,AMAN,18.6,21,02 Nov 2020,30 Nov 2020,4530636600,16339200,1935,61--,202011
28,AMAR,4.61,21,02 Nov 2020,30 Nov 2020,622923600,1984600,618,81--,202011
29,AMFG,12.97,21,02 Nov 2020,30 Nov 2020,2293114000,867100,204,32--,202011
30,AMIN,-6.67,21,02 Nov 2020,30 Nov 2020,11507000,41300,139,41--,202011
31,AMOR,14.98,21,02 Nov 2020,30 Nov 2020,26460902000,10526500,3304,83--,202011
32,AMRT,4.41,21,02 Nov 2020,30 Nov 2020,11786380000,16513600,5658,93--,202011
33,ANDI,0.0,21,02 Nov 2020,30 Nov 2020,21007598200,414858900,7852,12--,202011
34,ANJT,10.17,21,02 Nov 2020,30 Nov 2020,797853000,1229200,733,12--,202011
35,ANTM,8.53,21,02 Nov 2020,30 Nov 2020,9529037036000,7997572900,465524,23--,202011
36,APEX,3.12,21,02 Nov 2020,30 Nov 2020,176749300,1114200,480,22--,202011
