Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--S1K--1,12500,0,15 Mar 2019,12550,12425,12500,0,183900,2297145000,135
ABBA,--U9---2,94,0,15 Mar 2019,98,92,92,-2,24298600,2290827600,1002
ABDA,--U8---2,5600,0,15 Mar 2019,0,0,5600,0,0,0,0
ABMM,--U9---1,2200,0,15 Mar 2019,0,0,2200,0,0,0,0
ACES,--S9K--1,1810,0,15 Mar 2019,1810,1770,1805,-5,6229300,11178992000,3446
ACST,--U6---1,1580,0,15 Mar 2019,1590,1565,1580,0,592700,933671000,108
ADES,--U5---2,1035,0,15 Mar 2019,1045,1000,1030,-5,33100,33764000,36
ADHI,--S6LKO1,1560,1560,15 Mar 2019,1580,1550,1550,-10,3426600,5342338500,858
ADMF,--U8---1,10575,0,15 Mar 2019,10675,10425,10575,0,318500,3363385000,85
ADMG,--M3---1,348,0,15 Mar 2019,360,348,348,0,1537700,542842800,261
ADRO,--S2BXO1,1455,1460,15 Mar 2019,1460,1415,1420,-35,95493300,136381085000,4291
AGII,--S3---1,575,0,15 Mar 2019,580,575,580,5,175600,101661000,88
AGRO,--M8K--1,322,0,15 Mar 2019,326,320,324,2,2928300,944549200,244
AGRS,--U8---2,360,0,15 Mar 2019,380,362,362,2,4200,1540000,15
AHAP,--U8---2,65,0,15 Mar 2019,70,62,62,-3,18300,1145700,14
AIMS,--U9---2,180,0,15 Mar 2019,0,0,180,0,0,0,0
AISA,--U5---1,168,0,15 Mar 2019,0,0,168,0,0,0,0
AKKU,--U9---2,50,0,15 Mar 2019,50,50,50,0,1600,80000,3
AKPI,--U3---2,590,0,15 Mar 2019,620,600,605,15,8700,5261000,7
AKRA,--S9XXO1,5300,5300,15 Mar 2019,5450,5225,5450,150,5953200,32074157500,1232
AKSI,--U7---2,370,0,15 Mar 2019,374,350,374,4,1300,462800,10
ALDO,--U3---2,380,0,15 Mar 2019,392,374,374,-6,1043400,398518200,411
ALKA,--U3---2,400,0,15 Mar 2019,440,430,430,30,200,87000,2
ALMI,--U3---2,635,0,15 Mar 2019,670,645,650,15,205100,133581000,33
ALTO,--U5---1,396,0,15 Mar 2019,396,396,396,0,1100,435600,2
AMAG,--U8---2,292,0,15 Mar 2019,0,0,292,0,0,0,0
AMFG,--U3---1,5300,0,15 Mar 2019,0,0,5300,0,0,0,0
AMIN,--U4---2,496,0,15 Mar 2019,496,462,480,-16,1500,714600,6
AMRT,--S9---1,900,0,15 Mar 2019,915,890,905,5,629800,575373000,178
ANDI,--U1---2,1530,0,15 Mar 2019,1540,1500,1530,0,50000,75715000,41
ANJT,--U1---1,985,0,15 Mar 2019,990,950,990,5,69800,68720000,22
ANTM,--S2XXO1,965,965,15 Mar 2019,990,950,975,10,72567000,70726921500,4404
APEX,--U2---2,980,0,15 Mar 2019,980,830,925,-55,8400,7529000,23
APIC,--U8---2,535,0,15 Mar 2019,540,535,535,0,9699200,5214096000,1677
APII,--U9---2,218,0,15 Mar 2019,218,184,200,-18,33300,6461900,33
APLI,--U3---1,86,0,15 Mar 2019,86,84,84,-2,400,34200,3
APLN,--S6K--1,176,0,15 Mar 2019,177,172,172,-4,8113400,1410405200,383
APOL,--U7---1,58,0,15 Mar 2019,0,0,58,0,0,0,0
ARGO,--U4---2,825,0,15 Mar 2019,0,0,825,0,0,0,0
ARII,--U2---2,795,0,15 Mar 2019,840,840,840,45,50000,42000000,10
