Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--S1K--1,13400,0,14 Feb 2019,13700,13300,13650,250,872100,11880007500,882
ABBA,--U9---2,109,0,14 Feb 2019,112,105,108,-1,26219200,2831697000,1059
ABDA,--U8---2,5225,0,14 Feb 2019,0,0,5225,0,0,0,0
ABMM,--U9---1,2140,0,14 Feb 2019,0,0,2140,0,0,0,0
ACES,--S9K--1,1760,0,14 Feb 2019,1770,1700,1720,-40,41058400,70553188000,6043
ACST,--U6---1,1640,0,14 Feb 2019,1690,1640,1650,10,258200,428040000,111
ADES,--U5---2,1080,0,14 Feb 2019,1090,1015,1015,-65,79500,82223500,61
ADHI,--S6LKO1,1575,1570,14 Feb 2019,1605,1555,1590,15,4974700,7873937500,1129
ADMF,--U8---1,10325,0,14 Feb 2019,10400,10125,10300,-25,263800,2692400000,133
ADMG,--M3---1,356,0,14 Feb 2019,360,350,356,0,2827100,1004395600,237
ADRO,--S2BXO1,1260,1265,14 Feb 2019,1280,1240,1240,-20,51789900,64695927500,4933
AGII,--S3---1,645,0,14 Feb 2019,660,635,635,-10,53400,34407500,29
AGRO,--M8K--1,346,0,14 Feb 2019,348,340,340,-6,3642400,1245095200,373
AGRS,--U8---2,360,0,14 Feb 2019,360,354,354,-6,27700,9896000,19
AHAP,--U8---2,68,0,14 Feb 2019,69,66,69,1,33000,2260700,11
AIMS,--U9---2,180,0,14 Feb 2019,0,0,180,0,0,0,0
AISA,--U5---1,168,0,14 Feb 2019,0,0,168,0,0,0,0
AKKU,--U9---2,50,0,14 Feb 2019,50,50,50,0,10100,505000,2
AKPI,--U3---2,755,0,14 Feb 2019,0,0,755,0,0,0,0
AKRA,--S9XXO1,5450,5450,14 Feb 2019,5850,5450,5775,325,8734000,49926772500,3204
AKSI,--U7---2,400,0,14 Feb 2019,400,396,396,-4,5600,2239200,5
ALDO,--U3---2,1040,0,14 Feb 2019,1300,1050,1300,260,7300,9027500,31
