Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--S1K--1,11325,0,29 Mar 2019,11325,11200,11225,-100,368700,4149382500,284,2019,03
ABBA,--U9---2,91,0,29 Mar 2019,92,89,89,-2,10616900,954929500,467,2019,03
ABDA,--U8---2,5750,0,29 Mar 2019,0,0,5750,0,0,0,0,2019,03
ABMM,--U9---1,2150,0,29 Mar 2019,2180,2150,2160,10,2900,6244000,8,2019,03
ACES,--S9K--1,1840,0,29 Mar 2019,1850,1775,1780,-60,12440700,22192871000,4989,2019,03
ACST,--U6---1,1570,0,29 Mar 2019,1575,1565,1575,5,22000,34549500,18,2019,03
ADES,--U5---2,1070,0,29 Mar 2019,1105,1060,1090,20,32600,35395000,32,2019,03
ADHI,--S6LKO1,1650,1670,29 Mar 2019,1685,1635,1645,-5,17644100,29259817500,3322,2019,03
ADMF,--U8---1,10700,0,29 Mar 2019,11050,10750,10900,200,156200,1705677500,307,2019,03
ADMG,--M3---1,344,0,29 Mar 2019,354,344,346,2,1021200,356347800,90,2019,03
ADRO,--S2BXO1,1350,1360,29 Mar 2019,1365,1340,1345,-5,52580800,70850380000,5521,2019,03
AGII,--S3---1,565,0,29 Mar 2019,580,560,560,-5,953500,540010000,80,2019,03
AGRO,--M8K--1,324,0,29 Mar 2019,328,318,320,-4,4942900,1582621800,488,2019,03
AGRS,--U8---2,344,0,29 Mar 2019,346,292,320,-24,17500,5638000,32,2019,03
AHAP,--U8---2,65,0,29 Mar 2019,65,65,65,0,3600,234000,1,2019,03
AIMS,--U9---2,180,0,29 Mar 2019,0,0,180,0,0,0,0,2019,03
AISA,--U5---1,168,0,29 Mar 2019,0,0,168,0,0,0,0,2019,03
AKKU,--U9---2,50,0,29 Mar 2019,0,0,50,0,0,0,0,2019,03
AKPI,--U3---2,655,0,29 Mar 2019,645,605,605,-50,10400,6307000,5,2019,03
AKRA,--S9XXO1,4770,4800,29 Mar 2019,4820,4700,4720,-50,4929900,23476333000,1508,2019,03
AKSI,--U7---2,360,0,29 Mar 2019,378,330,350,-10,18600,6257400,34,2019,03
ALDO,--U3---2,350,0,29 Mar 2019,350,264,338,-12,42100,14136800,75,2019,03
ALKA,--U3---2,398,0,29 Mar 2019,398,398,398,0,1400,557200,2,2019,03
ALMI,--U3---2,715,0,29 Mar 2019,760,725,755,40,1327800,995745000,130,2019,03
ALTO,--U5---1,396,0,29 Mar 2019,396,298,396,0,1100,425800,4,2019,03
