Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--S1K--1,10500,0,28 Agt 2019,10650,10450,10525,25,279100,2943737500,403,2019,08
ABBA,--U9---2,142,0,28 Agt 2019,144,132,142,0,7630500,1088319500,375,2019,08
ABDA,--U8---2,7000,0,28 Agt 2019,0,0,7000,0,0,0,0,2019,08
ABMM,--U9---1,1825,0,28 Agt 2019,0,0,1825,0,0,0,0,2019,08
ACES,--S9KB-1,1790,0,28 Agt 2019,1800,1765,1780,-10,7485200,13264451000,4382,2019,08
ACST,--U6---1,1300,0,28 Agt 2019,1390,1250,1390,90,219400,288986500,170,2019,08
ADES,--U5---2,1075,0,28 Agt 2019,1080,1060,1065,-10,15300,16298500,33,2019,08
ADHI,--S6K--1,1350,0,28 Agt 2019,1370,1335,1335,-15,4524300,6102270000,1245,2019,08
ADMF,--U8---1,10975,0,28 Agt 2019,10975,10650,10950,-25,43600,468022500,27,2019,08
ADMG,--U3---1,230,0,28 Agt 2019,230,222,226,-4,793100,178528200,119,2019,08
ADRO,--S2BXO1,1130,1130,28 Agt 2019,1140,1100,1105,-25,48177500,53664283500,4221,2019,08
AGII,--S3---1,620,0,28 Agt 2019,640,620,625,5,329300,208803500,46,2019,08
AGRO,--M8---1,258,0,28 Agt 2019,262,258,258,0,2336800,604618400,230,2019,08
AGRS,--U8---2,222,0,28 Agt 2019,228,204,208,-14,398600,83942400,172,2019,08
AHAP,--U8---2,54,0,28 Agt 2019,54,54,54,0,23700,1279800,3,2019,08
AIMS,--U9---2,180,0,28 Agt 2019,0,0,180,0,0,0,0,2019,08
AISA,--U5---1,168,0,28 Agt 2019,0,0,168,0,0,0,0,2019,08
AKKU,--U9---2,50,0,28 Agt 2019,50,50,50,0,47600,2380000,53,2019,08
AKPI,--U3---2,422,0,28 Agt 2019,428,428,428,6,100,42800,1,2019,08
AKRA,--S9XXO1,4080,4080,28 Agt 2019,4270,4080,4260,180,12270400,51505916000,3118,2019,08
AKSI,--U7---2,366,0,28 Agt 2019,366,278,360,-6,6600,1978200,8,2019,08
ALDO,--U3---2,370,0,28 Agt 2019,374,372,372,2,18200,6781200,10,2019,08
ALKA,--U3---2,490,0,28 Agt 2019,480,476,476,-14,200,95600,2,2019,08
ALMI,--U3---2,494,0,28 Agt 2019,490,458,458,-36,300,143800,2,2019,08
ALTO,--U5---1,386,0,28 Agt 2019,380,332,380,-6,8300,3095600,5,2019,08
AMAG,--U8---2,310,0,28 Agt 2019,0,0,310,0,0,0,0,2019,08
AMFG,--U3---1,5100,0,28 Agt 2019,5100,5000,5100,0,8200,41115000,6,2019,08
AMIN,--U4---2,350,0,28 Agt 2019,0,0,350,0,0,0,0,2019,08
AMRT,--U9---1,880,0,28 Agt 2019,885,880,885,5,140300,123493500,28,2019,08
ANDI,--U1---2,2190,0,28 Agt 2019,2190,2190,2190,0,2600,5694000,1,2019,08
ANJT,--U1---1,800,0,28 Agt 2019,805,775,805,5,27200,21701500,12,2019,08
ANTM,--S2BXO1,1020,1030,28 Agt 2019,1060,1025,1050,30,102409700,106695076000,5653,2019,08
APEX,--U2---2,430,0,28 Agt 2019,500,350,500,70,5300,2035000,7,2019,08
APIC,--U8---2,655,0,28 Agt 2019,675,650,675,20,26243400,17394714000,5435,2019,08
APII,--U9---2,169,0,28 Agt 2019,164,164,164,-5,300,49200,1,2019,08
APLI,--U3---1,120,0,28 Agt 2019,120,108,110,-10,48600,5317000,6,2019,08
APLN,--M6K--1,195,0,28 Agt 2019,198,191,192,-3,29447300,5689810700,1746,2019,08
