Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--S1K--1,10750,0,03 Jul 2019,10800,10425,10450,-300,1110000,11691745000,1221
ABBA,--U9---2,160,0,03 Jul 2019,168,157,161,1,44173600,7195627400,3269
ABDA,--U8---2,7000,0,03 Jul 2019,0,0,7000,0,0,0,0
ABMM,--U9---1,2000,0,03 Jul 2019,0,0,2000,0,0,0,0
ACES,--S9KB-1,1835,0,03 Jul 2019,1845,1800,1805,-30,12785100,23310060000,2757
ACST,--U6---1,1385,0,03 Jul 2019,1385,1365,1375,-10,31800,43635500,50
ADES,--U5---2,1125,0,03 Jul 2019,1135,1120,1130,5,40700,45938000,52
ADHI,--S6LKO1,1680,1680,03 Jul 2019,1695,1645,1650,-30,8319000,13838765000,1434
ADMF,--U8---1,9875,0,03 Jul 2019,9875,9800,9875,0,236100,2325505000,30
ADMG,--U3---1,266,0,03 Jul 2019,284,268,284,18,5629000,1542727000,588
ADRO,--S2BXO1,1420,1410,03 Jul 2019,1415,1360,1360,-60,50270400,69325956500,6507
AGII,XDS3---1,545,0,03 Jul 2019,555,535,545,0,614900,333010000,167
AGRO,--M8K--1,290,0,03 Jul 2019,294,290,292,2,2161500,629118600,230
AGRS,--U8---2,300,0,03 Jul 2019,300,232,232,-68,6400,1821200,10
AHAP,--U8---2,58,0,03 Jul 2019,60,56,57,-1,18600,1045800,9
AIMS,--U9---2,180,0,03 Jul 2019,0,0,180,0,0,0,0
AISA,--U5---1,168,0,03 Jul 2019,0,0,168,0,0,0,0
AKKU,--U9---2,50,0,03 Jul 2019,50,50,50,0,200,10000,1
AKPI,--U3---2,420,0,03 Jul 2019,438,420,438,18,17500,7386000,14
AKRA,--S9XXO1,4190,4220,03 Jul 2019,4280,4140,4250,60,12525000,52611418000,3842
AKSI,--U7---2,280,0,03 Jul 2019,280,264,264,-16,500,138400,3
ALDO,CDU3---2,362,0,03 Jul 2019,378,344,362,0,50700,17805200,27
ALKA,--U3---2,398,0,03 Jul 2019,0,0,398,0,0,0,0
ALMI,--U3---2,480,0,03 Jul 2019,488,488,488,8,8200,4001600,6
ALTO,--U5---1,396,0,03 Jul 2019,396,396,396,0,1000,396000,1
AMAG,--U8---2,310,0,03 Jul 2019,316,310,316,6,600,186600,2
AMFG,--U3---1,5250,0,03 Jul 2019,5300,5300,5300,50,500,2650000,3
AMIN,XDU4---2,370,0,03 Jul 2019,0,0,370,0,0,0,0
AMRT,--U9---1,905,0,03 Jul 2019,915,885,890,-15,147800,132924000,38
ANDI,--U1---2,2050,0,03 Jul 2019,2050,2050,2050,0,1400,2870000,3
ANJT,--U1---1,900,0,03 Jul 2019,905,885,905,5,34800,31485500,15
ANTM,--S2BXO1,840,845,03 Jul 2019,850,810,815,-25,82796400,68152130500,5402
APEX,--U2---2,700,0,03 Jul 2019,0,0,700,0,0,0,0
APIC,--U8---2,580,0,03 Jul 2019,580,575,575,-5,10462300,6049483000,1952
