Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--S1K--1,14500,0,30 Dec 2019,14675,14300,14575,75,1202700,17437690000,806
ABBA,--U9---2,107,0,30 Dec 2019,110,106,106,-1,21870500,2355228700,1127
ABDA,--U8---2,6975,0,30 Dec 2019,0,0,6975,0,0,0,0
ABMM,--U9---1,1530,0,30 Dec 2019,0,0,1530,0,0,0,0
ACES,--S9KB-1,1550,0,30 Dec 2019,1555,1495,1495,-55,15903000,23988644500,2794
ACST,--U6---1,1020,0,30 Dec 2019,1045,970,970,-50,282400,279508000,91
ADES,--U5---2,1060,0,30 Dec 2019,1060,1020,1045,-15,11300,11899500,12
ADHI,--S6K--1,1195,0,30 Dec 2019,1210,1175,1175,-20,12315600,14686671500,1817
ADMF,--U8---1,10400,0,30 Dec 2019,10425,10375,10400,0,305600,3178247500,59
ADMG,--U3---1,187,0,30 Dec 2019,188,185,186,-1,934100,173677400,71
ADRO,CDS2BXO1,1580,1565,30 Dec 2019,1590,1555,1555,-25,49275500,77340344500,5394
AGAR,--U9---2,396,0,30 Dec 2019,414,392,396,0,239800,95917400,108
AGII,--S3---1,645,0,30 Dec 2019,700,625,695,50,1047200,706642500,92
AGRO,--M8---1,208,0,30 Dec 2019,212,196,198,-10,7523800,1502874600,861
AGRS,--U8---2,136,0,30 Dec 2019,143,135,135,-1,91600,12443900,19
AHAP,--U8---2,63,0,30 Dec 2019,65,60,60,-3,135500,8327700,42
AIMS,--U9---2,180,0,30 Dec 2019,0,0,180,0,0,0,0
AISA,--U5---1,168,0,30 Dec 2019,0,0,168,0,0,0,0
AKKU,--U9---2,50,0,30 Dec 2019,50,50,50,0,394400,19720000,22
AKPI,--U3---2,376,0,30 Dec 2019,376,368,370,-6,1200,444400,3
AKRA,--S9XXO1,3870,3870,30 Dec 2019,3970,3850,3950,80,9936000,39117600000,923
AKSI,--U7---2,1110,0,30 Dec 2019,1385,855,1145,35,1989800,2138392000,83
ALDO,--U3---2,380,0,30 Dec 2019,428,384,428,48,631200,253713000,58
ALKA,--U3---2,410,0,30 Dec 2019,440,410,418,8,3200,1316400,5
ALMI,--U3---2,358,0,30 Dec 2019,0,0,358,0,0,0,0
ALTO,--U5---1,398,0,30 Dec 2019,398,374,398,0,2754300,1063369000,33
AMAG,--U8---2,296,0,30 Dec 2019,0,0,296,0,0,0,0
AMFG,--U3---1,3440,0,30 Dec 2019,3430,3390,3430,-10,38000,129769000,18
AMIN,--U4---2,312,0,30 Dec 2019,312,312,312,0,1500,468000,1
AMRT,--U9---1,825,0,30 Dec 2019,880,825,880,55,272800,238983000,47
ANDI,--U1---2,50,0,30 Dec 2019,50,50,50,0,1098700,54935000,66
ANJT,--U1---1,870,0,30 Dec 2019,1000,855,1000,130,215200,214892000,19
ANTM,--S2XXO1,835,840,30 Dec 2019,845,835,840,5,25759500,21653081500,2998
APEX,--U2---2,346,0,30 Dec 2019,0,0,346,0,0,0,0
APIC,--U8---2,665,0,30 Dec 2019,690,665,690,25,19897000,13484876000,2928
APII,--U9---2,184,0,30 Dec 2019,184,184,184,0,100,18400,1
APLI,--U3---1,173,0,30 Dec 2019,180,162,179,6,1106600,193820200,77
APLN,--M6K--1,176,0,30 Dec 2019,182,176,177,1,29998900,5369662400,1749
APOL,--U7---1,50,0,30 Dec 2019,0,0,50,0,0,0,0
ARGO,--U4---2,825,0,30 Dec 2019,0,0,825,0,0,0,0
ARII,--U2---2,705,0,30 Dec 2019,705,705,705,0,5000,3525000,2
ARKA,--U4---2,2200,0,30 Dec 2019,2210,2000,2090,-110,440700,931821000,483
ARMY,--U6---2,50,0,30 Dec 2019,0,0,50,0,0,0,0
ARNA,--U3---1,440,0,30 Dec 2019,440,424,436,-4,4823800,2083858000,333
ARTA,--U9---2,372,0,30 Dec 2019,460,412,450,78,1200,537200,4
ARTI,--U2---1,50,0,30 Dec 2019,50,50,50,0,200,10000,2
ARTO,--U8---2,2770,0,30 Dec 2019,3450,2900,3100,330,254500,802122000,365
ASBI,--U8---2,308,0,30 Dec 2019,0,0,308,0,0,0,0
ASDM,--U8---1,1075,0,30 Dec 2019,1090,1090,1090,15,100,109000,1
ASGR,--U9---1,940,0,30 Dec 2019,970,945,950,10,42500,40330500,37
ASII,--S4BXO1,6925,6925,30 Dec 2019,6950,6850,6925,0,25494000,176264955000,3445
ASJT,--U8---2,120,0,30 Dec 2019,140,115,119,-1,16786000,2013103300,327
ASMI,--U8---1,1150,0,30 Dec 2019,1285,1155,1285,135,230900,283424000,150
ASRI,--S6K--1,240,0,30 Dec 2019,240,236,238,-2,15034700,3582171000,440
ASRM,--U8---2,2020,0,30 Dec 2019,2010,2010,2010,-10,500,1005000,1
ASSA,--S7---1,735,0,30 Dec 2019,740,725,740,5,7899600,5799366500,387
ATIC,--U9---1,685,0,30 Dec 2019,685,640,640,-45,9800,6276500,6
AUTO,--M4---1,1225,0,30 Dec 2019,1250,1225,1240,15,1287000,1591920000,357
BABP,--U8---2,50,0,30 Dec 2019,50,50,50,0,300,15000,3
BACA,--U8---2,300,0,30 Dec 2019,304,300,300,0,5144800,1556120000,970
BAJA,--U3---2,61,0,30 Dec 2019,63,60,62,1,279500,17046100,72
BALI,--U7---2,1000,0,30 Dec 2019,1090,775,1090,90,1133300,982033000,145
BAPA,--U6---1,70,0,30 Dec 2019,72,71,71,1,1000,71900,5
BAPI,--U6---2,50,0,30 Dec 2019,50,50,50,0,93200,4660000,11
BATA,XDU4---1,650,0,30 Dec 2019,660,650,660,10,500,329000,4
BAYU,--U9---2,1180,0,30 Dec 2019,1180,1180,1180,0,46400,54752000,14
BBCA,XDS8B3O1,33475,33400,30 Dec 2019,33600,33350,33425,-50,12233600,409257925000,3983
BBHI,--U8---2,137,0,30 Dec 2019,137,121,125,-12,317600,40678400,34
BBKP,--S8---1,224,0,30 Dec 2019,228,222,224,0,5566000,1257619400,442
BBLD,--U8---2,404,0,30 Dec 2019,0,0,404,0,0,0,0
BBMD,--U8---1,2390,0,30 Dec 2019,2800,2800,2800,410,900,2520000,1
BBNI,--S8B3O1,7925,7950,30 Dec 2019,7975,7800,7850,-75,17802300,140002357500,3184
BBRI,--S8B3O1,4430,4450,30 Dec 2019,4450,4360,4400,-30,66440200,292410431000,7672
BBRM,--U7---1,50,0,30 Dec 2019,50,50,50,0,100,5000,1
BBTN,--S8LKO1,2150,2160,30 Dec 2019,2160,2120,2120,-30,9180200,19570236000,1753
BBYB,--U8---1,274,0,30 Dec 2019,284,274,284,10,506500,142426400,31
BCAP,--M8---1,140,0,30 Dec 2019,150,140,150,10,1188000,174518000,76
BCIC,--U8---2,450,0,30 Dec 2019,0,0,450,0,0,0,0
BCIP,--U6---2,64,0,30 Dec 2019,69,54,64,0,376200,24343400,76
BDMN,--U8K--1,4050,0,30 Dec 2019,4060,3950,3950,-100,5828300,23144703000,1489
BEEF,--S1---2,390,0,30 Dec 2019,404,376,404,14,9731400,3865456200,609
BEKS,--U8---2,50,0,30 Dec 2019,50,50,50,0,4000,200000,8
BELL,--U4---2,520,0,30 Dec 2019,525,520,520,0,67300,35329000,22
BEST,--S6K--1,214,0,30 Dec 2019,218,212,216,2,13570700,2938537600,544
BFIN,--S8---2,565,0,30 Dec 2019,575,560,560,-5,115600,64967500,36
BGTG,--S8---2,62,0,30 Dec 2019,66,61,66,4,3400000,216906700,203
BHIT,--S9K--1,64,0,30 Dec 2019,64,63,64,0,8179500,517787100,350
BIKA,--U6---2,196,0,30 Dec 2019,196,196,196,0,100,19600,1
BIMA,--U4---2,50,0,30 Dec 2019,50,50,50,0,300,15000,2
BINA,--U8---1,865,0,30 Dec 2019,900,835,860,-5,3455900,2968332000,93
BIPI,--U2---2,50,0,30 Dec 2019,50,50,50,0,4500,225000,6
BIPP,--U6---2,50,0,30 Dec 2019,50,50,50,0,300,15000,2
BIRD,--S7---1,2530,0,30 Dec 2019,2570,2490,2490,-40,589100,1480977000,198
BISI,--U1---1,1040,0,30 Dec 2019,1095,1035,1050,10,370100,388315000,70
BJBR,--U8K--1,1250,0,30 Dec 2019,1255,1180,1185,-65,14730100,17689872500,3441
BJTM,--S8K--1,675,0,30 Dec 2019,685,675,685,10,5772800,3940691500,517
BKDP,--U6---2,54,0,30 Dec 2019,64,52,61,7,465700,28606000,130
BKSL,--S6K--1,85,0,30 Dec 2019,88,84,85,0,81332700,6989337900,1776
BKSW,--U8---2,157,0,30 Dec 2019,180,145,180,23,136100,24146300,29
BLTA,--U7---1,50,0,30 Dec 2019,50,50,50,0,100,5000,1
BLTZ,--U9---2,3000,0,30 Dec 2019,0,0,3000,0,0,0,0
BLUE,--U9---2,515,0,30 Dec 2019,525,510,525,10,98300,51178500,127
BMAS,--U8---2,358,0,30 Dec 2019,0,0,358,0,0,0,0
BMRI,--S8B3O1,7750,7725,30 Dec 2019,7800,7650,7675,-75,39002900,300466795000,4373
BMSR,--U9---1,109,0,30 Dec 2019,114,99,105,-4,340200,37579900,39
BMTR,--S9K--1,346,0,30 Dec 2019,352,346,348,2,27545900,9598402200,897
BNBA,--U8---1,320,0,30 Dec 2019,324,318,322,2,182700,58806400,43
BNBR,--U9---2,50,0,30 Dec 2019,50,50,50,0,301300,15065000,7
BNGA,--M8K--1,985,0,30 Dec 2019,990,960,965,-20,3258800,3165268000,385
BNII,--M8---1,208,0,30 Dec 2019,210,206,206,-2,213700,44420600,85
BNLI,--M8K--1,1260,0,30 Dec 2019,1285,1260,1265,5,34618200,44027743500,2034
BOGA,--U9---2,1315,0,30 Dec 2019,1335,1310,1330,15,8288600,10989961000,1570
BOLA,--U9---2,318,0,30 Dec 2019,330,302,330,12,2283800,732626800,75
BOLT,--U4---2,840,0,30 Dec 2019,845,840,840,0,101800,85630500,98
BORN,--U2---2,50,0,30 Dec 2019,0,0,50,0,0,0,0
BOSS,--U2---2,181,0,30 Dec 2019,180,171,172,-9,965800,168948100,243
BPFI,--U8---2,1310,0,30 Dec 2019,0,0,1310,0,0,0,0
BPII,--U8---2,10000,0,30 Dec 2019,0,0,10000,0,0,0,0
BPTR,--M7---1,93,0,30 Dec 2019,94,88,89,-4,62000,5525400,10
BRAM,XDU4---1,10800,0,30 Dec 2019,0,0,10800,0,0,0,0
BRIS,--M8K--1,334,0,30 Dec 2019,340,330,330,-4,2899000,967297200,591
BRMS,--U2---2,51,0,30 Dec 2019,53,50,52,1,95682200,4931807100,560
BRNA,--U3---2,1040,0,30 Dec 2019,1060,1030,1030,-10,4800,4988000,7
BRPT,--S3XXO1,1505,1510,30 Dec 2019,1510,1485,1510,5,48391200,72697564000,3344
BSDE,--S6XXO1,1275,1280,30 Dec 2019,1290,1255,1255,-20,7510400,9484456000,1360
BSIM,--U8---1,535,0,30 Dec 2019,585,530,585,50,2900,1559000,8
BSSR,--U2---2,1800,0,30 Dec 2019,1820,1800,1820,20,400,726000,4
BSWD,--U8---2,1750,0,30 Dec 2019,0,0,1750,0,0,0,0
BTEK,--U5---2,50,0,30 Dec 2019,0,0,50,0,0,0,0
BTEL,--U7---1,50,0,30 Dec 2019,0,0,50,0,0,0,0
BTON,--U3---2,212,0,30 Dec 2019,212,200,210,-2,24600,5140200,29
BTPN,--U8---1,3270,0,30 Dec 2019,3270,3250,3250,-20,88000,286857000,25
BTPS,--S8XXO1,4210,4240,30 Dec 2019,4390,4210,4250,40,2918400,12521669000,2272
BUDI,--U5---1,103,0,30 Dec 2019,105,103,103,0,221400,22844900,33
BUKK,--U7---2,1450,0,30 Dec 2019,1500,1400,1400,-50,11600,16275000,15
BULL,--S7---1,164,0,30 Dec 2019,169,160,162,-2,41815400,6933109200,304
BUMI,--S2K--2,66,0,30 Dec 2019,67,65,66,0,140026200,9263251400,1182
BUVA,--U9---2,74,0,30 Dec 2019,82,72,74,0,31600,2306200,14
BVIC,--U8---1,92,0,30 Dec 2019,90,84,84,-8,8759000,757830900,389
BWPT,--U1K--1,152,0,30 Dec 2019,166,150,157,5,310496600,49436954200,9372
BYAN,--U2---1,16350,0,30 Dec 2019,16150,15000,15900,-450,5100,77065000,9
CAKK,--U3---2,70,0,30 Dec 2019,73,60,70,0,849000,61536100,89
