Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--S1K--1,10275,0,25 Jun 2019,10350,10250,10275,0,779800,8011250000,510,2019,06
ABBA,--U9---2,147,0,25 Jun 2019,155,145,148,1,88631900,13316270600,3892,2019,06
ABDA,XDU8---2,7000,0,25 Jun 2019,0,0,7000,0,0,0,0,2019,06
ABMM,--U9---1,2150,0,25 Jun 2019,0,0,2150,0,0,0,0,2019,06
ACES,--S9KB-1,1800,0,25 Jun 2019,1830,1800,1820,20,12234600,22293187500,5380,2019,06
ACST,--U6---1,1400,0,25 Jun 2019,1430,1400,1430,30,348500,492869500,126,2019,06
ADES,--U5---2,1065,0,25 Jun 2019,1090,1065,1080,15,84000,90118500,48,2019,06
ADHI,--S6LKO1,1690,1695,25 Jun 2019,1710,1685,1695,5,5481100,9289427000,832,2019,06
ADMF,--U8---1,9850,0,25 Jun 2019,9850,9725,9800,-50,301300,2942990000,60,2019,06
ADMG,--U3---1,246,0,25 Jun 2019,250,236,244,-2,433800,107549400,136,2019,06
ADRO,--S2BXO1,1245,1245,25 Jun 2019,1335,1230,1330,85,105687100,137252128500,7502,2019,06
AGII,XDS3---1,525,0,25 Jun 2019,545,525,540,15,837800,449589000,148,2019,06
AGRO,--M8K--1,292,0,25 Jun 2019,294,288,288,-4,1452600,420165200,273,2019,06
AGRS,--U8---2,300,0,25 Jun 2019,300,300,300,0,700,210000,2,2019,06
AHAP,--U8---2,57,0,25 Jun 2019,60,56,59,2,2600,153000,9,2019,06
AIMS,--U9---2,180,0,25 Jun 2019,0,0,180,0,0,0,0,2019,06
AISA,--U5---1,168,0,25 Jun 2019,0,0,168,0,0,0,0,2019,06
AKKU,--U9---2,50,0,25 Jun 2019,50,50,50,0,100,5000,1,2019,06
AKPI,XDU3---2,440,0,25 Jun 2019,458,440,440,0,12500,5585200,15,2019,06
AKRA,--S9XXO1,4120,4150,25 Jun 2019,4180,4100,4120,0,6477700,26708132000,2011,2019,06
AKSI,--U7---2,276,0,25 Jun 2019,254,236,254,-22,1500,373200,4,2019,06
ALDO,--U3---2,360,0,25 Jun 2019,390,350,360,0,11700,4323600,13,2019,06
ALKA,--U3---2,360,0,25 Jun 2019,442,330,438,78,4600,1804000,12,2019,06
ALMI,--U3---2,470,0,25 Jun 2019,470,450,470,0,10800,5059600,8,2019,06
ALTO,--U5---1,394,0,25 Jun 2019,394,394,394,0,506900,199718600,1,2019,06
AMAG,--U8---2,314,0,25 Jun 2019,316,310,316,2,800,251000,4,2019,06
AMFG,--U3---1,5450,0,25 Jun 2019,5400,5275,5400,-50,48500,261045000,10,2019,06
AMIN,--U4---2,356,0,25 Jun 2019,372,372,372,16,600,223200,3,2019,06
