Stock Code,Tahun,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Agu,Sep,Okt,Nov,Des
ARNA,2022,6.25,5.29,0.56,16.11,6.7,-10.31,0.5,-10.95,-0.56,2.81,14.21,-4.78
ARNA,2023,01.01,1,-0.99,-8.96,-1.64,-1.67,-4.52,-10.65,1.99,-14.29,1.52,-0.75
ARTA,2019,-12.6,-42.36,-4.55,-35.24,-9.31,-1.62,9.89,-2.5,-0.51,0.52,0,15.38
ARTA,2020,-33.33,51.33,-11.89,-6,09.04,-10.24,-17.39,-1.97,5.37,-13.38,5.15,-10.49
ARTA,2021,-2.34,6.4,1.5,0.74,-6.62,91.34,-3.29,129.79,39.35,19.6,13.89,17.07
ARTA,2022,-20,-11.72,9.14,-4.86,2.27,6.11,28.8,0,-0.41,-2.04,1.25,11.11
ARTA,2023,-24.44,6.37,-6.45,3.45,-2.86,-19.12,-3.03,0,-7.5,33.78,26.26,20
ARTI,2019,0,0,0,0,0,0,0,0,0,0,0,0
ARTI,2020,0,0,0,0,0,0,0,0,0,0,0,0
ARTI,2021,0,0,0,0,0,0,0,0,0,0,0,0
ARTI,2022,0,0,0,0,0,0,0,0,0,0,0,0
ARTI,2023,0,0,0,0,0,0,0,0,0,0,-44,-82.14
ARTO,2019,-9.24,-1.8,-8.54,7.33,-4.97,9.15,2.4,385.38,30.72,142.4,-27.76,63.16
ARTO,2020,15.81,-10.86,-77.03,18.37,0.57,102.29,58.19,-6.07,7.98,0.35,1.4,48.79
ARTO,2021,55.81,49.25,-2.75,4.37,19.7,12.14,31.74,-15.46,-0.49,2.65,2.1,1.11
ARTO,2022,2.5,-1.37,-9.43,-20.48,-19.53,-2.4,15.57,-20.33,-21.66,-22.73,-10,-18.95
ARTO,2023,-13.71,-21.81,-3.59,-14.46,14.98,33.61,-8.49,-19.93,-13.3,-22.03,103.17,-9.38
ASBI,2019,13.6,11.27,-5.7,0.67,3.33,10.32,-3.51,1.21,-7.19,-0.65,-10.39,11.59
ASBI,2020,-4.55,-17.69,4.13,5.56,1.5,22.22,-9.09,0.67,21.85,-11.41,-4.29,-0.64
ASBI,2021,-5.81,0,0.68,-4.76,3.57,0,0,-6.9,0.74,6.62,2.76,-1.34
ASBI,2022,1.36,0.67,-2.67,02.05,-2.68,6.9,-1.29,76.47,3.7,0,0,-3.57
ASBI,2023,0,0,1.85,1.82,1.79,0,2.63,1.71,3.36,3.25,4.72,5.26
ASDM,2019,-9.44,4.27,-1.82,-5.56,4.9,2.34,-7.31,0,0.49,4.9,-6.07,8.46
ASDM,2020,-8.26,0,-5,-4.21,13.19,-12.14,2.76,-3.23,0,-0.56,0.56,-1.11
ASDM,2021,0.56,-1.68,5.11,-1.62,3.85,-2.12,2.16,-6.88,1.7,4.47,3.21,-1.04
ASDM,2022,2.62,-1.53,2.59,01.01,2,-5.88,0,1.56,-2.56,01.05,-1.56,-4.76
ASDM,2023,1.67,3.83,-2.11,2.15,-1.05,2.66,-0.52,-1.56,0.53,4.74,0.5,-53
ASGR,2019,6.39,-0.35,-1.77,-8.3,-2.36,-2.82,-5.39,-13.16,1.52,-1.99,-6.6,3.26
ASGR,2020,0,-4.21,-10.44,-9.2,-5.41,-2.86,-2.94,13.64,-3.33,-4.83,13.04,2.56
ASGR,2021,-3.75,3.25,1.26,-3.11,-2.56,-3.29,-6.12,-1.45,10.29,-3.33,5.52,7.84
ASGR,2022,-5.45,3.85,7.41,12.64,-6.63,01.09,-3.78,0,-1.12,3.98,4.37,-0.52
ASGR,2023,0,1.58,-1.04,-3.14,-1.62,2.2,16.67,-4.61,-6.28,-2.06,-3.68,-2.19
ASHA,2022,,,,,144,-35.25,110.13,-34.94,-17.13,-6.15,-23.81,-30.47
ASHA,2023,15.73,0,-3.88,01.01,-4,8.33,19.23,-21.77,-48.45,0,0,0
ASII,2019,2.74,-15.38,2.45,4.1,-2.3,0,-6.04,-4.64,-1.12,5.3,-6.47,6.54
ASII,2020,-8.3,-12.99,-29.41,-1.28,23.9,0.63,7.29,-0.97,-12.55,21.64,-2.3,13.68
ASII,2021,1.24,-11.48,-2.31,4.27,-4.55,-5.9,-4.45,10.7,5.26,9.55,-4.15,-1.3
ASII,2022,-3.95,5.94,13.36,15.21,-2.97,-9.86,-4.53,10.28,-5.02,0.38,-9.02,-5.79
ASII,2023,5.26,1.67,-1.64,12.5,-4.44,05.04,1.11,-5.84,-3.49,-7.23,-6.49,4.63
ASJT,2019,-19.44,0,-2.07,-11.97,-14.4,9.35,-4.27,-2.68,-16.06,0.55,-2.17,-33.89
ASJT,2020,0.84,-4.17,-12.17,19.8,-9.92,27.52,-15.83,-5.98,2.73,8.85,-1.63,65.29
ASJT,2021,4,29.81,-6.67,-4.76,-9.17,2.75,0,-41.96,16.15,-3.31,6.16,-10.32
ASJT,2022,-4.32,-2.26,-2.31,0.79,-0.78,1.57,0,9.3,-4.26,4.44,-5.67,-7.52
ASJT,2023,3.25,-0.79,0,-3.97,-4.13,0.86,-3.42,0,3.54,6.84,-1.6,1.63
ASLC,2022,12.5,-7.64,-2.26,-10,-16.67,-27.18,30.28,1.62,-23.4,3.47,-6.71,-12.95
ASLC,2023,-14.05,4.81,-15.6,4.35,-3.12,7.53,25,-18.4,-5.88,-17.71,18.99,3.19
ASMI,2019,-2.14,-3.65,-9.85,15.97,18.12,19.02,-10.31,20.69,3.33,-11.52,-3.65,38.92
ASMI,2020,05.06,-7.41,-1.6,-6.5,-4.78,12.33,-4.88,-2.56,-9.21,3.86,-0.47,-7.48
ASMI,2021,-4.55,-0.53,-2.13,-1.09,-24.18,19.57,-51.76,-64.82,128.57,-3.12,-6.45,-10.34
ASMI,2022,-6.92,-17.36,-12.5,-8.57,-8.75,-10.96,-0.77,-3.88,08.06,-3.73,5.43,-22.79
ASMI,2023,-21.9,-7.32,-30.26,-5.66,0,0,0,0,0,12,-10.71,0
ASPI,2020,,160.95,38.69,-0.53,29.1,-24.59,-34.78,-36.67,-26.32,-17.86,01.09,7.53
ASPI,2021,-36,3.12,-15.15,-1.79,-5.45,-3.85,0,0,42,-1.41,0,5.71
ASPI,2022,-1.35,-12.33,18.75,-3.95,-1.37,8.33,15.38,1.11,2.2,2.15,6.32,-11.88
ASPI,2023,8.99,12.37,-1.83,7.48,50.43,36.42,30.51,38.31,1.88,-41.47,-21.26,-31
ASRI,2019,14.1,-8.99,-4.32,8.39,-3.57,4.94,-2.35,-6.02,-7.05,-5.52,-12.41,-0.83
ASRI,2020,-16.81,-23.23,-31.58,13.46,-10.17,21.7,-4.65,1.63,-11.2,39.64,52.26,2.54
ASRI,2021,-20.66,22.92,-10.17,-6.6,-8.59,-11.6,-2.5,3.85,4.32,7.69,-5.49,-5.81
ASRI,2022,-9.26,3.4,11.84,-6.47,4.4,1.81,-1.78,8.43,-6.11,2.96,1.72,-9.6
ASRI,2023,1.25,-0.62,-4.35,15.58,-2.81,04.05,1.67,0,0,-9.29,1.2,-2.38
ASRM,2019,-8.51,6.98,0,-1.3,-3.96,5.5,4.35,-1.67,-8.05,-2.3,-5.66,0.5
ASRM,2020,0.5,0,-2.48,1.52,-9.5,6.63,3.11,-10.05,-3.63,-1.45,-0.59,-0.59
ASRM,2021,-12.2,05.08,-1.94,-0.66,5.3,5.35,-7.76,-0.32,19.16,-12.53,2.49,03.04
ASRM,2022,-2.36,-5.44,1.92,0.31,-1.56,-0.32,5.1,-5.15,-1.92,7.82,-3.32,1.88
ASRM,2023,1.23,-3.94,2.21,1.23,3.96,-6.16,3.75,-0.6,0,0,-1.21,-3.99
ASSA,2019,103.3,12.16,1.81,-7.69,3.21,4.35,2.98,-4.05,-4.82,-2.53,1.95,-5.73
ASSA,2020,-22.97,-14.04,-41.22,28.47,-4.32,13.56,33.08,2.8,-16,9.31,1.98,23.3
ASSA,2021,26.77,55.9,33.47,28.96,2.31,2.71,5.73,10,29.92,-7.29,16.35,-10.27
ASSA,2022,-16.87,-7.97,2.76,-2.3,-13.73,-22.5,-2.05,-12.57,-13.01,-5.91,-28.03,-9.88
ASSA,2023,9.68,19.41,-25.62,19.87,22.1,15.38,0.78,-23.35,01.02,-18.59,17.9,-17.28
ATAP,2020,,,,,,,,,,,,52
ATAP,2021,-28.95,7.41,-2.59,-4.42,2.78,-3.6,-3.74,-0.97,0,13.73,50.86,3.43
ATAP,2022,-13.26,-10.83,-5,-15.79,1.79,-3.51,2.73,-4.42,-3.7,-8.65,6.32,-17.82
ATAP,2023,-4.82,-13.92,-14.71,-1.72,14.04,-3.08,-1.59,-4.84,3.39,-4.92,-5.17,-5.45
ATIC,2019,-2.78,2.86,-2.78,-8.57,6.88,2.34,-0.57,-6.9,-1.23,-11.88,26.24,-28.09
ATIC,2020,9.38,-3.57,6.67,0,15.28,4.82,-29.31,2.44,-7.94,06.03,4.88,-10.85
ATIC,2021,13.91,12.98,-4.05,-1.41,0,180.71,-57.76,-2.41,-17.28,-5.22,16.54,8.11
ATIC,2022,-23.75,-9.84,-8.18,-6.93,-6.81,-13.24,5.26,3.5,-2.42,-1.98,01.01,-2
ATIC,2023,-5.61,0,-2.7,0,-3.33,0.57,0,0,1.14,-1.13,5.71,35.14
ATPK,2019,0,0,0,0,0,0,0,0,0,,,
AUTO,2019,6.46,3.83,-4.31,0.96,-7.32,-1.03,-0.35,-6.97,-6.37,2,-6.27,3.77
AUTO,2020,-3.23,-15,-23.04,-0.64,-3.21,17.22,-1.69,0,-5.17,4.85,36.42,-5.51
AUTO,2021,-9.42,3.96,10.48,0.86,-1.71,-5.65,-2.3,-2.83,-0.97,10.78,10.62,-7.6
AUTO,2022,-10.82,2.43,6.64,1.78,2.18,-2.56,2.19,6.44,0.4,06.02,15.15,-3.95
AUTO,2023,-6.85,27.21,-2.31,8.28,13.11,19.81,18.15,9.22,-0.62,-13.21,-0.36,-14.18
AVIA,2021,,,,,,,,,,,,-0.54
AVIA,2022,-5.95,-6.32,-4.29,5.13,-9.76,10.14,4.91,-8.77,1.92,-1.26,-1.91,-18.18
AVIA,2023,3.17,-3.85,-4.8,0.84,14.17,-2.92,-6.77,-3.23,-6.67,-10.71,-2.8,2.88
AWAN,2023,,,,204,-7.24,9.22,-14.29,-6.06,0.81,15.2,11.81,-4.35
AXIO,2022,,,,,,,97.14,2.9,-4.93,-13.33,4.27,-3.28
AXIO,2023,-9.32,-14.02,-29.89,13.18,02.05,-0.67,16.22,-4.07,-13.33,31.47,10.64,-12.98
AYAM,2023,,,,,,,,,,,,-18.52
AYLS,2020,,-50,0,0,0,0,0,0,0,0,0,0
AYLS,2021,0,0,0,90,5.26,-28,-5.56,5.88,230.56,-33.19,23.27,90.82
AYLS,2022,-17.11,-24.52,47.01,-22.67,-11.28,-25.85,-6.86,-4.29,-49.36,-2.53,-11.69,48.53
AYLS,2023,-17.82,-1.2,-13.41,1.41,-6.94,22.39,-15.85,-5.8,-3.08,-4.76,-3.33,-12.07
BABP,2019,0,2,-1.96,0,0,0,0,20,-16.67,0,0,0
BABP,2020,0,0,0,0,0,0,0,0,0,0,0,0
BABP,2021,0,40,14.29,8.75,111.49,50,29.71,24.02,-40.09,-14.29,-17.11,-1.59
BABP,2022,-16.13,23.72,01.04,-22.05,-1.97,-19.46,12.5,-6.67,-15.08,0.93,10.19,-15.13
BABP,2023,-9.9,13.19,-17.48,-7.06,-3.8,3.95,3.8,2.44,-9.52,-15.79,1.56,-7.69
BABY,2023,,,,,,,,,-0.75,-29.17,14.44,-17.29
BACA,2019,-1.33,-5.41,0,10,-3.9,-3.38,4.9,-0.67,-8.72,10.29,0,0
BACA,2020,3.33,12.9,28.57,-6.67,-0.48,-0.96,1.93,-5.69,0,0,-0.5,-5.05
BACA,2021,0,110.11,-35.44,-14.12,-3.2,-5.66,10.5,3.62,-29.26,-6.17,-13.16,0.76
BACA,2022,-19.55,0.93,-6.48,-14.36,0,-17.92,8.45,-3.9,-22.3,23.48,-8.45,0.77
BACA,2023,-0.76,0,03.08,-2.99,0.77,0,0,0,0,0,-0.76,1.54
BAJA,2019,1.77,-3.48,-8.11,-2.94,0,0,-6.06,-16.13,-14.1,23.88,-24.1,-1.59
BAJA,2020,16.13,-25,-7.41,4,0,11.54,1.72,-5.08,1.79,61.4,32.61,-4.92
BAJA,2021,1.72,3.39,9.84,74.63,90.6,-30.04,26.28,02.03,-5.47,-9.47,-0.58,-2.34
BAJA,2022,-6.59,-16.03,8.4,-16.9,-19.07,-7.33,-4.52,6.51,-8.89,-10.37,-2.72,-13.29
BAJA,2023,26.61,-0.64,-12.18,0.73,7.25,-4.05,40.14,-19.6,-5,-5.26,-6.25,-8.89
BALI,2019,-6.09,-8.19,7.81,3.45,18.67,-6.18,2.4,-2.34,-14.67,-2.11,-2.87,-19.56
BALI,2020,-25.69,-9.88,-4.79,22.3,3.53,-9.66,11.95,1.12,11.11,-1.5,-8.63,-11.11
BALI,2021,-2.5,-8.97,6.34,-13.91,-6.15,4.1,-5.51,26.67,1.32,-3.25,22.15,-3.85
BALI,2022,-1.14,-8.67,0,0.63,-1.89,8.97,11.76,3.16,-8.16,-11.11,1.25,4.32
BALI,2023,-8.28,2.58,-3.14,1.3,-2.56,1.32,13.64,-8,7.45,-1.73,-12.35,10.74
BANK,2021,,1880.58,29.9,29.06,-7.02,0.94,4.67,-0.3,-11.94,-15.25,12,-18.21
BANK,2022,-3.49,1.81,-3.56,-6.91,-3.22,-2.05,2.35,-14.03,1.19,-22.58,7.95,-0.7
BANK,2023,-6.36,-1.89,-7.69,16.67,-8.21,-4.67,3.67,-5.91,-10.04,-3.26,3.85,14.81
BAPA,2019,-1.83,-3.74,-3.88,-3.03,-5.21,0,-2.2,-1.12,-9.09,0,-8.75,-2.74
BAPA,2020,-28.17,-1.96,0,0,0,0,0,0,0,0,0,0
BAPA,2021,0,0,0,0,0,0,0,6,11.32,-1.69,18.97,-1.45
BAPA,2022,38.24,23.4,-6.9,0.93,-16.51,4.4,30.53,3.23,31.25,-18.45,-12.41,-20.83
BAPA,2023,-11.58,1.19,-4.71,-9.88,6.85,-6.41,9.59,-12.5,1.43,-7.04,-3.03,4.69
BAPI,2019,,,,,,,,,-51.33,-31.51,0,0
BAPI,2020,0,0,0,0,0,0,0,0,0,0,0,0
BAPI,2021,0,0,0,0,0,0,0,0,0,0,0,0
BAPI,2022,0,0,0,0,0,0,0,0,0,0,0,0
BAPI,2023,0,0,0,0,0,0,0,0,0,0,0,0
BATA,2019,-5.83,-1.77,0,09.01,-1.65,-0.84,10.17,3.85,5.19,-1.41,-7.14,1.54
BATA,2020,-7.58,0.82,-0.81,-2.46,-1.68,-5.13,8.11,4.17,0.8,1.59,-1.56,0.79
BATA,2021,-3.15,12.2,5.8,-6.85,0.74,-2.19,-2.99,5.38,2.19,-16.43,-14.53,-1.6
BATA,2022,-5.28,-1.29,-1.74,6.64,-0.41,7.29,-2.91,9,-5.5,-3.3,3.41,0.97
BATA,2023,9.62,1.75,3.45,0.83,0.83,-11.48,-9.26,-25.31,-40.44,-13.3,0.53,-25.79
BAUT,2022,82,-20.88,-46.53,-29.87,-7.41,0,0,6,-3.77,-1.96,0,0
BAUT,2023,0,0,0,0,0,0,0,0,0,0,0,0
BAYU,2019,-4.39,2.97,-3.41,10.87,-20.1,-17.79,-8.58,30.2,2.51,-5.81,-36.04,19.8
BAYU,2020,-12.71,7.77,-12.61,-1.55,6.28,1.97,0,1.45,8.57,1.75,-9.48,6.19
BAYU,2021,6.28,-8.86,0,0.46,-1.84,2.35,-0.92,1.85,-8.18,18.81,-9.17,3.67
BAYU,2022,-7.08,10.95,-6.01,4.57,03.06,0.85,-7.14,-0.45,-3.64,8.49,-10.87,-2.93
BAYU,2023,-1.51,-1.02,-2.58,-3.17,4.37,6.81,36.27,3.6,-13.54,28.92,-4.05,-3.57
BBCA,2019,8.37,-2.13,0.63,3.6,1.22,03.01,3.25,-1.45,-0.49,3.62,-0.16,6.45
BBCA,2020,-3.07,-2.93,-12.16,-6.43,0.39,9.73,9.57,0.56,-13.63,6.83,7.17,9.11
BBCA,2021,-0.15,-0.74,-7.38,03.06,-0.47,-5.49,-0.91,9.72,6.87,-78.64,-2.68,0.34
BBCA,2022,4.45,5.57,-0.93,1.88,-4.62,-6.45,1.38,11.56,4.27,2.92,5.68,-8.06
BBCA,2023,-0.88,3.24,0,3.43,0,1.1,-0.27,0.55,-3.81,-0.85,2.57,4.74
BBHI,2019,5.26,-6.11,-4.73,-1.24,6.92,0,-5.29,6.83,5.81,-1.1,-17.22,-16.11
BBHI,2020,-7.2,-22.41,-12.22,-26.58,13.79,19.7,64.56,17.69,-9.8,13.04,55.13,75.21
BBHI,2021,59.2,129.63,-27.74,16.07,4.62,137.5,-15.79,-17.28,66.67,60,15,2.54
BBHI,2022,-20.85,-2.68,5.96,12.55,-32.31,-13.64,-7.11,-4.82,-37.2,9,-10.43,-14.32
BBHI,2023,0.57,-9.86,-5.94,-14.95,-20.31,70.59,04.02,-9.94,-6.75,-21.38,20.92,-10.73
BBKP,2019,33.82,7.69,-14.8,-6.59,-10.26,11.43,-4.49,-6.71,-3.6,-1.49,-15.15,0
BBKP,2020,0,-26.79,-39.63,20.2,25.21,24.16,-3.78,60.67,-26.57,17.14,10.57,111.4
BBKP,2021,-20,26.09,-16.55,-2.48,-13.56,-1.96,2,16.18,-11.81,2.39,-30.37,-9.4
BBKP,2022,2.96,-5.04,-6.82,-13.01,-3.74,-12.14,06.08,-4.69,-10.93,-17.18,-4.44,-20.93
BBKP,2023,17.65,-0.83,-7.56,-6.36,-3.88,03.03,1.96,-6.73,-4.12,-16.13,2.56,0
BBLD,2019,-3.81,-3.96,2.75,7.14,-1.67,10.17,-6.92,-7.02,-1.78,0.9,-8.07,-1.46
BBLD,2020,3.47,-17.7,27.33,-6.39,0.49,-3.88,-3.54,02.09,-11.28,-13.87,19.46,3.37
BBLD,2021,-25.54,55.47,16.9,-2.81,1.24,-10.61,-5.02,3.37,-4.65,-3.9,1.52,-7.5
BBLD,2022,01.08,0,08.02,0.99,0.98,0.97,-3.37,4.98,14.22,24.48,3.33,-1.61
BBLD,2023,-9.02,-6.31,-1.92,3.92,7.55,16.67,29.32,-18.6,-8.57,15.62,2.7,-13.16
BBMD,2019,0,0,10.14,0,5.92,0,42.86,4.35,02.08,-0.82,-1.65,17.15
BBMD,2020,-16.43,-25,-24.79,-18.94,2.8,14.55,15.48,12.37,-2.14,-0.94,-1.58,-3.85
BBMD,2021,-4,-0.69,-5.59,2.22,-0.36,7.64,2.7,25,2.37,3.86,-0.5,-0.5
BBMD,2022,-0.75,2.77,0.49,-2.44,1.5,-1.97,-0.25,-2.77,01.04,03.08,-1.99,7.61
BBMD,2023,-8.02,0,0.51,-1.79,-1.3,4.21,-1.52,-1.54,0.26,1.3,-2.56,5.26
BBNI,2019,3.12,-3.03,6.82,2.13,-12.5,9.52,-7.88,-9.14,-4.55,4.42,-2.28,4.67
BBNI,2020,-8.28,-2.43,-45.62,7.33,-6.59,19.58,0.44,10.87,-12.94,6.76,26.58,2.92
BBNI,2021,-10.12,7.21,-3.78,-0.44,-5.26,-14.26,3.24,12.97,-0.46,30.23,-2.86,-0.74
BBNI,2022,8.52,9.22,3.12,11.82,-0.54,-14.44,0,8.6,5.28,4.74,5.32,-6.82
BBNI,2023,-0.81,-4.1,6.55,0.8,-3.98,1.1,-3.01,3.38,12.53,-53.61,10.13,1.9
BBNP,2019,0,0,0,2.27,,,,,,,,
BBRI,2019,5.19,0,07.01,06.07,-6.18,6.34,2.75,-4.69,-3.51,2.18,-2.85,7.58
BBRI,2020,1.36,-6.05,-27.92,-9.6,08.06,2.71,4.29,11.08,-13.39,10.53,21.73,1.96
BBRI,2021,0.24,12.68,-6.58,-7.95,5.19,-7.51,-5.84,5.93,-2.04,10.39,-3.76,0.49
BBRI,2022,-0.97,11.79,2.42,4.51,-4.93,-10.37,05.06,-0.46,3.46,3.56,7.1,-0.8
BBRI,2023,-7.29,1.97,1.28,7.82,9.31,-2.69,4.15,-1.77,-5.86,-5.07,6.35,8.53
BBRM,2019,0,0,0,0,0,0,0,0,0,0,0,0
BBRM,2020,0,0,0,0,0,0,0,0,0,0,0,0
BBRM,2021,0,0,0,0,0,0,0,0,0,0,0,0
BBRM,2022,0,16,-13.79,0,0,0,0,0,16,-12.07,45.1,-2.7
BBRM,2023,-20.83,-1.75,-3.57,12.96,-3.28,-3.39,8.77,17.74,2.74,-8,0,-5.8
BBSI,2020,,,,,,,,,44.79,7.91,3.33,7.1
BBSI,2021,10.24,116.39,-18.18,56.17,23.72,-3.19,44.88,27.56,5.8,-2.11,-10.34,-14.85
BBSI,2022,20.93,1.92,0.47,-6.1,0.5,-12.44,-14.77,-4,13.61,12.22,-1.96,-29.78
BBSI,2023,-7.28,03.07,10.26,3.6,02.03,-1.14,5.17,-13.66,-1.58,15.76,-4.17,06.09
BBSS,2020,,,,33.33,-0.62,-7.55,-12.93,2.34,-4.58,-4.8,-10.08,-4.67
BBSS,2021,-15.69,1.16,-33.33,-5.17,-1.82,-7.41,0,0,42,-8.45,4.62,-26.47
BBSS,2022,0,8,-1.85,-3.77,-1.96,0,18,0,05.08,12.9,1.43,-8.45
BBSS,2023,-3.08,6.35,4.48,0,-4.29,-13.43,-13.79,70,22.35,-11.54,-3.26,-11.24
BBTN,2019,7.87,-11.31,0.41,3.69,-2.37,-0.4,0,-18.7,-2,-5.1,14.52,-0.47
BBTN,2020,-11.79,-9.09,-50.59,4.76,-13.64,63.82,1.61,24.51,-23.81,15.83,18.35,4.86
BBTN,2021,-8.99,31.85,-16.91,-7.56,2.83,-16.21,-4.01,6.84,01.07,25.35,-3.93,1.17
BBTN,2022,-2.31,05.03,-3.38,7.58,-7.86,-14.41,01.03,2.38,-1.33,04.04,-0.65,-12.05
BBTN,2023,0.74,-2.57,-7.55,1.63,2.81,3.12,-0.38,-4.56,-2.79,0.41,5.71,-3.47
BBYB,2019,-5.63,-3.73,5.43,-2.21,2.26,2.94,1.43,-0.7,-1.42,7.91,-6,0.71
BBYB,2020,-2.82,7.97,-6.04,-10,-11.11,6.25,26.05,-8,-2.17,35.56,-16.39,-2.61
BBYB,2021,9.4,156.13,-40.84,-4.86,0,-12.77,104.88,80.95,-9.21,2.17,61.7,15.35
BBYB,2022,-26.62,21.24,-4.7,-24.89,-11.64,-33.45,34.01,-7.2,-27.76,0.56,-17.42,-12.24
BBYB,2023,14.73,-13.51,-6.25,0.83,-25.62,8.44,-6.97,-24.23,-9.88,-27.74,49.11,30.54
BCAP,2019,-1.32,26.17,-18.62,8.5,43.37,11.76,-15.04,-7.96,-25.96,0,-11.69,10.29
BCAP,2020,-5.33,4.23,5.41,14.74,-2.79,-10.34,-5.13,-13.51,-4.69,-5.74,10.43,6.3
BCAP,2021,2.22,-7.25,-18.75,2.88,17.76,-4.76,-2.5,5.98,-13.71,-3.74,-20.39,-24.39
BCAP,2022,74.19,151.85,2.94,-25,-8.1,-36.79,4.1,-9.45,-5.22,-4.59,-5.77,-19.39
BCAP,2023,-10.13,-7.04,-4.55,-6.35,-6.78,1.82,5.36,-5.08,-7.14,-1.92,-1.96,0
BCIC,2019,0,0,0,0,0,0,0,0,0,0,0,0
BCIC,2020,0,0,0,0,0,0,55.56,0,0,0,0,0
BCIC,2021,0,0,0,0,0,0,-17.14,-17.59,-56.49,-27.88,61.33,-14.88
BCIC,2022,-18.45,-1.79,1.21,-15.57,19.86,-8.88,2.6,0.63,-8.81,-8.28,0.75,29.85
BCIC,2023,-27.01,-6.3,-6.72,-7.21,-6.8,10.42,5.66,25,-0.71,-12.95,4.96,-5.51
BCIP,2019,8.99,-8.25,-6.74,-3.61,-1.25,2.53,3.7,0,-1.19,06.02,-22.73,-5.88
BCIP,2020,-21.88,0,0,0,0,0,0,0,0,0,26,19.05
BCIP,2021,-28,24.07,1.49,-5.88,-3.12,-6.45,-5.17,-5.45,19.23,0,61.29,-8
BCIP,2022,-17.39,-7.89,-4.29,-16.42,1.79,0,3.51,6.78,0,0,12.7,-4.23
BCIP,2023,1.47,-4.35,-10.61,1.69,10,-3.03,0,-3.12,08.06,-8.96,6.56,-7.69
BDKR,2023,,,28,7.81,-0.72,14.6,27.39,23.5,13.36,1.79,-11.4,2.97
BDMN,2019,19.74,-6.32,09.09,-4.84,-47.68,3.67,5.73,-5.22,-1.25,-11.58,-12.38,7.34
BDMN,2020,-11.9,-8.91,-34.07,19.14,-2.01,10.25,1.86,-0.73,-20.22,13.36,28.86,-0.95
BDMN,2021,-8.92,09.09,-12.5,-4.76,-10.38,-12.45,5.88,8.8,13.19,1.13,-10.41,-2.49
BDMN,2022,2.13,-0.83,2.52,0.41,4.49,-8.2,6.81,5.18,-3.79,33.86,-11.18,-9.6
BDMN,2023,-2.93,7.92,0.35,-1.74,-2.13,6.16,4.44,-4.25,-2.39,-4.2,04.01,-2.46
BEBS,2021,,,356,-13.16,98.23,-31.85,0,96.26,35.71,23.16,126.21,47.98
BEBS,2022,8.51,-29.73,-6.25,2.38,12.56,-23.55,26.22,-2.14,-11.38,0,-6.67,-80.42
BEBS,2023,-19.59,0,0,0,-53.61,-81.88,0,0,0,0,0,0
BEEF,2019,-28.82,-18.6,11.68,-13.64,-3.16,14.13,55.24,3.68,2.96,-6.9,08.02,15.43
BEEF,2020,-10.89,-25,-16.3,-10.62,8.91,0.91,-9.91,-3.5,-25.91,0,8.39,3.23
BEEF,2021,-30,12.5,-5.56,4.2,-12.1,-16.51,-7.69,-7.14,11.54,-4.6,-9.64,1.33
BEEF,2022,-25,-3.51,3.64,-10.53,0,0,0,1.96,15.38,0,1.67,8.2
BEEF,2023,-7.58,1.64,37.1,-2.35,-26.51,29.51,40.51,09.01,5.79,6.25,83.82,-0.8
BEER,2023,70.91,-9.57,2.35,-2.3,-1.18,0,-4.17,-0.62,-0.62,0,-0.63,-3.8
BEKS,2019,0,0,0,0,0,0,0,0,0,0,0,0
BEKS,2020,0,0,0,0,0,0,0,0,0,0,0,96
BEKS,2021,-24.49,29.73,-15.62,-1.23,21.25,-6.19,1.1,9.78,-5.94,-23.16,-12.33,-15.62
BEKS,2022,-7.41,0,0,0,0,0,0,0,0,0,0,0
BEKS,2023,0,0,0,0,0,0,0,0,0,0,0,0
BELI,2022,,,,,,,,,,,7.56,-2.89
BELI,2023,-2.13,-0.87,1.32,-0.87,-0.44,0,-0.44,-0.44,0,0.44,4.85,1.26
BELL,2019,-1.67,0.85,7.56,8.59,115.83,-25.67,13.23,1.98,1.94,-1.9,0.97,0
BELL,2020,7.69,34.82,-10.6,6.67,-2.78,-0.71,7.91,1.33,-5.26,6.25,5.23,-1.24
BELL,2021,-4.4,-2.63,-5.41,-5,0.75,16.42,-11.54,2.9,11.27,10.76,12,-25.51
BELL,2022,-17.12,-34.71,-13.92,160.29,113.56,58.73,-50,-19.33,-20.66,-33.85,4.72,11.28
BELL,2023,-2.7,-17.36,18.49,-7.8,-18.46,8.49,06.09,-5.74,-26.96,-1.19,-1.2,-3.66
BESS,2020,,,126.67,2.52,1.64,-7.26,9.57,36.51,-37.21,-6.48,20.79,-1.64
BESS,2021,4.17,-10.4,2.68,30.43,6.67,60.94,74.76,-15.56,83.55,34.05,-0.53,-52.96
BESS,2022,-21.71,-9.49,-21.94,18.8,2.61,-32.2,-26.5,-19.73,-16.1,05.05,-5.77,-13.27
BESS,2023,18.82,-16.34,-4.14,-1.85,-5.03,0,0.66,18.42,-10.56,-4.35,-1.95,40.4
BEST,2019,25.96,-3.05,-5.51,23.33,-17.57,25.41,3.92,-1.89,-17.95,-0.78,-24.41,12.5
BEST,2020,-22.69,-19.16,-24.44,12.75,-9.57,9.62,7.89,25.2,9.74,7.1,0.55,-1.1
