No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-1M3EM00000D232------------,8300,0,20 Agt 2021,0,8325,8150,8225,-75,769800,6316035000,659,668.2,8250,100,8225,45000,1924688333,1924688333,1924688333,158700,69600,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614-E-L--------,530,0,20 Agt 2021,0,620,530,620,90,73040500,43099206500,8500,1087.7,625,1013800,620,5134400,2755125000,2755125000,2755125000,4862800,4976700,9000000,4905000000,1
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6950,0,20 Agt 2021,0,0,0,6950,0,0,0,0,1586.7,6950,1400,0,0,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,1305,0,20 Agt 2021,0,1300,1250,1290,-15,174800,225057000,92,34.4,1300,8900,1290,18900,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--MO1S3PMN0000E743M-----------,1450,1445,20 Agt 2021,1445,1495,1410,1470,20,6461200,9521146500,2071,1792.7,1480,8600,1470,9200,17150000000,17150000000,17150000000,2825900,883400,5000000,7294000000,3
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,244,0,20 Agt 2021,0,244,228,228,-16,89928800,20773000600,5669,16.8,230,68100,228,464500,6425160000,6425160000,6425160000,52523000,2586800,0,0,0
7,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,2600,0,20 Agt 2021,0,2820,2500,2820,220,353100,955958000,277,146.5,2880,10000,2810,500,589896800,589896800,589896800,11000,2500,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1835V50000J211------------,680,0,20 Agt 2021,0,685,660,670,-10,17556200,11727523000,2905,526.2,675,387500,670,268400,3560849376,3560849376,3560849376,3933000,90700,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,7700,0,20 Agt 2021,0,7725,7675,7700,0,26600,204375000,69,331.2,7700,1200,7675,14100,1000000000,1000000000,1000000000,0,0,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,206,0,20 Agt 2021,0,222,202,216,10,9148900,1969732200,1152,19.3,218,195200,216,155000,3889179559,3889179559,3889179559,134700,79200,0,0,0
11,ADRO,Adaro Energy Tbk.,--MO1XD5U60000A121------------,1295,1290,20 Agt 2021,1290,1305,1260,1265,-30,88174800,112068643500,9138,115.0,1270,643700,1265,268400,31985962000,31985962000,31985962000,58771100,21713300,317500,401637500,1
12,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231------------,382,0,20 Agt 2021,0,446,356,356,-26,573800,224456000,420,323.6,362,2000,356,29600,1000000000,1000000000,1000000000,0,0,0,0,0
13,AGII,Aneka Gas Industri Tbk.,XDM-1835400000B111------------,1300,0,20 Agt 2021,0,1370,1280,1355,55,9687200,12995035500,2805,123.2,1355,109800,1350,304600,3066660000,3066660000,3066660000,2738900,1301500,0,0,0
