No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,XDM-1M3EM00000D232------------,10100,0,26 Oct 2021,0,10300,10075,10225,125,2303900,23518187500,1924,830.7,10225,86500,10200,16200,1924688333,1924688333,1464495353,362800,686600,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614-E----------,418,0,26 Oct 2021,0,480,418,474,56,58961800,26321912000,5528,831.6,474,1462200,472,900,2755125000,2755125000,2139630075,1313100,1367600,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6950,0,26 Oct 2021,0,0,0,6950,0,0,0,0,1586.7,6800,500,0,0,620806680,620806680,504405428,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,1535,0,26 Oct 2021,0,1710,1520,1650,115,26818700,43865344500,3320,44.0,1655,47500,1650,3030800,2753165000,2753165000,2013114248,548400,5528100,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--MO1S3PMN0000E743------------,1410,1415,26 Oct 2021,1415,1420,1400,1405,-5,5142300,7228846500,1639,1713.4,1405,453400,1400,50600,17150000000,17150000000,14056140000,588400,2005300,60753600,86050560800,4
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,268,0,26 Oct 2021,0,272,254,262,-6,32788700,8658530200,1990,19.3,264,98900,262,28000,12675160000,12675160000,9550733060,4325200,1184900,0,0,0
7,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,2550,0,26 Oct 2021,0,2580,2530,2540,-10,453000,1152943000,303,131.9,2560,1100,2540,10400,589896800,589896800,427616190,0,0,40,102000,1
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1835V50000J211------------,1125,0,26 Oct 2021,0,1135,1090,1095,-30,33443100,36972119500,6110,859.9,1100,162100,1095,917400,3560849376,3560849376,3016039421,1226300,730800,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,7925,0,26 Oct 2021,0,7950,7850,7875,-50,237100,1871897500,401,338.7,7900,1500,7875,12400,1000000000,1000000000,723800000,0,0,13000,114660000,1
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,234,0,26 Oct 2021,0,240,230,240,6,7005100,1653913000,865,21.4,240,245900,238,1010000,3889179559,3889179559,2878381792,521200,80800,0,0,0
