No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-1M3EM00000D232------------,8375,0,19 Agt 2021,0,8375,8175,8300,-75,2321700,19205782500,1377,674.3,8300,14200,8275,9500,1924688333,1924688333,1924688333,595100,131500,60,495000,1
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614-E-L--------,555,0,19 Agt 2021,0,560,520,530,-25,53759100,28901064000,4392,929.8,535,62600,530,783000,2755125000,2755125000,2755125000,9055600,742200,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6950,0,19 Agt 2021,0,0,0,6950,0,0,0,0,1586.7,6950,1100,0,0,620806680,620806680,620806680,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U-1105000000C311------------,1295,0,19 Agt 2021,0,1400,1250,1305,10,323900,419212000,205,34.8,1305,114200,1265,100,2753165000,2753165000,2753165000,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--MO1S3PMN0000E743M-----------,1500,1500,19 Agt 2021,1500,1500,1420,1450,-50,6932500,10047723000,2697,1768.3,1450,123600,1445,9300,17150000000,17150000000,17150000000,2294600,3060900,17008256,25502462844,12
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,262,0,19 Agt 2021,0,264,244,244,-18,70974300,17803421600,5404,18.0,246,290400,244,2900,6425160000,6425160000,6425160000,19705600,810100,0,0,0
7,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,2700,0,19 Agt 2021,0,2700,2520,2600,-100,327000,848108000,299,135.1,2600,50800,2550,5100,589896800,589896800,589896800,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--M-1835V50000J211------------,700,0,19 Agt 2021,0,700,675,680,-20,14811100,10146890000,3089,534.0,685,153800,680,645900,3560849376,3560849376,3560849376,5518400,14100,172000,120400000,1
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,7750,0,19 Agt 2021,0,7750,7675,7700,-50,424000,3266255000,139,331.2,7700,336800,7675,20800,1000000000,1000000000,1000000000,0,400000,0,0,0
10,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,210,0,19 Agt 2021,0,214,202,206,-4,5187200,1079362400,636,18.4,206,42400,204,370800,3889179559,3889179559,3889179559,0,81300,0,0,0
11,ADRO,Adaro Energy Tbk.,--MO1XD5U60000A121------------,1340,1340,19 Agt 2021,1340,1355,1295,1295,-45,61887100,81187787500,9371,117.7,1300,1105600,1295,45800,31985962000,31985962000,31985962000,23479800,11163100,1686083,2222093453,8
12,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231------------,410,0,19 Agt 2021,0,398,382,382,-28,27200,10395200,26,347.3,382,105400,0,0,1000000000,1000000000,1000000000,0,0,0,0,0
13,AGII,Aneka Gas Industri Tbk.,XDM-1835400000B111------------,1310,0,19 Agt 2021,0,1350,1250,1300,-10,12911400,16756393000,2909,118.2,1305,4000,1300,1100,3066660000,3066660000,3066660000,1675300,4748600,0,0,0
14,AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,--U-1100000000G111------------,2120,0,19 Agt 2021,0,2170,1980,2000,-120,135264900,276954489500,20770,3267.5,2010,44600,2000,229700,21426854240,21426854240,21426854240,7410500,30238200,1000,2030000,1
15,AGRS,Bank IBK Indonesia Tbk.,--U-2105000000G111------------,274,0,19 Agt 2021,0,272,256,256,-18,27735900,7110528400,1906,317.9,256,8039700,0,0,17481603282,17481603282,17481603282,256500,106500,0,0,0
16,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-2100000000G412------------,58,0,19 Agt 2021,0,59,57,57,-1,341000,19771300,102,214.9,58,200,57,44100,2940000000,2940000000,2940000000,0,0,0,0,0
17,AIMS,Akbar Indo Makmur Stimec Tbk,--U-2130000000A121------------,354,0,19 Agt 2021,0,360,338,350,-4,57800,20382400,112,280.0,350,22000,346,200,220000000,220000000,220000000,0,0,0,0,0
18,AISA,FKS Food Sejahtera Tbk.,--U-1105000000D222------------,208,0,19 Agt 2021,0,210,200,200,-8,18799500,3821195000,1337,24.3,202,479800,200,4344000,9311800000,9311800000,9311800000,496300,258900,0,0,0
19,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-2130000000E512------------,50,0,19 Agt 2021,0,50,50,50,0,2800,140000,4,75.9,50,2898500,0,0,6449463636,6449463636,6449463636,0,0,0,0,0
20,AKPI,Argha Karya Prima Industry Tbk.,XDU-2130000000B113------------,615,0,19 Agt 2021,0,615,590,615,0,21300,12980000,18,81.1,620,100,615,3200,612248000,612248000,612248000,0,0,0,0,0
21,AKRA,AKR Corporindo Tbk.,XDMO1S7XM80000A112------------,3690,3690,19 Agt 2021,3690,3700,3570,3600,-90,15902700,57537828000,3735,2869.2,3600,40800,3590,4100,4014694920,4014694920,4014694920,4061800,9490600,1922704,7102014820,5
22,AKSI,Maming Enam Sembilan Mineral Tbk.,--U-2130000000K211------------,424,0,19 Agt 2021,0,440,424,440,16,22000,9604400,47,220.0,440,15100,438,18300,720000000,720000000,720000000,0,0,0,0,0
23,ALDO,Alkindo Naratama Tbk.,--U-2130000000B131------------,825,0,19 Agt 2021,0,855,770,770,-55,18376800,14909769000,3320,564.3,770,653000,0,0,1100000000,1100000000,1100000000,205600,105300,0,0,0
24,ALKA,Alakasa Industrindo Tbk,--U-2130000000B141------------,222,0,19 Agt 2021,0,230,220,226,4,9400,2083800,22,38.0,226,800,220,1300,507665055,507665055,507665055,0,0,0,0,0
25,ALMI,Alumindo Light Metal Industry Tbk.,--U-2100000000B141-E----------,246,0,19 Agt 2021,0,246,232,246,0,2500,612200,7,37.8,246,7900,232,3400,616000000,616000000,616000000,0,0,0,0,0
26,ALTO,Tri Banyan Tirta Tbk.,--U-1100000000D212------------,324,0,19 Agt 2021,0,324,324,324,0,5800,1879200,9,161.9,320,100,318,3000,2191870558,2191870558,2191870558,0,0,0,0,0
27,AMAG,Asuransi Multi Artha Guna Tbk.,--U-2105000000G412------------,302,0,19 Agt 2021,0,316,300,308,6,384900,118538000,110,293.3,308,31000,302,200,5001552516,5001552516,5001552516,0,0,0,0,0
28,AMAN,Makmur Berkah Amanda Tbk.,--U-1135000000H111------------,446,0,19 Agt 2021,0,458,434,442,-4,7593200,3400158600,1192,401.8,442,135400,440,261100,3873500000,3873500000,3873500000,0,300,0,0,0
29,AMAR,Bank Amar Indonesia Tbk.,--U-2105000000G111------------,282,0,19 Agt 2021,0,306,270,300,18,13052100,3822780600,1373,172.4,300,517600,294,159000,7954749000,7954749000,7954749000,1784300,1228400,0,0,0
30,AMFG,Asahimas Flat Glass Tbk.,--U-1105000000C121------------,3900,0,19 Agt 2021,0,3810,3810,3810,-90,1600,6096000,2,155.5,3920,10800,3810,18400,434000000,434000000,434000000,0,0,0,0,0
31,AMIN,Ateliers Mecaniques D Indonesie Tbk.,--U-2130000000C143------------,180,0,19 Agt 2021,0,184,171,183,3,66200,11783900,85,143.0,183,1800,181,500,1080000000,1080000000,1080000000,0,0,0,0,0
32,AMOR,Ashmore Asset Management Indonesia Tbk.,--M-2105000000G311------------,3470,0,19 Agt 2021,0,3550,3310,3370,-100,762000,2576324000,618,177.4,3370,3000,3360,400,1111111200,1109269200,1111111200,95800,80000,0,0,0
33,AMRT,Sumber Alfaria Trijaya Tbk.,--M-1M00500000D113------------,1310,0,19 Agt 2021,0,1345,1220,1230,-80,32771000,41808878500,4828,3138.6,1240,41000,1230,132700,41524501700,41524501700,41524501700,5536900,11836600,19,24244,1
