No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--M-18AEM16000D232------------,8175,0,30 Jan 2023,0,8275,8125,8125,-50,593700,4853220000,796,660.1,8150,8800,8125,119600,1924688333,1924688333,390711732,229500,36000,40,325450,2
2,ABBA,Mahaka Media Tbk.,--U-2105000000E614------------,127,0,30 Jan 2023,0,130,127,127,0,3346600,429724700,436,280.6,128,200300,127,855800,3935892857,3935892857,1342139464,24000,63800,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-2105000000G412------------,6700,0,30 Jan 2023,0,0,0,6700,0,0,0,0,1529.6,6700,101000,0,0,620806680,620806680,31474899,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--M-1175000000C311------------,3210,0,30 Jan 2023,0,3250,3150,3170,-40,578000,1850816000,523,84.5,3170,300,3160,5900,2753165000,2753165000,568803889,46300,131600,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--M-1K75MD0000E743------------,496,0,30 Jan 2023,0,510,494,498,2,109911800,54902132300,7659,607.3,498,28100,496,6244300,17150000000,17150000000,6832560000,22862500,7301100,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,158,0,30 Jan 2023,0,165,159,162,4,6701200,1089858400,512,12.0,162,185500,161,2265000,12675160000,12675160000,2259981028,50000,50000,0,0,0
7,ADCP,Adhi Commuter Properti Tbk.,--U-1135000000H111------------,66,0,30 Jan 2023,0,68,66,67,1,13352900,893711400,726,51.5,68,2417500,67,452600,22222222200,22222222200,2222222220,0,0,0,0,0
8,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,7400,0,30 Jan 2023,0,7500,7400,7425,25,36300,269600000,65,385.7,7425,800,7400,200,589896800,589896800,48961434,1000,0,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,--M-1805L00000J211------------,486,0,30 Jan 2023,0,496,476,480,-6,15321500,7404252000,2353,413.0,482,189600,480,526000,8407608979,8407608979,2998994123,2817900,707100,0,0,0
10,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F200000G211------------,9400,0,30 Jan 2023,0,9450,9325,9375,-25,60600,568535000,129,403.2,9375,2100,9350,4800,1000000000,1000000000,79200000,0,0,0,0,0
11,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,148,0,30 Jan 2023,0,148,145,145,-3,180800,26513200,138,12.9,147,1800,145,178300,3889179559,3889179559,520372225,0,0,0,0,0
12,ADMR,Adaro Minerals Indonesia Tbk.,--U-2100000000A121------------,1660,0,30 Jan 2023,0,1680,1610,1615,-45,25647200,42024330500,5413,1615.0,1620,3000,1615,352000,40882331500,40882331500,6606584770,7094900,6462600,0,0,0
13,ADRO,Adaro Energy Indonesia Tbk.,--MO1XDAQG0000A121------------,3060,3060,30 Jan 2023,3060,3100,2980,3010,-50,52460500,158476066000,14485,273.6,3020,520900,3010,39100,31985962000,31985962000,12979903380,21385500,14003400,18056,54240810,10
14,AGAR,Asia Sejahtera Mina Tbk.,--U-2130000000D231-----------X,276,0,30 Jan 2023,0,280,276,280,4,200,55600,2,254.5,280,1500,278,100,1000000000,1000000000,250100000,0,0,0,0,0
15,AGII,Samator Indo Gas Tbk.,--M-1835FB3000B111------------,1980,0,30 Jan 2023,0,1990,1945,1950,-30,6521500,12788977000,1388,177.3,1960,5000,1950,42700,3066660000,3066660000,598612032,593000,42600,0,0,0
16,AGRO,Bank Raya Indonesia Tbk.,--U-1805300000G111------------,430,0,30 Jan 2023,0,450,430,442,12,44298100,19525248800,4852,736.4,442,187500,440,244500,24492706736,24492706736,3201480612,1669300,6438500,0,0,0
17,AGRS,Bank IBK Indonesia Tbk.,--U-2105000000G111------------,93,0,30 Jan 2023,0,94,91,93,0,2960200,273681700,242,120.3,93,208600,92,500,27357208711,27357208711,2084619304,0,828000,0,0,0
18,AHAP,Asuransi Harta Aman Pratama Tbk.,--U-2100000000G412------------,64,0,30 Jan 2023,0,65,61,62,-2,4424900,275676000,237,297.8,63,1741500,62,225100,4900000000,4900000000,1201970000,0,0,0,0,0
19,AIMS,Akbar Indo Makmur Stimec Tbk,--U-2130000000A121------------,238,0,30 Jan 2023,0,296,244,296,58,897900,255099600,483,236.8,0,0,296,313400,220000000,220000000,38786000,0,0,0,0,0
