No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--S-183E806000D232------------,7000,0,23 Nov 2023,0,7050,6975,7025,25,388600,2725642500,251,570.7,7025,56200,7000,259200,1924688333,1924688333,390711732,57900,3100,0,0,0
2,ABBA,Mahaka Media Tbk.,--U-4100000000E614-E---------X,70,0,23 Nov 2023,0,70,63,69,-1,5310800,361819000,393,152.4,69,1207700,68,72600,3935892857,3935892857,1342139464,1327300,0,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U-4105000000G412-----------X,5900,0,23 Nov 2023,0,0,0,5900,0,0,0,0,1347.0,5900,9500,0,0,620806680,620806680,31474899,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--S-1835403000A121------------,3380,0,23 Nov 2023,0,3400,3370,3390,10,615600,2084492000,481,90.4,3390,2600,3380,80100,2753165000,2753165000,568803889,192900,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--SO1S75MD0000E743------------,815,820,23 Nov 2023,820,825,805,810,-5,20169800,16418623500,2459,987.8,815,269300,810,481200,17150000000,17150000000,6832560000,3978700,1361500,0,0,0
6,ACST,Acset Indonusa Tbk.,--U-1135000000J211------------,166,0,23 Nov 2023,0,168,164,164,-2,4243100,700622500,557,12.1,165,176200,164,223000,12675160000,12675160000,1560312196,185400,99300,0,0,0
7,ADCP,Adhi Commuter Properti Tbk.,--U-1135000000H111------------,53,0,23 Nov 2023,0,54,53,54,1,2204600,118597000,268,41.5,54,3860000,53,5357600,22222222200,22222222200,2222222220,0,0,0,0,0
8,ADES,Akasha Wira International Tbk.,--U-2135000000D212------------,8975,0,23 Nov 2023,0,9050,8975,9025,50,119600,1078420000,167,468.8,9025,2000,9000,11300,589896800,589896800,48961434,92700,1000,0,0,0
9,ADHI,Adhi Karya (Persero) Tbk.,--S-1809700000J211------------,398,0,23 Nov 2023,0,406,394,400,2,10608900,4234232600,1325,344.2,402,352400,400,784100,8407608979,8407608979,2998994123,78300,1162100,0,0,0
10,ADMF,Adira Dinamika Multi Finance Tbk.,--U-110F000000G211------------,10575,0,23 Nov 2023,0,10625,10575,10575,0,14900,158252500,28,454.8,10625,3200,10600,200,1000000000,1000000000,79200000,0,1000,0,0,0
11,ADMG,Polychem Indonesia Tbk,--U-1130000000B111------------,144,0,23 Nov 2023,0,149,141,145,1,284200,41044500,130,12.9,146,84800,145,200,3889179559,3889179559,520372225,8500,0,0,0,0
12,ADMR,Adaro Minerals Indonesia Tbk.,--U-2835930000A121------------,1205,0,23 Nov 2023,0,1215,1180,1190,-15,9172900,10959036000,2028,1190.0,1195,24600,1190,506200,40882331500,40882331500,6606584770,3380500,747500,97,115430,1
