No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
1,AALI,Astra Agro Lestari Tbk.,--S1K--1,13000,0,21 Nov 2019,0,13275,12750,13000,0,1777000,23253015000,1855,1056.1,13025,300,13000,13800,1924688333,1924688333,1924688333.0,262700,249600,53,686350,1
2,ABBA,Mahaka Media Tbk.,--U9---2,111,0,21 Nov 2019,0,119,103,114,3,54866100,6224375400,3279,200.0,114,66600,113,459800,2755125000,2755125000,2755125000.0,1067200,945300,0,0,0
3,ABDA,Asuransi Bina Dana Arta Tbk.,--U8---2,6975,0,21 Nov 2019,0,0,0,6975,0,0,0,0,1592.4,6975,2700,5625,100,620806680,620806680,620806680.0,0,0,0,0,0
4,ABMM,ABM Investama Tbk.,--U9---1,1400,0,21 Nov 2019,0,0,0,1400,0,0,0,0,37.3,1400,900,1110,1000,2753165000,2753165000,2753165000.0,0,0,0,0,0
5,ACES,Ace Hardware Indonesia Tbk.,--S9KB-1,1675,0,21 Nov 2019,0,1675,1630,1635,-40,26991300,44409529500,8096,1993.9,1640,32000,1635,69800,17150000000,17150000000,17150000000.0,22241300,19340800,0,0,0
6,ACST,Acset Indonusa Tbk.,--U6---1,1000,0,21 Nov 2019,0,1025,985,985,-15,859500,853598500,218,41.4,1000,200,985,4900,700000000,700000000,700000000.0,112100,2200,0,0,0
7,ADES,Akasha Wira International Tbk.,--U5---2,1065,0,21 Nov 2019,0,1060,1050,1055,-10,20000,21115500,27,54.8,1075,800,1050,1600,589896800,589896800,589896800.0,0,0,0,0,0
8,ADHI,Adhi Karya (Persero) Tbk.,--S6K--1,1210,0,21 Nov 2019,0,1215,1190,1205,-5,4501600,5403415500,827,946.3,1205,244900,1200,377500,3560849376,3560849376,3560849376.0,541400,57400,0,0,0
9,ADMF,Adira Dinamika Multi Finance Tbk.,--U8---1,10525,0,21 Nov 2019,0,10550,10425,10550,25,11800,123840000,23,453.8,10550,5600,10475,2600,1000000000,1000000000,1000000000.0,500,0,30000,315390000,1
10,ADMG,Polychem Indonesia Tbk,--U3---1,192,0,21 Nov 2019,0,197,190,192,0,125200,24339600,21,17.1,192,400,191,7400,3889179559,3889179559,3889179559.0,0,0,0,0,0
