Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq
AALI,--M1K--1,5550,0,06 Apr 2020,6075,5500,6050,500,4749900,27895150000,2715
ABBA,--U9---2,51,0,06 Apr 2020,60,51,56,5,74303200,4145020100,2021
ABDA,--U8---2,5575,0,06 Apr 2020,0,0,5575,0,0,0,0
ABMM,--U9---1,1375,0,06 Apr 2020,1450,1365,1450,75,1500,2064500,7
ACES,--M9B3-1,1280,0,06 Apr 2020,1320,1265,1305,25,10382300,13535974000,4258
ACST,--U6---1,314,0,06 Apr 2020,326,296,306,-8,4676500,1450704400,965
ADES,--U5---2,725,0,06 Apr 2020,740,720,735,10,76000,55558500,36
ADHI,--M6K--1,520,0,06 Apr 2020,645,525,640,120,87880100,52745616500,6493
ADMF,CDU8---1,7800,0,06 Apr 2020,8400,7875,8000,200,3240600,26137330000,2688
ADMG,--U3---1,103,0,06 Apr 2020,117,103,110,7,847300,93187900,93
ADRO,--M2BX-1,1100,0,06 Apr 2020,1150,1080,1150,50,41495700,46166854000,6488
AGAR,--U9---2,456,0,06 Apr 2020,456,434,456,0,231200,100904000,21
AGII,--M3---1,438,0,06 Apr 2020,456,436,438,0,321000,141667600,130
AGRO,--M8---1,98,0,06 Apr 2020,109,92,105,7,10883900,1141037700,1815
AGRS,--U8---2,138,0,06 Apr 2020,148,132,145,7,32300,4526700,17
AHAP,--U8---2,51,0,06 Apr 2020,51,50,51,0,245400,12270300,31
AIMS,--U9---2,180,0,06 Apr 2020,0,0,180,0,0,0,0
AISA,--U5---1,168,0,06 Apr 2020,0,0,168,0,0,0,0
AKKU,--U9---2,50,0,06 Apr 2020,0,0,50,0,0,0,0
AKPI,--U3---2,318,0,06 Apr 2020,316,300,310,-8,600,187400,3
AKRA,--M9XX-1,1965,0,06 Apr 2020,2150,1960,2150,185,32776700,68148487500,3435
AKSI,--U7---2,258,0,06 Apr 2020,246,240,240,-18,29200,7009200,12
ALDO,--U3---2,436,0,06 Apr 2020,466,436,440,4,2900,1279400,5
ALKA,--U3---2,380,0,06 Apr 2020,0,0,380,0,0,0,0
ALMI,--U3---2,195,0,06 Apr 2020,197,195,197,2,7100,1389200,9
ALTO,--U5---1,400,0,06 Apr 2020,400,400,400,0,100,40000,1
AMAG,--U8---2,294,0,06 Apr 2020,296,274,274,-20,40200,11362600,22
AMAN,--U6---1,228,0,06 Apr 2020,234,214,220,-8,373200,81816600,169
AMAR,--U8---2,181,0,06 Apr 2020,200,170,198,17,252500,43384400,37
AMFG,--U3---1,2330,0,06 Apr 2020,2320,2270,2280,-50,484800,1111211000,53
AMIN,--U4---2,284,0,06 Apr 2020,0,0,284,0,0,0,0
