Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--M-1M3EM2000012--------------,10700,0,10 Nov 2020,10900,10750,10775,75,2392100,25903750000,2116,2020,11
ABBA,--U-210000000095---E----------,50,0,10 Nov 2020,50,50,50,0,352100,17605000,25,2020,11
ABDA,--U-210500000084--------------,6450,0,10 Nov 2020,0,0,6450,0,0,0,0,2020,11
ABMM,--U-110500000098--------------,805,0,10 Nov 2020,805,795,805,0,13800,11006000,15,2020,11
ACES,--MO1XKPMA000093--M-----------,1630,1660,10 Nov 2020,1730,1640,1700,70,23966500,40704558500,5399,2020,11
ACST,--U-113000000062--------------,195,0,10 Nov 2020,204,194,199,4,132161100,26345979800,4876,2020,11
ADES,--U-213000000051--------------,1210,0,10 Nov 2020,1230,1205,1225,15,205100,249265500,117,2020,11
ADHI,--M-18AF80000062--------------,630,0,10 Nov 2020,680,635,670,40,62650900,41213904000,5045,2020,11
ADMF,--U-110F00000082--------------,7750,0,10 Nov 2020,7800,7700,7750,0,266400,2066520000,302,2020,11
ADMG,--U-113000000034--------------,145,0,10 Nov 2020,149,143,144,-1,7029600,1026031200,489,2020,11
ADRO,--MO1XDCU1000021--------------,1130,1150,10 Nov 2020,1155,1130,1140,10,61432600,69970556000,7629,2020,11
AGAR,--U-213000000091--------------,490,0,10 Nov 2020,510,500,500,10,700,351000,6,2020,11
AGII,--M-113500000034--------------,750,0,10 Nov 2020,800,745,780,30,3426100,2653172000,300,2020,11
AGRO,--M-110500000081--------------,374,0,10 Nov 2020,384,376,380,6,53295700,20205437200,3770,2020,11
AGRS,--U-210500000081--------------,163,0,10 Nov 2020,167,162,163,0,22900,3771500,31,2020,11
AHAP,--U-210000000084--------------,58,0,10 Nov 2020,58,55,58,0,76300,4287100,19,2020,11
AIMS,--U-210000000091--------------,120,0,10 Nov 2020,156,120,155,35,8100,996100,14,2020,11
AISA,--U-110000000051---E----------,218,0,10 Nov 2020,222,216,216,-2,17766000,3856427400,957,2020,11
AKKU,--U-210000000094--------------,50,0,10 Nov 2020,50,50,50,0,200,10000,2,2020,11
AKPI,--U-213000000035--------------,288,0,10 Nov 2020,314,300,300,12,24900,7810000,10,2020,11
AKRA,--MO1X3XM0000091--------------,2710,2760,10 Nov 2020,2850,2750,2840,130,34092000,96130365000,5141,2020,11
AKSI,--U-213000000074--------------,378,0,10 Nov 2020,380,376,376,-2,42300,15988600,10,2020,11
ALDO,--U-213000000038--------------,416,0,10 Nov 2020,416,416,416,0,100200,41683200,3,2020,11
ALKA,--U-213000000033--------------,260,0,10 Nov 2020,324,260,322,62,10900,2949000,11,2020,11
ALMI,--U-210000000033---E----------,226,0,10 Nov 2020,232,222,232,6,6700,1546200,6,2020,11
ALTO,--U-110000000051--------------,288,0,10 Nov 2020,350,270,340,52,71800,20713600,12,2020,11
AMAG,--U-210500000084--------------,212,0,10 Nov 2020,210,206,210,-2,108400,22591800,40,2020,11
AMAN,--U-113000000061--------------,260,0,10 Nov 2020,272,260,272,12,1212300,321729000,97,2020,11
AMAR,--U-210500000081--------------,300,0,10 Nov 2020,306,300,300,0,64900,19525000,29,2020,11
AMFG,--U-110500000032--------------,2400,0,10 Nov 2020,2480,2400,2480,80,5300,13014000,8,2020,11
AMIN,--U-213000000041--------------,278,0,10 Nov 2020,304,260,272,-6,4200,1178000,20,2020,11
AMOR,XDU-210500000083--------------,2390,0,10 Nov 2020,2420,2390,2390,0,46500,111715000,49,2020,11
AMRT,--M-110500000093--------------,720,0,10 Nov 2020,740,705,740,20,812500,597227000,233,2020,11
ANDI,--U-213000000012--------------,50,0,10 Nov 2020,50,50,50,0,119417500,5970875000,77,2020,11
ANJT,--U-113500000012--------------,565,0,10 Nov 2020,600,580,600,35,36400,21818000,21,2020,11
ANTM,--MO1SDQV0000023--------------,1240,1250,10 Nov 2020,1255,1195,1200,-40,604934300,733284011000,39259,2020,11
APEX,--U-210000000022--------------,143,0,10 Nov 2020,168,143,160,17,44000,6921200,41,2020,11
APIC,--U-210500000089--------------,910,0,10 Nov 2020,925,905,905,-5,10342400,9454624500,1829,2020,11
APII,--U-213000000091--------------,154,0,10 Nov 2020,153,144,150,-4,56400,8421700,18,2020,11
APLI,--U-113000000035--------------,117,0,10 Nov 2020,117,109,111,-6,65100,7170900,31,2020,11
APLN,--M-1835F0000061--------------,115,0,10 Nov 2020,118,115,116,1,72732800,8460615800,2306,2020,11
ARGO,--U-210000000043---E----------,1355,0,10 Nov 2020,1685,1400,1685,330,6000,9401000,11,2020,11
ARII,--U-213500000021--------------,550,0,10 Nov 2020,545,515,540,-10,43100,22509000,25,2020,11
ARKA,--U-210000000041--------------,77,0,10 Nov 2020,77,72,72,-5,8071500,593035100,1310,2020,11
ARMY,--U-210000000061--M--L--------,50,0,10 Nov 2020,0,0,50,0,0,0,0,2020,11
ARNA,--M-113500000032--------------,545,0,10 Nov 2020,555,540,545,0,1223900,671293500,228,2020,11
ARTA,--U-213000000094--------------,310,0,10 Nov 2020,310,308,308,-2,1500,462200,4,2020,11
ARTI,--U-110000000022--------------,50,0,10 Nov 2020,50,50,50,0,1100,55000,5,2020,11
ARTO,--U-210500000081--------------,2900,0,10 Nov 2020,2930,2870,2930,30,203300,594041000,50,2020,11
ASBI,--U-210000000084--------------,310,0,10 Nov 2020,310,310,310,0,100,31000,1,2020,11
ASDM,--U-110000000084--------------,900,0,10 Nov 2020,915,860,915,15,700,627500,4,2020,11
ASGR,--U-113000000097--------------,670,0,10 Nov 2020,690,670,685,15,3234500,2200431000,472,2020,11
ASII,--MO1XNAQ1000042--------------,5600,5775,10 Nov 2020,5850,5700,5750,150,60062700,345157105000,8252,2020,11
ASJT,--U-210000000084--------------,114,0,10 Nov 2020,116,114,116,2,9900,1148000,7,2020,11
ASMI,--U-110500000084--------------,1075,0,10 Nov 2020,1085,1075,1080,5,9400,10160500,9,2020,11
ASPI,--U-213000000061--------------,93,0,10 Nov 2020,96,91,94,1,1018700,95171100,109,2020,11
ASRI,--M-113510000061--------------,167,0,10 Nov 2020,177,163,167,0,294803900,49407240900,9231,2020,11
ASRM,--U-210000000084--------------,1780,0,10 Nov 2020,1780,1780,1780,0,100,178000,1,2020,11
ASSA,--M-180500000074--------------,510,0,10 Nov 2020,570,515,520,10,17553900,9269545500,1410,2020,11
ATIC,--U-110500000097--------------,615,0,10 Nov 2020,585,580,585,-30,400,233000,4,2020,11
AUTO,--M-113500000042--------------,885,0,10 Nov 2020,915,885,910,25,1856900,1684126000,420,2020,11
AYLS,--U-213000000091--------------,50,0,10 Nov 2020,50,50,50,0,2555300,127765000,55,2020,11
BABP,--U-210500000081--------------,50,0,10 Nov 2020,50,50,50,0,1303400,65170000,47,2020,11
BACA,--U-210500000081--------------,396,0,10 Nov 2020,398,394,396,0,422500,166598600,22,2020,11
BAJA,--U-210000000033--------------,105,0,10 Nov 2020,114,104,106,1,13439900,1458006300,2220,2020,11
BALI,--U-213500000075--------------,995,0,10 Nov 2020,995,940,950,-45,9600,9155000,9,2020,11
BAPA,--U-113000000061--------------,50,0,10 Nov 2020,50,50,50,0,150000,7500000,3,2020,11
BAPI,--U-213000000061--------------,50,0,10 Nov 2020,50,50,50,0,2300,115000,4,2020,11
BATA,--U-113000000044--------------,615,0,10 Nov 2020,640,625,625,10,19600,12389000,18,2020,11
BAYU,--U-213000000094--------------,1160,0,10 Nov 2020,0,0,1160,0,0,0,0,2020,11
BBCA,--MO1UQNCA000081--------------,31425,31975,10 Nov 2020,33000,31900,32400,975,38214700,1236605620000,26044,2020,11
BBHI,--U-210000000081--------------,278,0,10 Nov 2020,270,260,260,-18,909800,236688600,130,2020,11
BBKP,--M-180500000081--------------,244,0,10 Nov 2020,266,244,264,20,656703900,169658008000,21122,2020,11
BBLD,--U-210000000082--------------,360,0,10 Nov 2020,358,356,358,-2,350100,125335200,14,2020,11
BBMD,--U-115500000081--------------,1585,0,10 Nov 2020,0,0,1585,0,0,0,0,2020,11
BBNI,--MO1UQSP7000081--------------,5100,5250,10 Nov 2020,5350,5200,5325,225,125532500,663376092500,27969,2020,11
BBRI,--MO1UQSPA000081--------------,3690,3800,10 Nov 2020,4010,3770,4000,310,565562100,2205719199000,66039,2020,11
BBRM,--U-110000000074--------------,50,0,10 Nov 2020,0,0,50,0,0,0,0,2020,11
BBSI,--U-210000000081--------------,755,0,10 Nov 2020,775,740,760,5,95100,71897000,37,2020,11
BBSS,--U-213000000061--------------,118,0,10 Nov 2020,130,117,119,1,4004800,482377800,1379,2020,11
BBTN,--MO1HBRL0000081--------------,1565,1595,10 Nov 2020,1610,1575,1610,45,132374800,211491495500,11953,2020,11
BBYB,--U-110500000081--------------,324,0,10 Nov 2020,320,316,316,-8,11100,3513800,13,2020,11
BCAP,--M-110500000089--------------,118,0,10 Nov 2020,118,115,117,-1,1308500,151970700,98,2020,11
BCIC,--U-210500000081--------------,700,0,10 Nov 2020,0,0,700,0,0,0,0,2020,11
BCIP,--U-213000000061--------------,50,0,10 Nov 2020,51,50,50,0,505200,25262100,47,2020,11
BDMN,--U-185591000081--------------,2540,0,10 Nov 2020,2640,2560,2630,90,5843500,15244898000,1638,2020,11
BEEF,--M-213000000013--------------,141,0,10 Nov 2020,143,139,141,0,2590600,364845400,258,2020,11
BEKS,--U-210500000081--------------,50,0,10 Nov 2020,50,50,50,0,65000,3250000,13,2020,11
BELL,--U-213500000043--------------,159,0,10 Nov 2020,163,157,158,-1,5043500,808903700,453,2020,11
BESS,--U-210000000074--------------,200,0,10 Nov 2020,204,195,197,-3,54600,10900600,45,2020,11
BEST,--M-183500000061--------------,173,0,10 Nov 2020,177,171,172,-1,140903200,24394382400,4263,2020,11
BFIN,--M-110500000082--------------,386,0,10 Nov 2020,396,388,390,4,3786000,1475806000,462,2020,11
BGTG,--U-210000000081--------------,56,0,10 Nov 2020,64,56,59,3,37045400,2235037000,3757,2020,11
BHAT,--U-210500000084--------------,595,0,10 Nov 2020,605,555,570,-25,129070000,76782668500,3419,2020,11
BHIT,--M-110500000098--------------,74,0,10 Nov 2020,77,71,74,0,160285900,11779052100,13138,2020,11
BIKA,--U-210000000061--------------,138,0,10 Nov 2020,149,138,148,10,2900,417700,14,2020,11
BIMA,--U-210000000044--------------,50,0,10 Nov 2020,50,50,50,0,900,45000,4,2020,11
BINA,--U-110500000081--------------,690,0,10 Nov 2020,705,680,700,10,3814100,2598229500,52,2020,11
BIPI,--U-210500000022--------------,50,0,10 Nov 2020,50,50,50,0,101700,5085000,6,2020,11
BIPP,--U-213000000061--------------,53,0,10 Nov 2020,53,52,53,0,59500,3100600,22,2020,11
BIRD,--M-113500000074--------------,850,0,10 Nov 2020,975,860,955,105,11497700,10612335000,1474,2020,11
BISI,--U-113500000011--------------,905,0,10 Nov 2020,905,900,900,-5,140400,126398000,71,2020,11
BJBR,--M-185FL7000081--------------,1170,0,10 Nov 2020,1235,1190,1230,60,30801800,37370301000,3680,2020,11
BJTM,--M-185557000081--------------,590,0,10 Nov 2020,605,595,605,15,31733600,19060562000,5312,2020,11
BKDP,--U-213000000061--------------,51,0,10 Nov 2020,51,50,51,0,193200,9661000,29,2020,11
BKSL,--U-113540000061--------------,50,0,10 Nov 2020,50,50,50,0,1965200,98260000,63,2020,11
BKSW,--U-210500000081--------------,122,0,10 Nov 2020,122,118,120,-2,550900,65576000,42,2020,11
BLTA,--U-113500000074--------------,50,0,10 Nov 2020,50,50,50,0,100,5000,1,2020,11
BLTZ,--U-213500000095--------------,3120,0,10 Nov 2020,3120,3120,3120,0,100,312000,1,2020,11
BLUE,--U-213000000091--------------,670,0,10 Nov 2020,695,675,685,15,157700,107712000,116,2020,11
BMAS,--U-210500000081--------------,288,0,10 Nov 2020,288,282,282,-6,1400,398400,7,2020,11
BMRI,--MO1UQSP3000081--------------,6150,6400,10 Nov 2020,6525,6300,6375,225,124794400,797296660000,16924,2020,11
BMSR,--U-113000000091--------------,68,0,10 Nov 2020,72,64,69,1,3503500,239718500,246,2020,11
BMTR,--M-183FF1000098--B-----------,236,0,10 Nov 2020,242,236,238,2,156453900,37329935000,5649,2020,11
BNBA,--U-110000000081--------------,366,0,10 Nov 2020,398,366,378,12,200200,73947000,46,2020,11
BNBR,--U-210500000098--------------,50,0,10 Nov 2020,50,50,50,0,20600,1030000,6,2020,11
BNGA,--M-115Q00000081--------------,790,0,10 Nov 2020,810,790,805,15,10685800,8547920000,1068,2020,11
BNII,--U-110F00000081--------------,228,0,10 Nov 2020,236,228,232,4,8148800,1889569400,1308,2020,11
BNLI,--M-100000000081--------------,2170,0,10 Nov 2020,2220,2160,2220,50,1722800,3791594000,805,2020,11
BOGA,--U-213500000091--------------,1395,0,10 Nov 2020,1415,1395,1395,0,109674000,154187890000,4234,2020,11
BOLA,--U-213000000099--------------,153,0,10 Nov 2020,154,146,147,-6,221000,33096200,58,2020,11
BOLT,--U-213500000042--------------,560,0,10 Nov 2020,690,525,690,130,900,601000,6,2020,11
BOSS,--U-213000000021--------------,114,0,10 Nov 2020,118,109,111,-3,6023900,668224300,566,2020,11
BPFI,--U-210500000082--------------,1150,0,10 Nov 2020,0,0,1150,0,0,0,0,2020,11
BPII,--U-210500000089--------------,10000,0,10 Nov 2020,0,0,10000,0,0,0,0,2020,11
BPTR,--M-110000000074--------------,86,0,10 Nov 2020,87,82,82,-4,12000,1001300,7,2020,11
BRAM,--U-113500000042--------------,5375,0,10 Nov 2020,5375,5375,5375,0,500,2687500,5,2020,11
BRIS,--M-1835F0000081--------------,1220,0,10 Nov 2020,1245,1210,1230,10,73199200,89869573000,10476,2020,11
BRMS,--U-213500000023--------------,65,0,10 Nov 2020,65,61,61,-4,98759900,6071915700,947,2020,11
BRNA,--U-213000000035--------------,1120,0,10 Nov 2020,1140,1090,1140,20,25100,28167500,5,2020,11
BRPT,--M-1K3440000034--------------,930,0,10 Nov 2020,975,920,970,40,129552600,123043236000,9188,2020,11
BSDE,--MO1HAWM1000061--------------,990,1020,10 Nov 2020,1070,1005,1055,65,75939900,78906970500,5281,2020,11
BSIM,--U-110500000081--------------,484,0,10 Nov 2020,500,472,488,4,23600,11514800,17,2020,11
BSSR,--U-213500000021--------------,1345,0,10 Nov 2020,1380,1350,1380,35,11600,15882000,18,2020,11
BSWD,--U-210500000081--------------,1750,0,10 Nov 2020,0,0,1750,0,0,0,0,2020,11
BTEK,--U-213500000051--------------,50,0,10 Nov 2020,50,50,50,0,300,15000,3,2020,11
BTEL,--U-110500000073---ED---------,50,0,10 Nov 2020,0,0,50,0,0,0,0,2020,11
BTON,--U-213000000033--------------,206,0,10 Nov 2020,206,196,196,-10,13800,2708400,11,2020,11
BTPN,--U-115500000081--------------,2300,0,10 Nov 2020,2390,2320,2380,80,223400,527895000,182,2020,11
BTPS,--MO1XRCM3000081--------------,3890,3980,10 Nov 2020,4480,3970,4400,510,24471400,104693811000,9165,2020,11
BUDI,--U-113000000051--------------,97,0,10 Nov 2020,98,95,96,-1,523600,50432600,56,2020,11
BUKK,--U-213500000075--------------,705,0,10 Nov 2020,720,720,720,15,2000,1440000,6,2020,11
BULL,--M-183556000074--------------,326,0,10 Nov 2020,330,324,326,0,217977100,71469446000,3964,2020,11
BUMI,--U-210500000021--------------,50,0,10 Nov 2020,51,50,50,0,43973600,2198680100,349,2020,11
BUVA,--U-213000000094--------------,53,0,10 Nov 2020,55,52,55,2,23700,1251100,11,2020,11
BVIC,--U-110000000081--------------,103,0,10 Nov 2020,105,102,103,0,2048400,211545500,315,2020,11
BWPT,--U-110500000012--------------,102,0,10 Nov 2020,104,100,101,-1,49900200,5068693400,1655,2020,11
BYAN,--U-113500000021--------------,13600,0,10 Nov 2020,13800,13750,13750,150,1500,20650000,4,2020,11
CAKK,--U-213000000032--------------,54,0,10 Nov 2020,55,51,52,-2,2986700,155938100,251,2020,11
CAMP,--U-113500000051--------------,260,0,10 Nov 2020,262,252,260,0,591800,154270400,192,2020,11
CANI,--U-213000000074---E----------,106,0,10 Nov 2020,111,106,111,5,500,53500,2,2020,11
CARE,--U-213500000096--------------,362,0,10 Nov 2020,364,358,358,-4,207340100,74954264200,1785,2020,11
CARS,--M-110000000091--------------,50,0,10 Nov 2020,50,50,50,0,5500,275000,6,2020,11
CASA,--U-210500000089--------------,390,0,10 Nov 2020,394,388,394,4,18582400,7273884400,133,2020,11
CASH,--U-300000000097--------------,535,0,10 Nov 2020,540,530,535,0,949000,505081500,190,2020,11
CASS,--U-213000000072--------------,200,0,10 Nov 2020,206,200,206,6,2953000,599850000,228,2020,11
CBMF,--U-213000000055--------------,500,0,10 Nov 2020,550,468,496,-4,2151000,1075484200,170,2020,11
CCSI,--M-213000000045--------------,228,0,10 Nov 2020,238,224,228,0,1035600,235000400,122,2020,11
CEKA,--U-113500000051--------------,1805,0,10 Nov 2020,1830,1790,1800,-5,44200,79549500,79,2020,11
CENT,--M-213500000075--------------,129,0,10 Nov 2020,134,128,129,0,6686700,878753700,528,2020,11
CFIN,--U-110000000082--------------,189,0,10 Nov 2020,199,188,190,1,4384400,836923600,254,2020,11
CINT,--U-213000000055--------------,246,0,10 Nov 2020,0,0,246,0,0,0,0,2020,11
CITA,--U-213500000023--------------,2470,0,10 Nov 2020,2350,2350,2350,-120,400,940000,1,2020,11
CITY,--U-113000000061--------------,96,0,10 Nov 2020,100,90,93,-3,5600,514700,15,2020,11
CLAY,--U-210500000094--------------,1850,0,10 Nov 2020,1800,1800,1800,-50,2500,4500000,8,2020,11
CLEO,--M-1875FA000051--------------,484,0,10 Nov 2020,490,482,488,4,8275800,4019070000,1011,2020,11
CLPI,--U-213000000091--------------,705,0,10 Nov 2020,715,705,710,5,104600,74264000,46,2020,11
CMNP,--U-113500000072--------------,1005,0,10 Nov 2020,1005,935,950,-55,1607500,1547043500,586,2020,11
CMPP,--U-210500000074---E----------,184,0,10 Nov 2020,0,0,184,0,0,0,0,2020,11
CNKO,--U-110000000091---E-L--------,50,0,10 Nov 2020,0,0,50,0,0,0,0,2020,11
CNTB,--U-210000000043--------------,250,0,10 Nov 2020,0,0,250,0,0,0,0,2020,11
CNTX,--U-210000000043---E----------,228,0,10 Nov 2020,0,0,228,0,0,0,0,2020,11
COCO,--U-213000000051--------------,925,0,10 Nov 2020,925,925,925,0,1500,1387500,2,2020,11
COWL,--U-210000000061--B--L--------,50,0,10 Nov 2020,0,0,50,0,0,0,0,2020,11
CPIN,--MO1XDAQA000036--------------,6400,6500,10 Nov 2020,6675,6400,6675,275,9643200,63128927500,5362,2020,11
CPRI,--U-213000000061--------------,50,0,10 Nov 2020,50,50,50,0,22100,1105000,13,2020,11
CPRO,--U-110500000036--------------,50,0,10 Nov 2020,50,50,50,0,144900,7245000,5,2020,11
CSAP,--U-113500000093--------------,400,0,10 Nov 2020,400,372,372,-28,3079700,1153683200,16,2020,11
CSIS,--U-213000000062--------------,51,0,10 Nov 2020,51,50,51,0,102000,5101300,32,2020,11
CSMI,--U-213000000094--------------,540,0,10 Nov 2020,590,530,530,-10,15300,8116000,11,2020,11
CSRA,--U-213000000012--------------,348,0,10 Nov 2020,354,336,350,2,2129600,735532200,367,2020,11
CTBN,--U-113500000033--------------,3060,0,10 Nov 2020,0,0,3060,0,0,0,0,2020,11
CTRA,--MO1S3CM1000061--------------,850,890,10 Nov 2020,920,885,905,55,66352200,59497397500,4888,2020,11
CTTH,--U-213000000024--------------,50,0,10 Nov 2020,52,50,50,0,564900,29028100,30,2020,11
DADA,--U-213000000061--------------,52,0,10 Nov 2020,54,52,52,0,10516100,554476800,543,2020,11
DART,--U-110000000061--------------,238,0,10 Nov 2020,244,238,238,0,500,120200,4,2020,11
DAYA,--U-213500000093--------------,565,0,10 Nov 2020,560,560,560,-5,300,168000,3,2020,11
DEAL,--U-213000000074--------------,146,0,10 Nov 2020,163,139,147,1,100933700,15484744800,6870,2020,11
DEFI,--U-210500000082--------------,1645,0,10 Nov 2020,1650,1645,1645,0,10500,17307000,10,2020,11
DEWA,--U-113500000021--------------,50,0,10 Nov 2020,50,50,50,0,9800,490000,5,2020,11
DFAM,--U-210000000094--------------,284,0,10 Nov 2020,284,266,266,-18,246100,65691000,81,2020,11
DGIK,--U-113000000062--------------,50,0,10 Nov 2020,50,50,50,0,3200,160000,12,2020,11
DIGI,--U-213000000097--------------,1935,0,10 Nov 2020,0,0,1935,0,0,0,0,2020,11
DILD,--U-113500000061--------------,155,0,10 Nov 2020,163,154,160,5,33417700,5261328100,1099,2020,11
DIVA,--U-213500000093--------------,2230,0,10 Nov 2020,0,0,2230,0,0,0,0,2020,11
DKFT,--M-213000000023--------------,188,0,10 Nov 2020,202,180,186,-2,290638700,55565121900,15982,2020,11
DLTA,--U-110500000051--------------,4060,0,10 Nov 2020,4160,4060,4090,30,98900,405038000,95,2020,11
DMAS,--M-187CM3000061--------------,228,0,10 Nov 2020,238,224,236,8,123347800,28699645000,5220,2020,11
DMMX,--U-213500000095--------------,174,0,10 Nov 2020,187,171,175,1,9816900,1770189500,1117,2020,11
DMND,--U-113500000051--------------,900,0,10 Nov 2020,900,880,900,0,99600,88649500,60,2020,11
DNAR,--U-110500000081--------------,228,0,10 Nov 2020,214,214,214,-14,160200,34282800,19,2020,11
DNET,--U-210500000097--------------,3540,0,10 Nov 2020,3530,3530,3530,-10,300,1059000,2,2020,11
DOID,--M-110500000021--------------,246,0,10 Nov 2020,258,246,252,6,52583200,13215626200,2808,2020,11
DPNS,--U-113000000034--------------,246,0,10 Nov 2020,248,246,248,2,13200,3269600,8,2020,11
DPUM,--U-113000000091--------------,55,0,10 Nov 2020,56,52,55,0,1321600,71250600,116,2020,11
DSFI,--U-113000000014--------------,66,0,10 Nov 2020,66,62,66,0,126600,8198400,45,2020,11
DSNG,--M-110500000012--------------,488,0,10 Nov 2020,496,486,488,0,11328300,5563380800,799,2020,11
DSSA,--U-113500000021--------------,15500,0,10 Nov 2020,0,0,15500,0,0,0,0,2020,11
DUCK,--U-113000000094--------------,280,0,10 Nov 2020,310,282,300,20,74710100,22329104000,5955,2020,11
DUTI,--U-213500000061--------------,3530,0,10 Nov 2020,3560,3500,3500,-30,2400,8482000,11,2020,11
DVLA,--U-113500000053--------------,2580,0,10 Nov 2020,2610,2580,2610,30,22300,57772000,45,2020,11
DWGL,--U-213500000091---E----------,210,0,10 Nov 2020,212,200,212,2,3100,640200,14,2020,11
DYAN,--M-113000000099--------------,50,0,10 Nov 2020,50,50,50,0,107600,5380000,6,2020,11
EAST,--M-213000000094--------------,54,0,10 Nov 2020,57,53,53,-1,3697400,201260000,188,2020,11
ECII,--U-213000000093--------------,620,0,10 Nov 2020,620,585,620,0,31600,19564500,12,2020,11
EKAD,--U-113000000034--------------,1265,0,10 Nov 2020,1275,1260,1275,10,301500,382738500,240,2020,11
ELSA,--M-1875L1000022--------------,220,0,10 Nov 2020,238,226,234,14,98204600,22760511600,5149,2020,11
ELTY,--U-110500000061-----L--------,50,0,10 Nov 2020,0,0,50,0,0,0,0,2020,11
EMDE,--U-210000000061--------------,200,0,10 Nov 2020,198,198,198,-2,30000,5940000,1,2020,11
EMTK,--U-113500000095--------------,9600,0,10 Nov 2020,9700,9500,9700,100,384900,3714210000,65,2020,11
ENRG,--U-213000000022--------------,58,0,10 Nov 2020,59,55,56,-2,21801400,1234895300,550,2020,11
ENVY,--U-213000000097--------------,50,0,10 Nov 2020,50,50,50,0,945400,47270000,79,2020,11
ENZO,--U-213000000051--------------,50,0,10 Nov 2020,50,50,50,0,631500,31575000,63,2020,11
EPAC,--U-213000000035--------------,266,0,10 Nov 2020,272,266,272,6,1139500,307470800,256,2020,11
EPMT,--U-213500000091--------------,1890,0,10 Nov 2020,1890,1855,1880,-10,12500,23311500,15,2020,11
ERAA,--MO1SK5M2000093--------------,1860,1890,10 Nov 2020,1890,1805,1850,-10,36344300,67335017500,6739,2020,11
ERTX,--U-210000000043--------------,113,0,10 Nov 2020,130,113,129,16,14800,1904400,26,2020,11
ESIP,--U-213000000035--------------,88,0,10 Nov 2020,89,84,88,0,11265300,978268600,823,2020,11
ESSA,--M-110500000034--------------,138,0,10 Nov 2020,142,139,140,2,2185000,305614900,192,2020,11
ESTA,--U-213000000094--------------,100,0,10 Nov 2020,99,97,99,-1,349500,34522100,10,2020,11
ESTI,--U-110000000043--------------,54,0,10 Nov 2020,57,53,56,2,1116100,60633000,81,2020,11
ETWA,--U-110000000034---E-L--------,62,0,10 Nov 2020,0,0,62,0,0,0,0,2020,11
EXCL,--MO1XDJM0000073--------------,2130,2170,10 Nov 2020,2210,2150,2190,60,62591600,136783820000,8648,2020,11
FAST,--U-213500000094--------------,925,0,10 Nov 2020,950,925,925,0,73400,69392500,42,2020,11
FASW,--U-113500000038--------------,6500,0,10 Nov 2020,6700,6700,6700,200,500,3350000,1,2020,11
FILM,--U-113500000095--------------,202,0,10 Nov 2020,210,198,204,2,4102700,842549000,902,2020,11
FINN,--U-210000000082---E----------,50,0,10 Nov 2020,0,0,50,0,0,0,0,2020,11
FIRE,--U-213000000021--------------,274,0,10 Nov 2020,278,264,266,-8,10798700,2906211800,1477,2020,11
FISH,--U-213500000091--------------,2550,0,10 Nov 2020,2800,2610,2800,250,1000,2771000,8,2020,11
FITT,--U-213000000094--------------,55,0,10 Nov 2020,62,54,60,5,125300,7289300,45,2020,11
