Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--M1K--1,5950,0,17 Mar 2020,5750,5550,5550,-400,2308900,12883755000,1053,2020,03
ABBA,--U9---2,50,0,17 Mar 2020,50,50,50,0,373100,18655000,32,2020,03
ABDA,--U8---2,5575,0,17 Mar 2020,0,0,5575,0,0,0,0,2020,03
ABMM,--U9---1,1495,0,17 Mar 2020,0,0,1495,0,0,0,0,2020,03
ACES,--M9B3-1,1310,0,17 Mar 2020,1300,1220,1240,-70,19395000,23761176000,2600,2020,03
ACST,--U6---1,196,0,17 Mar 2020,186,183,183,-13,3688300,675353200,225,2020,03
ADES,--U5---2,690,0,17 Mar 2020,650,645,650,-40,17300,11161500,10,2020,03
ADHI,--M6K--1,545,0,17 Mar 2020,545,510,510,-35,7467600,3821954500,932,2020,03
ADMF,--U8---1,8250,0,17 Mar 2020,8100,7775,7800,-450,130500,1035902500,158,2020,03
ADMG,--U3---1,93,0,17 Mar 2020,93,87,87,-6,313100,27608400,54,2020,03
ADRO,--M2BX-1,775,0,17 Mar 2020,760,725,725,-50,47571500,34534141500,3469,2020,03
AGAR,--U9---2,432,0,17 Mar 2020,428,418,428,-4,507400,212519200,23,2020,03
AGII,--M3---1,488,0,17 Mar 2020,494,482,482,-6,242600,118178400,60,2020,03
AGRO,--M8---1,106,0,17 Mar 2020,107,99,99,-7,4322500,431869300,382,2020,03
AGRS,--U8---2,126,0,17 Mar 2020,140,118,140,14,47000,5853000,19,2020,03
AHAP,--U8---2,50,0,17 Mar 2020,50,50,50,0,504700,25235000,6,2020,03
AIMS,--U9---2,180,0,17 Mar 2020,0,0,180,0,0,0,0,2020,03
AISA,--U5---1,168,0,17 Mar 2020,0,0,168,0,0,0,0,2020,03
AKKU,--U9---2,50,0,17 Mar 2020,0,0,50,0,0,0,0,2020,03
AKPI,--U3---2,366,0,17 Mar 2020,0,0,366,0,0,0,0,2020,03
AKRA,--M9XX-1,1680,0,17 Mar 2020,1705,1565,1700,20,29696000,48085792500,3105,2020,03
AKSI,--U7---2,268,0,17 Mar 2020,310,250,300,32,314100,84675600,67,2020,03
ALDO,--U3---2,440,0,17 Mar 2020,440,430,440,0,1400,603000,2,2020,03
ALKA,--U3---2,270,0,17 Mar 2020,254,254,254,-16,100,25400,1,2020,03
ALMI,--U3---2,220,0,17 Mar 2020,0,0,220,0,0,0,0,2020,03
ALTO,--U5---1,398,0,17 Mar 2020,0,0,398,0,0,0,0,2020,03
AMAG,--U8---2,298,0,17 Mar 2020,0,0,298,0,0,0,0,2020,03
AMAN,--U6---1,199,0,17 Mar 2020,250,199,199,0,9096200,1998274100,2983,2020,03
AMAR,--U8---2,210,0,17 Mar 2020,204,196,204,-6,38300,7582000,34,2020,03
AMFG,--U3---1,3200,0,17 Mar 2020,0,0,3200,0,0,0,0,2020,03
AMIN,--U4---2,390,0,17 Mar 2020,370,370,370,-20,100,37000,1,2020,03
AMOR,--U8---2,2560,0,17 Mar 2020,2560,2390,2390,-170,4200,10378000,4,2020,03
AMRT,--M9---1,715,0,17 Mar 2020,715,715,715,0,2700,1930500,9,2020,03
ANDI,--U1---2,50,0,17 Mar 2020,50,50,50,0,1200,60000,3,2020,03
ANJT,--U1---1,700,0,17 Mar 2020,0,0,700,0,0,0,0,2020,03
ANTM,--M2XX-1,446,0,17 Mar 2020,446,416,416,-30,45123800,18817301400,2920,2020,03
APEX,--U2---2,135,0,17 Mar 2020,170,126,170,35,2500,336200,9,2020,03
APIC,--U8---2,700,0,17 Mar 2020,700,655,700,0,22700,15859500,9,2020,03
APII,--U9---2,220,0,17 Mar 2020,0,0,220,0,0,0,0,2020,03
APLI,--U3---1,149,0,17 Mar 2020,148,148,148,-1,200,29600,1,2020,03
APLN,XRM6K--1,93,0,17 Mar 2020,90,87,87,-6,9287200,809490100,425,2020,03
APOL,--U7---1,50,0,17 Mar 2020,0,0,50,0,0,0,0,2020,03
ARGO,--U4---2,825,0,17 Mar 2020,0,0,825,0,0,0,0,2020,03
ARII,--U2---2,615,0,17 Mar 2020,615,605,615,0,10200,6272000,4,2020,03
ARKA,--U4---2,1420,0,17 Mar 2020,1775,1430,1775,355,25100,36376000,19,2020,03
ARMY,--U6---2,50,0,17 Mar 2020,0,0,50,0,0,0,0,2020,03
ARNA,XDM3---1,354,0,17 Mar 2020,364,334,348,-6,1568600,548962800,190,2020,03
ARTA,--U9---2,434,0,17 Mar 2020,428,428,428,-6,100,42800,1,2020,03
ARTI,--U2---1,50,0,17 Mar 2020,0,0,50,0,0,0,0,2020,03
ARTO,--U8---2,2700,0,17 Mar 2020,2550,2520,2520,-180,28900,72858000,9,2020,03
ASBI,--U8---2,242,0,17 Mar 2020,228,228,228,-14,100,22800,1,2020,03
ASDM,--U8---1,1000,0,17 Mar 2020,0,0,1000,0,0,0,0,2020,03
ASGR,--U9---1,780,0,17 Mar 2020,755,730,735,-45,135800,101547000,69,2020,03
ASII,--M4BX-1,4590,0,17 Mar 2020,4600,4270,4270,-320,67166600,291751603000,14284,2020,03
ASJT,--U8---2,109,0,17 Mar 2020,109,102,104,-5,131300,13492400,36,2020,03
ASMI,--U8---1,1075,0,17 Mar 2020,1070,1010,1010,-65,138100,142353000,78,2020,03
ASPI,--U6---2,390,0,17 Mar 2020,392,382,384,-6,23248100,9010606000,610,2020,03
ASRI,--M6---1,133,0,17 Mar 2020,134,124,124,-9,4562300,566755100,719,2020,03
ASRM,--U8---2,2000,0,17 Mar 2020,2050,2050,2050,50,1300,2665000,7,2020,03
ASSA,--M7K--1,400,0,17 Mar 2020,392,372,380,-20,2008100,780258800,90,2020,03
ATIC,--U9---1,700,0,17 Mar 2020,0,0,700,0,0,0,0,2020,03
AUTO,--M4---1,845,0,17 Mar 2020,845,790,790,-55,1374700,1093063500,646,2020,03
AYLS,--U9---2,51,0,17 Mar 2020,51,50,50,-1,7683600,384182700,202,2020,03
BABP,--U8---2,50,0,17 Mar 2020,0,0,50,0,0,0,0,2020,03
BACA,--U8---2,480,0,17 Mar 2020,480,448,448,-32,2200,1032600,10,2020,03
BAJA,--U3---2,51,0,17 Mar 2020,50,50,50,-1,909600,45480000,27,2020,03
BALI,--U7---2,650,0,17 Mar 2020,720,605,630,-20,6500,4127000,12,2020,03
BAPA,--U6---1,50,0,17 Mar 2020,50,50,50,0,3000,150000,2,2020,03
BAPI,--U6---2,50,0,17 Mar 2020,50,50,50,0,4000,200000,9,2020,03
BATA,--U4---1,625,0,17 Mar 2020,600,585,595,-30,2800,1650500,10,2020,03
BAYU,--U9---2,1120,0,17 Mar 2020,0,0,1120,0,0,0,0,2020,03
BBCA,--M8B3-1,27525,0,17 Mar 2020,27525,25600,25600,-1925,42440000,1110351837500,34305,2020,03
BBHI,--U8---2,110,0,17 Mar 2020,106,103,103,-7,52700,5428400,6,2020,03
BBKP,--M8---1,117,0,17 Mar 2020,115,109,109,-8,3205600,350047300,173,2020,03
BBLD,--U8---2,440,0,17 Mar 2020,0,0,440,0,0,0,0,2020,03
BBMD,--U8---1,1850,0,17 Mar 2020,1780,1780,1780,-70,4900,8722000,1,2020,03
BBNI,XDM8B3-1,4840,0,17 Mar 2020,4840,4510,4510,-330,68571000,311054892000,12667,2020,03
BBRI,--M8B3-1,3500,0,17 Mar 2020,3570,3260,3260,-240,208568600,695074021000,35033,2020,03
