Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--M-183PM2000012--------------,10075,0,27 Agt 2020,10125,10000,10025,-50,787200,7911500000,861,2020,08
ABBA,--U-210000000095---E----------,50,0,27 Agt 2020,51,50,50,0,1641700,82085700,119,2020,08
ABDA,XDU-210500000084--------------,6900,0,27 Agt 2020,0,0,6900,0,0,0,0,2020,08
ABMM,--U-110500000098--------------,955,0,27 Agt 2020,955,955,955,0,200,191000,1,2020,08
ACES,XDM-1XKEMA000093--------------,1645,0,27 Agt 2020,1645,1590,1610,-35,21248600,34203303500,6157,2020,08
ACST,--U-113000000062--------------,545,0,27 Agt 2020,580,510,510,-35,6102400,3236321500,687,2020,08
ADES,--U-213000000051--------------,1350,0,27 Agt 2020,1395,1335,1335,-15,361100,490898000,330,2020,08
ADHI,--M-18AF80000062--------------,615,0,27 Agt 2020,625,610,610,-5,7982000,4922103000,1095,2020,08
ADMF,--U-110F00000082--------------,7850,0,27 Agt 2020,8025,7850,7950,100,163700,1301990000,325,2020,08
ADMG,--U-113000000034--------------,112,0,27 Agt 2020,115,111,113,1,1732300,196091900,164,2020,08
ADRO,--M-1XDCU1000021--------------,1110,0,27 Agt 2020,1130,1110,1125,15,61274600,68538651000,5221,2020,08
AGAR,--U-213000000091--------------,476,0,27 Agt 2020,496,476,476,0,2000,954000,3,2020,08
AGII,--M-113500000034--------------,498,0,27 Agt 2020,498,494,498,0,227700,112649600,120,2020,08
AGRO,--M-115500000081--------------,380,0,27 Agt 2020,414,380,388,8,353309700,141356664800,20854,2020,08
AGRS,--U-210500000081--------------,195,0,27 Agt 2020,200,190,194,-1,250300,48944000,47,2020,08
AHAP,--U-210000000084--------------,51,0,27 Agt 2020,53,50,53,2,17800,913700,18,2020,08
AIMS,--U-210000000091--------------,168,0,27 Agt 2020,168,157,157,-11,3200,534500,6,2020,08
AISA,--U-110000000051---E----------,168,0,27 Agt 2020,0,0,168,0,0,0,0,2020,08
AKKU,--U-210000000094--------------,50,0,27 Agt 2020,50,50,50,0,100,5000,1,2020,08
AKPI,--U-213000000035--------------,290,0,27 Agt 2020,290,290,290,0,11200,3248000,3,2020,08
AKRA,--M-1S3XM0000091--------------,3030,0,27 Agt 2020,3040,2930,2950,-80,18912100,56307903000,2998,2020,08
AKSI,--U-213000000074--------------,300,0,27 Agt 2020,300,282,284,-16,53500,15337600,22,2020,08
ALDO,--U-213000000038--------------,400,0,27 Agt 2020,388,376,378,-22,27200,10266200,9,2020,08
ALKA,--U-213000000033--------------,290,0,27 Agt 2020,290,290,290,0,10600,3074000,9,2020,08
ALMI,--U-210000000033---E----------,220,0,27 Agt 2020,220,220,220,0,5300,1166000,2,2020,08
ALTO,--U-110000000051--------------,340,0,27 Agt 2020,380,318,320,-20,111800,36810600,34,2020,08
AMAG,--U-210500000084--------------,206,0,27 Agt 2020,208,202,202,-4,350300,71816600,54,2020,08
AMAN,--U-113000000061--------------,246,0,27 Agt 2020,246,246,246,0,209800,51610800,15,2020,08
AMAR,--U-210500000081--------------,360,0,27 Agt 2020,362,360,360,0,482800,174228200,84,2020,08
AMFG,--U-110500000032--------------,2530,0,27 Agt 2020,2620,2540,2550,20,80600,206080000,19,2020,08
AMIN,--U-213000000041--------------,260,0,27 Agt 2020,266,264,264,4,500,132200,3,2020,08
AMOR,--U-210500000083--------------,2130,0,27 Agt 2020,2130,2080,2130,0,5000,10423000,10,2020,08
AMRT,--M-110500000093--------------,725,0,27 Agt 2020,730,720,720,-5,955000,689775000,297,2020,08
ANDI,--U-213000000012--------------,50,0,27 Agt 2020,50,50,50,0,5400,270000,7,2020,08
ANJT,--U-113500000012--------------,550,0,27 Agt 2020,555,550,550,0,500,276000,2,2020,08
