Stock Code,Remarks,Prev,Open,Date,High,Low,Close,Change,Volume,Value,Freq,year,month
AALI,--M-183PM2000012--------------,10675,0,09 Oct 2020,10975,10575,10925,250,1655400,17837947500,1225,2020,10
ABBA,--U-210000000095---E----------,50,0,09 Oct 2020,50,50,50,0,39900,1995000,14,2020,10
ABDA,--U-210500000084--------------,6575,0,09 Oct 2020,6500,6500,6500,-75,100,650000,1,2020,10
ABMM,--U-110500000098--------------,855,0,09 Oct 2020,855,805,855,0,300,251500,3,2020,10
ACES,--MO1XKEMA000093--M-----------,1560,1560,09 Oct 2020,1565,1530,1550,-10,2971500,4583458000,3284,2020,10
ACST,--U-113000000062--------------,204,0,09 Oct 2020,210,204,204,0,39655000,8158610400,1919,2020,10
ADES,--U-213000000051--------------,1180,0,09 Oct 2020,1200,1180,1195,15,31900,37839500,57,2020,10
ADHI,--M-18AF80000062--------------,540,0,09 Oct 2020,565,535,555,15,15018300,8333690000,1592,2020,10
ADMF,--U-110F00000082--------------,7500,0,09 Oct 2020,7600,7500,7575,75,20400,153775000,62,2020,10
ADMG,--U-113000000034--------------,141,0,09 Oct 2020,154,138,140,-1,15562100,2296263100,1290,2020,10
ADRO,--MO1XDCU1000021--------------,1130,1120,09 Oct 2020,1125,1110,1115,-15,73435200,81984499000,8539,2020,10
AGAR,--U-213000000091--------------,500,0,09 Oct 2020,0,0,500,0,0,0,0,2020,10
AGII,--M-113500000034--------------,500,0,09 Oct 2020,510,500,505,5,108700,55292500,23,2020,10
AGRO,--M-110500000081--------------,332,0,09 Oct 2020,338,326,328,-4,26087100,8644619400,1738,2020,10
AGRS,--U-210500000081--------------,180,0,09 Oct 2020,180,169,179,-1,8900,1584600,14,2020,10
AHAP,--U-210000000084--------------,62,0,09 Oct 2020,65,60,64,2,3666200,231662600,321,2020,10
AIMS,--U-210000000091--------------,152,0,09 Oct 2020,142,142,142,-10,300,42600,2,2020,10
AISA,--U-110000000051---E----------,212,0,09 Oct 2020,216,210,210,-2,18347700,3891248000,1331,2020,10
AKKU,--U-210000000094--------------,50,0,09 Oct 2020,50,50,50,0,300,15000,3,2020,10
AKPI,--U-213000000035--------------,308,0,09 Oct 2020,358,288,304,-4,49900,15060000,26,2020,10
AKRA,--MO1S3XM0000091--------------,2610,2610,09 Oct 2020,2640,2600,2620,10,11797600,30878860000,1349,2020,10
AKSI,--U-213000000074--------------,452,0,09 Oct 2020,545,456,472,20,67800,34022300,31,2020,10
ALDO,--U-213000000038--------------,396,0,09 Oct 2020,396,394,396,0,124300,48982800,5,2020,10
ALKA,--U-213000000033--------------,214,0,09 Oct 2020,262,202,220,6,29000,7090400,31,2020,10
ALMI,--U-210000000033---E----------,191,0,09 Oct 2020,193,186,193,2,400,76000,4,2020,10
ALTO,--U-110000000051--------------,284,0,09 Oct 2020,298,272,296,12,9100,2588000,10,2020,10
AMAG,--U-210500000084--------------,196,0,09 Oct 2020,196,195,195,-1,81400,15889400,13,2020,10
AMAN,--U-113000000061--------------,306,0,09 Oct 2020,310,306,310,4,502700,154868600,83,2020,10
AMAR,--U-210500000081--------------,296,0,09 Oct 2020,296,294,294,-2,48000,14137800,17,2020,10
AMFG,--U-110500000032--------------,2330,0,09 Oct 2020,2500,2480,2490,160,800,1996000,5,2020,10
AMIN,--U-213000000041--------------,290,0,09 Oct 2020,320,290,310,20,10700,3292000,13,2020,10
AMOR,--U-210500000083--------------,2050,0,09 Oct 2020,2060,2050,2060,10,213800,440427000,123,2020,10
AMRT,--M-110500000093--------------,685,0,09 Oct 2020,685,675,675,-10,59600,40552500,91,2020,10
ANDI,--U-213000000012--------------,50,0,09 Oct 2020,50,50,50,0,13900,695000,10,2020,10
ANJT,--U-113500000012--------------,505,0,09 Oct 2020,510,480,480,-25,1800,910000,4,2020,10
ANTM,--MO1SDQV0000023--------------,720,730,09 Oct 2020,775,725,765,45,175465400,132312329500,12123,2020,10
APEX,--U-210000000022--------------,145,0,09 Oct 2020,145,136,145,0,37700,5431800,13,2020,10
APIC,--U-210500000089--------------,885,0,09 Oct 2020,900,880,895,10,44162800,38992691500,1809,2020,10
APII,--U-213000000091--------------,159,0,09 Oct 2020,0,0,159,0,0,0,0,2020,10
APLI,--U-113000000035--------------,114,0,09 Oct 2020,114,113,114,0,2100,239300,4,2020,10
APLN,--M-1835F0000061--------------,101,0,09 Oct 2020,104,100,102,1,66742800,6837978000,2368,2020,10
ARGO,--U-210000000043---E----------,1860,0,09 Oct 2020,1900,1730,1735,-125,5300,9836500,7,2020,10
ARII,--U-213500000021--------------,440,0,09 Oct 2020,0,0,440,0,0,0,0,2020,10
ARKA,--U-210000000041--------------,96,0,09 Oct 2020,97,90,95,-1,12070500,1109262100,1423,2020,10
ARMY,--U-210000000061--M--L--------,50,0,09 Oct 2020,0,0,50,0,0,0,0,2020,10
ARNA,--M-113500000032--------------,452,0,09 Oct 2020,456,454,456,4,35400,16140400,25,2020,10
ARTA,--U-213000000094--------------,310,0,09 Oct 2020,310,308,310,0,2300,712400,4,2020,10
ARTI,--U-110000000022--------------,50,0,09 Oct 2020,0,0,50,0,0,0,0,2020,10
ARTO,--U-210500000081--------------,2800,0,09 Oct 2020,2810,2790,2800,0,137000,383600000,52,2020,10
ASBI,--U-210000000084--------------,362,0,09 Oct 2020,338,338,338,-24,900,304200,7,2020,10
ASDM,--U-110000000084--------------,900,0,09 Oct 2020,0,0,900,0,0,0,0,2020,10
ASGR,CDU-113000000097--------------,730,0,09 Oct 2020,745,730,740,10,1275900,932916500,104,2020,10
ASII,XDMO1XNAQ1000042--------------,4750,4720,09 Oct 2020,4760,4700,4740,-10,19525000,92383217000,5227,2020,10
ASJT,--U-210000000084--------------,105,0,09 Oct 2020,134,105,112,7,517000,59999600,122,2020,10
ASMI,--U-110500000084--------------,1055,0,09 Oct 2020,1055,1050,1050,-5,10500,11068000,23,2020,10
ASPI,--U-213000000061--------------,115,0,09 Oct 2020,120,111,116,1,752800,88165500,121,2020,10
ASRI,--M-113510000061--------------,113,0,09 Oct 2020,117,113,115,2,83417500,9615092200,3118,2020,10
ASRM,--U-210000000084--------------,1725,0,09 Oct 2020,0,0,1725,0,0,0,0,2020,10
ASSA,--M-180500000074--------------,500,0,09 Oct 2020,510,500,505,5,4659500,2350945500,268,2020,10
ATIC,--U-110500000097--------------,550,0,09 Oct 2020,625,560,560,10,5900,3310500,10,2020,10
AUTO,--M-113500000042--------------,850,0,09 Oct 2020,860,850,855,5,164300,140114500,130,2020,10
AYLS,--U-213000000091--------------,50,0,09 Oct 2020,50,50,50,0,176800,8840000,53,2020,10
BABP,--U-210500000081--------------,50,0,09 Oct 2020,50,50,50,0,21000,1050000,5,2020,10
BACA,--U-210500000081--------------,398,0,09 Oct 2020,0,0,398,0,0,0,0,2020,10
BAJA,--U-210000000033--------------,102,0,09 Oct 2020,134,95,128,26,62192900,7298570100,5392,2020,10
BALI,--U-213500000075--------------,950,0,09 Oct 2020,0,0,950,0,0,0,0,2020,10
BAPA,--U-113000000061--------------,50,0,09 Oct 2020,50,50,50,0,15400,770000,6,2020,10
BAPI,--U-213000000061--------------,50,0,09 Oct 2020,50,50,50,0,15900,795000,15,2020,10
BATA,--U-113000000044--------------,645,0,09 Oct 2020,0,0,645,0,0,0,0,2020,10
BAYU,--U-213000000094--------------,1195,0,09 Oct 2020,1195,1195,1195,0,300,358500,2,2020,10
BBCA,--MO1UQNCA000081--------------,28900,28750,09 Oct 2020,28875,28600,28875,-25,10850100,311784925000,9306,2020,10
BBHI,--U-210000000081--------------,161,0,09 Oct 2020,188,162,182,21,1700700,305480000,445,2020,10
BBKP,--M-180500000081--------------,216,0,09 Oct 2020,220,210,214,-2,63935100,13773763000,2144,2020,10
BBLD,--U-210000000082--------------,340,0,09 Oct 2020,0,0,340,0,0,0,0,2020,10
BBMD,--U-110500000081--------------,1575,0,09 Oct 2020,0,0,1575,0,0,0,0,2020,10
BBNI,--MO1UQSP7000081--------------,4670,4700,09 Oct 2020,4700,4620,4640,-30,25505200,118761321000,6636,2020,10
BBRI,--MO1UQSPA000081--------------,3150,3150,09 Oct 2020,3170,3120,3150,0,81127400,255245308000,11913,2020,10
BBRM,--U-110000000074--------------,50,0,09 Oct 2020,0,0,50,0,0,0,0,2020,10
BBSI,--U-210000000081--------------,710,0,09 Oct 2020,750,695,720,10,121500,85962500,68,2020,10
BBSS,--U-213000000061--------------,121,0,09 Oct 2020,124,119,120,-1,326800,39869700,200,2020,10
BBTN,--MO1HBRL0000081--------------,1235,1240,09 Oct 2020,1245,1220,1230,-5,22463100,27618706000,2606,2020,10
BBYB,--U-110500000081--------------,270,0,09 Oct 2020,274,268,274,4,554800,149926200,11,2020,10
BCAP,--M-110500000089--------------,115,0,09 Oct 2020,118,114,118,3,760200,88756000,59,2020,10
BCIC,--U-210500000081--------------,700,0,09 Oct 2020,0,0,700,0,0,0,0,2020,10
BCIP,--U-213000000061--------------,51,0,09 Oct 2020,51,50,51,0,293700,14686700,51,2020,10
BDMN,--U-185591000081--------------,2240,0,09 Oct 2020,2330,2240,2280,40,1708300,3910779000,717,2020,10
BEEF,--M-213000000013--------------,147,0,09 Oct 2020,149,143,145,-2,2752200,401342000,349,2020,10
BEKS,--U-210500000081--------------,50,0,09 Oct 2020,50,50,50,0,14000,700000,30,2020,10
BELL,--U-213500000043--------------,157,0,09 Oct 2020,158,156,158,1,4207400,660331400,341,2020,10
BESS,--U-210000000074--------------,208,0,09 Oct 2020,216,202,208,0,34500,7237000,46,2020,10
BEST,--M-183500000061--------------,173,0,09 Oct 2020,176,172,173,0,60674000,10544472800,3007,2020,10
BFIN,--M-110500000082--------------,382,0,09 Oct 2020,408,380,404,22,11539000,4589195800,995,2020,10
BGTG,--U-210000000081--------------,51,0,09 Oct 2020,51,50,50,-1,1572500,78625300,98,2020,10
BHAT,--U-210500000084--------------,486,0,09 Oct 2020,488,478,478,-8,136771300,66339295200,1953,2020,10
BHIT,--M-110500000098--------------,50,0,09 Oct 2020,50,50,50,0,185600,9280000,13,2020,10
BIKA,--U-210000000061--------------,142,0,09 Oct 2020,140,134,140,-2,3700,503200,7,2020,10
BIMA,--U-210000000044--------------,50,0,09 Oct 2020,0,0,50,0,0,0,0,2020,10
BINA,--U-110500000081--------------,790,0,09 Oct 2020,790,785,790,0,71400,56359000,16,2020,10
BIPI,--U-210500000022--------------,50,0,09 Oct 2020,50,50,50,0,116700,5835000,8,2020,10
BIPP,--U-213000000061--------------,56,0,09 Oct 2020,57,56,56,0,7900,446400,6,2020,10
BIRD,--M-113500000074--------------,870,0,09 Oct 2020,880,860,860,-10,675100,583457000,172,2020,10
BISI,--U-113500000011--------------,910,0,09 Oct 2020,910,900,910,0,130500,118254000,47,2020,10
BJBR,--M-185FL7000081--------------,915,0,09 Oct 2020,925,910,915,0,2660400,2443823500,434,2020,10
