Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-1.53,-18.39,21,01 Jul 2022,29 Jul 2022,403057052500,42604200,42583,D232,2022,07
ABBA,3.45,150.0,21,01 Jul 2022,29 Jul 2022,383600299600,1635820900,137043,E614,2022,07
ABDA,8.05,-8.6,21,01 Jul 2022,29 Jul 2022,27822500,4600,16,G412,2022,07
ABMM,17.49,15.42,21,01 Jul 2022,29 Jul 2022,157317289000,67299100,27902,C311,2022,07
ACES,-7.79,-52.35,21,01 Jul 2022,29 Jul 2022,606848913500,825356900,99183,E743,2022,07
ACST,-1.24,-89.77,21,01 Jul 2022,29 Jul 2022,9094280900,57375600,6062,J211,2022,07
ADCP,-5.13,-43.08,21,01 Jul 2022,29 Jul 2022,29433606300,391529100,26816,H111,2022,07
ADES,-7.49,571.2,21,01 Jul 2022,29 Jul 2022,27794140000,4503900,6982,D212,2022,07
ADHI,-3.9,-53.31,21,01 Jul 2022,29 Jul 2022,139299051500,190128900,34933,J211,2022,07
ADMF,1.87,-10.16,21,01 Jul 2022,29 Jul 2022,14117810000,1763200,2875,G211,2022,07
ADMG,0.0,-44.59,21,01 Jul 2022,29 Jul 2022,19276054700,105581800,20782,B111,2022,07
ADMR,16.77,1745.0,21,01 Jul 2022,29 Jul 2022,4053884816500,2403084000,331021,A121,2022,07
ADRO,13.64,167.49,21,01 Jul 2022,29 Jul 2022,6171099949000,2085416200,277337,A121,2022,07
AGAR,-1.88,185.45,21,01 Jul 2022,29 Jul 2022,89291000,301600,616,D231,2022,07
AGII,10.7,250.0,21,01 Jul 2022,29 Jul 2022,332482859500,145041700,62101,B111,2022,07
AGRO,19.86,172.58,21,01 Jul 2022,29 Jul 2022,939249757500,1232418600,148097,G111,2022,07
AGRS,-1.67,-50.42,21,01 Jul 2022,29 Jul 2022,19751598600,167738700,12176,G111,2022,07
AHAP,89.29,24.71,21,01 Jul 2022,29 Jul 2022,67636055700,725118900,53487,G412,2022,07
AIMS,-0.79,38.89,21,01 Jul 2022,29 Jul 2022,504011800,1878900,1552,A121,2022,07
AISA,-4.05,-15.48,21,01 Jul 2022,29 Jul 2022,14814048000,102653100,10180,D222,2022,07
AKKU,0.0,0.0,21,01 Jul 2022,29 Jul 2022,361305000,7226100,3810,E512,2022,07
AKPI,-1.34,96.0,21,01 Jul 2022,29 Jul 2022,1102654500,828800,1284,B113,2022,07
AKRA,21.36,-70.86,21,01 Jul 2022,29 Jul 2022,1261011388500,1198693400,123841,A112,2022,07
AKSI,-4.86,-30.46,21,01 Jul 2022,29 Jul 2022,556184600,1954300,1620,K211,2022,07
ALDO,-4.71,20.9,21,01 Jul 2022,29 Jul 2022,23509835500,28654500,7261,B131,2022,07
ALKA,-2.67,-2.67,21,01 Jul 2022,29 Jul 2022,955021800,3237800,1715,B141,2022,07
ALMI,0.67,-25.0,21,01 Jul 2022,29 Jul 2022,55271200,188400,307,B141,2022,07
ALTO,-3.02,-51.75,21,01 Jul 2022,29 Jul 2022,745263700,3775400,4306,D212,2022,07
AMAG,-16.36,9.82,21,01 Jul 2022,29 Jul 2022,7435937000,17998500,6018,G412,2022,07
AMAN,0.0,359.09,21,01 Jul 2022,29 Jul 2022,1750054600,3445700,398,H111,2022,07
AMAR,-2.65,68.97,21,01 Jul 2022,29 Jul 2022,116444694800,379454900,43050,G111,2022,07
AMFG,0.0,60.57,21,01 Jul 2022,29 Jul 2022,60880325000,10312000,7820,C121,2022,07
AMIN,-1.53,-69.86,21,01 Jul 2022,29 Jul 2022,337498200,2696500,981,C143,2022,07
AMOR,0.0,-28.95,21,01 Jul 2022,29 Jul 2022,101818000,75600,182,G311,2022,07
AMRT,-8.09,100.53,21,01 Jul 2022,29 Jul 2022,2282701317000,1196829700,185981,D113,2022,07
ANDI,0.0,-97.5,21,01 Jul 2022,29 Jul 2022,118195000,2363900,198,D232,2022,07
ANJT,-2.3,-26.09,21,01 Jul 2022,29 Jul 2022,25790551000,31385900,9096,D232,2022,07
ANTM,8.61,155.56,21,01 Jul 2022,29 Jul 2022,4298749307500,2461214800,455894,B146,2022,07
APEX,-4.07,-80.36,21,01 Jul 2022,29 Jul 2022,1546908200,4826800,3129,A131,2022,07
APIC,6.44,99.07,21,01 Jul 2022,29 Jul 2022,137809433500,131572500,11246,G511,2022,07
APII,-5.88,3.23,21,01 Jul 2022,29 Jul 2022,5524268500,28690500,5845,C143,2022,07
APLI,11.58,152.38,21,01 Jul 2022,29 Jul 2022,124534000,625200,280,B113,2022,07
APLN,0.91,-26.97,21,01 Jul 2022,29 Jul 2022,11435182200,104080200,7063,H111,2022,07
ARCI,3.73,-55.47,21,01 Jul 2022,29 Jul 2022,14676673400,45393700,7562,B143,2022,07
ARGO,-6.02,51.52,21,01 Jul 2022,29 Jul 2022,30818000,25200,138,E413,2022,07
ARII,-7.89,-76.67,21,01 Jul 2022,29 Jul 2022,1411316700,7092400,2150,A121,2022,07
ARKA,0.0,-78.81,21,01 Jul 2022,29 Jul 2022,632970000,12659400,4302,C143,2022,07
ARMY,0.0,-84.28,21,01 Jul 2022,29 Jul 2022,0,0,0,H111,2022,07
ARNA,0.5,139.29,21,01 Jul 2022,29 Jul 2022,44829480000,45743800,14000,C121,2022,07
