Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-17.47,-17.12,20,03 Feb 2020,28 Feb 2020,130984590000,11711200,16702,,2020,02
ABBA,-34.21,-47.92,20,03 Feb 2020,28 Feb 2020,16715756100,257158100,25621,,2020,02
ABDA,2.57,0.0,20,03 Feb 2020,28 Feb 2020,2092500,300,2,,2020,02
ABMM,2.08,-35.02,20,03 Feb 2020,28 Feb 2020,7713000,5300,16,,2020,02
ACES,-11.92,1.68,20,03 Feb 2020,28 Feb 2020,518806905500,327014400,55726,,2020,02
ACST,-50.33,-70.93,20,03 Feb 2020,28 Feb 2020,3533923100,4827800,938,,2020,02
ADES,-14.95,-10.33,20,03 Feb 2020,28 Feb 2020,429199500,480100,250,,2020,02
ADHI,-26.7,-52.37,20,03 Feb 2020,28 Feb 2020,158415918500,173205300,30216,,2020,02
ADMF,-0.75,9.62,20,03 Feb 2020,28 Feb 2020,49062520000,4871800,2163,,2020,02
ADMG,-34.68,-64.01,20,03 Feb 2020,28 Feb 2020,2383352000,17974800,1548,,2020,02
ADRO,-5.71,-4.94,20,03 Feb 2020,28 Feb 2020,1065673915500,833007600,101405,,2020,02
AGAR,10.94,287.27,20,03 Feb 2020,28 Feb 2020,2668373600,6216800,648,,2020,02
AGII,-11.02,-22.79,20,03 Feb 2020,28 Feb 2020,581097000,1033700,616,,2020,02
AGRO,-27.45,-64.19,20,03 Feb 2020,28 Feb 2020,6482142700,45355800,8268,,2020,02
AGRS,-1.27,-34.87,20,03 Feb 2020,28 Feb 2020,124282600,822700,153,,2020,02
AHAP,-12.07,-40.0,20,03 Feb 2020,28 Feb 2020,217076300,4016300,625,,2020,02
AIMS,0.0,0.0,20,03 Feb 2020,28 Feb 2020,0,0,0,,2020,02
AISA,0.0,0.0,20,03 Feb 2020,28 Feb 2020,0,0,0,,2020,02
AKKU,0.0,0.0,20,03 Feb 2020,28 Feb 2020,10525000,210500,22,,2020,02
AKPI,8.24,-50.93,20,03 Feb 2020,28 Feb 2020,20785600,57700,52,,2020,02
AKRA,-19.94,-38.23,20,03 Feb 2020,28 Feb 2020,573801974000,183013600,35376,,2020,02
AKSI,-33.48,-25.38,20,03 Feb 2020,28 Feb 2020,527212900,1642600,351,,2020,02
ALDO,4.35,-28.36,20,03 Feb 2020,28 Feb 2020,252236200,557600,210,,2020,02
ALKA,-26.11,0.0,20,03 Feb 2020,28 Feb 2020,24832000,77600,116,,2020,02
ALMI,-42.86,-50.0,20,03 Feb 2020,28 Feb 2020,34133800,127600,105,,2020,02
ALTO,2.56,0.0,20,03 Feb 2020,28 Feb 2020,68032930000,172850500,133,,2020,02
AMAG,-1.32,-7.98,20,03 Feb 2020,28 Feb 2020,4869200,17800,39,,2020,02
AMAR,-50.0,24.14,20,03 Feb 2020,28 Feb 2020,3943709800,9992900,5198,,2020,02
AMFG,-9.91,-18.7,20,03 Feb 2020,28 Feb 2020,958790000,293400,112,,2020,02
AMIN,-9.36,-14.02,20,03 Feb 2020,28 Feb 2020,70544800,183800,100,,2020,02
AMOR,-15.93,19.47,20,03 Feb 2020,28 Feb 2020,22056826000,8869200,3193,,2020,02
AMRT,-3.12,-17.11,20,03 Feb 2020,28 Feb 2020,7088740000,8853300,565,,2020,02
ANDI,0.0,-97.5,20,03 Feb 2020,28 Feb 2020,114100000,2282000,230,,2020,02
ANJT,-16.76,-37.39,20,03 Feb 2020,28 Feb 2020,224479000,265500,50,,2020,02
ANTM,-20.14,-24.84,20,03 Feb 2020,28 Feb 2020,765722121000,1138955000,99213,,2020,02
APEX,-48.0,-92.26,20,03 Feb 2020,28 Feb 2020,155514000,761700,233,,2020,02
APIC,0.0,29.63,20,03 Feb 2020,28 Feb 2020,2686942000,3847100,676,,2020,02
APII,0.0,17.2,20,03 Feb 2020,28 Feb 2020,197941500,1087500,234,,2020,02
APLI,-17.75,65.48,20,03 Feb 2020,28 Feb 2020,114971000,734900,175,,2020,02
APLN,-9.72,-14.47,20,03 Feb 2020,28 Feb 2020,25979767900,175576700,10807,,2020,02
APOL,0.0,-13.79,20,03 Feb 2020,28 Feb 2020,0,0,0,,2020,02
ARGO,0.0,0.0,20,03 Feb 2020,28 Feb 2020,0,0,0,,2020,02
ARII,0.0,-18.33,20,03 Feb 2020,28 Feb 2020,52552000,71700,33,,2020,02
ARKA,-20.0,577.97,20,03 Feb 2020,28 Feb 2020,26865382000,13692300,8433,,2020,02
ARMY,0.0,-84.28,20,03 Feb 2020,28 Feb 2020,0,0,0,,2020,02
ARNA,-0.47,1.9,20,03 Feb 2020,28 Feb 2020,8598252600,19277200,962,,2020,02
ARTA,51.33,-65.34,20,03 Feb 2020,28 Feb 2020,13144000,36800,40,,2020,02
ARTI,0.0,0.0,20,03 Feb 2020,28 Feb 2020,1705000,34100,29,,2020,02
ARTO,-10.86,1639.13,20,03 Feb 2020,28 Feb 2020,765288000,222300,271,,2020,02
ASBI,-17.69,-3.2,20,03 Feb 2020,28 Feb 2020,7598800,29500,15,,2020,02
ASDM,0.0,-14.16,20,03 Feb 2020,28 Feb 2020,20540000,20600,33,,2020,02
ASGR,-4.21,-31.58,20,03 Feb 2020,28 Feb 2020,4042687000,4357900,876,,2020,02
ASII,-12.99,-32.83,20,03 Feb 2020,28 Feb 2020,4908101490000,804064700,117719,,2020,02
ASJT,-4.17,-68.06,20,03 Feb 2020,28 Feb 2020,606528800,5100700,811,,2020,02
ASMI,-7.41,78.57,20,03 Feb 2020,28 Feb 2020,2894667000,2226100,971,,2020,02
ASRI,-23.23,-51.28,20,03 Feb 2020,28 Feb 2020,24703959000,144017700,14485,,2020,02
ASRM,0.0,-14.04,20,03 Feb 2020,28 Feb 2020,1727500,900,5,,2020,02
ASSA,-14.04,34.62,20,03 Feb 2020,28 Feb 2020,66990340800,119766300,5023,,2020,02
