,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,-15.53,-32.14,246,03 Jan 2022,30 Dec 2022,6036912780000,576828200,528354,D232,2022,0
1,ABBA,-57.34,57.29,246,03 Jan 2022,30 Dec 2022,2531547525100,9440605600,878314,E614,2022,0
2,ABDA,14.53,-3.94,246,03 Jan 2022,30 Dec 2022,2512262500,385400,407,G412,2022,0
3,ABMM,130.99,44.49,246,03 Jan 2022,30 Dec 2022,3144477513000,1090551000,419044,C311,2022,0
4,ACES,-61.25,-66.71,246,03 Jan 2022,30 Dec 2022,9530222237500,13424430900,1413966,E743,2022,0
5,ACST,-25.24,-89.9,246,03 Jan 2022,30 Dec 2022,413944956900,2160894400,281756,J211,2022,0
6,ADES,118.09,679.89,246,03 Jan 2022,30 Dec 2022,285675837500,49147000,54865,D212,2022,0
7,ADHI,-45.92,-69.46,246,03 Jan 2022,30 Dec 2022,2988555192500,4307070900,606077,J211,2022,0
8,ADMF,16.88,-1.1,246,03 Jan 2022,30 Dec 2022,312958340000,37794600,48784,G211,2022,0
9,ADMG,-25.25,-51.91,246,03 Jan 2022,30 Dec 2022,51887185500,286998800,59177,B111,2022,0
10,ADMR,1595.0,1595.0,246,03 Jan 2022,30 Dec 2022,62026541548500,33955835800,4492190,A121,2022,0
11,ADRO,71.11,216.87,246,03 Jan 2022,30 Dec 2022,91753386246000,29374469500,3759187,A121,2022,0
12,AGAR,-24.46,152.73,246,03 Jan 2022,30 Dec 2022,985649600,2951300,6304,D231,2022,0
13,AGII,28.05,185.29,246,03 Jan 2022,30 Dec 2022,3549412818000,1794045800,606583,B111,2022,0
14,AGRO,-77.68,30.32,246,03 Jan 2022,30 Dec 2022,8238593744700,8452164000,1295514,G111,2022,0
15,AGRS,-45.78,-62.18,246,03 Jan 2022,30 Dec 2022,746675160300,5595200500,408857,G111,2022,0
16,AHAP,4.05,-9.41,246,03 Jan 2022,30 Dec 2022,719331613700,6812152500,537123,G412,2022,0
17,AIMS,-48.76,14.44,246,03 Jan 2022,30 Dec 2022,23853476000,66189300,24889,A121,2022,0
18,AISA,-25.52,-14.88,246,03 Jan 2022,30 Dec 2022,752434899700,4220001800,483997,D222,2022,0
19,AKKU,0.0,0.0,246,03 Jan 2022,30 Dec 2022,18057144200,361095200,79379,E512,2022,0
20,AKPI,7.96,62.67,246,03 Jan 2022,30 Dec 2022,25004663500,17419100,19187,B113,2022,0
21,AKRA,-65.94,-67.37,246,03 Jan 2022,30 Dec 2022,14486441019500,12647817300,1386100,A112,2022,0
22,AKSI,-67.23,-26.4,246,03 Jan 2022,30 Dec 2022,66743528800,187481500,58203,K211,2022,0
23,ALDO,-19.5,20.15,246,03 Jan 2022,30 Dec 2022,1123293608000,998167300,204000,B131,2022,0
24,ALKA,3.91,-11.33,246,03 Jan 2022,30 Dec 2022,9722607600,29970800,18753,B141,2022,0
25,ALMI,-9.33,-32.0,246,03 Jan 2022,30 Dec 2022,9574810200,26622200,16736,B141,2022,0
26,ALTO,-82.14,-87.5,246,03 Jan 2022,30 Dec 2022,13907313200,172379500,22006,D212,2022,0
27,AMAG,7.14,10.43,246,03 Jan 2022,30 Dec 2022,15698003800,39813800,19514,G412,2022,0
28,AMAN,34.29,540.91,246,03 Jan 2022,30 Dec 2022,70795078100,121370700,14484,H111,2022,0
29,AMAR,-40.21,33.33,246,03 Jan 2022,30 Dec 2022,4798488020000,11344038600,1964189,G111,2022,0
30,AMFG,25.0,50.41,246,03 Jan 2022,30 Dec 2022,353853902500,60558900,44634,C121,2022,0
31,AMIN,-44.74,-75.47,246,03 Jan 2022,30 Dec 2022,15176450000,102572000,37871,C143,2022,0
32,AMOR,-28.61,-29.74,246,03 Jan 2022,30 Dec 2022,86318379500,48554000,40452,G311,2022,0
33,AMRT,118.11,183.42,246,03 Jan 2022,30 Dec 2022,25958956975500,13470089000,1790018,D113,2022,0
34,ANDI,0.0,-97.5,246,03 Jan 2022,30 Dec 2022,835190000,16703800,3187,D232,2022,0
35,ANJT,-32.83,-42.17,246,03 Jan 2022,30 Dec 2022,307499579500,363461000,97383,D232,2022,0
36,ANTM,-11.78,159.48,246,03 Jan 2022,30 Dec 2022,70939780867500,32094937300,4914718,B146,2022,0
37,APEX,-80.0,-89.88,246,03 Jan 2022,30 Dec 2022,82939532400,181323100,81163,A131,2022,0
38,APIC,1.35,109.26,246,03 Jan 2022,30 Dec 2022,3606695432500,3258294200,188234,G511,2022,0
39,APII,-10.45,5.91,246,03 Jan 2022,30 Dec 2022,186356518400,827447700,336037,C143,2022,0
40,APLI,35.92,233.33,246,03 Jan 2022,30 Dec 2022,9193859000,39560200,11772,B113,2022,0
41,APLN,26.23,1.32,246,03 Jan 2022,30 Dec 2022,1231686011300,8509923400,530842,H111,2022,0
42,ARCI,-41.24,-55.73,246,03 Jan 2022,30 Dec 2022,623171254400,1384654000,153961,B143,2022,0
43,ARGO,-25.3,48.48,246,03 Jan 2022,30 Dec 2022,598829000,437300,1613,E413,2022,0
44,ARII,18.4,-67.11,246,03 Jan 2022,30 Dec 2022,169072868200,443049400,86877,A121,2022,0
45,ARKA,-7.41,-78.81,246,03 Jan 2022,30 Dec 2022,102524801600,1804686100,102966,C143,2022,0
46,ARMY,0.0,-84.28,246,03 Jan 2022,30 Dec 2022,0,0,0,H111,2022,0
