,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,-4.09,-15.64,23,01 Jul 2019,31 Jul 2019,193600332500,18753400,18698,,2019,07
1,ABBA,-11.43,61.46,23,01 Jul 2019,31 Jul 2019,189145529800,1142462600,74769,,2019,07
2,ABDA,0.0,0.36,23,01 Jul 2019,31 Jul 2019,0,0,0,,2019,07
3,ABMM,-7.75,-18.72,23,01 Jul 2019,31 Jul 2019,98361500,54900,50,,2019,07
4,ACES,1.38,23.15,23,01 Jul 2019,31 Jul 2019,371482433500,204181600,63610,,2019,07
5,ACST,-5.04,-15.11,23,01 Jul 2019,31 Jul 2019,3897211500,2745200,1256,,2019,07
6,ADES,4.13,23.37,23,01 Jul 2019,31 Jul 2019,2021876000,1771400,1360,,2019,07
7,ADHI,-11.87,-6.31,23,01 Jul 2019,31 Jul 2019,351839244000,223371300,43865,,2019,07
8,ADMF,7.11,15.93,23,01 Jul 2019,31 Jul 2019,46260055000,4576200,1566,,2019,07
9,ADMG,-0.8,-21.02,23,01 Jul 2019,31 Jul 2019,17274751600,63753200,8515,,2019,07
10,ADRO,-6.62,4.53,23,01 Jul 2019,31 Jul 2019,1154519479500,858853000,101716,,2019,07
11,AGII,11.67,-1.47,23,01 Jul 2019,31 Jul 2019,27273023000,44113400,3348,,2019,07
12,AGRO,-4.11,-9.68,23,01 Jul 2019,31 Jul 2019,27868661000,90862000,10956,,2019,07
13,AGRS,-13.33,9.24,23,01 Jul 2019,31 Jul 2019,127779400,447200,312,,2019,07
14,AHAP,-5.08,-34.12,23,01 Jul 2019,31 Jul 2019,233352300,3834200,823,,2019,07
15,AIMS,0.0,0.0,23,01 Jul 2019,31 Jul 2019,0,0,0,,2019,07
16,AISA,0.0,0.0,23,01 Jul 2019,31 Jul 2019,0,0,0,,2019,07
17,AKKU,0.0,0.0,23,01 Jul 2019,31 Jul 2019,31390000,627800,86,,2019,07
18,AKPI,-1.36,-42.13,23,01 Jul 2019,31 Jul 2019,210424800,493900,258,,2019,07
19,AKRA,-2.2,-6.76,23,01 Jul 2019,31 Jul 2019,791322375000,189264700,60030,,2019,07
20,AKSI,22.14,-13.2,23,01 Jul 2019,31 Jul 2019,43364800,138100,234,,2019,07
21,ALDO,8.7,-40.3,23,01 Jul 2019,31 Jul 2019,761786400,2171100,660,,2019,07
22,ALKA,15.79,46.67,23,01 Jul 2019,31 Jul 2019,35970000,89500,175,,2019,07
23,ALMI,5.21,26.25,23,01 Jul 2019,31 Jul 2019,177526600,360600,140,,2019,07
24,ALTO,-1.54,-4.0,23,01 Jul 2019,31 Jul 2019,1833603600,4742900,42,,2019,07
25,AMAG,-2.53,-5.52,23,01 Jul 2019,31 Jul 2019,2696400,8800,24,,2019,07
26,AMFG,3.41,43.63,23,01 Jul 2019,31 Jul 2019,891507500,169500,102,,2019,07
