,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,15.68,-17.34,22,01 Sep 2021,30 Sep 2021,372866397500,41247900,33782,D232,2021,09
1,ABBA,-18.94,457.29,22,01 Sep 2021,30 Sep 2021,295006346500,501331800,56426,E614,2021,09
2,ABDA,0.0,-0.36,22,01 Sep 2021,30 Sep 2021,4170000,600,4,G412,2021,09
3,ABMM,-11.44,-47.14,22,01 Sep 2021,30 Sep 2021,68290494000,56117800,7987,C311,2021,09
4,ACES,-8.63,-14.77,22,01 Sep 2021,30 Sep 2021,340648417500,256999800,61841,E743,2021,09
5,ACST,-0.78,-83.67,22,01 Sep 2021,30 Sep 2021,152953157600,599403500,55362,J211,2021,09
6,ADES,-15.72,191.3,22,01 Sep 2021,30 Sep 2021,30627021000,10821200,4809,D212,2021,09
7,ADHI,31.29,-39.12,22,01 Sep 2021,30 Sep 2021,732722279500,848245700,120284,J211,2021,09
8,ADMF,0.65,-15.38,22,01 Sep 2021,30 Sep 2021,14450920000,1881200,2762,G211,2021,09
9,ADMG,0.94,-31.85,22,01 Sep 2021,30 Sep 2021,27175137000,123010900,17286,B111,2021,09
10,ADRO,39.68,44.86,22,01 Sep 2021,30 Sep 2021,4412927578500,2920808500,282010,A121,2021,09
11,AGAR,-3.72,229.09,22,01 Sep 2021,30 Sep 2021,87019400,239400,352,D231,2021,09
12,AGII,21.67,135.29,22,01 Sep 2021,30 Sep 2021,265352487000,193937800,58065,B111,2021,09
13,AGRO,-4.68,622.58,22,01 Sep 2021,30 Sep 2021,4316893714000,1846152300,316401,G111,2021,09
14,AGRS,-23.7,-13.45,22,01 Sep 2021,30 Sep 2021,107968330000,439670900,43913,G111,2021,09
15,AHAP,18.64,-17.65,22,01 Sep 2021,30 Sep 2021,27806883600,402292300,40028,G412,2021,09
16,AIMS,-8.62,76.67,22,01 Sep 2021,30 Sep 2021,908384600,2673300,2376,A121,2021,09
17,AISA,-0.98,20.24,22,01 Sep 2021,30 Sep 2021,51237296100,245450200,19039,D222,2021,09
18,AKKU,0.0,0.0,22,01 Sep 2021,30 Sep 2021,223120200,4462400,993,E512,2021,09
19,AKPI,-5.6,-21.33,22,01 Sep 2021,30 Sep 2021,211494000,356300,334,B113,2021,09
20,AKRA,12.08,1.63,22,01 Sep 2021,30 Sep 2021,612575024000,154500800,56443,A112,2021,09
21,AKSI,-4.72,2.54,22,01 Sep 2021,30 Sep 2021,115711000,269800,474,K211,2021,09
22,ALDO,5.37,17.16,22,01 Sep 2021,30 Sep 2021,125836701500,168905500,24536,B131,2021,09
23,ALKA,8.11,-20.0,22,01 Sep 2021,30 Sep 2021,370546000,1413700,939,B141,2021,09
24,ALMI,-3.25,-40.5,22,01 Sep 2021,30 Sep 2021,142697400,568300,527,B141,2021,09
25,ALTO,-1.23,-19.5,22,01 Sep 2021,30 Sep 2021,84661400,270800,269,D212,2021,09
26,AMAG,8.5,1.84,22,01 Sep 2021,30 Sep 2021,2481330000,7383600,2308,G412,2021,09
27,AMAN,-0.88,307.27,22,01 Sep 2021,30 Sep 2021,17231647600,38419700,2820,H111,2021,09
28,AMAR,-9.27,57.47,22,01 Sep 2021,30 Sep 2021,23657820600,77745500,10038,G111,2021,09
29,AMFG,-1.79,4.34,22,01 Sep 2021,30 Sep 2021,2611653000,673700,206,C121,2021,09
30,AMIN,-2.59,-56.07,22,01 Sep 2021,30 Sep 2021,94600800,498000,568,C143,2021,09
31,AMOR,-0.27,93.16,22,01 Sep 2021,30 Sep 2021,101285643000,26744300,39673,G311,2021,09
32,AMRT,2.22,47.59,22,01 Sep 2021,30 Sep 2021,372722931500,271661700,43161,D113,2021,09
33,ANDI,0.0,-97.5,22,01 Sep 2021,30 Sep 2021,34563928700,637753500,20307,D232,2021,09
34,ANJT,3.52,-36.09,22,01 Sep 2021,30 Sep 2021,338921000,482800,348,D232,2021,09
35,ANTM,-4.18,199.35,22,01 Sep 2021,30 Sep 2021,5821854037000,2415245300,351667,B146,2021,09
36,APEX,1.89,-67.86,22,01 Sep 2021,30 Sep 2021,522229500,953000,1340,A131,2021,09
37,APIC,-1.72,58.33,22,01 Sep 2021,30 Sep 2021,169117214500,197427800,31502,G511,2021,09
38,APII,1.67,-1.61,22,01 Sep 2021,30 Sep 2021,2069854000,11171000,1431,C143,2021,09
39,APLI,-0.95,147.62,22,01 Sep 2021,30 Sep 2021,335304800,1626600,263,B113,2021,09
40,APLN,6.5,-13.82,22,01 Sep 2021,30 Sep 2021,63425987500,485281700,28038,H111,2021,09
41,ARCI,-8.13,-24.67,22,01 Sep 2021,30 Sep 2021,184581129500,321138800,12374,B143,2021,09
42,ARGO,-7.1,106.06,22,01 Sep 2021,30 Sep 2021,270075000,153300,301,E413,2021,09
43,ARII,20.0,-61.33,22,01 Sep 2021,30 Sep 2021,1304685800,4110700,1842,A121,2021,09
44,ARKA,66.0,-64.83,22,01 Sep 2021,30 Sep 2021,372461213800,3983451200,209690,C143,2021,09
45,ARMY,0.0,-84.28,22,01 Sep 2021,30 Sep 2021,0,0,0,H111,2021,09
46,ARNA,-3.29,75.0,22,01 Sep 2021,30 Sep 2021,38835563500,52561800,13343,C121,2021,09
47,ARTA,39.35,14.89,22,01 Sep 2021,30 Sep 2021,10252209000,7120300,3591,E512,2021,09
48,ARTI,0.0,0.0,22,01 Sep 2021,30 Sep 2021,102130000,2042600,237,A132,2021,09
49,ARTO,-0.49,8106.52,22,01 Sep 2021,30 Sep 2021,8359760415000,550576600,391051,G111,2021,09
50,ASBI,0.74,8.8,22,01 Sep 2021,30 Sep 2021,136944200,498800,472,G412,2021,09
51,ASDM,1.7,-23.18,22,01 Sep 2021,30 Sep 2021,503549000,569200,761,G412,2021,09
52,ASGR,10.29,-43.61,22,01 Sep 2021,30 Sep 2021,19320106000,27047300,4857,C224,2021,09
53,ASII,5.26,-33.13,22,01 Sep 2021,30 Sep 2021,3955507997500,743619400,161868,C311,2021,09
54,ASJT,16.15,-58.06,22,01 Sep 2021,30 Sep 2021,32439131500,207367200,23945,G412,2021,09
55,ASMI,128.57,-54.29,22,01 Sep 2021,30 Sep 2021,24531541700,85334600,20664,G412,2021,09
56,ASPI,42.0,-32.38,22,01 Sep 2021,30 Sep 2021,72414889300,957375000,63923,H111,2021,09
57,ASRI,4.32,-45.83,22,01 Sep 2021,30 Sep 2021,228546469700,1303567900,77386,H111,2021,09
58,ASRM,19.16,-21.91,22,01 Sep 2021,30 Sep 2021,212351000,126200,167,G412,2021,09
59,ASSA,29.92,842.31,22,01 Sep 2021,30 Sep 2021,1158749684000,378569200,92641,K132,2021,09
60,ATAP,0.0,2.0,22,01 Sep 2021,30 Sep 2021,369952700,3623900,1312,H111,2021,09
61,ATIC,-17.28,-25.56,22,01 Sep 2021,30 Sep 2021,7813410500,10633300,5299,I121,2021,09
62,AUTO,-0.97,-30.61,22,01 Sep 2021,30 Sep 2021,41784376000,40988100,10126,E111,2021,09
63,AYLS,230.56,138.0,22,01 Sep 2021,30 Sep 2021,734337669100,4519317500,361249,B121,2021,09
64,BABP,-40.09,432.0,22,01 Sep 2021,30 Sep 2021,2501584157600,7409407200,551388,G111,2021,09
65,BACA,-29.26,8.0,22,01 Sep 2021,30 Sep 2021,964321594800,2415648500,189626,G111,2021,09
66,BAJA,-5.47,236.28,22,01 Sep 2021,30 Sep 2021,13887814000,36581200,9829,B144,2021,09
67,BALI,1.32,-50.64,22,01 Sep 2021,30 Sep 2021,18197488500,24424200,5503,J321,2021,09
68,BANK,-11.94,2764.08,22,01 Sep 2021,30 Sep 2021,1937893242000,621480900,117517,G111,2021,09
69,BAPA,11.32,-45.87,22,01 Sep 2021,30 Sep 2021,89856185300,1364138600,73389,H111,2021,09
70,BAPI,0.0,-66.67,22,01 Sep 2021,30 Sep 2021,583395000,11667900,1055,H111,2021,09
71,BATA,2.19,16.67,22,01 Sep 2021,30 Sep 2021,110212000,157600,148,E412,2021,09
72,BAYU,-8.18,-47.8,22,01 Sep 2021,30 Sep 2021,30139000,29900,83,E513,2021,09
73,BBCA,6.87,34.62,22,01 Sep 2021,30 Sep 2021,9619535505000,293171200,190460,G111,2021,09
74,BBHI,66.67,2092.98,22,01 Sep 2021,30 Sep 2021,1008885407000,289977500,123350,G111,2021,09
75,BBKP,-11.81,53.68,22,01 Sep 2021,30 Sep 2021,2232994900300,4903325100,253690,G111,2021,09
76,BBLD,-4.65,-13.14,22,01 Sep 2021,30 Sep 2021,145178800,350300,127,G211,2021,09
77,BBMD,2.37,40.94,22,01 Sep 2021,30 Sep 2021,1309283000,692000,644,G111,2021,09
78,BBNI,-0.46,-38.92,22,01 Sep 2021,30 Sep 2021,2220267817500,422104300,115912,G111,2021,09
79,BBRI,-2.04,5.19,22,01 Sep 2021,30 Sep 2021,22324097955000,6012258100,621053,G111,2021,09
80,BBRM,0.0,0.0,22,01 Sep 2021,30 Sep 2021,2327620400,44752400,2189,A122,2021,09
81,BBSI,5.8,1134.38,22,01 Sep 2021,30 Sep 2021,5968395000,1020500,1910,G111,2021,09
