,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
37,APIC,-6.74,53.7,21,02 Nov 2020,30 Nov 2020,190183449500,219828700,35226,89--,2020,11
38,APII,2.58,-14.52,21,02 Nov 2020,30 Nov 2020,181177300,1170600,231,91--,2020,11
39,APLI,12.8,67.86,21,02 Nov 2020,30 Nov 2020,304602700,2430100,588,35--,2020,11
40,APLN,52.25,11.18,21,02 Nov 2020,30 Nov 2020,769624393000,4882593500,138946,61--,2020,11
41,ARGO,22.09,141.21,21,02 Nov 2020,30 Nov 2020,271804500,143100,262,43--,2020,11
42,ARII,3.59,-48.67,21,02 Nov 2020,30 Nov 2020,305997500,647900,390,21--,2020,11
43,ARKA,0.0,-69.49,21,02 Nov 2020,30 Nov 2020,9086008700,125041100,19708,41--,2020,11
44,ARMY,0.0,-84.28,21,02 Nov 2020,30 Nov 2020,0,0,0,61--,2020,11
45,ARNA,7.43,27.38,21,02 Nov 2020,30 Nov 2020,57125052300,110647800,7110,32--,2020,11
46,ARTA,5.15,-78.17,21,02 Nov 2020,30 Nov 2020,7080800,24000,64,94--,2020,11
47,ARTI,0.0,0.0,21,02 Nov 2020,30 Nov 2020,44405000,888100,143,22--,2020,11
48,ARTO,1.4,1470.65,21,02 Nov 2020,30 Nov 2020,12704203000,4341000,1333,81--,2020,11
49,ASBI,-4.29,24.8,21,02 Nov 2020,30 Nov 2020,41344200,131800,100,84--,2020,11
50,ASDM,0.56,-22.75,21,02 Nov 2020,30 Nov 2020,55281500,61100,97,84--,2020,11
51,ASGR,13.04,-41.35,21,02 Nov 2020,30 Nov 2020,24464391500,33844400,6297,97--,2020,11
52,ASII,-2.3,-35.56,21,02 Nov 2020,30 Nov 2020,7544074335000,1341964300,273527,42--,2020,11
53,ASJT,-1.63,-66.39,21,02 Nov 2020,30 Nov 2020,90382500,759300,353,84--,2020,11
54,ASMI,-0.47,52.86,21,02 Nov 2020,30 Nov 2020,338085500,314400,371,84--,2020,11
55,ASPI,1.09,-11.43,21,02 Nov 2020,30 Nov 2020,4648537100,49838300,3308,61--,2020,11
56,ASRI,52.26,-24.36,21,02 Nov 2020,30 Nov 2020,1637639777700,7933067300,261339,61--,2020,11
57,ASRM,-0.59,-28.09,21,02 Nov 2020,30 Nov 2020,130129500,75600,139,84--,2020,11
58,ASSA,1.98,41.48,21,02 Nov 2020,30 Nov 2020,125147434800,237127900,20933,74--,2020,11
59,ATIC,4.88,-28.33,21,02 Nov 2020,30 Nov 2020,52592000,83900,187,97--,2020,11
60,AUTO,36.42,-19.73,21,02 Nov 2020,30 Nov 2020,41326399000,40061500,9877,42--,2020,11
61,AYLS,0.0,-50.0,21,02 Nov 2020,30 Nov 2020,865016500,17269000,828,91--,2020,11
62,BABP,0.0,0.0,21,02 Nov 2020,30 Nov 2020,68175027400,1198236400,23053,81--,2020,11
63,BACA,-0.5,32.0,21,02 Nov 2020,30 Nov 2020,255946600,647400,128,81--,2020,11
64,BAJA,32.61,7.96,21,02 Nov 2020,30 Nov 2020,33622369200,296485300,30122,33--,2020,11
65,BALI,-8.63,-42.31,21,02 Nov 2020,30 Nov 2020,1017929500,1093400,636,75--,2020,11
66,BAPA,0.0,-54.13,21,02 Nov 2020,30 Nov 2020,8090000,161800,32,61--,2020,11
67,BAPI,0.0,-66.67,21,02 Nov 2020,30 Nov 2020,106800000,2136000,370,61--,2020,11
68,BATA,-1.56,5.0,21,02 Nov 2020,30 Nov 2020,114454500,186000,199,44--,2020,11
69,BAYU,-9.48,-45.74,21,02 Nov 2020,30 Nov 2020,12386000,11600,33,94--,2020,11
70,BBCA,7.17,19.33,21,02 Nov 2020,30 Nov 2020,16003941492500,505934400,359261,81--,2020,11
71,BBHI,55.13,41.52,21,02 Nov 2020,30 Nov 2020,38434957600,135786900,15541,81--,2020,11
72,BBKP,10.57,0.0,21,02 Nov 2020,30 Nov 2020,1183262989800,4436644700,151260,81--,2020,11
73,BBLD,19.46,-24.58,21,02 Nov 2020,30 Nov 2020,521878000,1441300,102,82--,2020,11
74,BBMD,-1.58,13.04,21,02 Nov 2020,30 Nov 2020,6287000,4000,17,81--,2020,11
75,BBNI,26.58,-31.82,21,02 Nov 2020,30 Nov 2020,9379730741000,1697437600,445693,81--,2020,11
76,BBRI,21.73,11.75,21,02 Nov 2020,30 Nov 2020,19082647019000,4865113600,668180,81--,2020,11
77,BBRM,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,74--,2020,11
78,BBSI,3.33,61.46,21,02 Nov 2020,30 Nov 2020,2175943000,2882500,763,81--,2020,11
79,BBSS,-10.08,-10.83,21,02 Nov 2020,30 Nov 2020,2433035900,20729300,5317,61--,2020,11
80,BBTN,18.35,-35.24,21,02 Nov 2020,30 Nov 2020,2255546349500,1415141600,160486,81--,2020,11
81,BBYB,-16.39,7.75,21,02 Nov 2020,30 Nov 2020,214485800,663300,386,81--,2020,11
82,BCAP,10.43,-15.89,21,02 Nov 2020,30 Nov 2020,2256066300,18979900,1962,89--,2020,11
83,BCIC,0.0,55.56,21,02 Nov 2020,30 Nov 2020,0,0,0,81--,2020,11
84,BCIP,26.0,-29.21,21,02 Nov 2020,30 Nov 2020,13980395800,224790900,5922,61--,2020,11
85,BDMN,28.86,-58.29,21,02 Nov 2020,30 Nov 2020,359099105000,124827600,35874,81--,2020,11
86,BEEF,8.39,-54.41,21,02 Nov 2020,30 Nov 2020,29489283300,196418300,16227,13--,2020,11
87,BEKS,0.0,0.0,21,02 Nov 2020,30 Nov 2020,1501160000,30023200,778,81--,2020,11
88,BELL,5.23,-32.92,21,02 Nov 2020,30 Nov 2020,15157774900,94945000,7222,43--,2020,11
89,BESS,20.79,132.38,21,02 Nov 2020,30 Nov 2020,392958100,1891100,1032,74--,2020,11
90,BEST,0.55,-12.5,21,02 Nov 2020,30 Nov 2020,1184159088200,6421251100,169744,61--,2020,11
91,BFIN,-0.52,-42.56,21,02 Nov 2020,30 Nov 2020,249241562200,615621900,43338,82--,2020,11
92,BGTG,30.0,-20.73,21,02 Nov 2020,30 Nov 2020,96498022300,1412741700,45906,81--,2020,11
93,BHAT,13.56,550.49,21,02 Nov 2020,30 Nov 2020,1658600396000,2663290400,61433,84--,2020,11
94,BHIT,38.0,18.97,21,02 Nov 2020,30 Nov 2020,224957222400,3126933800,288081,98--,2020,11
95,BIKA,10.96,-37.69,21,02 Nov 2020,30 Nov 2020,27676200,176000,240,61--,2020,11
96,BIMA,0.0,-10.71,21,02 Nov 2020,30 Nov 2020,28918500,578300,82,44--,2020,11
97,BINA,1.42,6.72,21,02 Nov 2020,30 Nov 2020,32718678500,47173100,1056,81--,2020,11
98,BIPI,0.0,0.0,21,02 Nov 2020,30 Nov 2020,105063778700,2017305400,32486,22--,2020,11
99,BIPP,-1.92,-42.05,21,02 Nov 2020,30 Nov 2020,1188172300,22743700,1535,61--,2020,11
100,BIRD,38.55,-59.93,21,02 Nov 2020,30 Nov 2020,126901442000,114662700,19199,74--,2020,11
101,BISI,13.33,-39.1,21,02 Nov 2020,30 Nov 2020,10193259000,10745400,2758,11--,2020,11
102,BJBR,22.12,-35.37,21,02 Nov 2020,30 Nov 2020,467631788000,366801300,65062,81--,2020,11
103,BJTM,9.48,-7.97,21,02 Nov 2020,30 Nov 2020,306951846500,495001400,88417,81--,2020,11
104,BKDP,3.92,-13.11,21,02 Nov 2020,30 Nov 2020,48206600,937700,315,61--,2020,11
105,BKSL,0.0,-54.13,21,02 Nov 2020,30 Nov 2020,389605907400,7063945600,67330,61--,2020,11
106,BKSW,-8.8,-37.36,21,02 Nov 2020,30 Nov 2020,497843100,4259100,708,81--,2020,11
107,BLTA,0.0,-74.49,21,02 Nov 2020,30 Nov 2020,28895000,577900,87,74--,2020,11
108,BLTZ,0.0,-33.62,21,02 Nov 2020,30 Nov 2020,3744000,1200,9,95--,2020,11
109,BLUE,8.53,438.46,21,02 Nov 2020,30 Nov 2020,2357000000,3431900,2377,91--,2020,11
110,BMAS,5.8,-20.65,21,02 Nov 2020,30 Nov 2020,133099200,446500,300,81--,2020,11
111,BMRI,9.52,-14.24,21,02 Nov 2020,30 Nov 2020,9867305400000,1576612600,276546,81--,2020,11
112,BMSR,18.97,-59.41,21,02 Nov 2020,30 Nov 2020,3214695200,46054000,2996,91--,2020,11
113,BMTR,16.52,10.74,21,02 Nov 2020,30 Nov 2020,934105955400,3621292800,135754,98--,2020,11
114,BNBA,7.91,37.41,21,02 Nov 2020,30 Nov 2020,1579263200,4284600,701,81--,2020,11
115,BNBR,0.0,0.0,21,02 Nov 2020,30 Nov 2020,230480000,4609600,627,98--,2020,11
116,BNGA,9.21,-9.29,21,02 Nov 2020,30 Nov 2020,110568357000,133784500,18818,81--,2020,11
117,BNII,2.68,11.65,21,02 Nov 2020,30 Nov 2020,41259264200,173689300,15014,81--,2020,11
118,BNLI,16.59,282.4,21,02 Nov 2020,30 Nov 2020,71826602000,32368300,14854,81--,2020,11
119,BOGA,-1.82,94.24,21,02 Nov 2020,30 Nov 2020,3259243774500,2393948400,89905,91--,2020,11
120,BOLA,-3.82,-13.71,21,02 Nov 2020,30 Nov 2020,321185700,2158500,1116,99--,2020,11
121,BOLT,8.73,-29.38,21,02 Nov 2020,30 Nov 2020,15419500,23300,91,42--,2020,11
122,BOSS,50.93,-93.21,21,02 Nov 2020,30 Nov 2020,49193098200,375516900,30559,21--,2020,11
123,BPFI,0.0,76.92,21,02 Nov 2020,30 Nov 2020,230000,200,1,82--,2020,11
124,BPII,0.0,53.85,21,02 Nov 2020,30 Nov 2020,0,0,0,89--,2020,11
125,BPTR,-11.63,-11.63,21,02 Nov 2020,30 Nov 2020,84004900,1044400,476,74--,2020,11
126,BRAM,-19.09,-27.05,21,02 Nov 2020,30 Nov 2020,162304500,32900,98,42--,2020,11
127,BRIS,15.79,172.38,21,02 Nov 2020,30 Nov 2020,4651447145000,3498957600,426055,81--,2020,11
128,BRMS,17.65,20.0,21,02 Nov 2020,30 Nov 2020,240097302400,3858717600,33927,23--,2020,11
129,BRNA,6.13,-6.25,21,02 Nov 2020,30 Nov 2020,309761000,279000,80,35--,2020,11
130,BRPT,16.67,-56.07,21,02 Nov 2020,30 Nov 2020,2167587734000,2170738700,176931,34--,2020,11
131,BSDE,17.98,-16.33,21,02 Nov 2020,30 Nov 2020,1015511991000,996469700,93031,61--,2020,11
132,BSIM,-0.82,-12.0,21,02 Nov 2020,30 Nov 2020,852377000,1786700,551,81--,2020,11
133,BSSR,21.9,-28.63,21,02 Nov 2020,30 Nov 2020,1172794500,772200,852,21--,2020,11
134,BSWD,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,81--,2020,11
135,BTEK,0.0,-66.67,21,02 Nov 2020,30 Nov 2020,24280000,485600,66,51--,2020,11
136,BTEL,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,73--,2020,11
137,BTON,8.65,-1.74,21,02 Nov 2020,30 Nov 2020,548240700,2473100,622,33--,2020,11
138,BTPN,14.04,-24.42,21,02 Nov 2020,30 Nov 2020,9697620000,3966100,2832,81--,2020,11
139,BTPS,11.62,130.08,21,02 Nov 2020,30 Nov 2020,737255121000,177291100,85315,81--,2020,11
140,BUDI,2.04,4.17,21,02 Nov 2020,30 Nov 2020,2779170800,28041300,4293,51--,2020,11
141,BUKK,27.14,-53.16,21,02 Nov 2020,30 Nov 2020,1034147500,1283400,735,75--,2020,11
142,BULL,-6.02,166.67,21,02 Nov 2020,30 Nov 2020,1515871603600,4650781600,89730,74--,2020,11
143,BUMI,34.0,-34.95,21,02 Nov 2020,30 Nov 2020,876375746100,13333180800,123481,21--,2020,11
144,BUVA,15.38,-70.87,21,02 Nov 2020,30 Nov 2020,111814000,1983800,401,94--,2020,11
145,BVIC,5.0,-44.74,21,02 Nov 2020,30 Nov 2020,8295278500,78984000,7444,81--,2020,11
146,BWPT,30.21,-23.78,21,02 Nov 2020,30 Nov 2020,417465777600,3645195400,86766,12--,2020,11
147,BYAN,24.5,-22.01,21,02 Nov 2020,30 Nov 2020,678550000,48300,107,21--,2020,11
148,CAKK,6.0,-43.62,21,02 Nov 2020,30 Nov 2020,6997155200,128721800,8034,32--,2020,11
149,CAMP,0.0,-25.43,21,02 Nov 2020,30 Nov 2020,6226169600,23829500,5066,51--,2020,11
150,CANI,-7.02,-59.85,21,02 Nov 2020,30 Nov 2020,10543000,97700,154,74--,2020,11
151,CARE,13.77,268.93,21,02 Nov 2020,30 Nov 2020,1845522507400,4857082100,62621,96--,2020,11
152,CARS,0.0,-98.21,21,02 Nov 2020,30 Nov 2020,8712755600,173982800,1556,91--,2020,11
153,CASA,0.52,25.16,21,02 Nov 2020,30 Nov 2020,76707156600,195679000,1542,89--,2020,11
154,CASH,-14.43,40.57,21,02 Nov 2020,30 Nov 2020,16187288100,31264300,3174,97--,2020,11
155,CASS,3.96,-70.42,21,02 Nov 2020,30 Nov 2020,12141805600,58264100,5107,72--,2020,11
156,CBMF,76.83,262.5,21,02 Nov 2020,30 Nov 2020,19571433700,38267000,3647,55--,2020,11
157,CCSI,6.14,-3.2,21,02 Nov 2020,30 Nov 2020,3391780400,14360000,2101,45--,2020,11
158,CEKA,2.3,29.45,21,02 Nov 2020,30 Nov 2020,5966136000,3355100,2094,51--,2020,11
159,CENT,2.33,53.49,21,02 Nov 2020,30 Nov 2020,15596653300,117295200,7191,75--,2020,11
160,CFIN,8.51,-35.03,21,02 Nov 2020,30 Nov 2020,11390306900,57711400,3758,82--,2020,11
161,CINT,1.74,-17.61,21,02 Nov 2020,30 Nov 2020,37601400,160100,113,55--,2020,11
162,CITA,-4.62,23.37,21,02 Nov 2020,30 Nov 2020,610680000,269200,452,23--,2020,11
163,CITY,-9.62,-76.38,21,02 Nov 2020,30 Nov 2020,17552000,186200,221,61--,2020,11
164,CLAY,-8.89,838.89,21,02 Nov 2020,30 Nov 2020,122499500,77700,182,94--,2020,11
165,CLEO,1.68,70.42,21,02 Nov 2020,30 Nov 2020,92551957500,187213000,28693,51--,2020,11
166,CLPI,7.46,12.5,21,02 Nov 2020,30 Nov 2020,1903472500,2664000,1231,91--,2020,11
167,CMNP,22.33,-1.56,21,02 Nov 2020,30 Nov 2020,71838532000,67545500,13456,72--,2020,11
168,CMPP,0.0,-11.54,21,02 Nov 2020,30 Nov 2020,0,0,0,74--,2020,11
169,CNKO,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,91--,2020,11
170,CNTB,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,43--,2020,11
171,CNTX,1.8,-52.12,21,02 Nov 2020,30 Nov 2020,30238800,138300,67,43--,2020,11
172,COCO,0.0,367.17,21,02 Nov 2020,30 Nov 2020,859803500,953700,146,51--,2020,11
173,COWL,0.0,-88.04,21,02 Nov 2020,30 Nov 2020,0,0,0,61--,2020,11
174,CPIN,3.85,-15.92,21,02 Nov 2020,30 Nov 2020,1127459947500,176682900,86986,36--,2020,11
175,CPRI,0.0,-60.0,21,02 Nov 2020,30 Nov 2020,113520000,2270400,211,61--,2020,11
176,CPRO,0.0,0.0,21,02 Nov 2020,30 Nov 2020,2085545000,41710900,15833,36--,2020,11
177,CSAP,8.13,-36.51,21,02 Nov 2020,30 Nov 2020,1409504600,3767300,218,93--,2020,11
178,CSIS,6.0,-83.23,21,02 Nov 2020,30 Nov 2020,967090400,18697700,2888,62--,2020,11
179,CSMI,-1.92,160.2,21,02 Nov 2020,30 Nov 2020,232735500,433700,327,94--,2020,11
180,CSRA,10.91,192.8,21,02 Nov 2020,30 Nov 2020,30251623400,83186900,13002,12--,2020,11
181,CTBN,12.42,-20.0,21,02 Nov 2020,30 Nov 2020,52595000,16700,69,33--,2020,11
182,CTRA,12.12,-8.42,21,02 Nov 2020,30 Nov 2020,815221577500,910867000,83175,61--,2020,11
183,CTTH,4.0,-56.3,21,02 Nov 2020,30 Nov 2020,1382547300,24397000,1712,24--,2020,11
184,DADA,18.0,-42.16,21,02 Nov 2020,30 Nov 2020,29144281500,500512000,21816,61--,2020,11
185,DART,6.19,-0.83,21,02 Nov 2020,30 Nov 2020,10119800,43200,103,61--,2020,11
186,DAYA,-20.0,115.24,21,02 Nov 2020,30 Nov 2020,56167400,124300,102,93--,2020,11
187,DEAL,-8.07,-72.08,21,02 Nov 2020,30 Nov 2020,126275711000,808717100,66069,74--,2020,11
188,DEFI,1.53,-8.79,21,02 Nov 2020,30 Nov 2020,419118000,253800,319,82--,2020,11
189,DEWA,0.0,0.0,21,02 Nov 2020,30 Nov 2020,1545910000,30918200,797,21--,2020,11
190,DFAM,-28.92,-73.18,21,02 Nov 2020,30 Nov 2020,368069800,1451200,892,94--,2020,11
191,DGIK,0.0,0.0,21,02 Nov 2020,30 Nov 2020,14965000,299300,86,62--,2020,11
192,DIGI,-81.54,-80.0,21,02 Nov 2020,30 Nov 2020,71503900,73300,99,97--,2020,11
193,DILD,33.33,-31.17,21,02 Nov 2020,30 Nov 2020,298867566300,1497792700,54340,61--,2020,11
194,DIVA,-7.89,-34.78,21,02 Nov 2020,30 Nov 2020,3433979500,1692500,529,93--,2020,11
195,DKFT,72.73,-37.91,21,02 Nov 2020,30 Nov 2020,616602637600,3510457800,176115,23--,2020,11
196,DLTA,6.2,-22.18,21,02 Nov 2020,30 Nov 2020,6515525000,1560900,1709,51--,2020,11
197,DMAS,15.04,63.52,21,02 Nov 2020,30 Nov 2020,759007326400,2982723800,120161,61--,2020,11
198,DMMX,13.87,-14.35,21,02 Nov 2020,30 Nov 2020,28996344600,152751900,12206,95--,2020,11
199,DMND,-1.67,-3.28,21,02 Nov 2020,30 Nov 2020,593332500,665800,695,51--,2020,11
200,DNAR,-18.42,-32.61,21,02 Nov 2020,30 Nov 2020,14362606300,67762300,3845,81--,2020,11
201,DNET,-1.43,4.56,21,02 Nov 2020,30 Nov 2020,786154000,228000,140,97--,2020,11
202,DOID,69.42,-21.9,21,02 Nov 2020,30 Nov 2020,1303284379800,4025755300,173676,21--,2020,11
203,DPNS,7.56,-18.99,21,02 Nov 2020,30 Nov 2020,107995200,429300,157,34--,2020,11
204,DPUM,-1.85,-58.59,21,02 Nov 2020,30 Nov 2020,3947784900,71645200,4868,91--,2020,11
205,DSFI,0.0,-36.63,21,02 Nov 2020,30 Nov 2020,1157557100,17871300,2418,14--,2020,11
206,DSNG,26.51,53.66,21,02 Nov 2020,30 Nov 2020,168270919200,315451300,25369,12--,2020,11
207,DSSA,15.17,27.96,21,02 Nov 2020,30 Nov 2020,28865000,1800,14,21--,2020,11
208,DUCK,26.43,-77.31,21,02 Nov 2020,30 Nov 2020,186931060800,587865100,49173,94--,2020,11
209,DUTI,8.88,-13.44,21,02 Nov 2020,30 Nov 2020,264143000,71900,260,61--,2020,11
210,DVLA,-7.01,29.9,21,02 Nov 2020,30 Nov 2020,1877368000,722400,1119,53--,2020,11
211,DWGL,-5.61,180.56,21,02 Nov 2020,30 Nov 2020,90391800,439700,274,91--,2020,11
212,DYAN,4.0,-32.47,21,02 Nov 2020,30 Nov 2020,10858908200,200967200,5847,99--,2020,11
213,EAST,16.67,-52.63,21,02 Nov 2020,30 Nov 2020,2601410600,44550900,2749,94--,2020,11
214,ECII,-10.0,-36.28,21,02 Nov 2020,30 Nov 2020,1195066000,1925700,332,93--,2020,11
215,EKAD,0.79,49.12,21,02 Nov 2020,30 Nov 2020,9655563000,7577300,5703,34--,2020,11
216,ELSA,38.68,-14.53,21,02 Nov 2020,30 Nov 2020,683409038400,2461930700,110602,22--,2020,11
217,ELTY,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,61--,2020,11
218,EMDE,-2.0,-22.83,21,02 Nov 2020,30 Nov 2020,130378000,678700,81,61--,2020,11
219,EMTK,4.06,-0.89,21,02 Nov 2020,30 Nov 2020,26684760000,2832800,753,95--,2020,11
220,ENRG,70.59,74.0,21,02 Nov 2020,30 Nov 2020,190496012300,2459351900,45595,22--,2020,11
221,ENVY,0.0,-86.49,21,02 Nov 2020,30 Nov 2020,26864743700,513183600,12827,97--,2020,11
222,ENZO,-1.96,-52.38,21,02 Nov 2020,30 Nov 2020,5901133100,113689500,5300,51--,2020,11
223,EPAC,-48.15,27.27,21,02 Nov 2020,30 Nov 2020,20906631300,99666800,12321,35--,2020,11
224,EPMT,1.88,-9.52,21,02 Nov 2020,30 Nov 2020,1259072500,658900,341,91--,2020,11
225,ERAA,-1.43,-21.82,21,02 Nov 2020,30 Nov 2020,855208484000,472842500,94989,93--,2020,11
226,ERTX,3.12,6.45,21,02 Nov 2020,30 Nov 2020,24290900,192800,168,43--,2020,11
227,ESIP,-16.67,-47.85,21,02 Nov 2020,30 Nov 2020,32913058700,361033600,30002,35--,2020,11
228,ESSA,19.42,-48.45,21,02 Nov 2020,30 Nov 2020,52075397100,306108000,15051,34--,2020,11
229,ESTA,2.97,-13.33,21,02 Nov 2020,30 Nov 2020,620215800,6387700,413,94--,2020,11
230,ESTI,-1.89,-35.8,21,02 Nov 2020,30 Nov 2020,821567400,15244600,1690,43--,2020,11
231,ETWA,0.0,-23.46,21,02 Nov 2020,30 Nov 2020,0,0,0,34--,2020,11
232,EXCL,18.72,21.72,21,02 Nov 2020,30 Nov 2020,3199679778000,1378625800,178531,73--,2020,11
233,FAST,7.73,-41.62,21,02 Nov 2020,30 Nov 2020,1057080000,1101400,965,94--,2020,11
234,FASW,7.69,-9.97,21,02 Nov 2020,30 Nov 2020,92750000,13800,27,38--,2020,11
235,FILM,4.52,-69.41,21,02 Nov 2020,30 Nov 2020,40915500100,189816100,20553,95--,2020,11
236,FINN,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,82--,2020,11
237,FIRE,79.2,-94.22,21,02 Nov 2020,30 Nov 2020,272232469600,837364600,86746,21--,2020,11
238,FISH,11.11,-26.11,21,02 Nov 2020,30 Nov 2020,112823000,38700,76,91--,2020,11
239,FITT,1.69,-41.18,21,02 Nov 2020,30 Nov 2020,84965600,1448700,295,94--,2020,11
240,FMII,29.95,-30.57,21,02 Nov 2020,30 Nov 2020,1996200,4900,25,61--,2020,11
241,FOOD,-2.8,-22.96,21,02 Nov 2020,30 Nov 2020,3691671100,35522000,4257,51--,2020,11
242,FORU,33.75,-2.73,21,02 Nov 2020,30 Nov 2020,26285700,279600,326,95--,2020,11
243,FORZ,0.0,-94.57,21,02 Nov 2020,30 Nov 2020,32125000,642500,42,61--,2020,11
244,FPNI,6.03,-23.12,21,02 Nov 2020,30 Nov 2020,20066391800,162150700,11896,35--,2020,11
245,FREN,-4.29,-14.1,21,02 Nov 2020,30 Nov 2020,1939726061700,28274594900,308526,73--,2020,11
246,FUJI,8.18,8.18,21,02 Nov 2020,30 Nov 2020,130692800,1133200,270,82--,2020,11
247,GAMA,0.0,-13.79,21,02 Nov 2020,30 Nov 2020,49600000,992000,83,61--,2020,11
248,GDST,33.33,-2.13,21,02 Nov 2020,30 Nov 2020,62272570500,685954500,35597,33--,2020,11
249,GDYR,3.69,-27.58,21,02 Nov 2020,30 Nov 2020,326413000,231200,72,42--,2020,11
250,GEMA,-9.94,-2.53,21,02 Nov 2020,30 Nov 2020,202508200,670300,207,99--,2020,11
251,GEMS,0.0,0.0,21,02 Nov 2020,30 Nov 2020,0,0,0,21--,2020,11
252,GGRM,3.11,-49.48,21,02 Nov 2020,30 Nov 2020,1877142292500,43629000,89365,52--,2020,11
253,GGRP,42.01,-42.86,21,02 Nov 2020,30 Nov 2020,155380000,402100,275,33--,2020,11
