,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,-1.42,-12.05,15,10 Jun 2019,28 Jun 2019,88918275000,8593900,9706,,2019,06
1,ABBA,31.58,82.29,15,10 Jun 2019,28 Jun 2019,276420049800,1562541500,69884,,2019,06
2,ABDA,11.11,0.36,15,10 Jun 2019,28 Jun 2019,23040000,3300,5,,2019,06
3,ABMM,12.99,-11.89,15,10 Jun 2019,28 Jun 2019,98161000,57400,108,,2019,06
4,ACES,4.32,21.48,15,10 Jun 2019,28 Jun 2019,388811717000,215611600,51230,,2019,06
5,ACST,8.59,-10.61,15,10 Jun 2019,28 Jun 2019,6720986500,5000500,1980,,2019,06
6,ADES,5.83,18.48,15,10 Jun 2019,28 Jun 2019,648566500,606800,467,,2019,06
7,ADHI,16.21,6.31,15,10 Jun 2019,28 Jun 2019,250831532500,154402800,24312,,2019,06
8,ADMF,-1.01,8.24,15,10 Jun 2019,28 Jun 2019,30186690000,3074700,767,,2019,06
9,ADMG,3.31,-20.38,15,10 Jun 2019,28 Jun 2019,5159148600,20679000,3657,,2019,06
10,ADRO,5.02,11.93,15,10 Jun 2019,28 Jun 2019,958503812500,735406500,78205,,2019,06
11,AGII,13.21,-11.76,15,10 Jun 2019,28 Jun 2019,11929516000,22526000,3079,,2019,06
12,AGRO,3.55,-5.81,15,10 Jun 2019,28 Jun 2019,12304012200,42539700,5746,,2019,06
13,AGRS,-3.85,26.05,15,10 Jun 2019,28 Jun 2019,5965800,20100,31,,2019,06
14,AHAP,0.0,-30.59,15,10 Jun 2019,28 Jun 2019,12591800,223200,108,,2019,06
15,AIMS,0.0,0.0,15,10 Jun 2019,28 Jun 2019,0,0,0,,2019,06
16,AISA,0.0,0.0,15,10 Jun 2019,28 Jun 2019,0,0,0,,2019,06
17,AKKU,0.0,0.0,15,10 Jun 2019,28 Jun 2019,8350000,167000,644,,2019,06
18,AKPI,-8.71,-41.33,15,10 Jun 2019,28 Jun 2019,190535500,419300,284,,2019,06
19,AKRA,2.76,-4.66,15,10 Jun 2019,28 Jun 2019,577830375000,136889700,40068,,2019,06
20,AKSI,9.38,-28.93,15,10 Jun 2019,28 Jun 2019,31885000,113600,108,,2019,06
21,ALDO,3.95,-45.07,15,10 Jun 2019,28 Jun 2019,95547800,261900,254,,2019,06
22,ALKA,-1.04,26.67,15,10 Jun 2019,28 Jun 2019,38387800,98400,124,,2019,06
23,ALMI,-4.0,20.0,15,10 Jun 2019,28 Jun 2019,99158400,209400,77,,2019,06
24,ALTO,-1.52,-2.5,15,10 Jun 2019,28 Jun 2019,706188800,1794900,26,,2019,06
25,AMAG,0.0,-3.07,15,10 Jun 2019,28 Jun 2019,2604000,8600,27,,2019,06
26,AMFG,-5.96,38.89,15,10 Jun 2019,28 Jun 2019,576590000,108300,61,,2019,06
27,AMIN,-7.5,-13.55,15,10 Jun 2019,28 Jun 2019,82755400,223200,75,,2019,06
28,AMRT,-1.61,-2.14,15,10 Jun 2019,28 Jun 2019,4091548000,4531300,1690,,2019,06
29,ANDI,13.56,0.5,15,10 Jun 2019,28 Jun 2019,3773901000,1975700,780,,2019,06
30,ANJT,-0.55,-20.87,15,10 Jun 2019,28 Jun 2019,701631000,778400,134,,2019,06
31,ANTM,16.55,10.46,15,10 Jun 2019,28 Jun 2019,1058925112500,1310880600,92520,,2019,06
32,APEX,-16.67,-58.33,15,10 Jun 2019,28 Jun 2019,37153500,52600,67,,2019,06
33,APIC,10.58,6.48,15,10 Jun 2019,28 Jun 2019,94714493500,173896800,30806,,2019,06
34,APII,-1.16,-8.06,15,10 Jun 2019,28 Jun 2019,48353400,285900,179,,2019,06
35,APLI,8.89,16.67,15,10 Jun 2019,28 Jun 2019,200457100,2133100,225,,2019,06
36,APLN,45.45,57.89,15,10 Jun 2019,28 Jun 2019,451063832500,1937284100,64469,,2019,06
37,APOL,-13.79,-13.79,15,10 Jun 2019,28 Jun 2019,135401000,2708000,60,,2019,06
38,ARGO,0.0,0.0,15,10 Jun 2019,28 Jun 2019,0,0,0,,2019,06
39,ARII,0.0,-11.11,15,10 Jun 2019,28 Jun 2019,293065500,377900,87,,2019,06
