Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,4.9,-13.95,18,03 Agt 2020,31 Agt 2020,450511712500,45253100,35097,12--,2020,08
ABBA,0.0,-47.92,18,03 Agt 2020,31 Agt 2020,2332946300,45802900,2237,95--,2020,08
ABDA,-1.78,-1.08,18,03 Agt 2020,31 Agt 2020,2070000,300,2,84--,2020,08
ABMM,-11.16,-57.93,18,03 Agt 2020,31 Agt 2020,50499000,51200,145,98--,2020,08
ACES,-11.71,3.69,18,03 Agt 2020,31 Agt 2020,460939392500,282543000,88366,93--,2020,08
ACST,30.83,-77.62,18,03 Agt 2020,31 Agt 2020,72560368100,176775500,24489,62--,2020,08
ADES,23.74,33.15,18,03 Agt 2020,31 Agt 2020,5327355000,4486400,2999,51--,2020,08
ADHI,-0.83,-62.46,18,03 Agt 2020,31 Agt 2020,142658505000,239320600,25918,62--,2020,08
ADMF,-2.53,-15.38,18,03 Agt 2020,31 Agt 2020,21313537500,2768800,4768,82--,2020,08
ADMG,6.96,-60.83,18,03 Agt 2020,31 Agt 2020,8064932400,70015900,8118,34--,2020,08
ADRO,0.0,-10.7,18,03 Agt 2020,31 Agt 2020,1206133879500,1088353200,121979,21--,2020,08
AGAR,2.41,363.64,18,03 Agt 2020,31 Agt 2020,56585600,116000,114,91--,2020,08
AGII,-8.62,-26.76,18,03 Agt 2020,31 Agt 2020,4015359800,7891800,2316,34--,2020,08
AGRO,63.79,22.58,18,03 Agt 2020,31 Agt 2020,1166174347800,3577729600,173608,81--,2020,08
AGRS,22.58,-20.17,18,03 Agt 2020,31 Agt 2020,532598500,3086400,892,81--,2020,08
AHAP,3.77,-35.29,18,03 Agt 2020,31 Agt 2020,88853200,1675700,391,84--,2020,08
AIMS,-13.89,-13.89,18,03 Agt 2020,31 Agt 2020,28334300,155000,135,91--,2020,08
AISA,-6.55,-6.55,18,03 Agt 2020,31 Agt 2020,3132189100,19950200,1016,51--,2020,08
AKKU,0.0,0.0,18,03 Agt 2020,31 Agt 2020,5170000,103400,12,94--,2020,08
AKPI,6.16,-58.67,18,03 Agt 2020,31 Agt 2020,241827800,833300,166,35--,2020,08
AKRA,0.69,-32.4,18,03 Agt 2020,31 Agt 2020,1088504075000,378202400,49278,91--,2020,08
AKSI,2.96,-29.44,18,03 Agt 2020,31 Agt 2020,684274000,2483200,1124,74--,2020,08
ALDO,-3.08,-43.58,18,03 Agt 2020,31 Agt 2020,356682000,896100,97,38--,2020,08
ALKA,-24.44,-9.33,18,03 Agt 2020,31 Agt 2020,75020400,250600,232,33--,2020,08
ALMI,2.91,-47.0,18,03 Agt 2020,31 Agt 2020,128832000,587100,168,33--,2020,08
ALTO,1.76,-13.5,18,03 Agt 2020,31 Agt 2020,108427400,312500,163,51--,2020,08
AMAG,-16.94,-36.81,18,03 Agt 2020,31 Agt 2020,2899090200,13238800,2446,84--,2020,08
AMAN,25.51,123.64,18,03 Agt 2020,31 Agt 2020,2760399200,12156500,883,61--,2020,08
AMAR,-3.74,106.9,18,03 Agt 2020,31 Agt 2020,1420701000,3940000,1000,81--,2020,08
AMFG,-5.19,-30.62,18,03 Agt 2020,31 Agt 2020,1046498000,404500,146,32--,2020,08
AMIN,-7.46,-42.06,18,03 Agt 2020,31 Agt 2020,8309200,32800,88,41--,2020,08
AMOR,7.61,11.58,18,03 Agt 2020,31 Agt 2020,1454575500,733900,177,83--,2020,08
AMRT,-3.38,-23.53,18,03 Agt 2020,31 Agt 2020,9073029500,12418800,3843,93--,2020,08
ANDI,0.0,-97.5,18,03 Agt 2020,31 Agt 2020,217900000,4358000,332,12--,2020,08
ANJT,-9.24,-53.04,18,03 Agt 2020,31 Agt 2020,36574800,68400,72,12--,2020,08
ANTM,12.33,7.19,18,03 Agt 2020,31 Agt 2020,2309177026000,2899721800,199118,23--,2020,08
APEX,-13.33,-91.49,18,03 Agt 2020,31 Agt 2020,136303500,929400,539,22--,2020,08
APIC,5.39,62.96,18,03 Agt 2020,31 Agt 2020,345575954000,408348400,52556,89--,2020,08
APII,-32.76,-16.13,18,03 Agt 2020,31 Agt 2020,439833000,2515200,655,91--,2020,08
