,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,-13.88,-35.73,21,02 Jun 2021,30 Jun 2021,354618257500,42247100,33317,D232,2021,06
1,ABBA,-3.25,147.92,21,02 Jun 2021,30 Jun 2021,347523202400,1471062200,91871,E614,2021,06
2,ABDA,0.0,1.08,21,02 Jun 2021,30 Jun 2021,19065000,2700,10,G412,2021,06
3,ABMM,-3.03,-64.76,21,02 Jun 2021,30 Jun 2021,3889664500,4616700,2205,C311,2021,06
4,ACES,-16.39,-16.11,21,02 Jun 2021,30 Jun 2021,471864977500,340292400,80687,E743,2021,06
5,ACST,-12.61,-86.62,21,02 Jun 2021,30 Jun 2021,61940506600,271112800,24651,J211,2021,06
6,ADES,-2.5,111.96,21,02 Jun 2021,30 Jun 2021,5594433000,2945500,2518,D212,2021,06
7,ADHI,-22.56,-52.37,21,02 Jun 2021,30 Jun 2021,265926294000,301895100,57174,J211,2021,06
8,ADMF,1.87,-10.16,21,02 Jun 2021,30 Jun 2021,11971575000,1484600,2862,G211,2021,06
9,ADMG,11.18,-42.99,21,02 Jun 2021,30 Jun 2021,12081944100,72226600,12164,B111,2021,06
10,ADRO,1.26,-0.82,21,02 Jun 2021,30 Jun 2021,2815458414000,2189586500,228347,A121,2021,06
11,AGAR,-7.44,261.82,21,02 Jun 2021,30 Jun 2021,52795600,125900,266,D231,2021,06
12,AGII,22.48,96.32,21,02 Jun 2021,30 Jun 2021,685874214000,526671000,112776,B111,2021,06
13,AGRO,111.41,527.42,21,02 Jun 2021,30 Jun 2021,5291317680500,3969396100,451010,G111,2021,06
14,AGRS,-54.55,-7.56,21,02 Jun 2021,30 Jun 2021,78086672900,295244300,44444,G111,2021,06
15,AHAP,-4.55,-25.88,21,02 Jun 2021,30 Jun 2021,4065426600,61329600,5985,G412,2021,06
16,AIMS,-19.73,98.89,21,02 Jun 2021,30 Jun 2021,2633450500,6174600,4467,A121,2021,06
17,AISA,-17.8,15.48,21,02 Jun 2021,30 Jun 2021,57390602700,257246600,15581,D222,2021,06
18,AKKU,0.0,0.0,21,02 Jun 2021,30 Jun 2021,20565000,411300,162,E512,2021,06
19,AKPI,10.38,-22.0,21,02 Jun 2021,30 Jun 2021,552528500,973100,732,B113,2021,06
20,AKRA,-2.78,-26.57,21,02 Jun 2021,30 Jun 2021,290222795000,91432000,31565,A112,2021,06
21,AKSI,-22.24,23.35,21,02 Jun 2021,30 Jun 2021,227415700,435000,418,K211,2021,06
22,ALDO,-22.91,2.99,21,02 Jun 2021,30 Jun 2021,181231453000,198377200,29170,B131,2021,06
23,ALKA,1.65,-18.0,21,02 Jun 2021,30 Jun 2021,907666000,3466600,1323,B141,2021,06
24,ALMI,0.0,-40.0,21,02 Jun 2021,30 Jun 2021,191332400,765600,279,B141,2021,06
25,ALTO,2.78,-7.5,21,02 Jun 2021,30 Jun 2021,59604400,155700,103,D212,2021,06
26,AMAG,12.16,1.84,21,02 Jun 2021,30 Jun 2021,6680616800,20768100,3113,G412,2021,06
27,AMAN,17.48,205.45,21,02 Jun 2021,30 Jun 2021,5832969400,18878000,1562,H111,2021,06
28,AMAR,-6.11,41.38,21,02 Jun 2021,30 Jun 2021,19478047000,72067500,9995,G111,2021,06
29,AMFG,-18.86,-3.25,21,02 Jun 2021,30 Jun 2021,2814934000,735900,314,C121,2021,06
30,AMIN,7.14,-50.93,21,02 Jun 2021,30 Jun 2021,4622376400,17455600,7795,C143,2021,06
31,AMOR,-12.06,84.21,21,02 Jun 2021,30 Jun 2021,163326540000,44698100,21271,G311,2021,06
32,AMRT,38.12,33.69,21,02 Jun 2021,30 Jun 2021,2870114620000,2421084100,215265,D113,2021,06
33,ANDI,0.0,-97.5,21,02 Jun 2021,30 Jun 2021,130375000,2607500,545,D232,2021,06
34,ANJT,-7.75,-43.04,21,02 Jun 2021,30 Jun 2021,413284000,614400,543,D232,2021,06
35,ANTM,-6.12,200.65,21,02 Jun 2021,30 Jun 2021,4452554501000,1885141500,281145,B146,2021,06
