Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-4.0,1.48,15,09 May 2022,31 May 2022,436462530000,35671100,40134,D232,2022,05
ABBA,-7.21,101.04,15,09 May 2022,31 May 2022,27977518400,145371200,15714,E614,2022,05
ABDA,-5.6,-15.41,15,09 May 2022,31 May 2022,40705000,6800,24,G412,2022,05
ABMM,10.51,34.36,15,09 May 2022,31 May 2022,316560917000,103843700,39466,C311,2022,05
ACES,-8.13,-35.57,15,09 May 2022,31 May 2022,564931421500,567805500,79624,E743,2022,05
ACST,-6.32,-89.52,15,09 May 2022,31 May 2022,14980822000,91554600,6635,J211,2022,05
ADCP,-2.47,-39.23,15,09 May 2022,31 May 2022,28119733800,364879400,37804,H111,2022,05
ADES,37.27,538.59,15,09 May 2022,31 May 2022,50817020500,9184500,6407,D212,2022,05
ADHI,0.69,-54.26,15,09 May 2022,31 May 2022,84550835500,122398700,26213,J211,2022,05
ADMF,-0.9,-9.34,15,09 May 2022,31 May 2022,26333095000,3275100,4488,G211,2022,05
ADMG,1.12,-42.36,15,09 May 2022,31 May 2022,4331867100,24131900,4568,B111,2022,05
ADMR,-18.32,2130.0,15,09 May 2022,31 May 2022,9123423045000,3874126200,377401,A121,2022,05
ADRO,-2.1,169.14,15,09 May 2022,31 May 2022,8054653197000,2535146300,324850,A121,2022,05
AGAR,4.19,216.36,15,09 May 2022,31 May 2022,26051200,76400,257,D231,2022,05
AGII,-3.52,222.06,15,09 May 2022,31 May 2022,205945751000,107093000,41492,B111,2022,05
AGRO,-10.43,204.84,15,09 May 2022,31 May 2022,181498716000,194707900,46030,G111,2022,05
AGRS,1.6,-46.64,15,09 May 2022,31 May 2022,17047154200,140596900,10343,G111,2022,05
AHAP,-3.12,-27.06,15,09 May 2022,31 May 2022,14614757400,219498300,48217,G412,2022,05
AIMS,-0.75,46.67,15,09 May 2022,31 May 2022,182004400,717800,700,A121,2022,05
AISA,-12.64,-9.52,15,09 May 2022,31 May 2022,15698006500,99103900,12683,D222,2022,05
AKKU,0.0,0.0,15,09 May 2022,31 May 2022,227605000,4552100,627,E512,2022,05
AKPI,83.68,132.67,15,09 May 2022,31 May 2022,5189461500,3675800,2425,B113,2022,05
AKRA,4.67,-73.89,15,09 May 2022,31 May 2022,723970257000,691037100,80034,A112,2022,05
AKSI,18.25,-17.77,15,09 May 2022,31 May 2022,8955422400,29829400,8430,K211,2022,05
ALDO,0.0,42.54,15,09 May 2022,31 May 2022,41923549500,44956900,8412,B131,2022,05
ALKA,3.33,3.33,15,09 May 2022,31 May 2022,253008200,846400,633,B141,2022,05
ALMI,1.43,-29.0,15,09 May 2022,31 May 2022,52899200,187000,198,B141,2022,05
ALTO,-2.86,-49.0,15,09 May 2022,31 May 2022,184150900,930200,449,D212,2022,05
AMAG,2.55,23.31,15,09 May 2022,31 May 2022,522209800,1355600,819,G412,2022,05
AMAN,-0.95,372.73,15,09 May 2022,31 May 2022,1847754500,3536700,405,H111,2022,05
AMAR,-17.91,89.66,15,09 May 2022,31 May 2022,187773235600,507452900,58593,G111,2022,05
AMFG,9.47,95.8,15,09 May 2022,31 May 2022,27652372500,3959100,2809,C121,2022,05
AMIN,-4.14,-67.52,15,09 May 2022,31 May 2022,958341700,6641600,4115,C143,2022,05
AMOR,-3.42,-18.16,15,09 May 2022,31 May 2022,304218500,195100,423,G311,2022,05
AMRT,6.43,94.65,15,09 May 2022,31 May 2022,5433314662500,3121689000,225834,D113,2022,05
ANDI,0.0,-97.5,15,09 May 2022,31 May 2022,6435000,128700,203,D232,2022,05
ANJT,3.12,-13.91,15,09 May 2022,31 May 2022,22098399500,22521600,6698,D232,2022,05
ANTM,-3.46,228.1,15,09 May 2022,31 May 2022,4823436820000,1950369100,315137,B146,2022,05
APEX,-6.81,-73.93,15,09 May 2022,31 May 2022,4130156000,8999000,3856,A131,2022,05
APIC,5.48,113.89,15,09 May 2022,31 May 2022,320061005000,283396900,20183,G511,2022,05
APII,-3.77,9.68,15,09 May 2022,31 May 2022,29544223100,128727100,66335,C143,2022,05
APLI,-3.43,134.52,15,09 May 2022,31 May 2022,5015200,25000,82,B113,2022,05
APLN,-3.51,-27.63,15,09 May 2022,31 May 2022,10967187000,99711100,12045,H111,2022,05
ARCI,-3.05,-49.07,15,09 May 2022,31 May 2022,43474412400,111360700,8683,B143,2022,05
ARGO,6.91,78.18,15,09 May 2022,31 May 2022,21766500,16100,112,E413,2022,05
ARII,-1.67,-73.78,15,09 May 2022,31 May 2022,385778400,1656800,563,A121,2022,05
ARKA,0.0,-78.81,15,09 May 2022,31 May 2022,143525000,2870500,1599,C143,2022,05
ARMY,0.0,-84.28,15,09 May 2022,31 May 2022,0,0,0,H111,2022,05
ARNA,6.7,165.48,15,09 May 2022,31 May 2022,37486747500,36909800,9205,C121,2022,05
ARTA,2.27,37.4,15,09 May 2022,31 May 2022,408372000,219900,300,E512,2022,05
ARTI,0.0,0.0,15,09 May 2022,31 May 2022,0,0,0,A132,2022,05
ARTO,-19.53,4995.11,15,09 May 2022,31 May 2022,4162825847500,509788300,207383,G111,2022,05
ASBI,-2.68,16.0,15,09 May 2022,31 May 2022,217937600,764600,236,G412,2022,05
ASDM,2.0,-12.45,15,09 May 2022,31 May 2022,153405500,153700,244,G412,2022,05
ASGR,-6.63,-31.2,15,09 May 2022,31 May 2022,16633647500,18390200,4505,C224,2022,05
ASII,-2.97,-10.64,15,09 May 2022,31 May 2022,6032370290000,852535600,142543,C311,2022,05
ASJT,-0.78,-64.72,15,09 May 2022,31 May 2022,145107600,1155000,368,G412,2022,05
ASLC,-16.67,-23.83,15,09 May 2022,31 May 2022,166557307300,833325900,25262,E745,2022,05
ASMI,-8.75,-79.14,15,09 May 2022,31 May 2022,1165237500,8141700,588,G412,2022,05
ASPI,-1.37,-31.43,15,09 May 2022,31 May 2022,1233972000,16660500,3175,H111,2022,05
ASRI,4.4,-46.79,15,09 May 2022,31 May 2022,31242358800,197665600,19391,H111,2022,05
ASRM,-1.56,-32.98,15,09 May 2022,31 May 2022,65116000,40800,171,G412,2022,05
ASSA,-13.73,504.4,15,09 May 2022,31 May 2022,523978297500,249456100,58359,K132,2022,05
ATAP,1.79,14.0,15,09 May 2022,31 May 2022,6195574700,55673000,10080,H111,2022,05
ATIC,-6.81,-51.33,15,09 May 2022,31 May 2022,829698000,2020900,1374,I121,2022,05
AUTO,2.18,-20.41,15,09 May 2022,31 May 2022,50894145000,45403500,13609,E111,2022,05
AVIA,-9.76,-20.43,15,09 May 2022,31 May 2022,493501849500,663953500,39797,B113,2022,05
AYLS,-11.28,136.0,15,09 May 2022,31 May 2022,67962919000,249850600,38367,B121,2022,05
BABP,-1.97,198.0,15,09 May 2022,31 May 2022,110065637900,770215100,59727,G111,2022,05
BACA,0.0,-42.33,15,09 May 2022,31 May 2022,35998760100,216601800,20085,G111,2022,05
BAJA,-19.07,69.03,15,09 May 2022,31 May 2022,20977331900,92468700,43797,B144,2022,05
BALI,-1.89,-50.0,15,09 May 2022,31 May 2022,2187340000,2844700,863,J321,2022,05
BANK,-3.22,1798.06,15,09 May 2022,31 May 2022,814247061000,430937900,40357,G111,2022,05
BAPA,-16.51,-16.51,15,09 May 2022,31 May 2022,19555100000,204721200,25656,H111,2022,05
BAPI,0.0,-66.67,15,09 May 2022,31 May 2022,6780000,135600,70,H111,2022,05
