Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-18.52,0.42,22,02 Jan 2020,31 Jan 2020,311321100000,24197900,29360,,2020,01
ABBA,-28.3,-20.83,22,02 Jan 2020,31 Jan 2020,29244209700,300253600,34456,,2020,01
ABDA,-2.51,-2.51,22,02 Jan 2020,31 Jan 2020,13372500,1900,8,,2020,01
ABMM,-5.56,-36.34,22,02 Jan 2020,31 Jan 2020,13941000,9400,22,,2020,01
ACES,15.05,15.44,22,02 Jan 2020,31 Jan 2020,742043370000,480968700,90691,,2020,01
ACST,-6.19,-41.48,22,02 Jan 2020,31 Jan 2020,1672061000,1728400,630,,2020,01
ADES,-7.18,5.43,22,02 Jan 2020,31 Jan 2020,991152000,1010100,502,,2020,01
ADHI,-12.34,-35.02,22,02 Jan 2020,31 Jan 2020,150855800500,131317700,27160,,2020,01
ADMF,-3.37,10.44,22,02 Jan 2020,31 Jan 2020,33198360000,3247700,1556,,2020,01
ADMG,-6.99,-44.9,22,02 Jan 2020,31 Jan 2020,2060745000,11535900,1262,,2020,01
ADRO,-21.22,0.82,22,02 Jan 2020,31 Jan 2020,1851069820500,1279097400,142124,,2020,01
AGAR,-3.03,249.09,22,02 Jan 2020,31 Jan 2020,1215267800,3172600,781,,2020,01
AGII,-15.11,-13.24,22,02 Jan 2020,31 Jan 2020,1825898000,2981600,1098,,2020,01
AGRO,-22.73,-50.65,22,02 Jan 2020,31 Jan 2020,12204867800,65789300,9461,,2020,01
AGRS,16.3,-34.03,22,02 Jan 2020,31 Jan 2020,252760000,1642700,637,,2020,01
AHAP,-3.33,-31.76,22,02 Jan 2020,31 Jan 2020,2390696400,37604600,4954,,2020,01
AIMS,0.0,0.0,22,02 Jan 2020,31 Jan 2020,0,0,0,,2020,01
AISA,0.0,0.0,22,02 Jan 2020,31 Jan 2020,0,0,0,,2020,01
AKKU,0.0,0.0,22,02 Jan 2020,31 Jan 2020,5530000,110600,98,,2020,01
AKPI,-8.11,-54.67,22,02 Jan 2020,31 Jan 2020,34912400,87700,65,,2020,01
AKRA,-16.2,-22.84,22,02 Jan 2020,31 Jan 2020,967469726000,275762400,42336,,2020,01
