Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-18.33,-17.12,21,02 Jun 2022,30 Jun 2022,638626545000,60343900,59541,D232,2022,06
ABBA,20.21,141.67,21,02 Jun 2022,30 Jun 2022,241531399300,1104249600,93635,E614,2022,06
ABDA,0.0,-15.41,21,02 Jun 2022,30 Jun 2022,30142500,5100,17,G412,2022,06
ABMM,-26.89,-1.76,21,02 Jun 2022,30 Jun 2022,297322877000,115843700,42790,C311,2022,06
ACES,-19.79,-48.32,21,02 Jun 2022,30 Jun 2022,910493632000,1078289800,126759,E743,2022,06
ACST,-1.23,-89.65,21,02 Jun 2022,30 Jun 2022,17496904200,103195200,11468,J211,2022,06
ADCP,-1.27,-40.0,21,02 Jun 2022,30 Jun 2022,65202478300,815264400,65811,H111,2022,06
ADES,13.62,625.54,21,02 Jun 2022,30 Jun 2022,64681765000,9982500,11039,D212,2022,06
ADHI,6.21,-51.42,21,02 Jun 2022,30 Jun 2022,278230422000,360644100,63063,J211,2022,06
ADMF,-2.73,-11.81,21,02 Jun 2022,30 Jun 2022,23303950000,2852000,3225,G211,2022,06
ADMG,-3.87,-44.59,21,02 Jun 2022,30 Jun 2022,3143852000,17440300,3306,B111,2022,06
ADMR,-29.15,1480.0,21,02 Jun 2022,30 Jun 2022,8374059584000,4256469000,513277,A121,2022,06
ADRO,-12.54,135.39,21,02 Jun 2022,30 Jun 2022,10904504199000,3407169600,391563,A121,2022,06
AGAR,-8.05,190.91,21,02 Jun 2022,30 Jun 2022,53375400,161400,318,D231,2022,06
AGII,-1.83,216.18,21,02 Jun 2022,30 Jun 2022,253789159500,120709800,46462,B111,2022,06
AGRO,-25.4,127.42,21,02 Jun 2022,30 Jun 2022,174470326500,211288600,44550,G111,2022,06
AGRS,-5.51,-49.58,21,02 Jun 2022,30 Jun 2022,29094431800,229811100,18801,G111,2022,06
AHAP,-9.68,-34.12,21,02 Jun 2022,30 Jun 2022,16239227100,264096000,26795,G412,2022,06
AIMS,-4.55,40.0,21,02 Jun 2022,30 Jun 2022,167036200,651400,698,A121,2022,06
AISA,-2.63,-11.9,21,02 Jun 2022,30 Jun 2022,21554008500,139743300,58367,D222,2022,06
AKKU,0.0,0.0,21,02 Jun 2022,30 Jun 2022,253480000,5069600,2335,E512,2022,06
AKPI,-14.61,98.67,21,02 Jun 2022,30 Jun 2022,7149141500,4244900,4884,B113,2022,06
AKRA,-8.04,-75.99,21,02 Jun 2022,30 Jun 2022,1247601936000,1128236600,118168,A112,2022,06
AKSI,-11.11,-26.9,21,02 Jun 2022,30 Jun 2022,3705855200,11205300,6721,K211,2022,06
ALDO,-10.99,26.87,21,02 Jun 2022,30 Jun 2022,52837189000,56163800,13436,B131,2022,06
ALKA,-3.23,0.0,21,02 Jun 2022,30 Jun 2022,742774400,2442500,1753,B141,2022,06
ALMI,4.93,-25.5,21,02 Jun 2022,30 Jun 2022,345083400,1142900,654,B141,2022,06
ALTO,-2.45,-50.25,21,02 Jun 2022,30 Jun 2022,654793500,3086700,1321,D212,2022,06
AMAG,6.47,31.29,21,02 Jun 2022,30 Jun 2022,2185608200,5201700,2182,G412,2022,06
AMAN,-2.88,359.09,21,02 Jun 2022,30 Jun 2022,2024309500,3940400,461,H111,2022,06
AMAR,-8.48,73.56,21,02 Jun 2022,30 Jun 2022,103294445000,334832600,39363,G111,2022,06
AMFG,-17.99,60.57,21,02 Jun 2022,30 Jun 2022,74107975000,10632300,8899,C121,2022,06
AMIN,-5.76,-69.39,21,02 Jun 2022,30 Jun 2022,253973200,1873400,1219,C143,2022,06
AMOR,-13.18,-28.95,21,02 Jun 2022,30 Jun 2022,323814000,223800,320,G311,2022,06
AMRT,12.09,118.18,21,02 Jun 2022,30 Jun 2022,2056606096000,1096714300,172179,D113,2022,06
ANDI,0.0,-97.5,21,02 Jun 2022,30 Jun 2022,38760000,775200,247,D232,2022,06
ANJT,-12.12,-24.35,21,02 Jun 2022,30 Jun 2022,46233369500,47476100,15218,D232,2022,06
ANTM,-28.29,135.29,21,02 Jun 2022,30 Jun 2022,4547540999000,2115689500,411755,B146,2022,06
APEX,-21.46,-79.52,21,02 Jun 2022,30 Jun 2022,7577677000,18626000,8419,A131,2022,06
APIC,-12.55,87.04,21,02 Jun 2022,30 Jun 2022,327603637500,303682300,19358,G511,2022,06
APII,0.0,9.68,21,02 Jun 2022,30 Jun 2022,78549212400,328299300,139377,C143,2022,06
APLI,-3.55,126.19,21,02 Jun 2022,30 Jun 2022,15511600,80900,79,B113,2022,06
