,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,6.88,-8.03,19,01 Oct 2020,27 Oct 2020,307408285000,28602100,24787,12--,2020,10
1,ABBA,0.0,-47.92,19,01 Oct 2020,27 Oct 2020,28400000,568000,238,95--,2020,10
2,ABDA,-2.27,-7.53,19,01 Oct 2020,27 Oct 2020,14582500,2300,11,84--,2020,10
3,ABMM,0.6,-63.22,19,01 Oct 2020,27 Oct 2020,87040000,103700,87,98--,2020,10
4,ACES,-1.88,5.03,19,01 Oct 2020,27 Oct 2020,280325245500,177528400,60741,93--,2020,10
5,ACST,8.2,-87.27,19,01 Oct 2020,27 Oct 2020,383250461900,1841787200,82159,62--,2020,10
6,ADES,3.56,26.63,19,01 Oct 2020,27 Oct 2020,1612643500,1355300,997,51--,2020,10
7,ADHI,15.0,-63.72,19,01 Oct 2020,27 Oct 2020,138689761500,239712100,24854,62--,2020,10
8,ADMF,4.5,-17.03,19,01 Oct 2020,27 Oct 2020,4075127500,544600,1065,82--,2020,10
9,ADMG,9.84,-57.32,19,01 Oct 2020,27 Oct 2020,16173212500,116695600,10820,34--,2020,10
10,ADRO,-0.88,-7.41,19,01 Oct 2020,27 Oct 2020,1426012998500,1230494200,128639,21--,2020,10
11,AGAR,0.0,354.55,19,01 Oct 2020,27 Oct 2020,10513000,21000,27,91--,2020,10
12,AGII,30.04,-5.15,19,01 Oct 2020,27 Oct 2020,17989822400,30339200,4195,34--,2020,10
13,AGRO,20.78,20.0,19,01 Oct 2020,27 Oct 2020,1993811169000,4700239500,273452,81--,2020,10
14,AGRS,-2.81,-27.31,19,01 Oct 2020,27 Oct 2020,193078800,1080400,367,81--,2020,10
15,AHAP,11.76,-32.94,19,01 Oct 2020,27 Oct 2020,1706589700,26854500,3583,84--,2020,10
16,AIMS,-12.08,-27.22,19,01 Oct 2020,27 Oct 2020,13529900,88600,145,91--,2020,10
17,AISA,0.0,27.38,19,01 Oct 2020,27 Oct 2020,231598242000,1072506900,51509,51--,2020,10
18,AKKU,0.0,0.0,19,01 Oct 2020,27 Oct 2020,21145000,422900,29,94--,2020,10
19,AKPI,2.14,-61.87,19,01 Oct 2020,27 Oct 2020,70697600,241200,103,35--,2020,10
20,AKRA,5.1,-37.53,19,01 Oct 2020,27 Oct 2020,673508732000,253858100,31502,91--,2020,10
21,AKSI,23.29,-8.63,19,01 Oct 2020,27 Oct 2020,225374300,510300,471,74--,2020,10
22,ALDO,6.6,-37.31,19,01 Oct 2020,27 Oct 2020,617592400,1524800,70,38--,2020,10
23,ALKA,-7.89,-30.0,19,01 Oct 2020,27 Oct 2020,89036200,362800,380,33--,2020,10
24,ALMI,20.6,-40.0,19,01 Oct 2020,27 Oct 2020,113153500,511100,323,33--,2020,10
