Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,9.72,-9.3,20,01 Oct 2021,29 Oct 2021,959420455000,94256400,75954,D232,2021,10
ABBA,-5.61,426.04,20,01 Oct 2021,29 Oct 2021,213850820200,482206900,51342,E614,2021,10
ABDA,0.0,-0.36,20,01 Oct 2021,29 Oct 2021,3475000,500,1,G412,2021,10
ABMM,20.0,-36.56,20,01 Oct 2021,29 Oct 2021,778907374500,534285400,43112,C311,2021,10
ACES,11.02,-5.37,20,01 Oct 2021,29 Oct 2021,839812112000,606833400,104443,E743,2021,10
ACST,1.57,-83.41,20,01 Oct 2021,29 Oct 2021,187011572400,687708700,48357,J211,2021,10
ADES,-4.48,178.26,20,01 Oct 2021,29 Oct 2021,18612551000,7243700,4457,D212,2021,10
ADHI,8.81,-33.75,20,01 Oct 2021,29 Oct 2021,1018620723000,918486100,153696,J211,2021,10
ADMF,1.3,-14.29,20,01 Oct 2021,29 Oct 2021,32582347500,4146200,5918,G211,2021,10
ADMG,9.35,-25.48,20,01 Oct 2021,29 Oct 2021,30740585400,135821900,17716,B111,2021,10
ADRO,-4.55,38.27,20,01 Oct 2021,29 Oct 2021,7626601674000,4218806500,437526,A121,2021,10
AGAR,-4.42,214.55,20,01 Oct 2021,29 Oct 2021,222616000,597200,717,D231,2021,10
AGII,-9.38,113.24,20,01 Oct 2021,29 Oct 2021,320928186000,204998100,64552,B111,2021,10
AGRO,-5.8,580.65,20,01 Oct 2021,29 Oct 2021,3348314518500,1654286200,344759,G111,2021,10
AGRS,-2.91,-15.97,20,01 Oct 2021,29 Oct 2021,83539598500,395973200,38415,G111,2021,10
AHAP,-7.14,-23.53,20,01 Oct 2021,29 Oct 2021,21997376800,315753600,22112,G412,2021,10
AIMS,57.23,177.78,20,01 Oct 2021,29 Oct 2021,6542621500,14678100,6933,A121,2021,10
AISA,8.91,30.95,20,01 Oct 2021,29 Oct 2021,209722052400,892765100,61526,D222,2021,10
AKKU,0.0,0.0,20,01 Oct 2021,29 Oct 2021,638125000,12762500,3859,E512,2021,10
AKPI,31.36,3.33,20,01 Oct 2021,29 Oct 2021,1365063000,1636800,1624,B113,2021,10
AKRA,-2.06,-0.47,20,01 Oct 2021,29 Oct 2021,1060093474000,240273400,65046,A112,2021,10
AKSI,22.28,25.38,20,01 Oct 2021,29 Oct 2021,983019300,1746100,1432,K211,2021,10
ALDO,-5.1,11.19,20,01 Oct 2021,29 Oct 2021,91264742000,120685900,18930,B131,2021,10
ALKA,2.5,-18.0,20,01 Oct 2021,29 Oct 2021,261870800,1028900,1166,B141,2021,10
ALMI,-1.68,-41.5,20,01 Oct 2021,29 Oct 2021,48182800,202100,175,B141,2021,10
ALTO,-6.21,-24.5,20,01 Oct 2021,29 Oct 2021,250068400,843600,470,D212,2021,10
AMAG,0.6,2.45,20,01 Oct 2021,29 Oct 2021,965057200,2900200,1003,G412,2021,10
AMAN,8.48,341.82,20,01 Oct 2021,29 Oct 2021,24253917400,51403500,3677,H111,2021,10
AMAR,4.38,64.37,20,01 Oct 2021,29 Oct 2021,16886510600,59059900,8598,G111,2021,10
AMFG,-5.19,-1.08,20,01 Oct 2021,29 Oct 2021,3240748000,862500,182,C121,2021,10
AMIN,9.57,-51.87,20,01 Oct 2021,29 Oct 2021,824611500,3937100,1828,C143,2021,10
AMOR,2.45,97.89,20,01 Oct 2021,29 Oct 2021,59798785000,16120900,36113,G311,2021,10
