,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
27,AMIN,-3.64,-25.7,21,01 Nov 2019,29 Nov 2019,17882000,59600,85,,2019,11
28,AMRT,-5.03,-9.09,21,01 Nov 2019,29 Nov 2019,3814111000,4347700,1147,,2019,11
29,ANDI,-95.94,-96.75,21,01 Nov 2019,29 Nov 2019,124177807200,491903400,61603,,2019,11
30,ANJT,9.15,-22.17,21,01 Nov 2019,29 Nov 2019,3411567000,3932100,437,,2019,11
31,ANTM,-15.73,-1.96,21,01 Nov 2019,29 Nov 2019,955875962500,1158128000,111081,,2019,11
32,APEX,-26.99,-80.36,21,01 Nov 2019,29 Nov 2019,116537600,271900,172,,2019,11
33,APIC,-11.64,19.44,21,01 Nov 2019,29 Nov 2019,265043988000,399692500,28036,,2019,11
34,APII,-1.1,-3.23,21,01 Nov 2019,29 Nov 2019,14994700,89500,50,,2019,11
35,APLI,29.17,84.52,21,01 Nov 2019,29 Nov 2019,1126762700,7828000,874,,2019,11
36,APLN,-18.22,15.13,21,01 Nov 2019,29 Nov 2019,154115632000,788622700,51415,,2019,11
37,APOL,0.0,-13.79,21,01 Nov 2019,29 Nov 2019,5000,100,1,,2019,11
38,ARGO,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
39,ARII,0.0,-28.89,21,01 Nov 2019,29 Nov 2019,86690500,135500,26,,2019,11
40,ARKA,0.31,582.2,21,01 Nov 2019,29 Nov 2019,8664115000,5395700,2573,,2019,11
41,ARMY,-74.36,-84.28,21,01 Nov 2019,29 Nov 2019,124976630200,1216175900,26178,,2019,11
42,ARNA,-6.02,11.43,21,01 Nov 2019,29 Nov 2019,6404066500,13106400,1532,,2019,11
43,ARTA,0.0,-70.23,21,01 Nov 2019,29 Nov 2019,23607200,60100,100,,2019,11
44,ARTI,0.0,0.0,21,01 Nov 2019,29 Nov 2019,7025000,140500,23,,2019,11
45,ARTO,-27.76,932.61,21,01 Nov 2019,29 Nov 2019,12171477500,4317300,5948,,2019,11
46,ASBI,-10.39,10.4,21,01 Nov 2019,29 Nov 2019,2531200,8900,26,,2019,11
47,ASDM,-6.07,-13.73,21,01 Nov 2019,29 Nov 2019,1449000,1400,3,,2019,11
48,ASGR,-6.6,-30.83,21,01 Nov 2019,29 Nov 2019,4889488500,5127700,1034,,2019,11
49,ASII,-6.47,-20.97,21,01 Nov 2019,29 Nov 2019,3943785282500,597144800,95772,,2019,11
50,ASJT,-2.17,-50.0,21,01 Nov 2019,29 Nov 2019,293759900,1572700,451,,2019,11
51,ASMI,-3.65,32.14,21,01 Nov 2019,29 Nov 2019,3575260000,3667800,605,,2019,11
52,ASRI,-12.41,-23.08,21,01 Nov 2019,29 Nov 2019,24893202800,96826400,13021,,2019,11
53,ASRM,-5.66,-14.89,21,01 Nov 2019,29 Nov 2019,95225000,50500,60,,2019,11
54,ASSA,1.95,115.66,21,01 Nov 2019,29 Nov 2019,112612548500,150566600,7182,,2019,11
55,ATIC,26.24,-1.11,21,01 Nov 2019,29 Nov 2019,23195000,30900,88,,2019,11
56,AUTO,-6.27,-18.71,21,01 Nov 2019,29 Nov 2019,21159829500,17152700,6697,,2019,11
57,BABP,0.0,0.0,21,01 Nov 2019,29 Nov 2019,873521400,17470400,496,,2019,11
58,BACA,0.0,0.0,21,01 Nov 2019,29 Nov 2019,7485943000,25210600,3762,,2019,11
59,BAJA,-24.1,-44.25,21,01 Nov 2019,29 Nov 2019,1141817500,15199600,2522,,2019,11
60,BALI,-2.87,-13.14,21,01 Nov 2019,29 Nov 2019,66285500,49800,42,,2019,11
61,BAPA,-8.75,-33.03,21,01 Nov 2019,29 Nov 2019,50803500,681500,292,,2019,11
62,BAPI,0.0,-66.67,21,01 Nov 2019,29 Nov 2019,251335000,5026700,648,,2019,11
63,BATA,-7.14,8.33,21,01 Nov 2019,29 Nov 2019,309186000,491400,277,,2019,11
64,BAYU,-36.04,-49.1,21,01 Nov 2019,29 Nov 2019,1311828500,1071100,617,,2019,11
65,BBCA,-0.16,20.77,21,01 Nov 2019,29 Nov 2019,8155185030000,259364600,119034,,2019,11
66,BBHI,-17.22,-12.87,21,01 Nov 2019,29 Nov 2019,609754000,3745600,566,,2019,11
67,BBKP,-15.15,-17.65,21,01 Nov 2019,29 Nov 2019,20651099800,82096000,8986,,2019,11
68,BBLD,-8.07,-13.14,21,01 Nov 2019,29 Nov 2019,13672200,32400,60,,2019,11
69,BBMD,-1.65,73.19,21,01 Nov 2019,29 Nov 2019,3839000,1600,4,,2019,11
70,BBNI,-2.28,-14.77,21,01 Nov 2019,29 Nov 2019,3338398552500,442743100,89419,,2019,11
71,BBRI,-2.85,11.75,21,01 Nov 2019,29 Nov 2019,10114391492000,2468453600,278335,,2019,11
72,BBRM,0.0,0.0,21,01 Nov 2019,29 Nov 2019,3145000,62900,16,,2019,11
73,BBTN,14.52,-16.14,21,01 Nov 2019,29 Nov 2019,1128403898000,565365300,89687,,2019,11
74,BBYB,-6.0,-0.7,21,01 Nov 2019,29 Nov 2019,128256600,447500,104,,2019,11
75,BCAP,-11.69,-9.93,21,01 Nov 2019,29 Nov 2019,11804615000,76250600,72175,,2019,11
76,BCIC,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
77,BCIP,-22.73,-23.6,21,01 Nov 2019,29 Nov 2019,2046804000,25659400,822,,2019,11
78,BDMN,-12.38,-51.58,21,01 Nov 2019,29 Nov 2019,194654910000,48656000,26327,,2019,11
79,BEEF,8.02,2.94,21,01 Nov 2019,29 Nov 2019,77407975600,214316900,19017,,2019,11
80,BEKS,0.0,0.0,21,01 Nov 2019,29 Nov 2019,39380000,787600,149,,2019,11
81,BELL,0.97,116.67,21,01 Nov 2019,29 Nov 2019,599305500,1154700,471,,2019,11
82,BEST,-24.41,-7.69,21,01 Nov 2019,29 Nov 2019,58564755900,260617700,17464,,2019,11
83,BFIN,-5.79,-14.29,21,01 Nov 2019,29 Nov 2019,24823781000,42532900,1893,,2019,11
84,BGTG,-11.59,-25.61,21,01 Nov 2019,29 Nov 2019,2831128900,43644600,2957,,2019,11
85,BHIT,-15.07,6.9,21,01 Nov 2019,29 Nov 2019,22447478200,323126400,55432,,2019,11
86,BIKA,-1.49,-23.46,21,01 Nov 2019,29 Nov 2019,10008000,53500,84,,2019,11
87,BIMA,0.0,-10.71,21,01 Nov 2019,29 Nov 2019,5845300,116800,61,,2019,11
88,BINA,9.76,34.33,21,01 Nov 2019,29 Nov 2019,3915822000,4578800,566,,2019,11
89,BIPI,0.0,0.0,21,01 Nov 2019,29 Nov 2019,6764447700,132434000,4213,,2019,11
90,BIPP,-29.33,-39.77,21,01 Nov 2019,29 Nov 2019,1223762900,17241000,189,,2019,11
91,BIRD,-4.37,-23.69,21,01 Nov 2019,29 Nov 2019,46092917500,21795000,7130,,2019,11
92,BISI,-18.8,-35.52,21,01 Nov 2019,29 Nov 2019,3381316000,2965700,1886,,2019,11
93,BJBR,-13.26,-23.41,21,01 Nov 2019,29 Nov 2019,119129618500,68971600,14912,,2019,11
94,BJTM,-5.8,-5.8,21,01 Nov 2019,29 Nov 2019,79218243000,115184500,13093,,2019,11
95,BKDP,-3.51,-9.84,21,01 Nov 2019,29 Nov 2019,40449600,718100,141,,2019,11
96,BKSL,-33.33,-28.44,21,01 Nov 2019,29 Nov 2019,146177737300,1564919300,27630,,2019,11
97,BKSW,-36.73,-21.43,21,01 Nov 2019,29 Nov 2019,230226000,1400800,654,,2019,11
98,BLTA,0.0,-74.49,21,01 Nov 2019,29 Nov 2019,14770000,295400,22,,2019,11
99,BLTZ,5.0,-32.98,21,01 Nov 2019,29 Nov 2019,2478000,800,8,,2019,11
100,BLUE,35.53,296.15,21,01 Nov 2019,29 Nov 2019,2022932400,3974900,1755,,2019,11
101,BMAS,4.73,-15.76,21,01 Nov 2019,29 Nov 2019,18063000,60400,72,,2019,11
102,BMRI,-0.71,-5.42,21,01 Nov 2019,29 Nov 2019,4915892192500,705273800,118332,,2019,11
103,BMSR,24.71,-37.65,21,01 Nov 2019,29 Nov 2019,10188092800,62174000,12797,,2019,11
104,BMTR,-13.9,33.06,21,01 Nov 2019,29 Nov 2019,268974362800,698420400,48316,,2019,11
105,BNBA,-1.91,10.79,21,01 Nov 2019,29 Nov 2019,2335074600,7456100,815,,2019,11
106,BNBR,0.0,0.0,21,01 Nov 2019,29 Nov 2019,84640000,1692800,212,,2019,11
107,BNGA,-6.67,-0.55,21,01 Nov 2019,29 Nov 2019,43907458500,46125700,8895,,2019,11
108,BNII,-8.11,-0.97,21,01 Nov 2019,29 Nov 2019,1990773000,9417300,1665,,2019,11
109,BNLI,-22.1,66.4,21,01 Nov 2019,29 Nov 2019,1231048829500,1035688500,59036,,2019,11
110,BOGA,49.69,75.54,21,01 Nov 2019,29 Nov 2019,140392902000,149936400,19646,,2019,11
111,BOLA,-2.22,101.14,21,01 Nov 2019,29 Nov 2019,892684600,2497300,773,,2019,11
112,BOLT,-3.41,-12.37,21,01 Nov 2019,29 Nov 2019,1941972500,2303100,2686,,2019,11
113,BORN,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
114,BOSS,-62.2,-91.42,21,01 Nov 2019,29 Nov 2019,53716232700,214727300,36455,,2019,11
115,BPFI,14.41,101.54,21,01 Nov 2019,29 Nov 2019,3989500000,3154200,103,,2019,11
116,BPII,0.0,53.85,21,01 Nov 2019,29 Nov 2019,5000000,500,1,,2019,11
117,BPTR,-8.65,10.47,21,01 Nov 2019,29 Nov 2019,2518634600,24497100,3385,,2019,11
118,BRAM,-16.25,119.67,21,01 Nov 2019,29 Nov 2019,491365000,32100,36,,2019,11
119,BRIS,-18.13,-39.81,21,01 Nov 2019,29 Nov 2019,35612970000,98004400,12874,,2019,11
120,BRMS,-7.41,0.0,21,01 Nov 2019,29 Nov 2019,133265730400,2447654800,23873,,2019,11
121,BRNA,0.0,-10.83,21,01 Nov 2019,29 Nov 2019,10803500,10000,12,,2019,11
122,BRPT,43.16,-43.1,21,01 Nov 2019,29 Nov 2019,1739368048500,1523931100,128886,,2019,11
123,BSDE,-11.66,-0.4,21,01 Nov 2019,29 Nov 2019,231229298500,170022000,34447,,2019,11
124,BSIM,1.72,7.27,21,01 Nov 2019,29 Nov 2019,121227500,210500,155,,2019,11
125,BSSR,1.39,-22.01,21,01 Nov 2019,29 Nov 2019,73277500,40700,199,,2019,11
126,BSWD,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
127,BTEK,-40.48,-66.67,21,01 Nov 2019,29 Nov 2019,38249366900,585961000,10254,,2019,11
128,BTEL,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
129,BTON,0.0,-12.17,21,01 Nov 2019,29 Nov 2019,385670500,1910300,391,,2019,11
130,BTPN,-1.56,-8.43,21,01 Nov 2019,29 Nov 2019,1203846000,379100,632,,2019,11
131,BTPS,3.12,120.61,21,01 Nov 2019,29 Nov 2019,1058418646000,269013300,68280,,2019,11
132,BUDI,0.0,4.17,21,01 Nov 2019,29 Nov 2019,1600255000,15983500,398,,2019,11
133,BUKK,-8.82,-18.42,21,01 Nov 2019,29 Nov 2019,159041500,100700,162,,2019,11
134,BULL,-5.29,52.99,21,01 Nov 2019,29 Nov 2019,184666508500,993706500,4146,,2019,11
135,BUMI,-23.53,-36.89,21,01 Nov 2019,29 Nov 2019,345599292300,4410867400,55344,,2019,11
136,BUVA,-8.14,-61.65,21,01 Nov 2019,29 Nov 2019,529219800,6602100,419,,2019,11
137,BVIC,0.0,-13.16,21,01 Nov 2019,29 Nov 2019,423063700,2536700,306,,2019,11
138,BWPT,-22.13,-42.07,21,01 Nov 2019,29 Nov 2019,94251241600,926636900,28283,,2019,11
139,BYAN,0.36,-30.57,21,01 Nov 2019,29 Nov 2019,936370000,66400,103,,2019,11
140,CAKK,-35.42,-34.04,21,01 Nov 2019,29 Nov 2019,6898600100,86928700,6882,,2019,11
141,CAMP,-7.44,15.03,21,01 Nov 2019,29 Nov 2019,5176253600,13476300,4655,,2019,11
142,CANI,-6.37,-44.32,21,01 Nov 2019,29 Nov 2019,41941200,244700,164,,2019,11
143,CARS,-0.88,-92.0,21,01 Nov 2019,29 Nov 2019,23796835100,113926700,3449,,2019,11
144,CASA,5.67,32.26,21,01 Nov 2019,29 Nov 2019,84798812200,220837800,13260,,2019,11
145,CASS,0.81,-12.68,21,01 Nov 2019,29 Nov 2019,174528500,290900,43,,2019,11
146,CCSI,-13.87,-5.6,21,01 Nov 2019,29 Nov 2019,12155968400,46950700,7201,,2019,11
147,CEKA,-4.78,8.73,21,01 Nov 2019,29 Nov 2019,4390600000,2772200,1167,,2019,11
148,CENT,-20.51,-27.91,21,01 Nov 2019,29 Nov 2019,4892264600,70996200,1743,,2019,11
149,CFIN,-10.96,-17.2,21,01 Nov 2019,29 Nov 2019,12882426200,46463400,1358,,2019,11
150,CINT,1.61,-11.27,21,01 Nov 2019,29 Nov 2019,264066400,1067000,442,,2019,11
151,CITA,-6.75,-2.45,21,01 Nov 2019,29 Nov 2019,136377000,72600,31,,2019,11
152,CITY,-24.71,-67.09,21,01 Nov 2019,29 Nov 2019,4410027000,27289500,16356,,2019,11
153,CKRA,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
154,CLAY,-16.67,2150.0,21,01 Nov 2019,29 Nov 2019,133399028000,29079200,9187,,2019,11
155,CLEO,-6.42,79.58,21,01 Nov 2019,29 Nov 2019,102560620500,193808500,16768,,2019,11
156,CLPI,-4.46,17.19,21,01 Nov 2019,29 Nov 2019,1481194500,1918500,683,,2019,11
157,CMNP,-7.65,36.72,21,01 Nov 2019,29 Nov 2019,1678012500,904600,583,,2019,11
158,CMPP,0.0,-11.54,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
159,CNKO,0.0,0.0,21,01 Nov 2019,29 Nov 2019,1550000,31000,111,,2019,11
160,CNTB,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
161,CNTX,-6.39,-13.14,21,01 Nov 2019,29 Nov 2019,90928400,241500,85,,2019,11
162,COCO,-4.35,344.44,21,01 Nov 2019,29 Nov 2019,37456058500,41341300,5228,,2019,11
163,COWL,-75.49,-88.04,21,01 Nov 2019,29 Nov 2019,12804685800,200767900,10974,,2019,11
164,CPIN,6.75,-6.92,21,01 Nov 2019,29 Nov 2019,1301015760000,187809300,89927,,2019,11
165,CPRI,-3.85,-60.0,21,01 Nov 2019,29 Nov 2019,5156857200,98729000,5357,,2019,11
166,CPRO,0.0,0.0,21,01 Nov 2019,29 Nov 2019,55125000,1102500,60,,2019,11
167,CSAP,0.0,-17.8,21,01 Nov 2019,29 Nov 2019,2307101000,5146400,436,,2019,11
168,CSIS,-3.09,-70.25,21,01 Nov 2019,29 Nov 2019,856025500,9142100,5743,,2019,11
169,CTBN,0.0,-24.88,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
170,CTRA,-9.46,-0.5,21,01 Nov 2019,29 Nov 2019,307676470500,292218100,46564,,2019,11
171,CTTH,-30.95,-51.26,21,01 Nov 2019,29 Nov 2019,3135291000,44577400,1485,,2019,11
172,DART,-9.34,36.36,21,01 Nov 2019,29 Nov 2019,2597600,8400,11,,2019,11
173,DAYA,6.25,13.33,21,01 Nov 2019,29 Nov 2019,54649200,217900,259,,2019,11
174,DEAL,-81.3,-32.08,21,01 Nov 2019,29 Nov 2019,449121374700,315856700,39900,,2019,11
175,DEFI,-0.28,-3.02,21,01 Nov 2019,29 Nov 2019,342281000,193600,93,,2019,11
176,DEWA,0.0,0.0,21,01 Nov 2019,29 Nov 2019,22445000,448900,73,,2019,11
177,DFAM,-63.29,-54.32,21,01 Nov 2019,29 Nov 2019,73531435600,88602600,7157,,2019,11
178,DGIK,0.0,0.0,21,01 Nov 2019,29 Nov 2019,103250000,2065000,40,,2019,11
179,DIGI,-2.86,-5.56,21,01 Nov 2019,29 Nov 2019,10914781500,6301600,55,,2019,11
180,DILD,-13.75,-10.39,21,01 Nov 2019,29 Nov 2019,12142076800,38084100,3224,,2019,11
181,DIVA,-1.35,13.66,21,01 Nov 2019,29 Nov 2019,71727582000,19377600,2434,,2019,11
182,DKFT,-34.65,-56.86,21,01 Nov 2019,29 Nov 2019,59269823000,333633600,28869,,2019,11
183,DLTA,-1.83,21.82,21,01 Nov 2019,29 Nov 2019,851282500,126900,138,,2019,11
184,DMAS,7.28,103.77,21,01 Nov 2019,29 Nov 2019,290483887600,903505800,42587,,2019,11
185,DMMX,-13.24,2.61,21,01 Nov 2019,29 Nov 2019,126813886800,475505800,14147,,2019,11
186,DNAR,-17.04,-18.84,21,01 Nov 2019,29 Nov 2019,8427000,31900,46,,2019,11
187,DNET,-0.33,-7.29,21,01 Nov 2019,29 Nov 2019,276661000,90400,57,,2019,11
188,DOID,-26.38,-54.29,21,01 Nov 2019,29 Nov 2019,135309592200,463721200,22667,,2019,11
189,DPNS,-0.74,-14.56,21,01 Nov 2019,29 Nov 2019,20256800,76700,40,,2019,11
190,DPUM,-0.91,-14.84,21,01 Nov 2019,29 Nov 2019,505744600,4610700,220,,2019,11
191,DSFI,-5.56,0.99,21,01 Nov 2019,29 Nov 2019,1883995600,17706100,709,,2019,11
192,DSNG,14.92,1.46,21,01 Nov 2019,29 Nov 2019,17763376600,43215400,1970,,2019,11
193,DSSA,-13.0,12.78,21,01 Nov 2019,29 Nov 2019,360855000,24300,144,,2019,11
194,DUCK,-39.9,-26.6,21,01 Nov 2019,29 Nov 2019,133250131500,74685900,12854,,2019,11
195,DUTI,0.2,13.67,21,01 Nov 2019,29 Nov 2019,7963000,1600,11,,2019,11
196,DVLA,-0.9,13.4,21,01 Nov 2019,29 Nov 2019,1756524000,788000,181,,2019,11
197,DWGL,-6.9,275.0,21,01 Nov 2019,29 Nov 2019,6794487200,22358000,1871,,2019,11
198,DYAN,-6.82,59.74,21,01 Nov 2019,29 Nov 2019,11675180700,95500100,2096,,2019,11
199,EAST,0.0,-27.82,21,01 Nov 2019,29 Nov 2019,49690087900,465610200,32640,,2019,11
200,ECII,-8.04,-8.85,21,01 Nov 2019,29 Nov 2019,1912896000,1813100,125,,2019,11
201,EKAD,3.89,9.36,21,01 Nov 2019,29 Nov 2019,4690983500,5094200,1835,,2019,11
202,ELSA,-13.38,-20.93,21,01 Nov 2019,29 Nov 2019,113314108600,372456300,20376,,2019,11
203,ELTY,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
204,EMDE,-0.86,-9.45,21,01 Nov 2019,29 Nov 2019,495341000,2299600,186,,2019,11
205,EMTK,-7.05,-33.33,21,01 Nov 2019,29 Nov 2019,14640000,2600,15,,2019,11
206,ENRG,-10.53,2.0,21,01 Nov 2019,29 Nov 2019,20306641000,378753800,5867,,2019,11
207,ENVY,-67.3,132.43,21,01 Nov 2019,29 Nov 2019,1222937126000,619112800,118480,,2019,11
208,EPMT,6.64,7.14,21,01 Nov 2019,29 Nov 2019,106719500,53900,32,,2019,11
209,ERAA,-23.86,-39.09,21,01 Nov 2019,29 Nov 2019,606597983500,385580300,90325,,2019,11
210,ERTX,-8.45,4.84,21,01 Nov 2019,29 Nov 2019,7458400,57600,67,,2019,11
211,ESSA,-13.07,-17.39,21,01 Nov 2019,29 Nov 2019,31697913800,110687500,9322,,2019,11
212,ESTI,-27.84,-13.58,21,01 Nov 2019,29 Nov 2019,1322868600,14730100,3908,,2019,11
213,ETWA,-19.48,-23.46,21,01 Nov 2019,29 Nov 2019,3839279400,47816800,5027,,2019,11
214,EXCL,-5.92,68.69,21,01 Nov 2019,29 Nov 2019,2334088470000,668696000,106047,,2019,11
215,FAST,-1.79,64.67,21,01 Nov 2019,29 Nov 2019,1605333000,572600,135,,2019,11
216,FASW,-2.67,-6.11,21,01 Nov 2019,29 Nov 2019,1571832500,211600,155,,2019,11
217,FILM,-16.81,-71.62,21,01 Nov 2019,29 Nov 2019,19671277400,92436300,15947,,2019,11
218,FINN,0.0,0.0,21,01 Nov 2019,29 Nov 2019,10990000,219800,46,,2019,11
219,FIRE,-56.04,-86.39,21,01 Nov 2019,29 Nov 2019,585385551000,316827700,8831,,2019,11
220,FISH,24.44,-17.24,21,01 Nov 2019,29 Nov 2019,16936000,6400,10,,2019,11
221,FITT,-46.81,-50.98,21,01 Nov 2019,29 Nov 2019,11936339900,148587500,4301,,2019,11
222,FMII,-11.76,-35.71,21,01 Nov 2019,29 Nov 2019,344800,700,5,,2019,11
223,FOOD,-19.35,-25.93,21,01 Nov 2019,29 Nov 2019,3220374700,29981200,5634,,2019,11
224,FORU,-4.55,-4.55,21,01 Nov 2019,29 Nov 2019,8611300,78400,21,,2019,11
225,FORZ,-91.9,-91.41,21,01 Nov 2019,29 Nov 2019,97195769600,194214500,17679,,2019,11
226,FPNI,-10.08,-27.5,21,01 Nov 2019,29 Nov 2019,848542800,6936100,857,,2019,11
227,FREN,-16.11,60.26,21,01 Nov 2019,29 Nov 2019,315757741300,2163842000,87336,,2019,11
228,FUJI,-9.73,-7.27,21,01 Nov 2019,29 Nov 2019,1037303300,9942700,1051,,2019,11
229,GAMA,0.0,-13.79,21,01 Nov 2019,29 Nov 2019,3745000,74900,23,,2019,11
230,GDST,-28.24,-35.11,21,01 Nov 2019,29 Nov 2019,988912200,13190200,1902,,2019,11
231,GDYR,0.76,3.09,21,01 Nov 2019,29 Nov 2019,2398000,1200,2,,2019,11
232,GEMA,-0.54,15.82,21,01 Nov 2019,29 Nov 2019,214407000,580500,50,,2019,11
233,GEMS,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
234,GGRM,-10.2,-39.76,21,01 Nov 2019,29 Nov 2019,1463659547500,27875400,71718,,2019,11
235,GGRP,-35.66,-45.24,21,01 Nov 2019,29 Nov 2019,1622472400,2903100,1441,,2019,11
236,GHON,-10.07,-5.3,21,01 Nov 2019,29 Nov 2019,388856000,310000,66,,2019,11
237,GIAA,-15.93,66.44,21,01 Nov 2019,29 Nov 2019,144088689800,258577700,33117,,2019,11
238,GJTL,-8.59,-10.0,21,01 Nov 2019,29 Nov 2019,44645669500,73638500,8570,,2019,11
239,GLOB,-1.44,27.16,21,01 Nov 2019,29 Nov 2019,408131600,926800,885,,2019,11
240,GMFI,-15.05,-26.85,21,01 Nov 2019,29 Nov 2019,11467565000,66780900,7048,,2019,11
241,GMTD,-8.33,10.0,21,01 Nov 2019,29 Nov 2019,331230000,19200,28,,2019,11
242,GOLD,-1.75,-58.52,21,01 Nov 2019,29 Nov 2019,28575600,127400,32,,2019,11
243,GOLL,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
244,GOOD,-3.51,-19.47,21,01 Nov 2019,29 Nov 2019,9726332000,6352200,2523,,2019,11
245,GPRA,-12.9,-26.36,21,01 Nov 2019,29 Nov 2019,2296700000,27077600,2792,,2019,11
246,GREN,0.0,0.0,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
247,GSMF,-18.55,7.45,21,01 Nov 2019,29 Nov 2019,28433800,234700,77,,2019,11
248,GTBO,-3.64,-33.19,21,01 Nov 2019,29 Nov 2019,66824700,427700,180,,2019,11
249,GWSA,2.42,19.01,21,01 Nov 2019,29 Nov 2019,346458900,2143900,122,,2019,11
250,GZCO,0.0,0.0,21,01 Nov 2019,29 Nov 2019,261507100,5217600,324,,2019,11
251,HADE,0.0,0.0,21,01 Nov 2019,29 Nov 2019,330000,6600,10,,2019,11
252,HDFA,14.58,-41.9,21,01 Nov 2019,29 Nov 2019,105063700,668200,206,,2019,11
253,HDIT,-25.79,12.38,21,01 Nov 2019,29 Nov 2019,485977000,676700,214,,2019,11
254,HDTX,0.0,-4.76,21,01 Nov 2019,29 Nov 2019,0,0,0,,2019,11
255,HEAL,-5.64,43.75,21,01 Nov 2019,29 Nov 2019,10901492000,2902900,1496,,2019,11
256,HELI,-3.27,22.31,21,01 Nov 2019,29 Nov 2019,71028500,477300,93,,2019,11
257,HERO,8.97,7.59,21,01 Nov 2019,29 Nov 2019,46292000,55200,59,,2019,11
258,HEXA,2.87,25.96,21,01 Nov 2019,29 Nov 2019,7121953000,2005400,1383,,2019,11
259,HITS,-19.69,-27.14,21,01 Nov 2019,29 Nov 2019,278105500,478100,161,,2019,11
260,HKMU,0.0,-11.29,21,01 Nov 2019,29 Nov 2019,55777233400,174217100,4673,,2019,11
261,HMSP,-9.15,-47.84,21,01 Nov 2019,29 Nov 2019,1827836689000,905247900,96201,,2019,11
262,HOKI,-8.65,15.75,21,01 Nov 2019,29 Nov 2019,554303561500,602585800,13916,,2019,11
