,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,2.62,-8.88,21,02 Sep 2019,30 Sep 2019,165898187500,15292000,13582,,2019,09
1,ABBA,-6.38,37.5,21,02 Sep 2019,30 Sep 2019,18121903000,129885600,12415,,2019,09
2,ABDA,-0.36,0.0,21,02 Sep 2019,30 Sep 2019,697500,100,1,,2019,09
3,ABMM,12.4,-10.13,21,02 Sep 2019,30 Sep 2019,10334500,5700,35,,2019,09
4,ACES,2.61,18.79,21,02 Sep 2019,30 Sep 2019,437019826000,248734600,116031,,2019,09
5,ACST,-12.08,-32.15,21,02 Sep 2019,30 Sep 2019,5617490000,5016300,1703,,2019,09
6,ADES,-2.76,14.67,21,02 Sep 2019,30 Sep 2019,1368919000,1222700,884,,2019,09
7,ADHI,0.0,-15.77,21,02 Sep 2019,30 Sep 2019,92382411500,69019400,19434,,2019,09
8,ADMF,0.47,16.48,21,02 Sep 2019,30 Sep 2019,42442582500,3976400,838,,2019,09
9,ADMG,-15.62,-39.81,21,02 Sep 2019,30 Sep 2019,7790854300,37336500,5036,,2019,09
10,ADRO,14.67,6.17,21,02 Sep 2019,30 Sep 2019,2247705442000,1662304600,137319,,2019,09
11,AGII,0.81,-8.82,21,02 Sep 2019,30 Sep 2019,4493683000,7243800,975,,2019,09
12,AGRO,-16.15,-29.68,21,02 Sep 2019,30 Sep 2019,20373001000,84776300,8696,,2019,09
13,AGRS,-12.0,-26.05,21,02 Sep 2019,30 Sep 2019,367448400,1863400,657,,2019,09
14,AHAP,22.22,-22.35,21,02 Sep 2019,30 Sep 2019,16682640700,196350800,16435,,2019,09
15,AIMS,0.0,0.0,21,02 Sep 2019,30 Sep 2019,0,0,0,,2019,09
16,AISA,0.0,0.0,21,02 Sep 2019,30 Sep 2019,0,0,0,,2019,09
17,AKKU,0.0,0.0,21,02 Sep 2019,30 Sep 2019,51745000,1034900,1128,,2019,09
18,AKPI,-6.98,-46.67,21,02 Sep 2019,30 Sep 2019,105177800,257500,154,,2019,09
19,AKRA,-11.01,-11.42,21,02 Sep 2019,30 Sep 2019,524754490000,131689600,27941,,2019,09
20,AKSI,101.12,82.74,21,02 Sep 2019,30 Sep 2019,23549475500,41299400,3651,,2019,09
21,ALDO,2.69,-42.99,21,02 Sep 2019,30 Sep 2019,271671400,715600,195,,2019,09
22,ALKA,-15.0,47.33,21,02 Sep 2019,30 Sep 2019,59199900,129200,252,,2019,09
23,ALMI,-21.25,-5.5,21,02 Sep 2019,30 Sep 2019,258398400,662600,325,,2019,09
24,ALTO,0.0,-5.0,21,02 Sep 2019,30 Sep 2019,1194891200,3134200,121,,2019,09
25,AMAG,-0.65,-6.13,21,02 Sep 2019,30 Sep 2019,13542200,44800,76,,2019,09
26,AMFG,-14.8,15.45,21,02 Sep 2019,30 Sep 2019,513444000,113600,99,,2019,09
