,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
55,ASPI,-34.78,128.57,22,01 Jul 2020,30 Jul 2020,79869905600,271409700,27802,61--,2020,07
56,ASRI,-4.65,-60.58,22,01 Jul 2020,30 Jul 2020,193043643100,1470766300,42335,61--,2020,07
57,ASRM,3.11,-15.32,22,01 Jul 2020,30 Jul 2020,150093500,75700,88,84--,2020,07
58,ASSA,33.08,46.98,22,01 Jul 2020,30 Jul 2020,115964073700,242432200,16545,74--,2020,07
59,ATIC,-29.31,-31.67,22,01 Jul 2020,30 Jul 2020,11118000,16100,53,97--,2020,07
60,AUTO,-1.69,-40.82,22,01 Jul 2020,30 Jul 2020,31751090000,34939100,8978,42--,2020,07
61,AYLS,0.0,-50.0,22,01 Jul 2020,30 Jul 2020,27070000,541400,85,91--,2020,07
62,BABP,0.0,0.0,22,01 Jul 2020,30 Jul 2020,5905000,118100,93,81--,2020,07
63,BACA,1.93,40.67,22,01 Jul 2020,30 Jul 2020,2056284400,5218600,708,81--,2020,07
64,BAJA,1.72,-47.79,22,01 Jul 2020,30 Jul 2020,1007363300,16286000,1804,33--,2020,07
65,BALI,11.95,-42.95,22,01 Jul 2020,30 Jul 2020,89808000,106500,127,75--,2020,07
66,BAPA,0.0,-54.13,22,01 Jul 2020,30 Jul 2020,7278100,145200,23,61--,2020,07
67,BAPI,0.0,-66.67,22,01 Jul 2020,30 Jul 2020,34065000,681300,106,61--,2020,07
68,BATA,8.11,0.0,22,01 Jul 2020,30 Jul 2020,46722500,83200,129,44--,2020,07
69,BAYU,0.0,-46.51,22,01 Jul 2020,30 Jul 2020,45633500,44000,80,94--,2020,07
70,BBCA,9.57,20.0,22,01 Jul 2020,30 Jul 2020,9166768060000,300604500,203465,81--,2020,07
71,BBHI,64.56,-23.98,22,01 Jul 2020,30 Jul 2020,3027751400,20402500,4061,81--,2020,07
72,BBKP,-3.78,-34.56,22,01 Jul 2020,30 Jul 2020,205405797900,1115082600,40790,81--,2020,07
73,BBLD,-3.54,-19.07,22,01 Jul 2020,30 Jul 2020,531552600,1437200,75,82--,2020,07
74,BBMD,15.48,5.43,22,01 Jul 2020,30 Jul 2020,117710000,81400,197,81--,2020,07
75,BBNI,0.44,-47.73,22,01 Jul 2020,30 Jul 2020,4870230208000,1042761700,228054,81--,2020,07
76,BBRI,4.29,-13.66,22,01 Jul 2020,30 Jul 2020,9710945017000,3111289700,369809,81--,2020,07
77,BBRM,0.0,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,74--,2020,07
78,BBSS,-12.93,6.67,22,01 Jul 2020,30 Jul 2020,24074016500,169260500,25246,61--,2020,07
79,BBTN,1.61,-50.2,22,01 Jul 2020,30 Jul 2020,2218632352000,1713274300,137678,81--,2020,07
80,BBYB,26.05,5.63,22,01 Jul 2020,30 Jul 2020,2594027400,9161200,829,81--,2020,07
81,BCAP,-5.13,-1.99,22,01 Jul 2020,30 Jul 2020,38300398000,243528500,206179,89--,2020,07
82,BCIC,55.56,55.56,22,01 Jul 2020,30 Jul 2020,238000,400,3,81--,2020,07
83,BCIP,0.0,-43.82,22,01 Jul 2020,30 Jul 2020,4916017100,90752800,4250,61--,2020,07
84,BDMN,1.86,-63.95,22,01 Jul 2020,30 Jul 2020,80833462000,28912000,12471,81--,2020,07
85,BEEF,-9.91,-41.18,22,01 Jul 2020,30 Jul 2020,20672865600,95369500,12405,13--,2020,07
86,BEKS,0.0,0.0,22,01 Jul 2020,30 Jul 2020,453135000,9062700,388,81--,2020,07
87,BELL,7.91,212.5,22,01 Jul 2020,30 Jul 2020,12289169000,17198700,4488,43--,2020,07
88,BESS,9.57,140.0,22,01 Jul 2020,30 Jul 2020,2451988800,10027800,4434,74--,2020,07
89,BEST,7.89,-40.87,22,01 Jul 2020,30 Jul 2020,131089688500,1048126500,35098,61--,2020,07
90,BFIN,2.84,-56.39,22,01 Jul 2020,30 Jul 2020,127408670200,452431900,22508,82--,2020,07
91,BGTG,0.0,-39.02,22,01 Jul 2020,30 Jul 2020,5057031100,93005900,4964,81--,2020,07
92,BHAT,0.0,336.89,22,01 Jul 2020,30 Jul 2020,1142401812000,2588503400,50102,84--,2020,07
93,BHIT,0.0,-13.79,22,01 Jul 2020,30 Jul 2020,105820000,2116400,232,98--,2020,07
94,BIKA,1.6,-26.92,22,01 Jul 2020,30 Jul 2020,18106300,102500,234,61--,2020,07
95,BIMA,0.0,-10.71,22,01 Jul 2020,30 Jul 2020,1090000,21800,14,44--,2020,07
96,BINA,-6.88,31.34,22,01 Jul 2020,30 Jul 2020,14692653000,17102000,1265,81--,2020,07
97,BIPI,0.0,0.0,22,01 Jul 2020,30 Jul 2020,77830000,1556600,118,22--,2020,07
98,BIPP,42.0,-19.32,22,01 Jul 2020,30 Jul 2020,450736400,7897400,1120,61--,2020,07
99,BIRD,2.29,-61.15,22,01 Jul 2020,30 Jul 2020,53562473000,50954700,12212,74--,2020,07
100,BISI,1.82,-49.85,22,01 Jul 2020,30 Jul 2020,3511802500,4279500,1364,11--,2020,07
101,BJBR,23.03,-54.39,22,01 Jul 2020,30 Jul 2020,664634222500,726421100,86150,81--,2020,07
102,BJTM,10.0,-20.29,22,01 Jul 2020,30 Jul 2020,436579387800,787589000,79120,81--,2020,07
103,BKDP,-15.25,-18.03,22,01 Jul 2020,30 Jul 2020,102146900,1941900,401,61--,2020,07
104,BKSL,0.0,-54.13,22,01 Jul 2020,30 Jul 2020,5796915000,115938300,866,61--,2020,07
105,BKSW,13.24,-57.69,22,01 Jul 2020,30 Jul 2020,151656800,2041300,871,81--,2020,07
106,BLTA,0.0,-74.49,22,01 Jul 2020,30 Jul 2020,18790000,375800,50,74--,2020,07
107,BLTZ,9.09,-23.4,22,01 Jul 2020,30 Jul 2020,4527000,1400,7,95--,2020,07
108,BLUE,1.98,296.15,22,01 Jul 2020,30 Jul 2020,1397257800,2769300,2351,91--,2020,07
109,BMAS,8.2,-28.26,22,01 Jul 2020,30 Jul 2020,205613000,669800,824,81--,2020,07
110,BMRI,17.17,-21.36,22,01 Jul 2020,30 Jul 2020,4813823218500,901295000,153661,81--,2020,07
111,BMSR,-1.85,-68.82,22,01 Jul 2020,30 Jul 2020,20532500,377800,174,91--,2020,07
112,BMTR,15.68,-11.57,22,01 Jul 2020,30 Jul 2020,174579171600,867679100,27411,98--,2020,07
113,BNBA,5.56,9.35,22,01 Jul 2020,30 Jul 2020,2090810200,7078700,576,81--,2020,07
114,BNBR,0.0,0.0,22,01 Jul 2020,30 Jul 2020,13175000,263500,70,98--,2020,07
115,BNGA,6.94,-15.85,22,01 Jul 2020,30 Jul 2020,248189914000,299780400,38635,81--,2020,07
116,BNII,22.98,-3.88,22,01 Jul 2020,30 Jul 2020,33659771800,154736700,10565,81--,2020,07
117,BNLI,0.0,103.2,22,01 Jul 2020,30 Jul 2020,248935583000,195716300,6475,81--,2020,07
118,BOGA,0.36,101.44,22,01 Jul 2020,30 Jul 2020,2191979631000,1601013300,70701,91--,2020,07
119,BOLA,2.5,-6.29,22,01 Jul 2020,30 Jul 2020,311963700,1940300,671,99--,2020,07
120,BOLT,-11.86,-11.86,22,01 Jul 2020,30 Jul 2020,577155500,674900,27,42--,2020,07
121,BOSS,-2.44,-96.67,22,01 Jul 2020,30 Jul 2020,17377664500,207671700,16963,21--,2020,07
122,BPFI,8.02,96.92,22,01 Jul 2020,30 Jul 2020,768000,600,2,82--,2020,07
123,BPII,0.0,53.85,22,01 Jul 2020,30 Jul 2020,10000000,1000,1,89--,2020,07
124,BPTR,0.0,-9.3,22,01 Jul 2020,30 Jul 2020,28425700,381300,294,74--,2020,07
125,BRAM,-13.41,-12.7,22,01 Jul 2020,30 Jul 2020,33580000,6100,29,42--,2020,07
126,BRIS,75.32,2.86,22,01 Jul 2020,30 Jul 2020,3026976192800,6334933300,416546,81--,2020,07
127,BRMS,0.0,0.0,22,01 Jul 2020,30 Jul 2020,7483950000,149679000,1278,23--,2020,07
128,BRNA,-8.37,-22.5,22,01 Jul 2020,30 Jul 2020,519017000,544200,80,35--,2020,07
129,BRPT,-18.1,-60.25,22,01 Jul 2020,30 Jul 2020,1740790619500,1539472000,141445,34--,2020,07
130,BSDE,-6.76,-45.02,22,01 Jul 2020,30 Jul 2020,784737679500,1061729100,63300,61--,2020,07
131,BSIM,-5.5,-6.36,22,01 Jul 2020,30 Jul 2020,146896700,286900,246,81--,2020,07
132,BSSR,-8.59,-43.16,22,01 Jul 2020,30 Jul 2020,493659000,376700,426,21--,2020,07
133,BSWD,0.0,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,81--,2020,07
134,BTEK,0.0,-66.67,22,01 Jul 2020,30 Jul 2020,3425000,68500,32,51--,2020,07
135,BTEL,0.0,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,73--,2020,07
136,BTON,-5.26,-21.74,22,01 Jul 2020,30 Jul 2020,666707400,3560700,838,33--,2020,07
137,BTPN,6.02,-33.43,22,01 Jul 2020,30 Jul 2020,5379388000,2424500,1704,81--,2020,07
138,BTPS,8.49,92.2,22,01 Jul 2020,30 Jul 2020,864512095000,263942900,82276,81--,2020,07
139,BUDI,4.65,-6.25,22,01 Jul 2020,30 Jul 2020,820199200,9273700,941,51--,2020,07
140,BUKK,-7.89,-63.16,22,01 Jul 2020,30 Jul 2020,909591000,1293700,1071,75--,2020,07
141,BULL,5.19,176.92,22,01 Jul 2020,30 Jul 2020,908379750000,2883352900,100269,74--,2020,07
142,BUMI,0.0,-51.46,22,01 Jul 2020,30 Jul 2020,10285275000,205705500,2134,21--,2020,07
143,BUVA,-1.75,-72.82,22,01 Jul 2020,30 Jul 2020,137244100,2444200,617,94--,2020,07
144,BVIC,-13.24,-68.95,22,01 Jul 2020,30 Jul 2020,1166359600,18250800,2633,81--,2020,07
145,BWPT,33.71,-27.44,22,01 Jul 2020,30 Jul 2020,434674021000,3811663700,129607,12--,2020,07
146,BYAN,5.59,-33.46,22,01 Jul 2020,30 Jul 2020,1177065000,93200,384,21--,2020,07
147,CAKK,0.0,-46.81,22,01 Jul 2020,30 Jul 2020,215476500,4308800,704,32--,2020,07
148,CAMP,-4.37,-43.06,22,01 Jul 2020,30 Jul 2020,1700450300,8340500,2163,51--,2020,07
149,CANI,-32.97,-53.03,22,01 Jul 2020,30 Jul 2020,13175100,92500,148,74--,2020,07
150,CARE,6.25,230.1,22,01 Jul 2020,30 Jul 2020,982439200800,2967073800,42489,96--,2020,07
151,CARS,0.0,-98.21,22,01 Jul 2020,30 Jul 2020,1147150000,22943000,274,91--,2020,07
152,CASA,-2.5,25.81,22,01 Jul 2020,30 Jul 2020,9876843800,28441200,764,89--,2020,07
153,CASH,4.63,61.43,22,01 Jul 2020,30 Jul 2020,64291156500,117963000,18113,97--,2020,07
154,CASS,17.02,-69.01,22,01 Jul 2020,30 Jul 2020,60193306200,260433100,27234,72--,2020,07
155,CBMF,6.8,37.5,22,01 Jul 2020,30 Jul 2020,22760314400,112530400,9338,55--,2020,07
156,CCSI,-3.23,-4.0,22,01 Jul 2020,30 Jul 2020,4528746000,18060900,2936,45--,2020,07
157,CEKA,-9.77,30.91,22,01 Jul 2020,30 Jul 2020,7890721500,4044700,2581,51--,2020,07
158,CENT,35.8,27.91,22,01 Jul 2020,30 Jul 2020,41976244200,422174900,11469,75--,2020,07
159,CFIN,-7.28,-39.17,22,01 Jul 2020,30 Jul 2020,5434304000,28279500,1200,82--,2020,07
160,CINT,1.57,-9.15,22,01 Jul 2020,30 Jul 2020,175304600,695100,243,55--,2020,07
161,CITA,10.56,8.15,22,01 Jul 2020,30 Jul 2020,289877500,163200,71,23--,2020,07
162,CITY,1.92,-86.68,22,01 Jul 2020,30 Jul 2020,83672500,1625900,347,61--,2020,07
163,CKRA,0.0,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,23--,2020,07
164,CLAY,14.92,1055.56,22,01 Jul 2020,30 Jul 2020,16572000,8400,35,94--,2020,07
165,CLEO,10.52,81.34,22,01 Jul 2020,30 Jul 2020,144812814000,293145000,34877,51--,2020,07
166,CLPI,-4.7,10.94,22,01 Jul 2020,30 Jul 2020,1136380000,1603100,805,91--,2020,07
167,CMNP,-33.56,-22.66,22,01 Jul 2020,30 Jul 2020,1911888000,1573800,817,72--,2020,07
168,CMPP,0.0,-11.54,22,01 Jul 2020,30 Jul 2020,0,0,0,74--,2020,07
169,CNKO,0.0,0.0,22,01 Jul 2020,30 Jul 2020,10365000,207300,27,91--,2020,07
170,CNTB,0.0,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,43--,2020,07
171,CNTX,-4.62,-47.46,22,01 Jul 2020,30 Jul 2020,27196000,111900,42,43--,2020,07
172,COCO,-3.57,309.09,22,01 Jul 2020,30 Jul 2020,955457500,1205800,479,51--,2020,07
173,COWL,0.0,-88.04,22,01 Jul 2020,30 Jul 2020,505000,10100,2,61--,2020,07
174,CPIN,11.66,-13.84,22,01 Jul 2020,30 Jul 2020,1569682945000,256653700,108793,36--,2020,07
175,CPRI,0.0,-60.0,22,01 Jul 2020,30 Jul 2020,6945000,138900,44,61--,2020,07
176,CPRO,0.0,0.0,22,01 Jul 2020,30 Jul 2020,14345000,286900,30,36--,2020,07
177,CSAP,-5.71,-39.45,22,01 Jul 2020,30 Jul 2020,256146800,768400,189,93--,2020,07
178,CSIS,2.0,-83.86,22,01 Jul 2020,30 Jul 2020,3726608600,64630100,10514,62--,2020,07
179,CSMI,0.97,6.12,22,01 Jul 2020,30 Jul 2020,243719500,1111500,377,94--,2020,07
180,CSRA,33.33,149.6,22,01 Jul 2020,30 Jul 2020,25778019800,89516200,14310,12--,2020,07
181,CTBN,0.0,-43.02,22,01 Jul 2020,30 Jul 2020,0,0,0,33--,2020,07
182,CTRA,7.38,-35.15,22,01 Jul 2020,30 Jul 2020,626777283000,967734200,73031,61--,2020,07
183,CTTH,0.0,-57.98,22,01 Jul 2020,30 Jul 2020,15436800,308700,61,24--,2020,07
184,DADA,-27.1,-23.53,22,01 Jul 2020,30 Jul 2020,187615627100,1970228500,78692,61--,2020,07
185,DART,-22.86,-10.74,22,01 Jul 2020,30 Jul 2020,34037800,158500,69,61--,2020,07
186,DAYA,-5.0,171.43,22,01 Jul 2020,30 Jul 2020,15231000,24400,13,93--,2020,07
187,DEAL,-6.52,-83.77,22,01 Jul 2020,30 Jul 2020,11903349100,128481100,12908,74--,2020,07
188,DEFI,-0.83,-1.92,22,01 Jul 2020,30 Jul 2020,795130000,443200,430,82--,2020,07
189,DEWA,0.0,0.0,22,01 Jul 2020,30 Jul 2020,72045000,1440900,36,21--,2020,07
190,DFAM,3.59,-60.68,22,01 Jul 2020,30 Jul 2020,50383600,157600,130,94--,2020,07
191,DGIK,0.0,0.0,22,01 Jul 2020,30 Jul 2020,1465000,29300,27,62--,2020,07
192,DIGI,4.11,-1.39,22,01 Jul 2020,30 Jul 2020,12213000,7100,14,97--,2020,07
193,DILD,-4.79,-41.88,22,01 Jul 2020,30 Jul 2020,11833504300,65245700,3830,61--,2020,07
194,DIVA,17.1,-37.27,22,01 Jul 2020,30 Jul 2020,20329315500,11769300,3426,93--,2020,07
195,DKFT,28.57,-58.82,22,01 Jul 2020,30 Jul 2020,26105774000,217706200,16480,23--,2020,07
196,DLTA,-7.06,-13.82,22,01 Jul 2020,30 Jul 2020,1021182000,211300,488,51--,2020,07
197,DMAS,27.91,38.36,22,01 Jul 2020,30 Jul 2020,611286105300,3074533800,87642,61--,2020,07
198,DMMX,16.75,0.0,22,01 Jul 2020,30 Jul 2020,97515692600,456077700,28954,95--,2020,07
199,DMND,-1.06,1.64,22,01 Jul 2020,30 Jul 2020,440998500,465300,623,51--,2020,07
200,DNAR,42.01,-13.04,22,01 Jul 2020,30 Jul 2020,147278600,538800,221,81--,2020,07
201,DNET,-1.43,4.86,22,01 Jul 2020,30 Jul 2020,2415844000,720500,246,97--,2020,07
202,DOID,91.18,-50.48,22,01 Jul 2020,30 Jul 2020,744220860600,3269752400,131667,21--,2020,07
203,DPNS,0.0,-24.05,22,01 Jul 2020,30 Jul 2020,69965000,262400,105,34--,2020,07
204,DPUM,-14.1,-47.66,22,01 Jul 2020,30 Jul 2020,140933600,2038400,359,91--,2020,07
205,DSFI,-5.71,-34.65,22,01 Jul 2020,30 Jul 2020,1421081600,20632100,3280,14--,2020,07
206,DSNG,1.67,-10.73,22,01 Jul 2020,30 Jul 2020,28775778800,81924100,6510,12--,2020,07
207,DSSA,7.46,54.63,22,01 Jul 2020,30 Jul 2020,297935000,13800,37,21--,2020,07
208,DUCK,-27.52,-76.54,22,01 Jul 2020,30 Jul 2020,39151846800,92862200,21716,94--,2020,07
209,DUTI,-26.05,-13.67,22,01 Jul 2020,30 Jul 2020,7734723500,1396500,2108,61--,2020,07
210,DVLA,6.42,19.59,22,01 Jul 2020,30 Jul 2020,4450866000,1965400,2144,53--,2020,07
211,DWGL,-12.4,213.89,22,01 Jul 2020,30 Jul 2020,89041600,378700,396,91--,2020,07
212,DYAN,-1.96,-35.06,22,01 Jul 2020,30 Jul 2020,1001765300,20012500,520,99--,2020,07
213,EAST,-14.06,-58.65,22,01 Jul 2020,30 Jul 2020,3650204300,59501900,4842,94--,2020,07
214,ECII,0.0,-38.05,22,01 Jul 2020,30 Jul 2020,84527500,120800,51,93--,2020,07
215,EKAD,19.32,44.44,22,01 Jul 2020,30 Jul 2020,20741594500,16713800,10515,34--,2020,07
216,ELSA,3.64,-33.72,22,01 Jul 2020,30 Jul 2020,366002304000,1526112700,66225,22--,2020,07
217,ELTY,0.0,0.0,22,01 Jul 2020,30 Jul 2020,29310000,586200,35,61--,2020,07
218,EMDE,0.0,-20.47,22,01 Jul 2020,30 Jul 2020,21969500,109100,35,61--,2020,07
219,EMTK,-8.16,-46.43,22,01 Jul 2020,30 Jul 2020,518038000,113400,30,95--,2020,07
220,ENRG,-3.85,0.0,22,01 Jul 2020,30 Jul 2020,11369045300,221884200,4893,22--,2020,07
221,ENVY,17.44,-72.7,22,01 Jul 2020,30 Jul 2020,509649895400,4385559900,153293,97--,2020,07
222,EPAC,107.27,107.27,22,01 Jul 2020,30 Jul 2020,111645175600,385038500,44091,35--,2020,07
223,EPMT,-2.43,-14.05,22,01 Jul 2020,30 Jul 2020,1523929000,812200,328,91--,2020,07
224,ERAA,17.13,-33.18,22,01 Jul 2020,30 Jul 2020,875132397500,626629300,113409,93--,2020,07
225,ERTX,-19.72,-8.06,22,01 Jul 2020,30 Jul 2020,63493500,536300,270,43--,2020,07
226,ESIP,44.44,43.56,22,01 Jul 2020,30 Jul 2020,35767903700,177110100,28072,35--,2020,07
227,ESSA,0.65,-51.86,22,01 Jul 2020,30 Jul 2020,8937110000,54572300,4746,34--,2020,07
228,ESTA,8.6,-15.83,22,01 Jul 2020,30 Jul 2020,598965500,6012000,2930,94--,2020,07
229,ESTI,-1.96,-38.27,22,01 Jul 2020,30 Jul 2020,996100100,16347100,2054,43--,2020,07
230,ETWA,-7.69,-11.11,22,01 Jul 2020,30 Jul 2020,75477900,1063000,134,34--,2020,07
231,EXCL,-9.75,26.26,22,01 Jul 2020,30 Jul 2020,785899618000,288400400,81724,73--,2020,07
232,FAST,-1.6,-44.91,22,01 Jul 2020,30 Jul 2020,1118666000,1209500,910,94--,2020,07
233,FASW,-2.1,-9.97,22,01 Jul 2020,30 Jul 2020,240090000,33300,32,38--,2020,07
234,FILM,-4.68,-76.03,22,01 Jul 2020,30 Jul 2020,4340070900,24926200,4826,95--,2020,07
235,FINN,0.0,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,82--,2020,07
236,FIRE,10.71,-98.4,22,01 Jul 2020,30 Jul 2020,39810231100,284812900,34332,21--,2020,07
237,FISH,3.58,-28.82,22,01 Jul 2020,30 Jul 2020,162484000,55300,117,91--,2020,07
238,FITT,31.37,-34.31,22,01 Jul 2020,30 Jul 2020,1486145600,22190900,1810,94--,2020,07
239,FMII,-6.87,6.43,22,01 Jul 2020,30 Jul 2020,819500,1100,2,61--,2020,07
240,FOOD,-16.43,-13.33,22,01 Jul 2020,30 Jul 2020,13005367700,105936100,7262,51--,2020,07
241,FORU,17.33,-20.0,22,01 Jul 2020,30 Jul 2020,41459800,432100,173,95--,2020,07
242,FORZ,0.0,-94.57,22,01 Jul 2020,30 Jul 2020,1740000,34800,35,61--,2020,07
243,FPNI,-2.15,-43.12,22,01 Jul 2020,30 Jul 2020,993818200,10929500,874,35--,2020,07
244,FREN,47.42,83.33,22,01 Jul 2020,30 Jul 2020,1172563217400,8605766600,205910,73--,2020,07
245,FUJI,-1.89,-5.45,22,01 Jul 2020,30 Jul 2020,6265256400,60574100,210,82--,2020,07
246,GAMA,0.0,-13.79,22,01 Jul 2020,30 Jul 2020,385000,7700,14,61--,2020,07
247,GDST,-3.33,-38.3,22,01 Jul 2020,30 Jul 2020,2812315700,46223800,4600,33--,2020,07
248,GDYR,3.57,-25.26,22,01 Jul 2020,30 Jul 2020,676468500,477600,133,42--,2020,07
249,GEMA,2.76,17.72,22,01 Jul 2020,30 Jul 2020,39260800,106600,34,99--,2020,07
250,GEMS,0.0,0.0,22,01 Jul 2020,30 Jul 2020,0,0,0,21--,2020,07
251,GGRM,5.94,-40.24,22,01 Jul 2020,30 Jul 2020,1287443715000,26629700,63048,52--,2020,07
252,GGRP,0.73,-67.14,22,01 Jul 2020,30 Jul 2020,112001200,413000,265,33--,2020,07
253,GHON,-21.52,17.42,22,01 Jul 2020,30 Jul 2020,173576000,107600,148,75--,2020,07
254,GIAA,-0.81,-18.12,22,01 Jul 2020,30 Jul 2020,274941453400,1051647700,69291,74--,2020,07
