Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-4.63,-34.67,14,03 Apr 2023,28 Apr 2023,168228605000,21175200,20375,D232,2023,04
ABBA,-6.09,12.5,14,03 Apr 2023,28 Apr 2023,20266213700,182691700,37740,E614,2023,04
ABDA,-0.39,-7.53,14,03 Apr 2023,28 Apr 2023,645000,100,1,G412,2023,04
ABMM,5.36,47.14,14,03 Apr 2023,28 Apr 2023,84049092000,25622300,14029,C311,2023,04
ACES,-5.86,-69.8,14,03 Apr 2023,28 Apr 2023,367599246400,810911900,98536,E743,2023,04
ACST,3.03,-91.25,14,03 Apr 2023,28 Apr 2023,7719174500,57448700,9879,J211,2023,04
ADCP,1.64,-52.31,14,03 Apr 2023,28 Apr 2023,7554083100,123242700,12645,H111,2023,04
ADES,12.2,799.46,14,03 Apr 2023,28 Apr 2023,23724872500,3045000,2679,D212,2023,04
ADHI,4.81,-72.49,14,03 Apr 2023,28 Apr 2023,83898579000,206213300,24163,J211,2023,04
ADMF,-1.22,11.26,14,03 Apr 2023,28 Apr 2023,34315625000,3317400,4322,G211,2023,04
ADMG,3.76,-56.05,14,03 Apr 2023,28 Apr 2023,903957700,6732200,2319,B111,2023,04
ADMR,-14.73,1000.0,14,03 Apr 2023,28 Apr 2023,743112453000,646662000,103965,A121,2023,04
ADRO,7.93,157.61,14,03 Apr 2023,28 Apr 2023,2746173258000,909164200,155098,A121,2023,04
AGAR,-3.85,127.27,14,03 Apr 2023,28 Apr 2023,5336400,20500,123,D231,2023,04
AGII,-6.83,180.88,14,03 Apr 2023,28 Apr 2023,20260875500,10195300,6320,B111,2023,04
AGRO,10.36,37.42,14,03 Apr 2023,28 Apr 2023,124481739000,306817400,43330,G111,2023,04
AGRS,2.38,-63.87,14,03 Apr 2023,28 Apr 2023,5184868400,62530400,31155,G111,2023,04
AHAP,-1.85,-37.65,14,03 Apr 2023,28 Apr 2023,2282763300,42657500,18499,G412,2023,04
AIMS,-4.23,51.11,14,03 Apr 2023,28 Apr 2023,236970800,881100,1028,A121,2023,04
AISA,-1.32,-11.31,14,03 Apr 2023,28 Apr 2023,14321311400,96712200,42167,D222,2023,04
AKKU,0.0,0.0,14,03 Apr 2023,28 Apr 2023,134560000,2691200,6170,E512,2023,04
AKPI,-4.4,59.33,14,03 Apr 2023,28 Apr 2023,372816500,305700,266,B113,2023,04
AKRA,4.52,-62.24,14,03 Apr 2023,28 Apr 2023,878654440500,552265200,64070,A112,2023,04
AKSI,-11.45,-41.12,14,03 Apr 2023,28 Apr 2023,680027000,2854800,1286,K211,2023,04
ALDO,-4.83,2.99,14,03 Apr 2023,28 Apr 2023,2565922500,3704300,1077,B131,2023,04
ALKA,15.48,29.33,14,03 Apr 2023,28 Apr 2023,2817298600,6363600,5250,B141,2023,04
ALMI,-2.38,-38.5,14,03 Apr 2023,28 Apr 2023,166188600,676200,207,B141,2023,04
ALTO,0.0,-87.5,14,03 Apr 2023,28 Apr 2023,5045000,100900,67,D212,2023,04
AMAG,0.53,16.56,14,03 Apr 2023,28 Apr 2023,310028800,815300,692,G412,2023,04
AMAN,-26.49,101.82,14,03 Apr 2023,28 Apr 2023,124816562200,473918700,24519,H111,2023,04
AMAR,-1.96,72.41,14,03 Apr 2023,28 Apr 2023,47381466800,156213200,15253,G111,2023,04
AMFG,0.97,40.92,14,03 Apr 2023,28 Apr 2023,9518548500,1971800,2029,C121,2023,04
AMIN,13.73,-72.9,14,03 Apr 2023,28 Apr 2023,6855512800,57723500,12304,C143,2023,04
AMMS,-5.36,-47.0,14,03 Apr 2023,28 Apr 2023,4758946500,89759600,7005,D231,2023,04
AMOR,10.71,-34.74,14,03 Apr 2023,28 Apr 2023,834455500,680200,268,G311,2023,04
AMRT,0.69,210.16,14,03 Apr 2023,28 Apr 2023,780856945000,280331000,76398,D113,2023,04
ANDI,0.0,-97.5,14,03 Apr 2023,28 Apr 2023,8165000,163300,41,D232,2023,04
ANJT,2.21,-39.57,14,03 Apr 2023,28 Apr 2023,28163316500,41438100,6049,D232,2023,04
ANTM,0.48,174.51,14,03 Apr 2023,28 Apr 2023,1755246050000,835602600,138247,B146,2023,04
APEX,-8.5,-91.67,14,03 Apr 2023,28 Apr 2023,658588400,4508700,1606,A131,2023,04
APIC,3.67,135.19,14,03 Apr 2023,28 Apr 2023,164891943500,133360400,8714,G511,2023,04
APII,-0.52,3.23,14,03 Apr 2023,28 Apr 2023,433231100,2246500,496,C143,2023,04
APLI,3.87,283.33,14,03 Apr 2023,28 Apr 2023,343079400,1131500,577,B113,2023,04
APLN,-2.9,-11.84,14,03 Apr 2023,28 Apr 2023,33078979600,247469200,51089,H111,2023,04
ARCI,0.59,-54.4,14,03 Apr 2023,28 Apr 2023,39592234400,112269000,13032,B143,2023,04
ARGO,1.22,-39.88,14,03 Apr 2023,28 Apr 2023,18373400,37700,179,E413,2023,04
ARII,-6.9,-76.0,14,03 Apr 2023,28 Apr 2023,2498771600,11834500,1595,A121,2023,04
ARKA,0.0,-78.81,14,03 Apr 2023,28 Apr 2023,444260000,8885200,12208,C143,2023,04
ARKO,4.2,106.67,14,03 Apr 2023,28 Apr 2023,39013369000,67230500,6647,J411,2023,04
ARMY,0.0,-84.28,14,03 Apr 2023,28 Apr 2023,0,0,0,H111,2023,04
ARNA,-8.96,117.86,14,03 Apr 2023,28 Apr 2023,44547426000,47115600,10120,C121,2023,04
ARTA,3.45,60.31,14,03 Apr 2023,28 Apr 2023,10111000,4800,25,E512,2023,04
