Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-0.4,5.71,19,01 Apr 2022,28 Apr 2022,685837352500,54061200,55257,D232,2022,04
ABBA,-27.27,116.67,19,01 Apr 2022,28 Apr 2022,95737000700,399699900,32912,E614,2022,04
ABDA,-2.34,-10.39,19,01 Apr 2022,28 Apr 2022,35847500,5900,41,G412,2022,04
ABMM,56.37,21.59,19,01 Apr 2022,28 Apr 2022,235094482500,102294900,34012,C311,2022,04
ACES,1.95,-29.87,19,01 Apr 2022,28 Apr 2022,877711937000,799313600,120274,E743,2022,04
ACST,-9.84,-88.81,19,01 Apr 2022,28 Apr 2022,25987164700,143102000,15660,J211,2022,04
ADCP,-10.0,-37.69,19,01 Apr 2022,28 Apr 2022,97480599900,1160764000,95385,H111,2022,04
ADES,16.3,365.22,19,01 Apr 2022,28 Apr 2022,13027161000,3309500,2674,D212,2022,04
ADHI,-2.7,-54.57,19,01 Apr 2022,28 Apr 2022,97906140500,136903000,31227,J211,2022,04
ADMF,-2.92,-8.52,19,01 Apr 2022,28 Apr 2022,71762472500,8570800,10651,G211,2022,04
ADMG,-2.72,-42.99,19,01 Apr 2022,28 Apr 2022,2207464000,12129700,2138,B111,2022,04
ADMR,19.21,2630.0,19,01 Apr 2022,28 Apr 2022,10091446421000,3884421500,692995,A121,2022,04
ADRO,24.16,174.9,19,01 Apr 2022,28 Apr 2022,8102561724000,2560662200,339796,A121,2022,04
AGAR,-7.22,203.64,19,01 Apr 2022,28 Apr 2022,180894000,532600,869,D231,2022,04
AGII,41.43,233.82,19,01 Apr 2022,28 Apr 2022,606282321500,286762400,94649,B111,2022,04
AGRO,-14.92,240.32,19,01 Apr 2022,28 Apr 2022,521471958000,481199600,96018,G111,2022,04
AGRS,-14.38,-47.48,19,01 Apr 2022,28 Apr 2022,28441436400,209630600,19059,G111,2022,04
AHAP,-5.88,-24.71,19,01 Apr 2022,28 Apr 2022,9991069000,151522600,18409,G412,2022,04
AIMS,-5.0,47.78,19,01 Apr 2022,28 Apr 2022,270785400,979100,847,A121,2022,04
AISA,-4.92,3.57,19,01 Apr 2022,28 Apr 2022,20247387800,114828700,18627,D222,2022,04
AKKU,0.0,0.0,19,01 Apr 2022,28 Apr 2022,12565754200,251267400,38849,E512,2022,04
AKPI,-4.52,26.67,19,01 Apr 2022,28 Apr 2022,784618500,824500,1016,B113,2022,04
AKRA,17.58,-75.06,19,01 Apr 2022,28 Apr 2022,927227042000,967305700,112861,A112,2022,04
AKSI,-41.2,-30.46,19,01 Apr 2022,28 Apr 2022,32220146500,90114100,11084,K211,2022,04
ALDO,-8.61,42.54,19,01 Apr 2022,28 Apr 2022,158291549000,151017500,24136,B131,2022,04
ALKA,3.45,0.0,19,01 Apr 2022,28 Apr 2022,255812200,870400,860,B141,2022,04
ALMI,2.94,-30.0,19,01 Apr 2022,28 Apr 2022,73870200,261100,340,B141,2022,04
ALTO,-3.67,-47.5,19,01 Apr 2022,28 Apr 2022,167698100,795200,494,D212,2022,04
AMAG,1.03,20.25,19,01 Apr 2022,28 Apr 2022,381467200,989700,737,G412,2022,04
AMAN,0.0,377.27,19,01 Apr 2022,28 Apr 2022,2797801000,5333500,529,H111,2022,04
AMAR,0.0,131.03,19,01 Apr 2022,28 Apr 2022,209528221400,539991700,57093,G111,2022,04
AMFG,16.3,78.86,19,01 Apr 2022,28 Apr 2022,15189030000,2505200,1516,C121,2022,04
AMIN,-11.04,-66.12,19,01 Apr 2022,28 Apr 2022,578986500,3736000,1665,C143,2022,04
AMOR,-2.42,-15.26,19,01 Apr 2022,28 Apr 2022,935732000,603000,539,G311,2022,04
AMRT,12.5,82.89,19,01 Apr 2022,28 Apr 2022,2136739822000,1273244800,224020,D113,2022,04
ANDI,0.0,-97.5,19,01 Apr 2022,28 Apr 2022,108180000,2163600,290,D232,2022,04
ANJT,-5.88,-16.52,19,01 Apr 2022,28 Apr 2022,27670673500,27597600,7389,D232,2022,04
ANTM,6.56,239.87,19,01 Apr 2022,28 Apr 2022,7883330004000,2909708200,421714,B146,2022,04
APEX,-17.54,-72.02,19,01 Apr 2022,28 Apr 2022,18198995600,32245900,13809,A131,2022,04
APIC,3.3,102.78,19,01 Apr 2022,28 Apr 2022,288215225000,263724400,17540,G511,2022,04
APII,17.13,13.98,19,01 Apr 2022,28 Apr 2022,29244371600,127079500,87561,C143,2022,04
APLI,-0.97,142.86,19,01 Apr 2022,28 Apr 2022,94419200,462400,110,B113,2022,04
APLN,-3.39,-25.0,19,01 Apr 2022,28 Apr 2022,15484305600,134213600,15940,H111,2022,04
ARCI,-17.57,-47.47,19,01 Apr 2022,28 Apr 2022,167878619600,365204400,20351,B143,2022,04
ARGO,-0.36,66.67,19,01 Apr 2022,28 Apr 2022,66559000,45800,173,E413,2022,04
ARII,-3.23,-73.33,19,01 Apr 2022,28 Apr 2022,314982000,1311400,312,A121,2022,04
ARKA,0.0,-78.81,19,01 Apr 2022,28 Apr 2022,1995055000,39901100,6887,C143,2022,04
ARMY,0.0,-84.28,19,01 Apr 2022,28 Apr 2022,0,0,0,H111,2022,04
ARNA,16.11,148.81,19,01 Apr 2022,28 Apr 2022,77415289500,80497500,12067,C121,2022,04
ARTA,-4.86,34.35,19,01 Apr 2022,28 Apr 2022,514896500,281100,173,E512,2022,04
ARTI,0.0,0.0,19,01 Apr 2022,28 Apr 2022,0,0,0,A132,2022,04
ARTO,-20.48,6231.52,19,01 Apr 2022,28 Apr 2022,3789925227500,291642900,170288,G111,2022,04
ASBI,2.05,19.2,19,01 Apr 2022,28 Apr 2022,263227000,894000,427,G412,2022,04
ASDM,1.01,-14.16,19,01 Apr 2022,28 Apr 2022,126027500,126600,246,G412,2022,04
ASGR,12.64,-26.32,19,01 Apr 2022,28 Apr 2022,36743940000,37511800,8135,C224,2022,04
ASII,15.21,-7.9,19,01 Apr 2022,28 Apr 2022,5943325755000,846731600,153969,C311,2022,04
ASJT,0.79,-64.44,19,01 Apr 2022,28 Apr 2022,252160000,1980400,440,G412,2022,04
ASLC,-10.0,-8.59,19,01 Apr 2022,28 Apr 2022,491158677900,1946192900,78851,E745,2022,04
ASMI,-8.57,-77.14,19,01 Apr 2022,28 Apr 2022,877881300,5580200,1176,G412,2022,04
ASPI,-3.95,-30.48,19,01 Apr 2022,28 Apr 2022,2002318400,26322200,2705,H111,2022,04
ASRI,-6.47,-49.04,19,01 Apr 2022,28 Apr 2022,75773466300,453591200,39878,H111,2022,04
ASRM,0.31,-31.91,19,01 Apr 2022,28 Apr 2022,24537500,15400,57,G412,2022,04
ASSA,-2.3,600.55,19,01 Apr 2022,28 Apr 2022,876747641000,338879300,111218,K132,2022,04
ATAP,-15.79,12.0,19,01 Apr 2022,28 Apr 2022,3149826300,25141300,7499,H111,2022,04
ATIC,-6.93,-47.78,19,01 Apr 2022,28 Apr 2022,738632600,1530700,1112,I121,2022,04
AUTO,1.78,-22.11,19,01 Apr 2022,28 Apr 2022,90500145000,78800800,22061,E111,2022,04
AVIA,5.13,-11.83,19,01 Apr 2022,28 Apr 2022,485783478000,611768500,43096,B113,2022,04
AYLS,-22.67,166.0,19,01 Apr 2022,28 Apr 2022,73511076200,238951000,55767,B121,2022,04
BABP,-22.05,204.0,19,01 Apr 2022,28 Apr 2022,227464841300,1319782600,86042,G111,2022,04
BACA,-14.36,-42.33,19,01 Apr 2022,28 Apr 2022,47389815700,259110800,31862,G111,2022,04
BAJA,-16.9,108.85,19,01 Apr 2022,28 Apr 2022,21107021800,74031000,17994,B144,2022,04
BALI,0.63,-49.04,19,01 Apr 2022,28 Apr 2022,4519341000,5781500,1730,J321,2022,04
BANK,-6.91,1861.17,19,01 Apr 2022,28 Apr 2022,1053259841000,476168500,71534,G111,2022,04
BAPA,0.93,0.0,19,01 Apr 2022,28 Apr 2022,61757909700,554574000,51889,H111,2022,04
BAPI,0.0,-66.67,19,01 Apr 2022,28 Apr 2022,14585000,291700,135,H111,2022,04
BATA,6.64,-19.67,19,01 Apr 2022,28 Apr 2022,176825800,381800,253,E412,2022,04
BAUT,-29.87,-46.0,19,01 Apr 2022,28 Apr 2022,182481538300,2628691000,128622,E743,2022,04
BAYU,4.57,-40.83,19,01 Apr 2022,28 Apr 2022,113616000,101600,67,E513,2022,04
BBCA,1.88,-68.75,19,01 Apr 2022,28 Apr 2022,13416292747500,1705910600,368964,G111,2022,04
BBHI,12.55,3701.17,19,01 Apr 2022,28 Apr 2022,952211607500,157378200,94242,G111,2022,04
BBKP,-13.01,-21.32,19,01 Apr 2022,28 Apr 2022,384626742400,1697706700,57565,G111,2022,04
BBLD,0.99,-13.56,19,01 Apr 2022,28 Apr 2022,172950400,438700,57,G211,2022,04
BBMD,-2.44,44.93,19,01 Apr 2022,28 Apr 2022,92886000,43900,83,G111,2022,04
BBNI,11.82,4.83,19,01 Apr 2022,28 Apr 2022,6728157215000,758300000,155289,G111,2022,04
BBRI,4.51,33.06,19,01 Apr 2022,28 Apr 2022,14309867025000,3026100600,374890,G111,2022,04
BBRM,0.0,0.0,19,01 Apr 2022,28 Apr 2022,609264500,12173100,875,A122,2022,04
BBSI,-6.1,941.67,19,01 Apr 2022,28 Apr 2022,2807262500,519800,772,G111,2022,04
BBSS,-3.77,-57.5,19,01 Apr 2022,28 Apr 2022,2821031200,55286200,2069,H111,2022,04
BBTN,7.58,-27.36,19,01 Apr 2022,28 Apr 2022,1421720525500,808405400,108057,G111,2022,04
BBYB,-24.89,489.79,19,01 Apr 2022,28 Apr 2022,1643633409000,871302900,168921,G111,2022,04
BCAP,-25.0,39.07,19,01 Apr 2022,28 Apr 2022,969876808200,3671625300,171341,G511,2022,04
BCIC,-15.57,-68.67,19,01 Apr 2022,28 Apr 2022,5539122700,35715100,6144,G111,2022,04
BCIP,-16.42,-37.08,19,01 Apr 2022,28 Apr 2022,7178096000,110172100,28817,H111,2022,04
BDMN,0.41,-67.76,19,01 Apr 2022,28 Apr 2022,136007262000,56452900,15974,G111,2022,04
BEBS,2.38,4200.0,19,01 Apr 2022,28 Apr 2022,5257033950500,1208107500,50861,B121,2022,04
BEEF,-10.53,-85.0,19,01 Apr 2022,28 Apr 2022,4063085500,75200800,5518,D222,2022,04
BEKS,0.0,0.0,19,01 Apr 2022,28 Apr 2022,4066325000,81326500,4252,G111,2022,04
BELL,160.29,-26.25,19,01 Apr 2022,28 Apr 2022,409118531900,3440350800,224152,E413,2022,04
BESS,18.8,447.62,19,01 Apr 2022,28 Apr 2022,5791061700,9239400,6339,A122,2022,04
BEST,1.9,-48.56,19,01 Apr 2022,28 Apr 2022,28754554800,270644500,7993,H111,2022,04
BFIN,0.39,93.23,19,01 Apr 2022,28 Apr 2022,910269149000,694969700,61862,G211,2022,04
BGTG,-19.1,96.34,19,01 Apr 2022,28 Apr 2022,108311668500,601988400,60925,G111,2022,04
BHAT,0.5,875.73,19,01 Apr 2022,28 Apr 2022,26084172000,26129700,1806,G413,2022,04
BHIT,-5.17,-5.17,19,01 Apr 2022,28 Apr 2022,268753724600,4620164500,70668,C311,2022,04
BIKA,0.88,-12.31,19,01 Apr 2022,28 Apr 2022,34778967400,118540500,60014,H111,2022,04
BIKE,0.0,16.47,19,01 Apr 2022,28 Apr 2022,83287429000,446386700,36407,E321,2022,04
BIMA,53.47,453.57,19,01 Apr 2022,28 Apr 2022,161064233300,592221100,257238,E412,2022,04
BINA,4.9,474.63,19,01 Apr 2022,28 Apr 2022,84721816000,24949800,6066,G111,2022,04
BINO,-0.74,-2.17,19,01 Apr 2022,28 Apr 2022,12449147400,92847200,15494,C223,2022,04
BIPI,-4.35,76.0,19,01 Apr 2022,28 Apr 2022,2050462100300,20371976500,222790,A111,2022,04
BIPP,-1.92,-42.05,19,01 Apr 2022,28 Apr 2022,241981300,4665400,560,H111,2022,04
BIRD,-2.86,-52.61,19,01 Apr 2022,28 Apr 2022,110118752500,85241800,24327,K132,2022,04
BISI,8.27,-14.03,19,01 Apr 2022,28 Apr 2022,42248001500,30050200,10675,D232,2022,04
BJBR,-3.28,-28.05,19,01 Apr 2022,28 Apr 2022,585518849000,398620300,47365,G111,2022,04
BJTM,0.63,15.22,19,01 Apr 2022,28 Apr 2022,190990577000,246197500,36631,G111,2022,04
BKDP,-8.42,42.62,19,01 Apr 2022,28 Apr 2022,11303535400,121889800,14127,H111,2022,04
BKSL,-5.56,-53.21,19,01 Apr 2022,28 Apr 2022,42237552900,814905300,9633,H111,2022,04
BKSW,-9.62,-22.53,19,01 Apr 2022,28 Apr 2022,15280036100,100781800,13260,G111,2022,04
BLTA,0.0,-74.49,19,01 Apr 2022,28 Apr 2022,179930000,3598600,165,K211,2022,04
BLTZ,1.82,-40.64,19,01 Apr 2022,28 Apr 2022,62033000,21900,125,E514,2022,04
BLUE,-4.83,112.31,19,01 Apr 2022,28 Apr 2022,1012344200,3631300,1373,C223,2022,04
BMAS,-0.39,250.54,19,01 Apr 2022,28 Apr 2022,1735778000,1205300,1350,G111,2022,04
BMHS,0.0,107.35,19,01 Apr 2022,28 Apr 2022,270320881000,384510400,28808,F121,2022,04
BMRI,13.29,21.36,19,01 Apr 2022,28 Apr 2022,10893105412500,1345265900,166464,G111,2022,04
BMSR,8.46,65.88,19,01 Apr 2022,28 Apr 2022,4306281800,16970500,4507,B111,2022,04
BMTR,1.54,9.09,19,01 Apr 2022,28 Apr 2022,188274289000,699387200,38307,C311,2022,04
BNBA,-14.98,716.55,19,01 Apr 2022,28 Apr 2022,117510213000,45347200,16483,G111,2022,04
BNBR,0.0,0.0,19,01 Apr 2022,28 Apr 2022,121115701200,2325109800,22237,C311,2022,04
BNGA,-4.48,16.39,19,01 Apr 2022,28 Apr 2022,388532096000,346374600,49903,G111,2022,04
BNII,-7.24,36.89,19,01 Apr 2022,28 Apr 2022,8376365600,28643900,6918,G111,2022,04
BNLI,-6.82,96.8,19,01 Apr 2022,28 Apr 2022,2450541500,1974100,2401,G111,2022,04
BOBA,-6.19,-29.64,19,01 Apr 2022,28 Apr 2022,2180297100,10705300,4095,D222,2022,04
BOGA,-0.73,94.96,19,01 Apr 2022,28 Apr 2022,2916578859000,2106641100,36083,E745,2022,04
BOLA,-11.87,120.57,19,01 Apr 2022,28 Apr 2022,104619977800,257518700,21496,E514,2022,04
BOLT,-0.92,11.34,19,01 Apr 2022,28 Apr 2022,1665904500,1552000,879,E111,2022,04
BOSS,-40.83,-97.04,19,01 Apr 2022,28 Apr 2022,227027405000,2330387500,126873,A121,2022,04
BPFI,-1.44,5.38,19,01 Apr 2022,28 Apr 2022,2168944500,3190500,918,G211,2022,04
BPII,5.48,18.46,19,01 Apr 2022,28 Apr 2022,3125462500,430300,26,G511,2022,04
BPTR,-23.87,174.42,19,01 Apr 2022,28 Apr 2022,8009948000,30981000,12300,K132,2022,04
BRAM,-2.53,89.34,19,01 Apr 2022,28 Apr 2022,314142500,28200,157,E112,2022,04
BRIS,-1.56,200.95,19,01 Apr 2022,28 Apr 2022,377247567500,243305900,105948,G111,2022,04
BRMS,13.13,348.0,19,01 Apr 2022,28 Apr 2022,3091278834000,13712730200,257888,B146,2022,04
BRNA,6.84,-15.42,19,01 Apr 2022,28 Apr 2022,61030500,63000,77,B131,2022,04
BRPT,-6.08,-64.44,19,01 Apr 2022,28 Apr 2022,589994727500,667992000,64658,B111,2022,04
BSDE,-5.39,-23.11,19,01 Apr 2022,28 Apr 2022,541458333000,559264500,62810,H111,2022,04
BSIM,-5.3,13.64,19,01 Apr 2022,28 Apr 2022,1098947000,1759500,997,G111,2022,04
BSML,98.86,1395.73,19,01 Apr 2022,28 Apr 2022,650467990500,510407900,177932,A122,2022,04
BSSR,34.0,114.74,19,01 Apr 2022,28 Apr 2022,270704849500,62968800,42936,A121,2022,04
BSWD,0.0,0.0,19,01 Apr 2022,28 Apr 2022,0,0,0,G111,2022,04
BTEK,0.0,-66.67,19,01 Apr 2022,28 Apr 2022,65055000,1301100,1120,D232,2022,04
BTEL,0.0,0.0,19,01 Apr 2022,28 Apr 2022,0,0,0,J321,2022,04
BTON,7.73,69.57,19,01 Apr 2022,28 Apr 2022,251264800,704500,449,B144,2022,04
BTPN,-3.37,-25.0,19,01 Apr 2022,28 Apr 2022,2430106000,941500,988,G111,2022,04
BTPS,4.55,92.2,19,01 Apr 2022,28 Apr 2022,339295316000,104866800,41049,G111,2022,04
BUDI,2.83,127.08,19,01 Apr 2022,28 Apr 2022,111488854600,488242300,44682,D222,2022,04
BUKA,0.0,-55.06,19,01 Apr 2022,28 Apr 2022,3044789687600,8512350600,258863,I111,2022,04
BUKK,-2.22,-42.11,19,01 Apr 2022,28 Apr 2022,239360500,219700,305,J211,2022,04
