Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-7.57,-40.59,19,01 Dec 2023,29 Dec 2023,86915272500,12228600,11337,D232,2023,12
ABBA,-23.53,-45.83,19,01 Dec 2023,29 Dec 2023,19449596400,335562200,12357,E614,2023,12
ABDA,-1.69,-16.85,19,01 Dec 2023,29 Dec 2023,12760000,2200,2,G412,2023,12
ABMM,0.59,49.78,19,01 Dec 2023,29 Dec 2023,60808496000,18301300,12451,A121,2023,12
ACES,-4.64,-51.68,19,01 Dec 2023,29 Dec 2023,1021158785500,1441259600,117636,E743,2023,12
ACST,-11.11,-91.25,19,01 Dec 2023,29 Dec 2023,12636063800,89647600,10221,J211,2023,12
ADCP,-5.66,-61.54,19,01 Dec 2023,29 Dec 2023,9355932700,183746300,5580,H111,2023,12
ADES,-2.03,951.63,19,01 Dec 2023,29 Dec 2023,24112332500,2489000,2943,D212,2023,12
ADHI,-20.41,-80.32,19,01 Dec 2023,29 Dec 2023,201844722800,585823700,52518,J211,2023,12
ADMF,2.34,20.33,19,01 Dec 2023,29 Dec 2023,18068250000,1697100,2165,G211,2023,12
ADMG,-4.86,-56.37,19,01 Dec 2023,29 Dec 2023,2232281200,15309100,3230,B111,2023,12
ADMR,2.64,1260.0,19,01 Dec 2023,29 Dec 2023,694115215500,508111400,101619,A121,2023,12
ADRO,-9.16,95.88,19,01 Dec 2023,29 Dec 2023,2189705536000,863958100,187206,A121,2023,12
AEGS,77.59,3.0,19,01 Dec 2023,29 Dec 2023,9871977100,121871000,7671,E111,2023,12
AGAR,-9.4,-3.64,19,01 Dec 2023,29 Dec 2023,432500,3800,18,D231,2023,12
AGII,2.7,123.53,19,01 Dec 2023,29 Dec 2023,8273055500,5228700,4522,B111,2023,12
AGRO,5.44,0.0,19,01 Dec 2023,29 Dec 2023,694819799200,2092187100,152783,G111,2023,12
AGRS,-3.49,-65.13,19,01 Dec 2023,29 Dec 2023,11610745700,139772300,55060,G111,2023,12
AHAP,0.0,9.41,19,01 Dec 2023,29 Dec 2023,32496043200,333795300,18956,G412,2023,12
AIMS,102.83,377.78,19,01 Dec 2023,29 Dec 2023,15651638900,22894600,6340,A121,2023,12
AISA,-7.1,-14.29,19,01 Dec 2023,29 Dec 2023,168405086300,1047182900,88121,D222,2023,12
AKKU,0.0,0.0,19,01 Dec 2023,29 Dec 2023,1209460000,24189200,6995,E512,2023,12
AKPI,3.5,-1.33,19,01 Dec 2023,29 Dec 2023,106821000,147000,161,B113,2023,12
AKRA,2.79,-65.62,19,01 Dec 2023,29 Dec 2023,584687222000,413871800,74779,A112,2023,12
AKSI,-11.32,-64.21,19,01 Dec 2023,29 Dec 2023,146247400,972900,603,K211,2023,12
ALDO,13.41,38.81,19,01 Dec 2023,29 Dec 2023,6097712500,6918100,2063,B131,2023,12
ALKA,-8.3,62.0,19,01 Dec 2023,29 Dec 2023,2683392500,5369300,6037,B141,2023,12
ALMI,-15.79,-52.0,19,01 Dec 2023,29 Dec 2023,676073000,3157900,1563,B141,2023,12
