,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
0,AALI,14.65,-4.02,18,02 Feb 2022,25 Feb 2022,809679292500,74253400,50593,D232,2022,02
1,ABBA,-1.28,220.83,18,02 Feb 2022,25 Feb 2022,529802691200,1292960500,137939,E614,2022,02
2,ABDA,-13.73,-5.38,18,02 Feb 2022,25 Feb 2022,52840000,7600,46,G412,2022,02
3,ABMM,24.47,-22.69,18,02 Feb 2022,25 Feb 2022,92765856500,58713800,17323,C311,2022,02
4,ACES,-13.36,-28.19,18,02 Feb 2022,25 Feb 2022,491162365500,419531900,70929,E743,2022,02
5,ACST,1.6,-87.72,18,02 Feb 2022,25 Feb 2022,25294024800,128359800,14790,J211,2022,02
6,ADES,10.5,311.96,18,02 Feb 2022,25 Feb 2022,7211898000,1967800,2194,D212,2022,02
7,ADHI,-8.43,-52.05,18,02 Feb 2022,25 Feb 2022,352436710000,406889500,66305,J211,2022,02
8,ADMF,3.62,-13.46,18,02 Feb 2022,25 Feb 2022,26853460000,3388900,3606,G211,2022,02
9,ADMG,13.37,-37.9,18,02 Feb 2022,25 Feb 2022,7740919600,40992000,9634,B111,2022,02
10,ADMR,-1.57,1150.0,18,02 Feb 2022,25 Feb 2022,1576026354000,1328247300,190014,A121,2022,02
11,ADRO,9.38,101.65,18,02 Feb 2022,25 Feb 2022,5293743899000,2332126800,239421,A121,2022,02
12,AGAR,5.62,241.82,18,02 Feb 2022,25 Feb 2022,200452400,547000,1029,D231,2022,02
13,AGII,1.05,111.76,18,02 Feb 2022,25 Feb 2022,159920851500,108425700,36259,B111,2022,02
14,AGRO,9.8,351.61,18,02 Feb 2022,25 Feb 2022,1288512160500,911336800,159513,G111,2022,02
15,AGRS,-5.73,-37.82,18,02 Feb 2022,25 Feb 2022,117631671300,717678900,50021,G111,2022,02
16,AHAP,-2.94,-22.35,18,02 Feb 2022,25 Feb 2022,3493970000,50885400,4900,G412,2022,02
17,AIMS,-3.78,97.78,18,02 Feb 2022,25 Feb 2022,6684488400,18057500,5439,A121,2022,02
18,AISA,9.14,13.69,18,02 Feb 2022,25 Feb 2022,81396313000,405902900,41464,D222,2022,02
19,AKKU,0.0,0.0,18,02 Feb 2022,25 Feb 2022,954150000,19083000,4110,E512,2022,02
20,AKPI,-6.42,36.0,18,02 Feb 2022,25 Feb 2022,742671500,728000,941,B113,2022,02
21,AKRA,3.42,-82.4,18,02 Feb 2022,25 Feb 2022,637721123500,871513700,85122,A112,2022,02
22,AKSI,-7.32,44.67,18,02 Feb 2022,25 Feb 2022,1169473000,1928300,2128,K211,2022,02
23,ALDO,-15.65,64.93,18,02 Feb 2022,25 Feb 2022,327612005000,265959300,50415,B131,2022,02
24,ALKA,-3.47,-7.33,18,02 Feb 2022,25 Feb 2022,176964400,613600,709,B141,2022,02
25,ALMI,0.0,-28.0,18,02 Feb 2022,25 Feb 2022,91346600,302100,499,B141,2022,02
26,ALTO,-0.75,-33.5,18,02 Feb 2022,25 Feb 2022,271130000,1159800,643,D212,2022,02
27,AMAG,1.09,13.5,18,02 Feb 2022,25 Feb 2022,523172600,1424700,1145,G412,2022,02
28,AMAN,0.0,377.27,18,02 Feb 2022,25 Feb 2022,7512633000,14272400,1045,H111,2022,02
29,AMAR,-32.69,101.15,18,02 Feb 2022,25 Feb 2022,1542507279300,2985602600,334982,G111,2022,02
30,AMFG,13.95,32.79,18,02 Feb 2022,25 Feb 2022,20342231500,4412700,1919,C121,2022,02
31,AMIN,-13.27,-60.28,18,02 Feb 2022,25 Feb 2022,423091900,2380900,1437,C143,2022,02
32,AMOR,-2.57,-10.26,18,02 Feb 2022,25 Feb 2022,18736123500,10514300,8371,G311,2022,02
33,AMRT,-6.44,16.58,18,02 Feb 2022,25 Feb 2022,480399726500,393772300,106065,D113,2022,02
34,ANDI,0.0,-97.5,18,02 Feb 2022,25 Feb 2022,256840000,5136800,506,D232,2022,02
35,ANJT,0.48,-9.57,18,02 Feb 2022,25 Feb 2022,4059861500,3841800,2021,D232,2022,02
36,ANTM,25.42,190.2,18,02 Feb 2022,25 Feb 2022,5645784817500,2818980300,368847,B146,2022,02
37,APEX,13.01,-58.63,18,02 Feb 2022,25 Feb 2022,2204308500,3116100,3318,A131,2022,02
38,APIC,9.48,113.89,18,02 Feb 2022,25 Feb 2022,328719432000,287635300,22769,G511,2022,02
39,APII,-4.46,3.76,18,02 Feb 2022,25 Feb 2022,4096456700,20279600,2329,C143,2022,02
40,APLI,0.0,134.52,18,02 Feb 2022,25 Feb 2022,69699200,362900,209,B113,2022,02
41,APLN,0.88,-24.34,18,02 Feb 2022,25 Feb 2022,29960640200,251955600,30485,H111,2022,02
42,ARCI,5.56,-34.13,18,02 Feb 2022,25 Feb 2022,52196811300,105865600,16085,B143,2022,02
43,ARGO,-5.62,93.33,18,02 Feb 2022,25 Feb 2022,136104500,85800,270,E413,2022,02
44,ARII,-0.81,-72.67,18,02 Feb 2022,25 Feb 2022,578419000,2362500,494,A121,2022,02
45,ARKA,0.0,-78.81,18,02 Feb 2022,25 Feb 2022,733260000,14665200,2879,C143,2022,02
46,ARMY,0.0,-84.28,18,02 Feb 2022,25 Feb 2022,0,0,0,H111,2022,02
47,ARNA,5.29,113.1,18,02 Feb 2022,25 Feb 2022,32525992500,37059100,8544,C121,2022,02
48,ARTA,-11.72,29.39,18,02 Feb 2022,25 Feb 2022,385928500,209900,285,E512,2022,02
49,ARTI,0.0,0.0,18,02 Feb 2022,25 Feb 2022,0,0,0,A132,2022,02
50,ARTO,-1.37,8690.76,18,02 Feb 2022,25 Feb 2022,16300121915000,1030284700,392833,G111,2022,02
51,ASBI,0.67,20.0,18,02 Feb 2022,25 Feb 2022,162649800,568300,316,G412,2022,02
52,ASDM,-1.53,-17.17,18,02 Feb 2022,25 Feb 2022,66161500,68200,168,G412,2022,02
53,ASGR,3.85,-39.1,18,02 Feb 2022,25 Feb 2022,5828927000,7386900,2266,C224,2022,02
54,ASII,5.94,-29.48,18,02 Feb 2022,25 Feb 2022,5741531685000,1036019400,163542,C311,2022,02
55,ASJT,-2.26,-63.89,18,02 Feb 2022,25 Feb 2022,1550108900,11425800,3949,G412,2022,02
56,ASLC,-7.64,3.91,18,02 Feb 2022,25 Feb 2022,172110429800,619164300,43346,E745,2022,02
57,ASMI,-17.36,-71.43,18,02 Feb 2022,25 Feb 2022,5612586400,25005300,4892,G412,2022,02
58,ASPI,-12.33,-39.05,18,02 Feb 2022,25 Feb 2022,11622578300,149114500,11735,H111,2022,02
59,ASRI,3.4,-51.28,18,02 Feb 2022,25 Feb 2022,47930602600,306485100,42821,H111,2022,02
60,ASRM,-5.44,-33.4,18,02 Feb 2022,25 Feb 2022,97017000,62500,129,G412,2022,02
61,ASSA,-7.97,597.8,18,02 Feb 2022,25 Feb 2022,553686635000,211331200,69394,K132,2022,02
62,ATAP,-10.83,40.0,18,02 Feb 2022,25 Feb 2022,33322156900,216329900,37865,H111,2022,02
63,ATIC,-9.84,-38.89,18,02 Feb 2022,25 Feb 2022,2540584500,4270600,2363,I121,2022,02
64,AUTO,2.43,-28.23,18,02 Feb 2022,25 Feb 2022,101959201000,93243500,28203,E111,2022,02
65,AVIA,-6.32,-12.37,18,02 Feb 2022,25 Feb 2022,493762907000,585388300,42039,B113,2022,02
66,AYLS,-24.52,134.0,18,02 Feb 2022,25 Feb 2022,67608136800,232874800,54093,B121,2022,02
67,BABP,23.72,286.0,18,02 Feb 2022,25 Feb 2022,1866945957400,8843083500,383652,G111,2022,02
68,BACA,0.93,-28.0,18,02 Feb 2022,25 Feb 2022,87696485400,375867600,33380,G111,2022,02
69,BAJA,-16.03,131.86,18,02 Feb 2022,25 Feb 2022,5909133200,20233100,6129,B144,2022,02
70,BALI,-8.67,-49.36,18,02 Feb 2022,25 Feb 2022,7327142000,8925500,2764,J321,2022,02
71,BANK,1.81,2084.47,18,02 Feb 2022,25 Feb 2022,917177072000,401115000,50017,G111,2022,02
72,BAPA,23.4,6.42,18,02 Feb 2022,25 Feb 2022,280799903300,2323748600,179374,H111,2022,02
73,BAPI,0.0,-66.67,18,02 Feb 2022,25 Feb 2022,16100000,322000,173,H111,2022,02
74,BATA,-1.29,-23.33,18,02 Feb 2022,25 Feb 2022,70597400,152700,199,E412,2022,02
75,BAUT,-20.88,44.0,18,02 Feb 2022,25 Feb 2022,1101031318000,5752824600,370272,E743,2022,02
76,BAYU,10.95,-39.79,18,02 Feb 2022,25 Feb 2022,37775500,33500,53,E513,2022,02
77,BBCA,5.57,-69.04,18,02 Feb 2022,25 Feb 2022,10346220215000,1312503600,275462,G111,2022,02
78,BBHI,-2.68,3087.13,18,02 Feb 2022,25 Feb 2022,681657622500,121657300,77612,G111,2022,02
79,BBKP,-5.04,-2.94,18,02 Feb 2022,25 Feb 2022,1058915968600,3762160900,139976,G111,2022,02
80,BBLD,0.0,-20.76,18,02 Feb 2022,25 Feb 2022,26450600,70300,154,G211,2022,02
81,BBMD,2.77,47.83,18,02 Feb 2022,25 Feb 2022,160879000,82200,159,G111,2022,02
82,BBNI,9.22,-9.09,18,02 Feb 2022,25 Feb 2022,5530934627500,716381600,167876,G111,2022,02
83,BBRI,11.79,24.32,18,02 Feb 2022,25 Feb 2022,13512083058000,3079276500,378854,G111,2022,02
84,BBRM,16.0,16.0,18,02 Feb 2022,25 Feb 2022,5886197300,90973200,10470,A122,2022,02
85,BBSI,1.92,1004.17,18,02 Feb 2022,25 Feb 2022,2794924000,537000,886,G111,2022,02
86,BBSS,8.0,-55.0,18,02 Feb 2022,25 Feb 2022,52483495600,909502000,20755,H111,2022,02
87,BBTN,5.03,-30.12,18,02 Feb 2022,25 Feb 2022,1031203941000,582795900,84651,G111,2022,02
88,BBYB,21.24,723.94,18,02 Feb 2022,25 Feb 2022,2720122500500,1208507400,228720,G111,2022,02
89,BCAP,151.85,80.13,18,02 Feb 2022,25 Feb 2022,2663609396400,12884483300,498872,G511,2022,02
90,BCIC,-1.79,-63.33,18,02 Feb 2022,25 Feb 2022,16263467700,87008200,13959,G111,2022,02
