Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,15.67,23.26,19,02 Dec 2019,30 Dec 2019,262360932500,19279700,17923,,2019,12
ABBA,-7.02,10.42,19,02 Dec 2019,30 Dec 2019,56268003500,509880000,34351,,2019,12
ABDA,0.0,0.0,19,02 Dec 2019,30 Dec 2019,0,0,0,,2019,12
ABMM,5.52,-32.6,19,02 Dec 2019,30 Dec 2019,34573000,24100,52,,2019,12
ACES,-5.38,0.34,19,02 Dec 2019,30 Dec 2019,912990488500,588928700,104762,,2019,12
ACST,-3.96,-37.62,19,02 Dec 2019,30 Dec 2019,8310164000,7976700,3187,,2019,12
ADES,3.47,13.59,19,02 Dec 2019,30 Dec 2019,694851000,667300,502,,2019,12
ADHI,9.3,-25.87,19,02 Dec 2019,30 Dec 2019,198719926500,165825600,30909,,2019,12
ADMF,0.0,14.29,19,02 Dec 2019,30 Dec 2019,30173197500,2899700,840,,2019,12
ADMG,1.09,-40.76,19,02 Dec 2019,30 Dec 2019,2058131600,11107700,905,,2019,12
ADRO,26.42,27.98,19,02 Dec 2019,30 Dec 2019,2317089902000,1528085400,127081,,2019,12
AGAR,260.0,260.0,19,02 Dec 2019,30 Dec 2019,19885740700,41543100,12811,,2019,12
AGII,18.8,2.21,19,02 Dec 2019,30 Dec 2019,34488986000,57238900,6545,,2019,12
AGRO,41.43,-36.13,19,02 Dec 2019,30 Dec 2019,34280633500,179999600,19883,,2019,12
AGRS,-17.18,-43.28,19,02 Dec 2019,30 Dec 2019,152894000,1062400,378,,2019,12
AHAP,1.69,-29.41,19,02 Dec 2019,30 Dec 2019,310512700,5247800,1312,,2019,12
AIMS,0.0,0.0,19,02 Dec 2019,30 Dec 2019,0,0,0,,2019,12
AISA,0.0,0.0,19,02 Dec 2019,30 Dec 2019,0,0,0,,2019,12
AKKU,0.0,0.0,19,02 Dec 2019,30 Dec 2019,8201261300,150933600,3389,,2019,12
AKPI,5.11,-50.67,19,02 Dec 2019,30 Dec 2019,129346800,347300,102,,2019,12
AKRA,16.18,-7.93,19,02 Dec 2019,30 Dec 2019,827331111000,217797000,35469,,2019,12
AKSI,16.84,190.61,19,02 Dec 2019,30 Dec 2019,46154844000,32954000,3602,,2019,12
ALDO,6.47,-36.12,19,02 Dec 2019,30 Dec 2019,508922200,1297000,160,,2019,12
ALKA,-19.62,39.33,19,02 Dec 2019,30 Dec 2019,28723200,60200,105,,2019,12
ALMI,23.45,-10.5,19,02 Dec 2019,30 Dec 2019,40561800,145000,72,,2019,12
ALTO,5.29,-0.5,19,02 Dec 2019,30 Dec 2019,64063517800,167611500,1033,,2019,12
AMAG,-1.99,-9.2,19,02 Dec 2019,30 Dec 2019,7468200,25400,41,,2019,12
AMFG,1.48,-7.05,19,02 Dec 2019,30 Dec 2019,1656779000,490400,156,,2019,12
AMIN,-1.89,-27.1,19,02 Dec 2019,30 Dec 2019,46704600,148100,144,,2019,12
AMRT,3.53,-5.88,19,02 Dec 2019,30 Dec 2019,18436412500,21470000,888,,2019,12
ANDI,-23.08,-97.5,19,02 Dec 2019,30 Dec 2019,20820036800,374585800,16980,,2019,12
ANJT,11.73,-13.04,19,02 Dec 2019,30 Dec 2019,2836902500,3168300,408,,2019,12
ANTM,12.0,9.8,19,02 Dec 2019,30 Dec 2019,865533348000,1046851800,88276,,2019,12
APEX,4.85,-79.4,19,02 Dec 2019,30 Dec 2019,12227600,37000,65,,2019,12
APIC,6.98,27.78,19,02 Dec 2019,30 Dec 2019,233705070000,352006600,52978,,2019,12
APII,2.22,-1.08,19,02 Dec 2019,30 Dec 2019,10811400,58900,37,,2019,12
APLI,15.48,113.1,19,02 Dec 2019,30 Dec 2019,2097034400,14441700,1651,,2019,12
APLN,1.14,16.45,19,02 Dec 2019,30 Dec 2019,86995430700,485637000,29618,,2019,12
APOL,0.0,-13.79,19,02 Dec 2019,30 Dec 2019,0,0,0,,2019,12
ARGO,0.0,0.0,19,02 Dec 2019,30 Dec 2019,0,0,0,,2019,12
ARII,10.16,-21.67,19,02 Dec 2019,30 Dec 2019,67572000,101800,34,,2019,12
ARKA,29.81,785.59,19,02 Dec 2019,30 Dec 2019,17087284500,8236000,12124,,2019,12
ARMY,0.0,-84.28,19,02 Dec 2019,30 Dec 2019,0,0,0,,2019,12
ARNA,-6.84,3.81,19,02 Dec 2019,30 Dec 2019,9372536000,21150100,2194,,2019,12
ARTA,15.38,-65.65,19,02 Dec 2019,30 Dec 2019,5741600,15200,30,,2019,12
ARTI,0.0,0.0,19,02 Dec 2019,30 Dec 2019,1240000,24800,21,,2019,12
ARTO,63.16,1584.78,19,02 Dec 2019,30 Dec 2019,2894989500,1170400,1470,,2019,12
ASBI,11.59,23.2,19,02 Dec 2019,30 Dec 2019,6042800,20900,22,,2019,12
ASDM,8.46,-6.44,19,02 Dec 2019,30 Dec 2019,6439000,6100,21,,2019,12
ASGR,3.26,-28.57,19,02 Dec 2019,30 Dec 2019,5179244000,5506200,720,,2019,12
ASII,6.54,-15.81,19,02 Dec 2019,30 Dec 2019,3341039557500,492229100,88804,,2019,12
ASJT,-33.89,-66.94,19,02 Dec 2019,30 Dec 2019,3039437000,24549600,1309,,2019,12
ASMI,38.92,83.57,19,02 Dec 2019,30 Dec 2019,1991932500,1822200,1111,,2019,12
ASRI,-0.83,-23.72,19,02 Dec 2019,30 Dec 2019,34371254000,143161000,14033,,2019,12
ASRM,0.5,-14.47,19,02 Dec 2019,30 Dec 2019,14590000,7500,41,,2019,12
ASSA,-5.73,103.3,19,02 Dec 2019,30 Dec 2019,117751747000,159384600,6764,,2019,12
