,Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
28,AMAR,14.04,12.07,16,04 May 2020,29 May 2020,218862100,1257700,482,,2020,05
29,AMFG,6.48,-15.45,16,04 May 2020,29 May 2020,90107000,29600,61,,2020,05
30,AMIN,0.0,-6.54,16,04 May 2020,29 May 2020,0,0,0,,2020,05
31,AMOR,-7.24,4.47,16,04 May 2020,29 May 2020,2279124500,1124500,182,,2020,05
32,AMRT,4.6,-2.67,16,04 May 2020,29 May 2020,3333368500,3729800,893,,2020,05
33,ANDI,0.0,-97.5,16,04 May 2020,29 May 2020,99650000,1993000,200,,2020,05
34,ANJT,-13.6,-62.43,16,04 May 2020,29 May 2020,24566400,54500,71,,2020,05
35,ANTM,4.9,-30.07,16,04 May 2020,29 May 2020,556230267600,1062384700,77322,,2020,05
36,APEX,-33.58,-94.7,16,04 May 2020,29 May 2020,126696600,1200500,318,,2020,05
37,APIC,34.42,91.67,16,04 May 2020,29 May 2020,476692628000,549379400,43630,,2020,05
38,APII,10.55,18.28,16,04 May 2020,29 May 2020,16537700,81200,29,,2020,05
39,APLI,8.59,65.48,16,04 May 2020,29 May 2020,2036800,15500,40,,2020,05
40,APLN,-6.67,-35.53,16,04 May 2020,29 May 2020,26870081700,265767900,15822,,2020,05
41,ARGO,0.0,0.0,16,04 May 2020,29 May 2020,165000,200,2,,2020,05
42,ARII,0.74,-24.44,16,04 May 2020,29 May 2020,102795500,153600,76,,2020,05
43,ARKA,-13.04,450.85,16,04 May 2020,29 May 2020,409000,300,2,,2020,05
44,ARMY,0.0,-84.28,16,04 May 2020,29 May 2020,0,0,0,,2020,05
45,ARNA,-3.43,-6.19,16,04 May 2020,29 May 2020,2509461800,6288400,830,,2020,05
46,ARTA,9.04,-68.7,16,04 May 2020,29 May 2020,8747600,21400,26,,2020,05
47,ARTI,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
48,ARTO,0.57,375.54,16,04 May 2020,29 May 2020,1316578000,1498000,307,,2020,05
49,ASBI,1.5,8.0,16,04 May 2020,29 May 2020,1053800,4200,7,,2020,05
50,ASDM,13.19,-11.59,16,04 May 2020,29 May 2020,1294000,1300,8,,2020,05
51,ASGR,-5.41,-47.37,16,04 May 2020,29 May 2020,1085494000,1574100,733,,2020,05
52,ASII,23.9,-42.01,16,04 May 2020,29 May 2020,4934874526000,1229814700,177205,,2020,05
53,ASJT,-9.92,-69.72,16,04 May 2020,29 May 2020,198057000,1780200,432,,2020,05
54,ASMI,-4.78,56.43,16,04 May 2020,29 May 2020,2906238500,2667300,198,,2020,05
55,ASPI,29.1,364.76,16,04 May 2020,29 May 2020,78981744900,181769300,8926,,2020,05
56,ASRI,-10.17,-66.03,16,04 May 2020,29 May 2020,48795585500,441193900,14529,,2020,05
57,ASRM,-9.5,-22.98,16,04 May 2020,29 May 2020,27408500,14900,46,,2020,05
58,ASSA,-4.32,-2.75,16,04 May 2020,29 May 2020,56668922400,164167500,7241,,2020,05
59,ATIC,15.28,-7.78,16,04 May 2020,29 May 2020,3362500,5200,19,,2020,05
60,AUTO,-3.21,-48.64,16,04 May 2020,29 May 2020,33105357500,43886000,7224,,2020,05
61,AYLS,0.0,-50.0,16,04 May 2020,29 May 2020,23600000,472000,575,,2020,05
62,BABP,0.0,0.0,16,04 May 2020,29 May 2020,3100000,62000,58,,2020,05
63,BACA,-0.48,39.33,16,04 May 2020,29 May 2020,342754800,826700,237,,2020,05
64,BAJA,0.0,-53.98,16,04 May 2020,29 May 2020,205486800,3956300,605,,2020,05
65,BALI,3.53,-43.59,16,04 May 2020,29 May 2020,223006000,243400,90,,2020,05
66,BAPA,0.0,-54.13,16,04 May 2020,29 May 2020,79608200,1369900,123,,2020,05
67,BAPI,0.0,-66.67,16,04 May 2020,29 May 2020,1735000,34700,52,,2020,05
68,BATA,-1.68,-2.5,16,04 May 2020,29 May 2020,51456500,88800,143,,2020,05
69,BAYU,6.28,-47.55,16,04 May 2020,29 May 2020,65558000,67300,118,,2020,05
70,BBCA,0.39,-0.19,16,04 May 2020,29 May 2020,12028667425000,475601600,309319,,2020,05
71,BBHI,13.79,-61.4,16,04 May 2020,29 May 2020,117889300,1818400,297,,2020,05
72,BBKP,25.21,-45.22,16,04 May 2020,29 May 2020,153417891800,1000759300,49145,,2020,05
73,BBLD,0.49,-12.71,16,04 May 2020,29 May 2020,516673000,1359500,27,,2020,05
74,BBMD,2.8,-20.29,16,04 May 2020,29 May 2020,41868040500,38211000,1209,,2020,05
75,BBNI,-6.59,-56.48,16,04 May 2020,29 May 2020,3792864581000,1035969700,179666,,2020,05
76,BBRI,8.06,-19.4,16,04 May 2020,29 May 2020,15757680515000,6235053200,638476,,2020,05
77,BBRM,0.0,0.0,16,04 May 2020,29 May 2020,16153400,319900,42,,2020,05
78,BBSS,-0.62,32.5,16,04 May 2020,29 May 2020,45445105800,274312700,32756,,2020,05
79,BBTN,-13.64,-70.08,16,04 May 2020,29 May 2020,962136284000,1219265100,82461,,2020,05
80,BBYB,-11.11,-21.13,16,04 May 2020,29 May 2020,503167000,2279000,264,,2020,05
81,BCAP,-2.79,15.23,16,04 May 2020,29 May 2020,315787400,1780300,568,,2020,05
82,BCIC,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
83,BCIP,0.0,-43.82,16,04 May 2020,29 May 2020,24885000,497700,61,,2020,05
84,BDMN,-2.01,-67.89,16,04 May 2020,29 May 2020,62041841000,25266800,7751,,2020,05
85,BEEF,8.91,-35.29,16,04 May 2020,29 May 2020,7736116300,34960300,6321,,2020,05
86,BEKS,0.0,0.0,16,04 May 2020,29 May 2020,22395000,447900,103,,2020,05
87,BELL,-2.78,191.67,16,04 May 2020,29 May 2020,1915819500,2717500,143,,2020,05
88,BESS,1.64,136.19,16,04 May 2020,29 May 2020,15793676200,64429300,6045,,2020,05
89,BEST,-9.57,-50.0,16,04 May 2020,29 May 2020,68248207800,654854700,29616,,2020,05
90,BFIN,-2.44,-51.88,16,04 May 2020,29 May 2020,11157351600,37571300,2968,,2020,05
91,BGTG,0.0,-39.02,16,04 May 2020,29 May 2020,18755000,375100,99,,2020,05
92,BHAT,26.32,272.82,16,04 May 2020,29 May 2020,571124042200,1632903600,27542,,2020,05
93,BHIT,0.0,-13.79,16,04 May 2020,29 May 2020,358686600,7173700,439,,2020,05
94,BIKA,-7.77,-26.92,16,04 May 2020,29 May 2020,18760400,94800,87,,2020,05
95,BIMA,0.0,-10.71,16,04 May 2020,29 May 2020,75000,1500,14,,2020,05
96,BINA,-5.5,53.73,16,04 May 2020,29 May 2020,4564412000,4539300,427,,2020,05
97,BIPI,0.0,0.0,16,04 May 2020,29 May 2020,4060000,81200,23,,2020,05
98,BIPP,0.0,-43.18,16,04 May 2020,29 May 2020,6596400,131900,33,,2020,05
99,BIRD,-1.03,-66.55,16,04 May 2020,29 May 2020,36521822500,41096400,6813,,2020,05
100,BISI,-2.2,-46.87,16,04 May 2020,29 May 2020,893794000,1017100,634,,2020,05
101,BJBR,-5.59,-62.93,16,04 May 2020,29 May 2020,69653523000,94543400,19971,,2020,05
102,BJTM,-12.86,-29.28,16,04 May 2020,29 May 2020,79832909300,156878000,28979,,2020,05
103,BKDP,0.0,-18.03,16,04 May 2020,29 May 2020,15836400,316500,68,,2020,05
104,BKSL,0.0,-54.13,16,04 May 2020,29 May 2020,254965000,5099300,339,,2020,05
105,BKSW,-1.56,-65.38,16,04 May 2020,29 May 2020,69041000,1058500,487,,2020,05
106,BLTA,0.0,-74.49,16,04 May 2020,29 May 2020,1550000,31000,34,,2020,05
107,BLTZ,0.0,-30.85,16,04 May 2020,29 May 2020,0,0,0,,2020,05
108,BLUE,0.0,284.62,16,04 May 2020,29 May 2020,928101400,1879500,1837,,2020,05
109,BMAS,10.85,-22.28,16,04 May 2020,29 May 2020,128195800,464900,269,,2020,05
110,BMRI,0.22,-39.39,16,04 May 2020,29 May 2020,5790959182000,1412268300,213314,,2020,05
111,BMSR,1.92,-68.82,16,04 May 2020,29 May 2020,40008300,767800,124,,2020,05
112,BMTR,-10.0,-21.9,16,04 May 2020,29 May 2020,65598595200,329571100,21044,,2020,05
113,BNBA,4.32,4.32,16,04 May 2020,29 May 2020,349245200,1219200,153,,2020,05
114,BNBR,0.0,0.0,16,04 May 2020,29 May 2020,11155000,223100,64,,2020,05
115,BNGA,2.36,-28.96,16,04 May 2020,29 May 2020,37364365000,59485300,10686,,2020,05
116,BNII,0.67,-26.7,16,04 May 2020,29 May 2020,1947794100,13114400,1422,,2020,05
117,BNLI,3.24,104.0,16,04 May 2020,29 May 2020,459182280500,361886900,14277,,2020,05
118,BOGA,1.61,126.62,16,04 May 2020,29 May 2020,949405685500,654438900,26905,,2020,05
119,BOLA,30.77,-2.86,16,04 May 2020,29 May 2020,176219800,1194200,710,,2020,05
120,BOLT,-6.34,-31.44,16,04 May 2020,29 May 2020,7381500,11100,2,,2020,05
121,BOSS,-3.95,-96.96,16,04 May 2020,29 May 2020,14616826500,181698800,14977,,2020,05
122,BPFI,0.0,82.31,16,04 May 2020,29 May 2020,118500,100,1,,2020,05
123,BPII,0.0,53.85,16,04 May 2020,29 May 2020,0,0,0,,2020,05
124,BPTR,-5.81,-5.81,16,04 May 2020,29 May 2020,11623400,147100,99,,2020,05
125,BRAM,1.22,-18.36,16,04 May 2020,29 May 2020,990000,200,2,,2020,05
126,BRIS,53.06,-42.86,16,04 May 2020,29 May 2020,559671400500,1998198200,149917,,2020,05
127,BRMS,0.0,0.0,16,04 May 2020,29 May 2020,728540000,14570800,277,,2020,05
128,BRNA,0.0,-16.67,16,04 May 2020,29 May 2020,12053000,11400,5,,2020,05
129,BRPT,-6.9,-43.51,16,04 May 2020,29 May 2020,1430847936000,1122578600,142746,,2020,05
130,BSDE,-9.93,-49.4,16,04 May 2020,29 May 2020,796072187500,1237799600,70599,,2020,05
131,BSIM,-0.83,-13.45,16,04 May 2020,29 May 2020,37246200,79200,112,,2020,05
132,BSSR,-22.96,-47.65,16,04 May 2020,29 May 2020,750501000,589500,291,,2020,05
133,BSWD,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
134,BTEK,0.0,-66.67,16,04 May 2020,29 May 2020,120000,2400,15,,2020,05
135,BTEL,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
136,BTON,-0.67,-35.22,16,04 May 2020,29 May 2020,36134200,245800,82,,2020,05
137,BTPN,1.1,-46.51,16,04 May 2020,29 May 2020,3600485500,1967000,835,,2020,05
138,BTPS,31.51,60.45,16,04 May 2020,29 May 2020,1443250801000,608078600,164439,,2020,05
139,BUDI,-4.4,-9.38,16,04 May 2020,29 May 2020,286707600,3261000,566,,2020,05
140,BUKK,-14.56,-53.68,16,04 May 2020,29 May 2020,540081000,571200,479,,2020,05
141,BULL,22.47,86.32,16,04 May 2020,29 May 2020,314335940400,1486507700,29877,,2020,05
142,BUMI,0.0,-51.46,16,04 May 2020,29 May 2020,6206900000,124138000,1846,,2020,05
143,BUVA,1.72,-71.36,16,04 May 2020,29 May 2020,302222400,5208200,160,,2020,05
144,BVIC,23.21,-63.68,16,04 May 2020,29 May 2020,1720701100,26001500,2115,,2020,05
145,BWPT,-3.75,-53.05,16,04 May 2020,29 May 2020,11092601600,141623600,7769,,2020,05
146,BYAN,-0.34,-27.3,16,04 May 2020,29 May 2020,2895000,200,2,,2020,05
147,CAKK,0.0,-46.81,16,04 May 2020,29 May 2020,29260000,585200,72,,2020,05
148,CAMP,6.74,-40.46,16,04 May 2020,29 May 2020,2028092600,10070600,2467,,2020,05
149,CANI,7.77,-15.91,16,04 May 2020,29 May 2020,14098900,67200,31,,2020,05
150,CARE,-3.73,200.97,16,04 May 2020,29 May 2020,243953105600,767152700,15621,,2020,05
151,CARS,-7.41,-98.21,16,04 May 2020,29 May 2020,9218433400,183945100,1322,,2020,05
152,CASA,-5.15,18.71,16,04 May 2020,29 May 2020,7779651600,20327400,128,,2020,05
153,CASH,34.29,34.29,16,04 May 2020,29 May 2020,41996650600,94824800,12185,,2020,05
154,CASS,-64.19,-73.52,16,04 May 2020,29 May 2020,925427000,4172500,596,,2020,05
155,CBMF,-5.47,-24.38,16,04 May 2020,29 May 2020,1518315400,13570500,2444,,2020,05
156,CCSI,-1.59,-0.8,16,04 May 2020,29 May 2020,1250401200,5111200,827,,2020,05
157,CEKA,12.91,24.0,16,04 May 2020,29 May 2020,5291633500,3215700,959,,2020,05
158,CENT,-3.57,-37.21,16,04 May 2020,29 May 2020,998112300,18457700,1062,,2020,05
159,CFIN,11.05,-39.17,16,04 May 2020,29 May 2020,1030628800,6001300,724,,2020,05
160,CINT,-6.67,-11.27,16,04 May 2020,29 May 2020,309163800,1158800,177,,2020,05
161,CITA,3.03,-7.61,16,04 May 2020,29 May 2020,136534500,80500,22,,2020,05
162,CITY,0.0,-86.93,16,04 May 2020,29 May 2020,30307400,587000,143,,2020,05
163,CKRA,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
164,CLAY,-24.3,955.56,16,04 May 2020,29 May 2020,88971000,42500,166,,2020,05
165,CLEO,5.43,64.08,16,04 May 2020,29 May 2020,68912073600,147005800,19225,,2020,05
166,CLPI,-5.71,3.12,16,04 May 2020,29 May 2020,174923500,256000,159,,2020,05
167,CMNP,-9.06,5.86,16,04 May 2020,29 May 2020,164240000,117900,30,,2020,05
168,CMPP,0.0,-11.54,16,04 May 2020,29 May 2020,0,0,0,,2020,05
169,CNKO,0.0,0.0,16,04 May 2020,29 May 2020,665000,13300,19,,2020,05
170,CNTB,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
171,CNTX,0.0,-44.92,16,04 May 2020,29 May 2020,9417800,37000,13,,2020,05
172,COCO,-9.78,319.19,16,04 May 2020,29 May 2020,11772500,14600,40,,2020,05
173,COWL,0.0,-88.04,16,04 May 2020,29 May 2020,1295000,25900,29,,2020,05
174,CPIN,25.54,-20.07,16,04 May 2020,29 May 2020,965922619500,201742400,87319,,2020,05
175,CPRI,0.0,-60.0,16,04 May 2020,29 May 2020,965000,19300,14,,2020,05
176,CPRO,0.0,0.0,16,04 May 2020,29 May 2020,1660000,33200,36,,2020,05
177,CSAP,0.57,-35.78,16,04 May 2020,29 May 2020,568566000,1623900,34,,2020,05
178,CSIS,0.0,-84.18,16,04 May 2020,29 May 2020,3935300,78700,46,,2020,05
179,CSMI,5.56,-3.06,16,04 May 2020,29 May 2020,824533900,4627900,682,,2020,05
180,CSRA,-8.09,100.0,16,04 May 2020,29 May 2020,7650276400,30115200,3895,,2020,05
181,CTBN,0.0,-43.02,16,04 May 2020,29 May 2020,245000,100,1,,2020,05
182,CTRA,5.5,-43.07,16,04 May 2020,29 May 2020,206827935600,395429300,37487,,2020,05
183,CTTH,0.0,-57.98,16,04 May 2020,29 May 2020,16315400,326300,70,,2020,05
184,DADA,-37.23,68.63,16,04 May 2020,29 May 2020,53712955400,257952100,22081,,2020,05
185,DART,11.45,20.66,16,04 May 2020,29 May 2020,11055600,40300,22,,2020,05
186,DAYA,-6.67,166.67,16,04 May 2020,29 May 2020,6356000,10600,7,,2020,05
187,DEAL,-21.62,-83.58,16,04 May 2020,29 May 2020,7247883200,71236700,11455,,2020,05
188,DEFI,-1.89,0.0,16,04 May 2020,29 May 2020,84358000,46000,35,,2020,05
189,DEWA,0.0,0.0,16,04 May 2020,29 May 2020,7320000,146400,24,,2020,05
190,DFAM,-5.66,-54.55,16,04 May 2020,29 May 2020,45231600,116500,51,,2020,05
191,DGIK,0.0,0.0,16,04 May 2020,29 May 2020,2835000,56700,35,,2020,05
192,DIGI,0.29,-5.56,16,04 May 2020,29 May 2020,17675000,10400,17,,2020,05
193,DILD,-5.36,-31.17,16,04 May 2020,29 May 2020,1245916000,5770200,680,,2020,05
194,DIVA,4.44,-70.81,16,04 May 2020,29 May 2020,22023611000,31488700,4450,,2020,05
195,DKFT,-2.13,-69.93,16,04 May 2020,29 May 2020,3700292100,39154900,3615,,2020,05
196,DLTA,-13.0,-20.91,16,04 May 2020,29 May 2020,3081528000,739000,890,,2020,05
197,DMAS,-9.09,-11.95,16,04 May 2020,29 May 2020,165524245800,1176786600,51924,,2020,05
198,DMMX,-9.0,-60.43,16,04 May 2020,29 May 2020,17054443700,190019800,14623,,2020,05
199,DMND,2.67,4.92,16,04 May 2020,29 May 2020,250235500,261600,296,,2020,05
200,DNAR,-41.6,-47.1,16,04 May 2020,29 May 2020,1049100,5500,30,,2020,05
201,DNET,-5.15,6.38,16,04 May 2020,29 May 2020,1060364000,302900,56,,2020,05
202,DOID,-6.67,-76.0,16,04 May 2020,29 May 2020,55267488900,419314500,22518,,2020,05
203,DPNS,12.71,-35.44,16,04 May 2020,29 May 2020,270200,1300,12,,2020,05
204,DPUM,4.65,-29.69,16,04 May 2020,29 May 2020,6740600,73600,85,,2020,05
205,DSFI,-6.41,-27.72,16,04 May 2020,29 May 2020,234210300,3225200,974,,2020,05
206,DSNG,-4.88,-23.9,16,04 May 2020,29 May 2020,7221907600,22968700,994,,2020,05
207,DSSA,-8.12,44.63,16,04 May 2020,29 May 2020,482622500,23400,17,,2020,05
208,DUCK,19.9,-69.87,16,04 May 2020,29 May 2020,3838419800,9431900,1540,,2020,05
209,DUTI,-0.21,7.97,16,04 May 2020,29 May 2020,2798000,600,6,,2020,05
210,DVLA,0.92,12.89,16,04 May 2020,29 May 2020,1394192000,639100,338,,2020,05
211,DWGL,6.03,241.67,16,04 May 2020,29 May 2020,14818800,64500,145,,2020,05
212,DYAN,0.0,-35.06,16,04 May 2020,29 May 2020,186325900,3726500,193,,2020,05
213,EAST,-11.86,-60.9,16,04 May 2020,29 May 2020,1567842900,29313400,2632,,2020,05
214,ECII,-0.75,-41.15,16,04 May 2020,29 May 2020,539917000,777700,176,,2020,05
215,EKAD,5.71,8.19,16,04 May 2020,29 May 2020,1768760000,1969100,1424,,2020,05
216,ELSA,0.51,-42.73,16,04 May 2020,29 May 2020,158567263800,768355300,42134,,2020,05
217,ELTY,0.0,0.0,16,04 May 2020,29 May 2020,240000,4800,25,,2020,05
218,EMDE,-0.51,-22.44,16,04 May 2020,29 May 2020,18129700,90100,7,,2020,05
219,EMTK,-10.89,-40.6,16,04 May 2020,29 May 2020,6730901500,1563500,254,,2020,05
220,ENRG,0.0,0.0,16,04 May 2020,29 May 2020,109770000,2195400,236,,2020,05
221,ENVY,-28.46,-76.22,16,04 May 2020,29 May 2020,96914968400,923342100,57484,,2020,05
222,EPMT,-4.17,-17.86,16,04 May 2020,29 May 2020,1637363000,866800,505,,2020,05
223,ERAA,-0.4,-42.95,16,04 May 2020,29 May 2020,375498121500,310022400,66992,,2020,05
224,ERTX,5.0,1.61,16,04 May 2020,29 May 2020,5006900,43800,42,,2020,05
225,ESIP,-2.4,0.0,16,04 May 2020,29 May 2020,1320546200,8211300,941,,2020,05
226,ESSA,-1.33,-54.04,16,04 May 2020,29 May 2020,5535387900,36950100,3708,,2020,05
227,ESTA,-16.51,-24.17,16,04 May 2020,29 May 2020,4715830800,46778400,3710,,2020,05
228,ESTI,0.0,-38.27,16,04 May 2020,29 May 2020,3970100,79400,13,,2020,05
229,ETWA,28.0,-20.99,16,04 May 2020,29 May 2020,271570500,4368700,418,,2020,05
230,EXCL,1.97,30.81,16,04 May 2020,29 May 2020,866865200000,354184800,93004,,2020,05
231,FAST,-13.18,-42.81,16,04 May 2020,29 May 2020,760245500,783000,513,,2020,05
232,FASW,0.0,-11.9,16,04 May 2020,29 May 2020,7535000,1100,3,,2020,05
233,FILM,52.03,-72.5,16,04 May 2020,29 May 2020,21478421100,153410100,18012,,2020,05
234,FINN,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
235,FIRE,0.0,-98.5,16,04 May 2020,29 May 2020,16965954900,131152900,17090,,2020,05
236,FISH,14.75,-31.03,16,04 May 2020,29 May 2020,3286000,1200,7,,2020,05
237,FITT,1.89,-47.06,16,04 May 2020,29 May 2020,39736400,770600,184,,2020,05
238,FMII,0.0,-2.86,16,04 May 2020,29 May 2020,0,0,0,,2020,05
239,FOOD,-4.65,-39.26,16,04 May 2020,29 May 2020,203048000,2391600,661,,2020,05
240,FORU,-4.71,-26.36,16,04 May 2020,29 May 2020,110100,1300,3,,2020,05
241,FORZ,0.0,-94.57,16,04 May 2020,29 May 2020,390000,7800,17,,2020,05
242,FPNI,7.14,-43.75,16,04 May 2020,29 May 2020,360151700,4283200,938,,2020,05
243,FREN,-9.35,24.36,16,04 May 2020,29 May 2020,122044381800,1228920100,50298,,2020,05
244,FUJI,7.92,-0.91,16,04 May 2020,29 May 2020,542144200,5401500,104,,2020,05
245,GAMA,0.0,-13.79,16,04 May 2020,29 May 2020,90000,1800,18,,2020,05
246,GDST,-3.64,-43.62,16,04 May 2020,29 May 2020,441809700,8444100,998,,2020,05
247,GDYR,8.65,-19.07,16,04 May 2020,29 May 2020,10613000,7100,10,,2020,05
248,GEMA,4.0,15.19,16,04 May 2020,29 May 2020,50085600,145200,26,,2020,05
249,GEMS,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
250,GGRM,7.62,-41.7,16,04 May 2020,29 May 2020,1013309922500,21558500,56267,,2020,05
251,GGRP,-8.78,-67.86,16,04 May 2020,29 May 2020,75319000,272400,113,,2020,05
252,GHON,20.62,17.42,16,04 May 2020,29 May 2020,52662500,38100,44,,2020,05
253,GIAA,26.6,-20.13,16,04 May 2020,29 May 2020,325787169900,1402322800,92079,,2020,05
254,GJTL,4.73,-45.54,16,04 May 2020,29 May 2020,60609491600,161429500,24214,,2020,05
255,GLOB,-15.91,-31.48,16,04 May 2020,29 May 2020,27496200,119200,73,,2020,05
256,GLVA,13.0,0.0,16,04 May 2020,29 May 2020,1194692300,5344900,1878,,2020,05
257,GMFI,5.48,-64.35,16,04 May 2020,29 May 2020,15193791000,186883300,10762,,2020,05
258,GMTD,8.11,13.33,16,04 May 2020,29 May 2020,34025000,2100,8,,2020,05
259,GOLD,-0.55,-66.48,16,04 May 2020,29 May 2020,8189500,45300,41,,2020,05
260,GOLL,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
261,GOOD,3.2,-31.2,16,04 May 2020,29 May 2020,2168577500,1715300,984,,2020,05
262,GPRA,2.0,-53.64,16,04 May 2020,29 May 2020,315588000,6274900,353,,2020,05
263,GREN,0.0,0.0,16,04 May 2020,29 May 2020,0,0,0,,2020,05
264,GSMF,5.61,20.21,16,04 May 2020,29 May 2020,11300,100,1,,2020,05
265,GTBO,-6.25,-68.49,16,04 May 2020,29 May 2020,41493700,537500,175,,2020,05
266,GWSA,-4.6,-41.55,16,04 May 2020,29 May 2020,325662600,3796100,461,,2020,05
267,GZCO,0.0,0.0,16,04 May 2020,29 May 2020,110000,2200,13,,2020,05
268,HADE,0.0,0.0,16,04 May 2020,29 May 2020,50000,1000,10,,2020,05
269,HDFA,0.0,-43.66,16,04 May 2020,29 May 2020,32000,200,2,,2020,05
270,HDIT,-12.5,0.0,16,04 May 2020,29 May 2020,24822300,54000,69,,2020,05
271,HDTX,0.0,-4.76,16,04 May 2020,29 May 2020,0,0,0,,2020,05
272,HEAL,21.62,23.05,16,04 May 2020,29 May 2020,57918603000,19929800,4334,,2020,05
273,HELI,0.0,44.63,16,04 May 2020,29 May 2020,22086600,116000,107,,2020,05
274,HERO,-1.11,12.66,16,04 May 2020,29 May 2020,312414500,335400,179,,2020,05
275,HEXA,9.62,0.0,16,04 May 2020,29 May 2020,42823016000,16647500,1742,,2020,05
276,HITS,-10.83,-23.57,16,04 May 2020,29 May 2020,62736800,114200,48,,2020,05
277,HKMU,-27.59,-83.06,16,04 May 2020,29 May 2020,25192372800,348492800,12810,,2020,05
278,HMSP,21.63,-47.71,16,04 May 2020,29 May 2020,1449154364500,811078100,113409,,2020,05
279,HOKI,-2.86,-6.85,16,04 May 2020,29 May 2020,248707345500,358825500,23827,,2020,05
280,HOME,0.0,-56.9,16,04 May 2020,29 May 2020,0,0,0,,2020,05
281,HOTL,2.67,-24.51,16,04 May 2020,29 May 2020,4678400,64000,177,,2020,05
282,HRME,-34.78,42.86,16,04 May 2020,29 May 2020,208247900,1212500,331,,2020,05
283,HRTA,-0.84,-22.88,16,04 May 2020,29 May 2020,724249800,3196400,1203,,2020,05
284,HRUM,-3.19,-13.21,16,04 May 2020,29 May 2020,2092268500,1677400,948,,2020,05
285,IATA,0.0,0.0,16,04 May 2020,29 May 2020,21850000,437000,23,,2020,05
286,IBFN,0.0,21.21,16,04 May 2020,29 May 2020,12874000,40700,8,,2020,05
287,IBST,0.0,-1.2,16,04 May 2020,29 May 2020,0,0,0,,2020,05
288,ICBP,-17.47,-22.01,16,04 May 2020,29 May 2020,3087089517500,361796800,149988,,2020,05
289,ICON,-8.47,-44.9,16,04 May 2020,29 May 2020,17424200,310500,78,,2020,05
