Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,7.8,-35.73,22,01 Nov 2023,30 Nov 2023,78775805000,10960200,10241,D232,2023,11
ABBA,-6.85,-29.17,22,01 Nov 2023,30 Nov 2023,14098366500,193570300,10224,E614,2023,11
ABDA,-1.67,-15.41,22,01 Nov 2023,30 Nov 2023,590000,100,1,G412,2023,11
ABMM,-11.52,48.9,22,01 Nov 2023,30 Nov 2023,140188385000,40283600,23827,A121,2023,11
ACES,-5.63,-49.33,22,01 Nov 2023,30 Nov 2023,789697960000,982807700,111139,E743,2023,11
ACST,-12.57,-90.16,22,01 Nov 2023,30 Nov 2023,40890064800,236925700,29640,J211,2023,11
ADCP,-5.36,-59.23,22,01 Nov 2023,30 Nov 2023,6583241300,120782300,20382,H111,2023,11
ADES,-8.56,973.37,22,01 Nov 2023,30 Nov 2023,51322907500,5484200,6907,D212,2023,11
ADHI,-2.49,-75.27,22,01 Nov 2023,30 Nov 2023,115818089400,285818800,36719,J211,2023,11
ADMF,2.64,17.58,22,01 Nov 2023,30 Nov 2023,21285907500,2005400,2075,G211,2023,11
ADMG,-2.04,-54.14,22,01 Nov 2023,30 Nov 2023,1012182500,6929100,3298,B111,2023,11
ADMR,20.45,1225.0,22,01 Nov 2023,30 Nov 2023,809499589000,661734400,108584,A121,2023,11
ADRO,2.34,115.64,22,01 Nov 2023,30 Nov 2023,1847727578000,738671100,164291,A121,2023,11
AEGS,9.43,-42.0,22,01 Nov 2023,30 Nov 2023,11309870500,207716100,7872,E111,2023,11
AGAR,-13.33,6.36,22,01 Nov 2023,30 Nov 2023,837800,7000,27,D231,2023,11
AGII,-6.03,117.65,22,01 Nov 2023,30 Nov 2023,11472805000,7749300,2449,B111,2023,11
AGRO,31.25,-5.16,22,01 Nov 2023,30 Nov 2023,352538968400,1188158600,89945,G111,2023,11
AGRS,6.17,-63.87,22,01 Nov 2023,30 Nov 2023,10190549000,123407100,17324,G111,2023,11
AHAP,-10.58,9.41,22,01 Nov 2023,30 Nov 2023,37214839300,379208000,21629,G412,2023,11
AIMS,29.27,135.56,22,01 Nov 2023,30 Nov 2023,4363842400,12955300,3750,A121,2023,11
AISA,17.42,-7.74,22,01 Nov 2023,30 Nov 2023,114781232400,728879100,85028,D222,2023,11
AKKU,0.0,0.0,22,01 Nov 2023,30 Nov 2023,8259303700,164323600,17623,E512,2023,11
AKPI,-0.69,-4.67,22,01 Nov 2023,30 Nov 2023,124278500,175300,156,B113,2023,11
AKRA,-3.69,-66.55,22,01 Nov 2023,30 Nov 2023,428343861500,292073600,70958,A112,2023,11
AKSI,-4.79,-59.64,22,01 Nov 2023,30 Nov 2023,439419700,2665600,1426,K211,2023,11
ALDO,11.56,22.39,22,01 Nov 2023,30 Nov 2023,4393412500,5917400,1906,B131,2023,11
ALKA,-1.85,76.67,22,01 Nov 2023,30 Nov 2023,7125332000,11361800,8884,B141,2023,11
ALMI,9.62,-43.0,22,01 Nov 2023,30 Nov 2023,4548394400,17472000,5486,B141,2023,11
ALTO,0.0,-87.5,22,01 Nov 2023,30 Nov 2023,49335000,986700,2042,D212,2023,11
