Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,3.03,-28.12,21,03 Oct 2022,31 Oct 2022,301577540000,36125200,33227,D232,2022,10
ABBA,-12.62,94.79,21,03 Oct 2022,31 Oct 2022,71859364300,360207500,42305,E614,2022,10
ABDA,11.2,-3.94,21,03 Oct 2022,31 Oct 2022,2051607500,316400,72,G412,2022,10
ABMM,-0.25,74.01,21,03 Oct 2022,31 Oct 2022,369762717000,88941200,41317,C311,2022,10
ACES,-7.38,-62.08,21,03 Oct 2022,31 Oct 2022,905870150700,1666435100,134343,E743,2022,10
ACST,0.57,-88.62,21,03 Oct 2022,31 Oct 2022,20674906500,114837300,25830,J211,2022,10
ADCP,-7.41,-42.31,21,03 Oct 2022,31 Oct 2022,38247932400,502350700,34348,H111,2022,10
ADES,0.35,682.61,21,03 Oct 2022,31 Oct 2022,15863632500,2244900,2687,D212,2022,10
ADHI,-22.38,-64.98,21,03 Oct 2022,31 Oct 2022,248612723000,400187800,52379,J211,2022,10
ADMF,3.61,-5.49,21,03 Oct 2022,31 Oct 2022,16010962500,1911300,2363,G211,2022,10
ADMG,-4.79,-49.36,21,03 Oct 2022,31 Oct 2022,1282499900,7922000,1422,B111,2022,10
ADMR,-3.89,1630.0,21,03 Oct 2022,31 Oct 2022,2265351039500,1253378700,176167,A121,2022,10
ADRO,0.51,227.57,21,03 Oct 2022,31 Oct 2022,6367668218000,1595659200,254811,A121,2022,10
AGAR,2.05,170.91,21,03 Oct 2022,31 Oct 2022,34309800,115200,313,D231,2022,10
AGII,-12.77,201.47,21,03 Oct 2022,31 Oct 2022,236595312500,112274200,37286,B111,2022,10
AGRO,8.18,91.94,21,03 Oct 2022,31 Oct 2022,487629681000,836237900,98282,G111,2022,10
AGRS,5.56,-60.08,21,03 Oct 2022,31 Oct 2022,24186895900,259964500,23369,G111,2022,10
AHAP,11.76,11.76,21,03 Oct 2022,31 Oct 2022,75385844700,762722100,52284,G412,2022,10
AIMS,-6.61,25.56,21,03 Oct 2022,31 Oct 2022,77377600,336900,468,A121,2022,10
AISA,6.1,3.57,21,03 Oct 2022,31 Oct 2022,353992790400,1894934300,163356,D222,2022,10
AKKU,0.0,0.0,21,03 Oct 2022,31 Oct 2022,9475000,189500,106,E512,2022,10
AKPI,-9.17,98.0,21,03 Oct 2022,31 Oct 2022,1449872500,945500,1206,B113,2022,10
AKRA,15.56,-63.64,21,03 Oct 2022,31 Oct 2022,1886363986500,1328100600,138734,A112,2022,10
AKSI,-7.59,-25.89,21,03 Oct 2022,31 Oct 2022,830573600,2753900,1937,K211,2022,10
ALDO,23.66,20.9,21,03 Oct 2022,31 Oct 2022,12419813000,15776400,5574,B131,2022,10
ALKA,0.69,-2.67,21,03 Oct 2022,31 Oct 2022,724908800,2474800,436,B141,2022,10
ALMI,-13.78,-15.5,21,03 Oct 2022,31 Oct 2022,3406132200,9022600,5203,B141,2022,10
ALTO,-11.6,-60.0,21,03 Oct 2022,31 Oct 2022,472718400,2853500,1055,D212,2022,10
AMAG,1.1,12.27,21,03 Oct 2022,31 Oct 2022,572374400,1611100,1435,G412,2022,10
AMAN,3.6,554.55,21,03 Oct 2022,31 Oct 2022,11363112000,16561800,2300,H111,2022,10
AMAR,25.6,80.46,21,03 Oct 2022,31 Oct 2022,222392676200,766077600,182006,G111,2022,10
AMFG,18.88,57.86,21,03 Oct 2022,31 Oct 2022,29078846000,5416700,4982,C121,2022,10
AMIN,3.05,-68.46,21,03 Oct 2022,31 Oct 2022,1382301800,10069900,4819,C143,2022,10
AMMS,-49.07,-45.0,21,03 Oct 2022,31 Oct 2022,342105091800,3338980200,227438,D231,2022,10
AMOR,-19.69,-45.26,21,03 Oct 2022,31 Oct 2022,1712004500,1556200,1578,G311,2022,10
AMRT,17.99,201.6,21,03 Oct 2022,31 Oct 2022,1556901797000,613317500,86487,D113,2022,10
ANDI,0.0,-97.5,21,03 Oct 2022,31 Oct 2022,7275000,145500,143,D232,2022,10
ANJT,3.45,-34.78,21,03 Oct 2022,31 Oct 2022,30760380500,41821600,9898,D232,2022,10
ANTM,-4.9,141.18,21,03 Oct 2022,31 Oct 2022,2057080207500,1108782400,243000,B146,2022,10
APEX,-0.57,-79.29,21,03 Oct 2022,31 Oct 2022,3549832200,10084800,5899,A131,2022,10
APIC,2.23,112.04,21,03 Oct 2022,31 Oct 2022,88740159000,78561000,10084,G511,2022,10
APII,7.94,9.68,21,03 Oct 2022,31 Oct 2022,5352570600,26882300,5165,C143,2022,10
APLI,14.81,195.24,21,03 Oct 2022,31 Oct 2022,2088697200,8159000,2443,B113,2022,10
APLN,23.2,1.32,21,03 Oct 2022,31 Oct 2022,212717530700,1547895200,88859,H111,2022,10
ARCI,-4.17,-57.07,21,03 Oct 2022,31 Oct 2022,8675404200,26506400,3436,B143,2022,10
ARGO,12.68,40.0,21,03 Oct 2022,31 Oct 2022,39161000,34700,129,E413,2022,10
ARII,-0.57,-61.56,21,03 Oct 2022,31 Oct 2022,27526443400,71232800,14744,A121,2022,10
ARKA,0.0,-78.81,21,03 Oct 2022,31 Oct 2022,255530000,5110600,1371,C143,2022,10
ARKO,-20.98,88.33,21,03 Oct 2022,31 Oct 2022,228911656500,350313200,33100,J411,2022,10
ARMY,0.0,-84.28,21,03 Oct 2022,31 Oct 2022,0,0,0,H111,2022,10
ARNA,2.81,117.86,21,03 Oct 2022,31 Oct 2022,59379392500,68449200,18653,C121,2022,10
ARTA,-2.04,83.21,21,03 Oct 2022,31 Oct 2022,4777374000,2005200,439,E512,2022,10
ARTI,0.0,0.0,21,03 Oct 2022,31 Oct 2022,0,0,0,A132,2022,10
ARTO,-22.73,2671.74,21,03 Oct 2022,31 Oct 2022,2203779692000,409382700,188331,G111,2022,10
ASBI,0.0,124.0,21,03 Oct 2022,31 Oct 2022,1944199000,3637200,1856,G412,2022,10
ASDM,1.05,-17.6,21,03 Oct 2022,31 Oct 2022,320677500,337200,244,G412,2022,10
ASGR,3.98,-31.2,21,03 Oct 2022,31 Oct 2022,5818266000,6548500,2918,C224,2022,10
ASHA,-6.15,68.0,21,03 Oct 2022,31 Oct 2022,228994269200,1285594200,95124,D231,2022,10
ASII,0.38,-19.15,21,03 Oct 2022,31 Oct 2022,5311208582500,813952600,154040,C311,2022,10
ASJT,4.44,-60.83,21,03 Oct 2022,31 Oct 2022,1184280300,8459400,1192,G412,2022,10
ASLC,3.47,-41.8,21,03 Oct 2022,31 Oct 2022,75448203800,498362100,66728,E745,2022,10
ASMI,-3.73,-81.57,21,03 Oct 2022,31 Oct 2022,5520436100,41558800,8563,G412,2022,10
ASPI,2.15,-9.52,21,03 Oct 2022,31 Oct 2022,11864714700,119036100,12698,H111,2022,10
ASRI,2.96,-44.23,21,03 Oct 2022,31 Oct 2022,55659090900,324180300,51213,H111,2022,10
ASRM,7.82,-29.57,21,03 Oct 2022,31 Oct 2022,94520500,58700,110,G412,2022,10
ASSA,-5.91,228.3,21,03 Oct 2022,31 Oct 2022,170447036000,142293900,52147,K132,2022,10
ATAP,-8.65,-5.0,21,03 Oct 2022,31 Oct 2022,14518303200,150976100,26493,H111,2022,10
ATIC,-1.98,-56.0,21,03 Oct 2022,31 Oct 2022,244583200,614100,525,I121,2022,10
AUTO,6.02,-10.2,21,03 Oct 2022,31 Oct 2022,72459434000,57535900,15839,E111,2022,10
AVIA,-1.26,-15.59,21,03 Oct 2022,31 Oct 2022,398535055000,506433900,25413,B113,2022,10
AXIO,-13.33,67.14,21,03 Oct 2022,31 Oct 2022,55698460800,213764800,13318,I221,2022,10
AYLS,-2.53,-23.0,21,03 Oct 2022,31 Oct 2022,4371950700,55779600,10872,B121,2022,10
BABP,0.93,116.0,21,03 Oct 2022,31 Oct 2022,122498483200,1107865300,75020,G111,2022,10
BACA,23.48,-52.67,21,03 Oct 2022,31 Oct 2022,306370201500,1974265700,128479,G111,2022,10
BAJA,-10.37,30.09,21,03 Oct 2022,31 Oct 2022,3604378300,21899600,7273,B144,2022,10
BALI,-11.11,-48.72,21,03 Oct 2022,31 Oct 2022,644272000,778900,811,J321,2022,10
BANK,-22.58,1181.55,21,03 Oct 2022,31 Oct 2022,902191456000,626475200,51534,G111,2022,10
BAPA,-18.45,25.69,21,03 Oct 2022,31 Oct 2022,128819441100,859402100,114397,H111,2022,10
BAPI,0.0,-66.67,21,03 Oct 2022,31 Oct 2022,13495000,269900,63,H111,2022,10
BATA,-3.3,-17.0,21,03 Oct 2022,31 Oct 2022,196109600,394700,565,E412,2022,10
BAUT,-1.96,-50.0,21,03 Oct 2022,31 Oct 2022,13848427900,274177600,8101,E743,2022,10
BAYU,8.49,-40.57,21,03 Oct 2022,31 Oct 2022,50942000,46800,33,E513,2022,10
BBCA,2.92,-66.15,21,03 Oct 2022,31 Oct 2022,14271856912500,1679832100,312620,G111,2022,10
BBHI,9.0,1245.03,21,03 Oct 2022,31 Oct 2022,299866309000,137726000,67491,G111,2022,10
BBKP,-17.18,-50.37,21,03 Oct 2022,31 Oct 2022,352127102500,2408750300,84734,G111,2022,10
BBLD,24.48,27.12,21,03 Oct 2022,31 Oct 2022,68951500,126600,550,G211,2022,10
BBMD,3.08,45.65,21,03 Oct 2022,31 Oct 2022,12259500,6200,28,G111,2022,10
BBNI,4.74,6.82,21,03 Oct 2022,31 Oct 2022,4831802187500,537625000,134818,G111,2022,10
BBRI,3.56,27.05,21,03 Oct 2022,31 Oct 2022,15426630000000,3439942200,423919,G111,2022,10
BBRM,-12.07,2.0,21,03 Oct 2022,31 Oct 2022,2336415100,45414400,2806,A122,2022,10
BBSI,12.22,856.25,21,03 Oct 2022,31 Oct 2022,1834932000,405600,650,G111,2022,10
BBSS,12.9,-41.67,21,03 Oct 2022,31 Oct 2022,18245198000,299412700,9044,H111,2022,10
BBTN,4.04,-39.17,21,03 Oct 2022,31 Oct 2022,413812330000,274799500,47415,G111,2022,10
BBYB,0.56,213.38,21,03 Oct 2022,31 Oct 2022,975785952000,1106499700,121072,G111,2022,10
BCAP,-4.59,-31.13,21,03 Oct 2022,31 Oct 2022,125846605300,1153299800,79256,G511,2022,10
BCIC,-8.28,-70.44,21,03 Oct 2022,31 Oct 2022,3195267700,23636800,4282,G111,2022,10
BCIP,0.0,-29.21,21,03 Oct 2022,31 Oct 2022,4219112400,65965300,14640,H111,2022,10
BDMN,33.86,-55.26,21,03 Oct 2022,31 Oct 2022,864163124000,266514800,72241,G111,2022,10
BEBS,0.0,3950.0,21,03 Oct 2022,31 Oct 2022,2752173188000,691295300,24041,B121,2022,10
BEEF,0.0,-82.35,21,03 Oct 2022,31 Oct 2022,3411171400,56478500,3715,D222,2022,10
BEKS,0.0,0.0,21,03 Oct 2022,31 Oct 2022,310920000,6218400,1165,G111,2022,10
BELL,-33.85,-47.08,21,03 Oct 2022,31 Oct 2022,111068290400,823521300,81991,E413,2022,10
BESS,5.05,98.1,21,03 Oct 2022,31 Oct 2022,18427313100,89322500,11228,A122,2022,10
BEST,-14.2,-33.17,21,03 Oct 2022,31 Oct 2022,88609373100,556340100,29773,H111,2022,10
BFIN,-3.91,66.17,21,03 Oct 2022,31 Oct 2022,364797319500,349966500,36344,G211,2022,10
BGTG,10.99,23.17,21,03 Oct 2022,31 Oct 2022,70251153100,697512900,37528,G111,2022,10
BHAT,0.0,759.22,21,03 Oct 2022,31 Oct 2022,2184203708000,2494346600,24992,G413,2022,10
BHIT,-3.17,5.17,21,03 Oct 2022,31 Oct 2022,345316456800,5309675300,95637,C311,2022,10
BIKA,-1.55,-51.15,21,03 Oct 2022,31 Oct 2022,67038300,518700,428,H111,2022,10
BIKE,-2.5,37.65,21,03 Oct 2022,31 Oct 2022,15367042600,66632100,11340,E321,2022,10
BIMA,47.83,325.0,21,03 Oct 2022,31 Oct 2022,19902710600,96156600,27385,E412,2022,10
BINA,1.29,485.07,21,03 Oct 2022,31 Oct 2022,14421992000,3766600,1128,G111,2022,10
BINO,-2.21,-3.62,21,03 Oct 2022,31 Oct 2022,7713218900,57578100,9352,C223,2022,10
BIPI,-4.93,170.0,21,03 Oct 2022,31 Oct 2022,3258895730600,22594128100,168095,A122,2022,10
BIPP,-1.92,-42.05,21,03 Oct 2022,31 Oct 2022,1229593900,24340600,1880,H111,2022,10
BIRD,13.65,-46.34,21,03 Oct 2022,31 Oct 2022,77143304500,53191700,20484,K132,2022,10
BISI,19.35,-11.64,21,03 Oct 2022,31 Oct 2022,19684750000,13945800,5415,D232,2022,10
BJBR,1.48,-32.93,21,03 Oct 2022,31 Oct 2022,118304945500,87737600,21683,G111,2022,10
BJTM,-0.7,2.17,21,03 Oct 2022,31 Oct 2022,118010826500,169907700,36290,G111,2022,10
