Stock Code,change %,change YtM %,Total Trading,Start Trading,End Trading,Total Value,Total Volume,Total Frequency,Sektor ID,Year,Month
AALI,-4.76,-19.66,22,01 Dec 2021,30 Dec 2021,206384710000,21140700,21038,D232,2021,12
ABBA,-11.5,268.75,22,01 Dec 2021,30 Dec 2021,119491791200,297838600,34166,E614,2021,12
ABDA,-11.03,-16.13,22,01 Dec 2021,30 Dec 2021,96482500,13900,79,G412,2021,12
ABMM,-2.07,-37.44,22,01 Dec 2021,30 Dec 2021,153554354000,103543000,20824,C311,2021,12
ACES,-1.92,-14.09,22,01 Dec 2021,30 Dec 2021,479453561500,378879400,72915,E743,2021,12
ACST,-8.7,-86.5,22,01 Dec 2021,30 Dec 2021,45684240000,203257700,17368,J211,2021,12
ADES,11.53,257.61,22,01 Dec 2021,30 Dec 2021,13539327000,4364400,3687,D212,2021,12
ADHI,-12.68,-43.53,22,01 Dec 2021,30 Dec 2021,382333689500,388679800,71091,J211,2021,12
ADMF,0.0,-15.38,22,01 Dec 2021,30 Dec 2021,16004912500,2083000,2840,G211,2021,12
ADMG,-3.81,-35.67,22,01 Dec 2021,30 Dec 2021,5522694900,27294900,4869,B111,2021,12
ADRO,32.35,85.19,22,01 Dec 2021,30 Dec 2021,9550671560500,4721983500,291286,A121,2021,12
AGAR,8.24,234.55,22,01 Dec 2021,30 Dec 2021,83187200,236400,543,D231,2021,12
AGII,-5.31,122.79,22,01 Dec 2021,30 Dec 2021,585993550000,357960300,119157,B111,2021,12
AGRO,-15.02,483.87,22,01 Dec 2021,30 Dec 2021,1728955261000,840590300,184251,G111,2021,12
AGRS,-6.21,-30.25,22,01 Dec 2021,30 Dec 2021,413712149400,2226365100,104585,G111,2021,12
AHAP,13.85,-12.94,22,01 Dec 2021,30 Dec 2021,50125119600,653986600,74126,G412,2021,12
AIMS,-17.28,123.33,22,01 Dec 2021,30 Dec 2021,11997140200,28051600,6746,A121,2021,12
AISA,-7.69,14.29,22,01 Dec 2021,30 Dec 2021,23089973800,115072200,12611,D222,2021,12
AKKU,0.0,0.0,22,01 Dec 2021,30 Dec 2021,8139340800,146477300,7893,E512,2021,12
AKPI,31.4,50.67,22,01 Dec 2021,30 Dec 2021,4889686500,4754500,4015,B113,2021,12
AKRA,3.53,-4.2,22,01 Dec 2021,30 Dec 2021,733931531000,175002000,42515,A112,2021,12
AKSI,112.74,124.62,22,01 Dec 2021,30 Dec 2021,6918686200,8267400,7077,K211,2021,12
ALDO,-1.96,49.25,22,01 Dec 2021,30 Dec 2021,123801889500,119416600,35491,B131,2021,12
ALKA,4.92,-14.67,22,01 Dec 2021,30 Dec 2021,517350400,2003000,2632,B141,2021,12
ALMI,21.95,-25.0,22,01 Dec 2021,30 Dec 2021,354528800,1206400,772,B141,2021,12
ALTO,0.0,-30.0,22,01 Dec 2021,30 Dec 2021,467430800,1813400,933,D212,2021,12
AMAG,-3.45,3.07,22,01 Dec 2021,30 Dec 2021,2598865800,7657400,1176,G412,2021,12
AMAN,-0.94,377.27,22,01 Dec 2021,30 Dec 2021,12330104000,23343500,1477,H111,2021,12
AMAR,29.33,122.99,22,01 Dec 2021,30 Dec 2021,495287838300,1085127600,119221,G111,2021,12
AMFG,-2.42,20.33,22,01 Dec 2021,30 Dec 2021,9978562000,2257500,1030,C121,2021,12
AMIN,-11.21,-55.61,22,01 Dec 2021,30 Dec 2021,2642859400,12151600,3966,C143,2021,12
AMOR,-53.48,-1.58,22,01 Dec 2021,30 Dec 2021,37345430000,15972300,14222,G311,2021,12
AMRT,2.97,29.95,22,01 Dec 2021,30 Dec 2021,231947468500,195402400,55211,D113,2021,12
ANDI,0.0,-97.5,22,01 Dec 2021,30 Dec 2021,240980000,4819600,1439,D232,2021,12
ANJT,2.06,-13.91,22,01 Dec 2021,30 Dec 2021,1300826500,1360500,1156,D232,2021,12
ANTM,-2.17,194.12,22,01 Dec 2021,30 Dec 2021,1712907504000,747702500,174057,B146,2021,12
APEX,58.88,-49.4,22,01 Dec 2021,30 Dec 2021,6910233500,9027100,5543,A131,2021,12
APIC,2.29,106.48,22,01 Dec 2021,30 Dec 2021,329663851000,300340300,22797,G511,2021,12
APII,18.28,18.28,22,01 Dec 2021,30 Dec 2021,18898258000,75890400,15948,C143,2021,12
APLI,-4.63,145.24,22,01 Dec 2021,30 Dec 2021,902114700,4482200,273,B113,2021,12
APLN,-5.43,-19.74,22,01 Dec 2021,30 Dec 2021,15937044100,125751700,10645,H111,2021,12
ARCI,2.73,-24.67,22,01 Dec 2021,30 Dec 2021,92184828000,166918700,13079,B143,2021,12
ARGO,9.33,98.79,22,01 Dec 2021,30 Dec 2021,130648000,79400,234,E413,2021,12
ARII,-1.57,-72.22,22,01 Dec 2021,30 Dec 2021,714944400,2881600,586,A121,2021,12
ARKA,-1.82,-77.12,22,01 Dec 2021,30 Dec 2021,43589991200,742979700,38046,C143,2021,12
ARMY,0.0,-84.28,22,01 Dec 2021,30 Dec 2021,0,0,0,H111,2021,12
ARNA,-4.19,90.48,22,01 Dec 2021,30 Dec 2021,19141440500,23288000,7335,C121,2021,12
ARTA,17.07,83.21,22,01 Dec 2021,30 Dec 2021,3595225000,1694900,892,E512,2021,12
ARTI,0.0,0.0,22,01 Dec 2021,30 Dec 2021,0,0,0,A132,2021,12
ARTO,1.11,8595.65,22,01 Dec 2021,30 Dec 2021,9175076972500,566298100,280171,G111,2021,12
ASBI,-1.34,17.6,22,01 Dec 2021,30 Dec 2021,54579000,183900,351,G412,2021,12
ASDM,-1.04,-18.03,22,01 Dec 2021,30 Dec 2021,463674000,486100,302,G412,2021,12
ASGR,7.84,-37.97,22,01 Dec 2021,30 Dec 2021,6797422500,8450100,1896,C224,2021,12
ASII,-1.3,-30.7,22,01 Dec 2021,30 Dec 2021,4765607480000,823260200,139714,C311,2021,12
ASJT,-10.32,-61.39,22,01 Dec 2021,30 Dec 2021,6647428700,43780100,5977,G412,2021,12
ASMI,-10.34,-62.86,22,01 Dec 2021,30 Dec 2021,10195499000,35059600,7893,G412,2021,12
ASPI,5.71,-29.52,22,01 Dec 2021,30 Dec 2021,7902613200,102695300,10163,H111,2021,12
ASRI,-5.81,-48.08,22,01 Dec 2021,30 Dec 2021,36453175500,218061600,20158,H111,2021,12
ASRM,3.04,-27.87,22,01 Dec 2021,30 Dec 2021,40784000,24400,75,G412,2021,12
ASSA,-10.27,812.09,22,01 Dec 2021,30 Dec 2021,513431750000,146740500,62167,K132,2021,12
ATAP,3.43,81.0,22,01 Dec 2021,30 Dec 2021,105470989000,582635300,89213,H111,2021,12
ATIC,8.11,-11.11,22,01 Dec 2021,30 Dec 2021,29356140500,38887400,18094,I121,2021,12
AUTO,-7.6,-21.43,22,01 Dec 2021,30 Dec 2021,91704330500,74898800,24799,E111,2021,12
AYLS,90.82,274.0,22,01 Dec 2021,30 Dec 2021,1328340774500,4394092800,483990,B121,2021,12
BABP,-1.59,272.0,22,01 Dec 2021,30 Dec 2021,1174028012900,5373871200,266657,G111,2021,12
BACA,0.76,-11.33,22,01 Dec 2021,30 Dec 2021,313055866200,1091921100,66939,G111,2021,12
BAJA,-2.34,195.58,22,01 Dec 2021,30 Dec 2021,5986778000,17329900,5257,B144,2021,12
BALI,-3.85,-43.91,22,01 Dec 2021,30 Dec 2021,27897507000,31205800,6152,J321,2021,12
BANK,-18.21,2123.3,22,01 Dec 2021,30 Dec 2021,1359902243000,547873500,80913,G111,2021,12
BAPA,-1.45,-37.61,22,01 Dec 2021,30 Dec 2021,52768278800,723950400,46956,H111,2021,12
BAPI,0.0,-66.67,22,01 Dec 2021,30 Dec 2021,150115000,3002300,312,H111,2021,12
BATA,-1.6,-18.0,22,01 Dec 2021,30 Dec 2021,64841500,131000,148,E412,2021,12
BAYU,3.67,-41.6,22,01 Dec 2021,30 Dec 2021,439025000,385100,146,E513,2021,12
BBCA,0.34,-71.92,22,01 Dec 2021,30 Dec 2021,9432121662500,1280505100,275098,G111,2021,12
BBHI,2.54,4037.43,22,01 Dec 2021,30 Dec 2021,600835337500,82994200,53680,G111,2021,12
BBKP,-9.4,-0.74,22,01 Dec 2021,30 Dec 2021,1542246728000,5194708700,152324,G111,2021,12
BBLD,-7.5,-21.61,22,01 Dec 2021,30 Dec 2021,798554800,2065000,169,G211,2021,12
BBMD,-0.5,44.93,22,01 Dec 2021,30 Dec 2021,2225842000,1115800,686,G111,2021,12
BBNI,-0.74,-23.3,22,01 Dec 2021,30 Dec 2021,3056578592500,450234000,126837,G111,2021,12
BBRI,0.49,12.3,22,01 Dec 2021,30 Dec 2021,9822239630000,2371759500,314215,G111,2021,12
BBRM,0.0,0.0,22,01 Dec 2021,30 Dec 2021,39250100,785000,445,A122,2021,12
BBSI,-14.85,795.83,22,01 Dec 2021,30 Dec 2021,6093929500,1407300,2107,G111,2021,12
BBSS,-26.47,-58.33,22,01 Dec 2021,30 Dec 2021,31754999300,550844600,18564,H111,2021,12
BBTN,1.17,-31.89,22,01 Dec 2021,30 Dec 2021,619272312000,357432200,58018,G111,2021,12
BBYB,15.35,826.06,22,01 Dec 2021,30 Dec 2021,5227455236000,2002477500,380305,G111,2021,12
BCAP,-24.39,-58.94,22,01 Dec 2021,30 Dec 2021,75003250200,1015775700,36243,G511,2021,12
BCIC,-14.88,-54.22,22,01 Dec 2021,30 Dec 2021,82301143000,346960700,45064,G111,2021,12
BCIP,-8.0,3.37,22,01 Dec 2021,30 Dec 2021,274579827900,2783998100,156753,H111,2021,12
BDMN,-2.49,-69.08,22,01 Dec 2021,30 Dec 2021,148249077000,61795900,21345,G111,2021,12
BEBS,47.98,5775.0,22,01 Dec 2021,30 Dec 2021,3357282372500,744659300,119609,B121,2021,12
BEEF,1.33,-77.65,22,01 Dec 2021,30 Dec 2021,19660837900,251315200,21553,D222,2021,12
BEKS,-15.62,8.0,22,01 Dec 2021,30 Dec 2021,144709111800,2315916300,49796,G111,2021,12
BELL,-25.51,-39.17,22,01 Dec 2021,30 Dec 2021,9152546300,59194600,12774,E413,2021,12
BESS,-52.96,733.33,22,01 Dec 2021,30 Dec 2021,20121095500,16620500,9536,A122,2021,12
BEST,-8.94,-46.15,22,01 Dec 2021,30 Dec 2021,24520933600,208013500,13318,H111,2021,12
BFIN,20.51,76.69,22,01 Dec 2021,30 Dec 2021,1092971391000,1039919800,78105,G211,2021,12
BGTG,19.61,197.56,22,01 Dec 2021,30 Dec 2021,2014288474200,6674219700,359269,G111,2021,12
BHAT,6.38,870.87,22,01 Dec 2021,30 Dec 2021,50104949500,51834500,2494,G413,2021,12
BHIT,3.7,-3.45,22,01 Dec 2021,30 Dec 2021,354420481900,5949472600,115111,C311,2021,12
BIKA,5.04,-3.85,22,01 Dec 2021,30 Dec 2021,1121277200,4441000,1839,H111,2021,12
BIMA,40.57,339.29,22,01 Dec 2021,30 Dec 2021,153524815300,689980600,178589,E412,2021,12
BINA,2.97,468.66,22,01 Dec 2021,30 Dec 2021,269284492000,65047100,31966,G111,2021,12
BINO,-0.68,6.52,22,01 Dec 2021,30 Dec 2021,46079841200,323684100,26310,C223,2021,12
BIPI,-1.96,0.0,22,01 Dec 2021,30 Dec 2021,889314959800,17785739100,36160,A111,2021,12
BIPP,5.77,-37.5,22,01 Dec 2021,30 Dec 2021,6404202200,118121100,5705,H111,2021,12
BIRD,-14.55,-51.92,22,01 Dec 2021,30 Dec 2021,180563511000,117698400,35836,K132,2021,12
BISI,0.51,-40.6,22,01 Dec 2021,30 Dec 2021,12006248500,12146400,2215,D232,2021,12
BJBR,-1.84,-34.88,22,01 Dec 2021,30 Dec 2021,86495938500,62903200,21667,G111,2021,12
BJTM,0.67,8.7,22,01 Dec 2021,30 Dec 2021,86871079500,115526100,27622,G111,2021,12
BKDP,72.55,44.26,22,01 Dec 2021,30 Dec 2021,52352759300,610741200,49676,H111,2021,12
BKSL,-7.81,-45.87,22,01 Dec 2021,30 Dec 2021,77363895500,1242652800,25318,H111,2021,12
BKSW,10.34,5.49,22,01 Dec 2021,30 Dec 2021,344669483400,1534158400,98402,G111,2021,12
BLTA,0.0,-74.49,22,01 Dec 2021,30 Dec 2021,323830000,6476600,393,K211,2021,12
BLTZ,12.33,-28.3,22,01 Dec 2021,30 Dec 2021,68595000,21100,95,E514,2021,12
BLUE,-58.62,130.77,22,01 Dec 2021,30 Dec 2021,4330819800,9889700,4187,C223,2021,12
BMAS,24.01,370.11,22,01 Dec 2021,30 Dec 2021,40091640000,18805500,15429,G111,2021,12
BMHS,-2.92,144.12,22,01 Dec 2021,30 Dec 2021,664161696000,787451600,47551,F121,2021,12
BMRI,0.36,-4.75,22,01 Dec 2021,30 Dec 2021,4409997030000,616972700,111337,G111,2021,12
BMSR,16.96,54.12,22,01 Dec 2021,30 Dec 2021,63820934200,214385300,45347,B111,2021,12
BMTR,-2.26,7.44,22,01 Dec 2021,30 Dec 2021,125865729800,476776100,27693,C311,2021,12
BNBA,-2.99,1065.47,22,01 Dec 2021,30 Dec 2021,1584559008000,387606100,176377,G111,2021,12
BNBR,0.0,0.0,22,01 Dec 2021,30 Dec 2021,203820000,4076400,257,C311,2021,12
BNGA,-2.03,5.46,22,01 Dec 2021,30 Dec 2021,122520088000,125125900,20239,G111,2021,12
BNII,-10.75,61.17,22,01 Dec 2021,30 Dec 2021,180395445800,490111300,53947,G111,2021,12
BNLI,-9.97,145.6,22,01 Dec 2021,30 Dec 2021,4929748000,2981700,3097,G111,2021,12
BOBA,-7.26,-17.86,22,01 Dec 2021,30 Dec 2021,15098741800,56551600,14090,D222,2021,12
BOGA,0.0,100.0,22,01 Dec 2021,30 Dec 2021,2904407268500,2111082000,31809,E745,2021,12
BOLA,-12.23,248.57,22,01 Dec 2021,30 Dec 2021,137848827500,213842100,19010,E514,2021,12
BOLT,20.44,-14.95,22,01 Dec 2021,30 Dec 2021,485033500,566700,460,E111,2021,12
BOSS,-11.25,-97.04,22,01 Dec 2021,30 Dec 2021,91055863300,1179421500,74594,A121,2021,12
BPFI,44.0,121.54,22,01 Dec 2021,30 Dec 2021,17154023500,12212000,5321,G211,2021,12
BPII,11.86,1.54,22,01 Dec 2021,30 Dec 2021,23820710000,4036800,19,G511,2021,12
BPTR,39.11,479.07,22,01 Dec 2021,30 Dec 2021,38841662200,83368700,27031,K132,2021,12
BRAM,26.09,102.05,22,01 Dec 2021,30 Dec 2021,1007420000,90800,430,E112,2021,12
BRIS,-8.95,239.05,22,01 Dec 2021,30 Dec 2021,692169877500,373104700,174491,G111,2021,12
BRMS,0.0,132.0,22,01 Dec 2021,30 Dec 2021,1612928579100,13748216200,134399,B146,2021,12
BRNA,-5.56,-0.83,22,01 Dec 2021,30 Dec 2021,225712500,194600,149,B131,2021,12
BRPT,-7.07,-64.23,22,01 Dec 2021,30 Dec 2021,776215098500,869954900,82525,B111,2021,12
BSDE,-6.91,-19.52,22,01 Dec 2021,30 Dec 2021,447709566500,433314900,53432,H111,2021,12
BSIM,-4.89,59.09,22,01 Dec 2021,30 Dec 2021,13475698500,14525400,3819,G111,2021,12
BSSR,30.67,74.79,22,01 Dec 2021,30 Dec 2021,3062787000,852600,1472,A121,2021,12
BSWD,0.0,0.0,22,01 Dec 2021,30 Dec 2021,0,0,0,G111,2021,12
BTEK,0.0,-66.67,22,01 Dec 2021,30 Dec 2021,5270000,105400,114,D232,2021,12
BTEL,0.0,0.0,22,01 Dec 2021,30 Dec 2021,0,0,0,J321,2021,12
BTON,5.39,86.96,22,01 Dec 2021,30 Dec 2021,756055600,1853200,612,B144,2021,12
BTPN,-1.5,-23.84,22,01 Dec 2021,30 Dec 2021,1330398000,494900,806,G111,2021,12
BTPS,0.28,99.44,22,01 Dec 2021,30 Dec 2021,306583441000,84439900,45620,G111,2021,12
BUDI,1.7,86.46,22,01 Dec 2021,30 Dec 2021,44028893000,239901500,25399,D222,2021,12
BUKA,-21.1,-49.41,22,01 Dec 2021,30 Dec 2021,4204113162400,8911589600,384360,I111,2021,12
BUKK,-4.71,-36.05,22,01 Dec 2021,30 Dec 2021,723626000,570700,761,J211,2021,12
BULL,-5.56,103.42,22,01 Dec 2021,30 Dec 2021,1368346643400,5644334400,47354,A112,2021,12
BUMI,1.52,-34.95,22,01 Dec 2021,30 Dec 2021,269005827800,3960948100,54678,A121,2021,12
BUVA,0.0,-70.87,22,01 Dec 2021,30 Dec 2021,0,0,0,E512,2021,12
BVIC,15.25,7.37,22,01 Dec 2021,30 Dec 2021,1063332827100,4662718200,254459,G111,2021,12
BWPT,-8.64,-54.88,22,01 Dec 2021,30 Dec 2021,54531920200,702354500,26191,D232,2021,12
BYAN,-2.35,35.85,22,01 Dec 2021,30 Dec 2021,35243222500,1322200,1635,A121,2021,12
CAKK,0.0,4.26,22,01 Dec 2021,30 Dec 2021,47616823900,459960600,38571,C121,2021,12
CAMP,0.0,-16.18,22,01 Dec 2021,30 Dec 2021,6071458200,20773700,5330,D221,2021,12
CANI,-7.98,-43.18,22,01 Dec 2021,30 Dec 2021,4828880700,28648700,10145,A122,2021,12
CARE,7.74,400.0,22,01 Dec 2021,30 Dec 2021,4772905105900,9538135500,90784,F121,2021,12
CARS,0.0,-98.21,22,01 Dec 2021,30 Dec 2021,1176590000,23531800,1602,E745,2021,12
CASA,6.43,70.97,22,01 Dec 2021,30 Dec 2021,38542320000,73810900,2737,G511,2021,12
CASH,-38.07,-22.86,22,01 Dec 2021,30 Dec 2021,141608606800,393166700,29035,I111,2021,12
CASS,-2.5,-34.08,22,01 Dec 2021,30 Dec 2021,471394800,972800,592,J111,2021,12
CBMF,12.64,-38.75,22,01 Dec 2021,30 Dec 2021,193529260400,1975747800,136626,E211,2021,12
CCSI,25.0,190.0,22,01 Dec 2021,30 Dec 2021,36294280500,55027000,18622,C131,2021,12
CEKA,-0.53,36.73,22,01 Dec 2021,30 Dec 2021,1420298500,745800,1054,D222,2021,12
CENT,-15.94,169.77,22,01 Dec 2021,30 Dec 2021,104686188400,398556400,35400,J321,2021,12
CFIN,-6.72,-20.38,22,01 Dec 2021,30 Dec 2021,6596140800,25671500,3577,G211,2021,12
CINT,0.8,-11.27,22,01 Dec 2021,30 Dec 2021,615900200,2394400,551,E211,2021,12
CITA,13.38,75.0,22,01 Dec 2021,30 Dec 2021,6383048000,1841700,2659,B141,2021,12
CITY,1.74,-56.03,22,01 Dec 2021,30 Dec 2021,336126100,1956300,811,H111,2021,12
CLAY,-1.8,355.56,22,01 Dec 2021,30 Dec 2021,85711000,106200,218,E512,2021,12
CLEO,6.33,65.49,22,01 Dec 2021,30 Dec 2021,50778545600,112438400,14506,D212,2021,12
CLPI,-0.49,60.16,22,01 Dec 2021,30 Dec 2021,1460352500,1435200,1567,B113,2021,12
CMNP,43.88,56.25,22,01 Dec 2021,30 Dec 2021,20309986000,11622300,2507,J112,2021,12
CMNT,8.33,62.5,22,01 Dec 2021,30 Dec 2021,1135995132500,1060449000,25704,B121,2021,12
CMPP,0.0,-11.54,22,01 Dec 2021,30 Dec 2021,0,0,0,K111,2021,12
CNKO,0.0,0.0,22,01 Dec 2021,30 Dec 2021,207175000,4143500,139,A122,2021,12
CNTB,0.0,0.0,22,01 Dec 2021,30 Dec 2021,0,0,0,E413,2021,12
CNTX,-3.07,-33.05,22,01 Dec 2021,30 Dec 2021,3563674600,11043500,3833,E413,2021,12
COCO,16.13,45.45,22,01 Dec 2021,30 Dec 2021,123096297600,422624600,35296,D222,2021,12
COWL,0.0,-88.04,22,01 Dec 2021,30 Dec 2021,0,0,0,H111,2021,12
CPIN,-2.06,-17.65,22,01 Dec 2021,30 Dec 2021,617835625000,104228100,48407,D231,2021,12
CPRI,0.0,-60.0,22,01 Dec 2021,30 Dec 2021,0,0,0,H111,2021,12
CPRO,-15.18,90.0,22,01 Dec 2021,30 Dec 2021,1515945808700,14379256500,348078,D231,2021,12
CSAP,-8.41,-10.09,22,01 Dec 2021,30 Dec 2021,3120625600,5874900,1191,E743,2021,12
CSIS,3.42,-52.22,22,01 Dec 2021,30 Dec 2021,149674982000,1017378500,172561,H111,2021,12
CSMI,2.25,1757.14,22,01 Dec 2021,30 Dec 2021,155575000,43300,150,E515,2021,12
CSRA,4.6,300.0,22,01 Dec 2021,30 Dec 2021,13663669600,26824800,7764,D232,2021,12
CTBN,-5.88,-44.19,22,01 Dec 2021,30 Dec 2021,95611000,40600,235,B144,2021,12
CTRA,-7.62,-3.96,22,01 Dec 2021,30 Dec 2021,518552301500,506288300,63873,H111,2021,12
CTTH,0.0,-57.98,22,01 Dec 2021,30 Dec 2021,2084760000,41582000,2276,C121,2021,12
DADA,0.0,-50.98,22,01 Dec 2021,30 Dec 2021,205880000,4117600,847,H111,2021,12
DART,11.43,28.93,22,01 Dec 2021,30 Dec 2021,63515220000,194099600,45431,H111,2021,12
DAYA,4.83,44.76,22,01 Dec 2021,30 Dec 2021,1447007800,4913300,497,D111,2021,12
DCII,-0.06,10370.24,22,01 Dec 2021,30 Dec 2021,4834997500,118500,723,I121,2021,12
DEAL,0.0,-90.57,22,01 Dec 2021,30 Dec 2021,11845785500,233603800,1363,K211,2021,12
DEFI,9.89,-45.05,22,01 Dec 2021,30 Dec 2021,32261500,33600,111,G211,2021,12
DEPO,-20.65,1.24,22,01 Dec 2021,30 Dec 2021,117564600700,216482400,26148,E743,2021,12
DEWA,0.0,0.0,22,01 Dec 2021,30 Dec 2021,339295000,6785900,659,A132,2021,12
DFAM,0.52,-56.36,22,01 Dec 2021,30 Dec 2021,650347600,1700200,603,E512,2021,12
DGIK,18.67,294.0,22,01 Dec 2021,30 Dec 2021,512636052800,2523015800,134794,J211,2021,12
DGNS,-5.7,272.5,22,01 Dec 2021,30 Dec 2021,119336934000,153024700,31099,F121,2021,12
DIGI,-29.45,-94.28,22,01 Dec 2021,30 Dec 2021,62393933600,518072800,54497,E614,2021,12
DILD,-6.02,-49.35,22,01 Dec 2021,30 Dec 2021,13582017300,87788400,4022,H111,2021,12
DIVA,6.97,-33.23,22,01 Dec 2021,30 Dec 2021,16821253000,8574900,3572,I111,2021,12
DKFT,-6.87,-60.13,22,01 Dec 2021,30 Dec 2021,10878595600,86673800,6784,B146,2021,12
DLTA,-1.58,-32.0,22,01 Dec 2021,30 Dec 2021,3344062000,883900,1152,D211,2021,12
DMAS,-12.39,20.13,22,01 Dec 2021,30 Dec 2021,141086917200,673919100,64520,H111,2021,12
DMMX,-1.81,1082.61,22,01 Dec 2021,30 Dec 2021,604521318000,227158900,50915,I121,2021,12
DMND,2.34,-4.37,22,01 Dec 2021,30 Dec 2021,3176441000,3370700,2960,D112,2021,12
DNAR,12.31,5.8,22,01 Dec 2021,30 Dec 2021,1044059268000,2998380900,293967,G111,2021,12
DNET,-2.37,0.0,22,01 Dec 2021,30 Dec 2021,680788000,209300,322,G512,2021,12
DOID,-5.04,-49.71,22,01 Dec 2021,30 Dec 2021,117503639600,434187700,30666,A132,2021,12
DPNS,0.0,24.68,22,01 Dec 2021,30 Dec 2021,1293966200,3204300,1316,B113,2021,12
DPUM,0.0,-60.94,22,01 Dec 2021,30 Dec 2021,0,0,0,D231,2021,12
DSFI,-9.52,-5.94,22,01 Dec 2021,30 Dec 2021,24691511100,255262500,27835,D231,2021,12
DSNG,-5.66,21.95,22,01 Dec 2021,30 Dec 2021,278168782500,564275900,76346,D232,2021,12
DSSA,-1.01,262.96,22,01 Dec 2021,30 Dec 2021,719607500,14600,73,A121,2021,12
DUCK,0.0,-88.72,22,01 Dec 2021,30 Dec 2021,0,0,0,E515,2021,12
